WDPAID,WDPA_PID,PA_DEF,NAME,ORIG_NAME,DESIG,DESIG_ENG,DESIG_TYPE,IUCN_CAT,INT_CRIT,MARINE,REP_M_AREA,GIS_M_AREA,REP_AREA,GIS_AREA,NO_TAKE,NO_TK_AREA,STATUS,STATUS_YR,GOV_TYPE,OWN_TYPE,MANG_AUTH,MANG_PLAN,VERIF,METADATAID,SUB_LOC,PARENT_ISO,ISO3
67727,67727,1,Aïr and Ténéré Natural Reserves,Réserves naturelles de l'Aïr et du Ténéré,World Heritage Site,World Heritage Site,International,Not Applicable,(vii)(ix)(x),0,0,0,77360,78520.1063733817,Not Applicable,0,Inscribed,1991,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,946,NE-1,NER,NER
67728,67728,1,Danube Delta,Delta du Danube,World Heritage Site,World Heritage Site,International,Not Applicable,(vii)(x),1,0,693.904066,3124.4,3144.25983284975,Not Applicable,0,Inscribed,1991,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,946,RO-TL,ROU,ROU
67726,67726,1,Ujung Kulon National Park,Parc national de Ujung Kulon,World Heritage Site,World Heritage Site,International,Not Applicable,(vii)(x),1,443.37,645.076026,1230.51,1265.70838272818,Not Reported,0,Inscribed,1991,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,946,ID-JB,IDN,IDN
67725,67725,1,Komodo National Park,Parc national de Komodo,World Heritage Site,World Heritage Site,International,Not Applicable,(vii)(x),1,1301.77,1145.44308,2193.22,1781.68287782583,Not Reported,0,Inscribed,1991,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,946,Not Reported,IDN,IDN
67729,67729,1,Thungyai - Huai Kha Khaeng Wildlife Sanctuaries,Sanctuaires de faune de Thung Yai-Huai Kha Khaeng,World Heritage Site,World Heritage Site,International,Not Applicable,(vii)(ix)(x),0,0,0,6222,6327.26972022067,Not Applicable,0,Inscribed,1991,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,946,TH-63,THA,THA
67724,67724,1,"Baie Shark, Australie occidentale","Shark Bay, Western Australia",World Heritage Site,World Heritage Site,International,Not Applicable,(vii)(viii)(ix)(x),1,0,15474.237523,21973,22042.6989825953,Not Applicable,0,Inscribed,1991,Federal or national ministry or agency,Not Reported,Not Reported,Not Reported,Not Reported,946,AU-WA,AUS,AUS
26653,26653,1,Tsingy de Bemaraha Strict Nature Reserve,Réserve naturelle intégrale du Tsingy de Bemaraha,World Heritage Site,World Heritage Site,International,Not Applicable,(vii)(x),0,0,0,1520,1571.15079017084,Not Applicable,0,Inscribed,1990,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,946,MG-M,MDG,MDG
26654,26654,1,Mount Huangshan,Mont Huangshan,World Heritage Site,World Heritage Site,International,Not Applicable,(ii)(vii)(x),0,0,0,154,163.685601444427,Not Applicable,0,Inscribed,1990,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,946,CN-34,CHN,CHN
26651,26651,1,Río Abiseo National Park,Parc national Río Abiseo,World Heritage Site,World Heritage Site,International,Not Applicable,(iii)(vii)(ix)(x),0,0,0,2745.2,2733.72137622772,Not Applicable,0,Inscribed,1990,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,946,Not Reported,PER,PER
26652,26652,1,Te Wahipounamu – South West New Zealand,Te Wahipounamu – zone sud-ouest de la Nouvelle-Zélande,World Heritage Site,World Heritage Site,International,Not Applicable,(vii)(viii)(ix)(x),0,0,669.274238,26000,25083.1830446341,Not Applicable,0,Inscribed,1990,Not Reported,Not Reported,Not Reported,Not Reported,State Verified,946,NZ-STL,NZL,NZL
26649,26649,1,Tongariro National Park,Parc national de Tongariro,World Heritage Site,World Heritage Site,International,Not Applicable,(vi)(vii)(viii),0,0,0,795.96,792.107505679041,Not Applicable,0,Inscribed,1990,Not Reported,Not Reported,Not Reported,Not Reported,State Verified,946,Not Reported,NZL,NZL
20388,20388,1,Banc d'Arguin National Park,Parc national du banc d'Arguin,World Heritage Site,World Heritage Site,International,Not Applicable,(ix)(x),1,0,6394.752647,12000,11980.6948891124,Not Applicable,0,Inscribed,1989,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,946,Not Reported,MRT,MRT
20171,20171,1,Cliff of Bandiagara (Land of the Dogons),Falaises de Bandiagara (pays dogon),World Heritage Site,World Heritage Site,International,Not Applicable,(v)(vii),0,0,0,3273.9,3326.68717440568,Not Applicable,0,Inscribed,1989,Collaborative governance,Not Reported,"Etat, MAB UNESCO, Communautés",Existing,Not Reported,946,ML-5,MLI,MLI
20399,20399,1,Mosi-oa-Tunya / Victoria Falls,Mosi-oa-Tunya / Chutes Victoria,World Heritage Site,World Heritage Site,International,Not Applicable,(vii)(viii),0,0,0,68.6,77.3946786630587,Not Applicable,0,Inscribed,1989,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,946,ZM-07;ZW-MN,ZMB;ZWE,ZMB;ZWE
478640,478640,1,Hierapolis-Pamukkale,Hierapoli -Pamukkale,World Heritage Site,World Heritage Site,International,Not Applicable,(iii)(iv)(vii),0,0,0,10.77,10.6436636701682,Not Applicable,0,Inscribed,1988,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,946,TR-20,TUR,TUR
12896,12896,1,Henderson Island,Île d'Henderson,World Heritage Site,World Heritage Site,International,Not Applicable,(vii)(x),1,0,4.250887,37,41.1945111903536,Not Applicable,0,Inscribed,1988,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,946,Not Reported,PCN,PCN
18862,18862,1,Meteora,Météores,World Heritage Site,World Heritage Site,International,Not Applicable,(i)(ii)(iv)(v)(vii),0,0,0,2.7187,2.71515579893695,Not Applicable,0,Inscribed,1988,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,946,GR-E,GRC,GRC
16792,16792,1,Manovo-Gounda St Floris National Park,Parc national du Manovo-Gounda St Floris,World Heritage Site,World Heritage Site,International,Not Applicable,(ix)(x),0,0,0,17400,18828.5334268478,Not Applicable,0,Inscribed,1988,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,946,CF-BB,CAF,CAF
18863,18863,1,Mount Athos,Mont Athos,World Heritage Site,World Heritage Site,International,Not Applicable,(i)(ii)(iv)(v)(vi)(vii),0,0,5.865103,330.423,347.308667599025,Not Applicable,0,Inscribed,1988,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,946,GR-B,GRC,GRC
16793,16793,1,Nanda Devi and Valley of Flowers National Parks,Parcs nationaux de Nanda Devi et de la Vallée des fleurs,World Heritage Site,World Heritage Site,International,Not Applicable,(vii)(x),0,0,0,712.1,737.205290979132,Not Applicable,0,Inscribed,1988,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,946,IN-UP,IND,IND
16791,16791,1,Sinharaja Forest Reserve,Réserve forestière de Sinharaja,World Heritage Site,World Heritage Site,International,Not Applicable,(ix)(x),0,0,0,88.64,96.2253018587812,Not Applicable,0,Inscribed,1988,Federal or national ministry or agency,Not Reported,Forest Department,Not Reported,Not Reported,946,Not Reported,LKA,LKA
17757,17757,1,Tropiques humides de Queensland,Wet Tropics of Queensland,World Heritage Site,World Heritage Site,International,Not Applicable,(vii)(viii)(ix)(x),0,0,26.570386,8944.2,8960.95396638263,Not Applicable,0,Inscribed,1988,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,946,AU-QLD,AUS,AUS
17759,17759,1,Gros Morne National Park,Parc national du Gros-Morne,World Heritage Site,World Heritage Site,International,Not Applicable,(vii)(viii),0,0,0,1805,1803.22526250964,Not Applicable,0,Inscribed,1987,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,946,CA-NL,CAN,CAN
18337,18337,1,Hawaii Volcanoes National Park,Parc national des volcans d'Hawaï,World Heritage Site,World Heritage Site,International,Not Applicable,(viii),0,0,3.640133,929.34,845.785700781965,Not Applicable,0,Inscribed,1987,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,946,US-HI,USA,USA
17761,17761,1,Kilimanjaro National Park,Parc national du Kilimandjaro,World Heritage Site,World Heritage Site,International,Not Applicable,(vii),0,0,0,753.53,753.248973350678,Not Applicable,0,Inscribed,1987,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,946,Not Reported,TZA,TZA
17760,17760,1,Manú National Park,Parc national de Manú,World Heritage Site,World Heritage Site,International,Not Applicable,(ix)(x),0,0,0,17162.95,17013.3849163583,Not Applicable,0,Inscribed,1987,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,946,PE-MDD,PER,PER
17050,17050,1,Mount Taishan,Mont Taishan,World Heritage Site,World Heritage Site,International,Not Applicable,(i)(ii)(iii)(iv)(v)(vi)(vii),0,0,0,250,269.567345980827,Not Applicable,0,Inscribed,1987,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,946,CN-37,CHN,CHN
14177,14177,1,Sundarbans National Park,Parc national des Sundarbans,World Heritage Site,World Heritage Site,International,Not Applicable,(ix)(x),1,0,28.339505,1330.1,1041.05505636793,Not Reported,0,Inscribed,1987,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,946,IN-WB,IND,IND
17758,17758,1,Dja Faunal Reserve,Réserve de faune du Dja,World Heritage Site,World Heritage Site,International,Not Applicable,(ix)(x),0,0,0,5260,5834.2319680728,Not Applicable,0,Inscribed,1987,Federal or national ministry or agency,State,Not Reported,Not Reported,Not Reported,946,CM-ES,CMR,CMR
900010,900010,1,Parc national d'Uluru-Kata Tjuta,Uluru-Kata Tjuta National Park,World Heritage Site,World Heritage Site,International,Not Applicable,(v)(vi)(vii)(viii),0,0,0,1325.66,1331.49808959349,Not Applicable,0,Inscribed,1987,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,946,AU-NT,AUS,AUS
478637,478637,1,Göreme National Park and the Rock Sites of Cappadocia,Parc national de Göreme et sites rupestres de Cappadoce,World Heritage Site,World Heritage Site,International,Not Applicable,(i)(iii)(v)(vii),0,0,0,95.72,91.8353486262725,Not Applicable,0,Inscribed,1986,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,946,TR-50,TUR,TUR
12207,12207,1,Giant's Causeway and Causeway Coast,Chaussée des Géants et sa côte,World Heritage Site,World Heritage Site,International,Not Applicable,(vii)(viii),1,0,0.870945,0.7,2.11828857518877,Not Applicable,0,Inscribed,1986,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,946,Not Reported,GBR,GBR
12206,12206,1,Garajonay National Park,Parc national de Garajonay,World Heritage Site,World Heritage Site,International,Not Applicable,(vii)(ix),0,0,0,39.84,37.3088088680508,Not Applicable,0,Inscribed,1986,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,946,ES-CN,ESP,ESP
12203,12203,1,Iguaçu National Park,Parc national d'Iguaçu,World Heritage Site,World Heritage Site,International,Not Applicable,(vii)(x),0,0,0,1700.86,1700.36488265768,Not Applicable,0,Inscribed,1986,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,946,BR-PR,BRA,BRA
12209,12209,1,Škocjan Caves,Grottes de Škocjan,World Heritage Site,World Heritage Site,International,Not Applicable,(vii)(viii),0,0,0,4.13,4.00159892851467,Not Applicable,0,Inscribed,1986,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,946,Not Reported,SVN,SVN
902368,902368,1,St Kilda,Île de St Kilda,World Heritage Site,World Heritage Site,International,Not Applicable,(iii)(v)(vii)(ix)(x),2,0,253.213219884951,242.014,252.64685649365,Not Applicable,0,Inscribed,1986,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,946,Not Reported,GBR,GBR
12202,12202,1,Forêts humides Gondwana de l’Australie,Gondwana Rainforests of Australia,World Heritage Site,World Heritage Site,International,Not Applicable,(viii)(ix)(x),0,0,0,3700,3698.35934638043,Not Applicable,0,Inscribed,1986,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,946,AU-NSW,AUS,AUS
10745,10745,1,Manas Wildlife Sanctuary,Sanctuaire de faune de Manas,World Heritage Site,World Heritage Site,International,Not Applicable,(vii)(ix)(x),0,0,0,391,449.713671204384,Not Applicable,0,Inscribed,1985,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,946,IN-AS,IND,IND
10747,10747,1,Huascarán National Park,Parc national de Huascarán,World Heritage Site,World Heritage Site,International,Not Applicable,(vii)(viii),0,0,0,3400,3410.77698930274,Not Applicable,0,Inscribed,1985,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,946,PE-ANC,PER,PER
10744,10744,1,Kaziranga National Park,Parc national de Kaziranga,World Heritage Site,World Heritage Site,International,Not Applicable,(ix)(x),0,0,0,429.96,432.971302595078,Not Applicable,0,Inscribed,1985,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,946,IN-AS,IND,IND
10746,10746,1,Keoladeo National Park,Parc national de Keoladeo,World Heritage Site,World Heritage Site,International,Not Applicable,(x),0,0,0,28.73,29.4377312064296,Not Applicable,0,Inscribed,1985,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,946,IN-RJ,IND,IND
26689,26689,1,Canadian Rocky Mountain Parks,Parcs des montagnes Rocheuses canadiennes,World Heritage Site,World Heritage Site,International,Not Applicable,(vii)(viii),0,0,0,23068.84,23528.7362846621,Not Applicable,0,Inscribed,1984,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,946,CA-AB,CAN,CAN
10905,10905,1,Chitwan National Park,Parc national de Chitwan,World Heritage Site,World Heritage Site,International,Not Applicable,(vii)(ix)(x),0,0,0,932,1181.61024935177,Not Applicable,0,Inscribed,1984,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,946,Not Reported,NPL,NPL
10901,10901,1,Iguazu National Park,Parc national de l'Iguazu,World Heritage Site,World Heritage Site,International,Not Applicable,(vii)(x),0,0,0,555,587.193567774956,Not Applicable,0,Inscribed,1984,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,946,AR-N,ARG,ARG
10908,10908,1,Yosemite National Park,Parc national de Yosemite,World Heritage Site,World Heritage Site,International,Not Applicable,(vii)(viii),0,0,0,3082.83,3023.03301324533,Not Applicable,0,Inscribed,1984,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,946,US-CA,USA,USA
10904,10904,1,Lake Malawi National Park,Parc national du lac Malawi,World Heritage Site,World Heritage Site,International,Not Applicable,(vii)(ix)(x),0,0,0,94,73.3888949695643,Not Applicable,0,Inscribed,1984,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,946,MW-S,MWI,MWI
10907,10907,1,"Mana Pools National Park, Sapi and Chewore Safari Areas","Parc national de Mana Pools, aires de safari Sapi et Chewore",World Heritage Site,World Heritage Site,International,Not Applicable,(vii)(ix)(x),0,0,0,6766,6738.84001038714,Not Applicable,0,Inscribed,1984,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,946,ZW-MW,ZWE,ZWE
10906,10906,1,Salonga National Park,Parc national de la Salonga,World Heritage Site,World Heritage Site,International,Not Applicable,(vii)(ix),0,0,0,36000,35242.9727554313,Not Applicable,0,Inscribed,1984,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,946,Not Reported,COD,COD
9632,9632,1,Great Smoky Mountains National Park,Parc national des Great Smoky Mountains,World Heritage Site,World Heritage Site,International,Not Applicable,(vii)(viii)(ix)(x),0,0,0,2090,2044.08289254162,Not Applicable,0,Inscribed,1983,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,946,US-TN,USA,USA
9545,9545,1,Comoé National Park,Parc national de la Comoé,World Heritage Site,World Heritage Site,International,Not Applicable,(ix)(x),0,0,0,11492.5,11549.2561085016,Not Applicable,0,Inscribed,1983,Government delegated management,Not Reported,Office Ivoirien des Parcs et Réserves,Existing,Not Reported,946,CI-08,CIV,CIV
9617,9617,1,"Gulf of Porto: Calanche of Piana, Gulf of Girolata, Scandola Reserve","Golfe de Porto : calanche de Piana, golfe de Girolata, réserve de Scandola",World Heritage Site,World Heritage Site,International,Not Applicable,(vii)(viii)(x),1,0,30.963714,118,119.250487392083,Not Applicable,0,Inscribed,1983,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,946,FR-H,FRA,FRA
9623,9623,1,Historic Sanctuary of Machu Picchu,Sanctuaire historique de Machu Picchu,World Heritage Site,World Heritage Site,International,Not Applicable,(i)(iii)(vii)(ix),0,0,0,325.92,374.052694369404,Not Applicable,0,Inscribed,1983,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,946,PE-CUS,PER,PER
9613,9613,1,Pirin National Park,Parc national de Pirin,World Heritage Site,World Heritage Site,International,Not Applicable,(vii)(viii)(ix),0,0,0,392.7772,391.777565968699,Not Applicable,0,Inscribed,1983,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,946,BG-01,BGR,BGR
9614,9614,1,Sangay National Park,Parc national Sangay,World Heritage Site,World Heritage Site,International,Not Applicable,(vii)(viii)(ix)(x),0,0,0,2719.25,2521.10936917729,Not Applicable,0,Inscribed,1983,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,946,EC-S,ECU,ECU
9612,9612,1,Srebarna Nature Reserve,Réserve naturelle de Srébarna,World Heritage Site,World Heritage Site,International,Not Applicable,(x),0,0,0,6.38,6.38993662448365,Not Applicable,0,Inscribed,1983,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,946,Not Reported,BGR,BGR
10903,10903,1,Talamanca Range-La Amistad Reserves / La Amistad National Park,Réserves de la cordillère de Talamanca-La Amistad / Parc national La Amistad,World Heritage Site,World Heritage Site,International,Not Applicable,(vii)(viii)(ix)(x),0,0,0,5678.45,5795.82912349717,Not Applicable,0,Inscribed,1983,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,946,CR-L;PA-1,CRI;PAN,CRI;PAN
9628,9628,1,Vallée de Mai Nature Reserve,Réserve naturelle de la vallée de Mai,World Heritage Site,World Heritage Site,International,Not Applicable,(vii)(viii)(ix)(x),0,0,0,0.18,0.06958881018307,Not Applicable,0,Inscribed,1983,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,946,Not Reported,SYC,SYC
10902,10902,1,Wood Buffalo National Park,Parc national Wood Buffalo,World Heritage Site,World Heritage Site,International,Not Applicable,(vii)(ix)(x),0,0,0,44800,45347.5750466445,Not Applicable,0,Inscribed,1983,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,946,CA-AB,CAN,CAN
5004,5004,1,Aldabra Atoll,Atoll d'Aldabra,World Heritage Site,World Heritage Site,International,Not Applicable,(vii)(ix)(x),2,0,436.372861915797,350,435.396824353234,Not Applicable,0,Inscribed,1982,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,946,Not Reported,SYC,SYC
5002,5002,1,Río Plátano Biosphere Reserve,Réserve de la biosphère Río Plátano,World Heritage Site,World Heritage Site,International,Not Applicable,(vii)(viii)(ix)(x),1,0,233.801476,5000,5077.99806212239,Not Applicable,0,Inscribed,1982,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,946,HN-CL,HND,HND
5003,5003,1,Taï National Park,Parc national de Taï,World Heritage Site,World Heritage Site,International,Not Applicable,(vii)(x),0,0,0,3300,3474.70095064339,Not Applicable,0,Inscribed,1982,Government delegated management,Not Reported,Office Ivoirien des Parcs et Réserves,Existing,Not Reported,946,CI-19,CIV,CIV
5005,5005,1,Selous Game Reserve,Réserve de gibier de Selous,World Heritage Site,World Heritage Site,International,Not Applicable,(ix)(x),0,0,0,44800,47411.7856224791,Not Applicable,0,Inscribed,1982,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,946,Not Reported,TZA,TZA
4999,4999,1,Tassili n'Ajjer,Tassili n'Ajjer,World Heritage Site,World Heritage Site,International,Not Applicable,(i)(iii)(vii)(viii),0,0,0,72000,75543.3310434963,Not Applicable,0,Inscribed,1982,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,946,DZ-33,DZA,DZA
5001,5001,1,Îles Lord Howe,Lord Howe Island Group,World Heritage Site,World Heritage Site,International,Not Applicable,(vii)(x),2,0,1464.99693308586,1465,1461.72016644767,Not Applicable,0,Inscribed,1982,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,946,AU-NSW,AUS,AUS
5000,5000,1,Zone de nature sauvage de Tasmanie,Tasmanian Wilderness,World Heritage Site,World Heritage Site,International,Not Applicable,(iii)(iv)(vi)(vii)(viii)(ix)(x),1,0,279.992183,15842.33,15828.7942230126,Not Applicable,0,Inscribed,1982,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,946,AU-TAS,AUS,AUS
2554,2554,1,Darien National Park,Parc national du Darien,World Heritage Site,World Heritage Site,International,Not Applicable,(vii)(ix)(x),0,0,3.486077,5970,5490.07972899593,Not Applicable,0,Inscribed,1981,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,946,PA-5,PAN,PAN
2578,2578,1,Djoudj National Bird Sanctuary,Parc national des oiseaux du Djoudj,World Heritage Site,World Heritage Site,International,Not Applicable,(vii)(x),0,0,0,160,209.746795658026,Not Applicable,0,Inscribed,1981,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,946,SN-SL,SEN,SEN
2570,2570,1,Los Glaciares National Park,Parc national de Los Glaciares,World Heritage Site,World Heritage Site,International,Not Applicable,(vii)(viii),0,0,0,4459,7170.36325639533,Not Applicable,0,Inscribed,1981,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,946,Not Reported,ARG,ARG
2577,2577,1,Mammoth Cave National Park,Parc national de Mammoth Cave,World Heritage Site,World Heritage Site,International,Not Applicable,(vii)(viii)(x),0,0,0,211.91,207.711346996842,Not Applicable,0,Inscribed,1981,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,946,US-KY,USA,USA
2574,2574,1,Mount Nimba Strict Nature Reserve,Réserve naturelle intégrale du mont Nimba,World Heritage Site,World Heritage Site,International,Not Applicable,(ix)(x),0,0,0,221.3,193.376063079947,Not Applicable,0,Inscribed,1981,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,946,GN-NZ;CI-06,CIV;GIN,CIV;GIN
2580,2580,1,Niokolo-Koba National Park,Parc national du Niokolo-Koba,World Heritage Site,World Heritage Site,International,Not Applicable,(x),0,0,0,9130,8264.89308440739,Not Applicable,0,Inscribed,1981,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,946,SN-TC,SEN,SEN
2579,2579,1,Olympic National Park,Parc national Olympique,World Heritage Site,World Heritage Site,International,Not Applicable,(vii)(ix),0,0,6.366622,3696.6,3676.85739345519,Not Applicable,0,Inscribed,1981,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,946,US-WA,USA,USA
2575,2575,1,Serengeti National Park,Parc national de Serengeti,World Heritage Site,World Heritage Site,International,Not Applicable,(vii)(x),0,0,0,14763,13093.6089963294,Not Applicable,0,Inscribed,1981,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,946,TZ-13,TZA,TZA
2572,2572,1,Parc national de Kakadu,Kakadu National Park,World Heritage Site,World Heritage Site,International,Not Applicable,(i)(vi)(vii)(ix)(x),0,0,146.348748,19809.94,19211.1956925568,Not Applicable,0,Inscribed,1981,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,946,AU-NT,AUS,AUS
2571,2571,1,La Grande Barrière,Great Barrier Reef,World Heritage Site,World Heritage Site,International,Not Applicable,(vii)(viii)(ix)(x),2,0,348233.251547284,348700,347454.35633242,Not Applicable,0,Inscribed,1981,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,946,AU-QLD,AUS,AUS
2573,2573,1,Région des lacs Willandra,Willandra Lakes Region,World Heritage Site,World Heritage Site,International,Not Applicable,(iii)(viii),0,0,0,2400,2392.72999492474,Not Applicable,0,Inscribed,1981,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,946,AU-NSW,AUS,AUS
4327,4327,1,Garamba National Park,Parc national de la Garamba,World Heritage Site,World Heritage Site,International,Not Applicable,(vii)(x),0,0,0,4920,5150.93853090092,Not Applicable,0,Inscribed,1980,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,946,CD-OR,COD,COD
4326,4326,1,Durmitor National Park,Parc national de Durmitor,World Heritage Site,World Heritage Site,International,Not Applicable,(vii)(viii)(x),0,0,0,321,359.355616948975,Not Applicable,0,Inscribed,1980,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,946,ME-21,MNE,MNE
4322,4322,1,Ichkeul National Park,Parc national de l'Ichkeul,World Heritage Site,World Heritage Site,International,Not Applicable,(x),0,0,0,126,124.145776081301,Not Applicable,0,Inscribed,1980,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,946,TN-23,TUN,TUN
4328,4328,1,Kahuzi-Biega National Park,Parc national de Kahuzi-Biega,World Heritage Site,World Heritage Site,International,Not Applicable,(x),0,0,0,6000,6596.62770408965,Not Applicable,0,Inscribed,1980,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,946,Not Reported,COD,COD
4325,4325,1,Redwood National and State Parks,Parcs d’État et national Redwood,World Heritage Site,World Heritage Site,International,Not Applicable,(vii)(ix),0,0,1.983286,568.83,572.249343585617,Not Applicable,0,Inscribed,1980,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,946,US-CA,USA,USA
2011,2011,1,Grand Canyon National Park,Parc national du Grand Canyon,World Heritage Site,World Heritage Site,International,Not Applicable,(vii)(viii)(ix)(x),0,0,0,4932.7,4886.20568530273,Not Applicable,0,Inscribed,1979,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,946,US-AZ,USA,USA
2008,2008,1,Białowieża Forest,Fôret Bialowieza,World Heritage Site,World Heritage Site,International,Not Applicable,(ix)(x),0,0,0,1418.85,1388.82853859005,Not Applicable,0,Inscribed,1979,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,946,PL-PD;BY-BR,BLR;POL,BLR;POL
2004,2004,1,Dinosaur Provincial Park,Parc provincial Dinosaur,World Heritage Site,World Heritage Site,International,Not Applicable,(vii)(viii),0,0,0,74.93,83.6439792374355,Not Applicable,0,Inscribed,1979,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,946,CA-AB,CAN,CAN
2012,2012,1,Everglades National Park,"Parc national des Everglades
",World Heritage Site,World Heritage Site,International,Not Applicable,(viii)(ix)(x),1,0,2084.317476,5929.2,5840.38010450819,Not Applicable,0,Inscribed,1979,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,946,US-FL,USA,USA
2018,2018,1,Kluane / Wrangell-St Elias / Glacier Bay / Tatshenshini-Alsek,Kluane / Wrangell-St Elias / Glacier Bay / Tatshenshini-Alsek,World Heritage Site,World Heritage Site,International,Not Applicable,(vii)(viii)(ix)(x),1,0,2335.47402,98391.21,97066.0878145926,Not Applicable,0,Inscribed,1979,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,946,US-AK;CA-YT,CAN;USA,CAN;USA
2015,2015,1,Natural and Cultural Heritage of the Ohrid region,Patrimoine naturel et culturel de la région d’Ohrid,World Heritage Site,World Heritage Site,International,Not Applicable,(i)(iii)(iv)(vii),0,0,0,833.5,827.724277126401,Not Applicable,0,Inscribed,1979,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,946,MK-58,MKD,MKD
2010,2010,1,Ngorongoro Conservation Area,Zone de conservation de Ngorongoro,World Heritage Site,World Heritage Site,International,Not Applicable,(iv)(vii)(viii)(ix)(x),0,0,0,8094.4,8308.0489538678,Not Applicable,0,Inscribed,1979,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,946,TZ-01,TZA,TZA
2016,2016,1,Plitvice Lakes National Park,Parc national Plitvice,World Heritage Site,World Heritage Site,International,Not Applicable,(vii)(viii)(ix),0,0,0,294.82,295.643353124441,Not Applicable,0,Inscribed,1979,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,946,HR-09,HRV,HRV
