"rgn_name","rgn_id","commodity","product","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011"
"Mauritius",37,"Z_TOTAL","ornamentals",,,,,,,,,,,,,,,,,7,7,7,4,7,6,7,10,8,10,15,4,3,3,3,2,2,3,2,3
"Mayotte",29,"Ornamental fish nei","ornamentals",,,,,,,,,,,,,,,,,,,,,0.238783826926327,0,0,0,0,0.372359105335311,0.372359105335311,0,0,0,34,14,8,0,0,0
"Mayotte",29,"Z_TOTAL","ornamentals",,,,,,,,,,,,,,,,,,,,,0.238783826926327,0,0,0,0,0.372359105335311,0.372359105335311,0,0,0,34,14,8,0,0,0
"Mexico",135,"Agar agar nei","seaweeds",,,,,,,,,,,,,,,,,,,17,51,0,73,66,77,101,96,79,60,68,76,72,65,75,53,74,79
"Mexico",135,"Cod liver oil","fish_oil",,,,,,,,,,,,,,,,,,,,,,,,,,,,0.546011148679521,1,0,0,0,1,2,1,3
"Mexico",135,"Coral and the like","corals",,,,,,,,,,,,,,,,,,,,,,,,,,,44,19,0,28,10,36,1,0,0,0
"Mexico",135,"Fish body oils, nei","fish_oil",,,,,,,351,92,1539.49220832369,199,499,851,0,479,405,44,0,16,27,53,1922,1587,3102,795,1902,3374,9852,2178,2174,717,12765,5807,26668,29399,12133,27010
"Mexico",135,"Fish liver oils, nei","fish_oil",,,,,,,,,,,,,,,0,0,1,0,22,0,0,0.483800641519625,0,0,0,0.303358427684141,1,0.483800641519625,1,0,2,0,0.483800641519625,0.122916213848657,1,1
"Mexico",135,"Miscellaneous corals and shells","shells",,,,,,,,,,,,,,,447,781,644,616,798,636,650,691,676,751,1116,2539,957,1119,1062,1492,1417,839,824,633,965,627
"Mexico",135,"Ornamental fish nei","ornamentals",1.13444883819733,1,0,0,1.13444883819733,0,6,1,1.13444883819733,1,3,2,1,4,0,9,5,8,1,1.13444883819733,1.70682048432955,14.1082061505278,5.14105036112291,4.75946926370143,14.8713683453708,5.5226314585444,13.5358345043956,6.66737475080885,9.91081407889147,16.0161116376352,12.0095101147096,9.33844243275924,12.9634628582633,22.8845713912219,29.1806594986764,21.7398280989575
"Mexico",135,"Other seaweeds and aquatic plants and products thereof","seaweeds",,,,,,,,,,,,,,,25194,28976,42644,37261,26453,39362,35000,32665,5671,34755,15080,28325,22409,18539,17406,145,364,199,139,257,283,443
"Mexico",135,"Z_TOTAL","corals",,,,,,,,,,,,,,,,,,,,,,,,,,,44,19,0,28,10,36,1,0,0,0
"Mexico",135,"Z_TOTAL","fish_oil",,,,,,,351,92,1539.49220832369,199,499,851,0,479,405,44,1,16,49,53,1922,1587.48380064152,3102,795,1902,3374.30335842768,9853,2179.0298117902,2176,717,12767,5807,26669.4838006415,29401.1229162138,12135,27014
"Mexico",135,"Z_TOTAL","ornamentals",1.13444883819733,1,0,0,1.13444883819733,0,6,1,1.13444883819733,1,3,2,1,4,0,9,5,8,1,1.13444883819733,1.70682048432955,14.1082061505278,5.14105036112291,4.75946926370143,14.8713683453708,5.5226314585444,13.5358345043956,6.66737475080885,9.91081407889147,16.0161116376352,12.0095101147096,9.33844243275924,12.9634628582633,22.8845713912219,29.1806594986764,21.7398280989575
"Mexico",135,"Z_TOTAL","seaweeds",,,,,,,,,,,,,,,25194,28976,42644,37261,26470,39413,35000,32738,5737,34832,15181,28421,22488,18599,17474,221,436,264,214,310,357,522
"Mexico",135,"Z_TOTAL","shells",,,,,,,,,,,,,,,447,781,644,616,798,636,650,691,676,751,1116,2539,957,1119,1062,1492,1417,839,824,633,965,627
"Micronesia",9,"Coral and the like","corals",,,,,,,,,,,,,,,,,,,,,,,26,44,16,0,12,3,18.0147732786974,40,151,24,15,2,160,99
"Micronesia",9,"Ornamental saltwater fish","ornamentals",,,,,,,,,,,,,,,,2.46410352657391,2.46410352657391,0,0,0,1.97434603621953,1.83441532468971,1,8,5,2,1.57787568688503,2.1609203182593,2.02098960672947,1.62451925739497,0,0,1.64784104264995,1.7644499689248,1.83441532468971,4
"Micronesia",9,"Z_TOTAL","corals",,,,,,,,,,,,,,,,,,,,,,,26,44,16,0,12,3,18.0147732786974,40,151,24,15,2,160,99
"Micronesia",9,"Z_TOTAL","ornamentals",,,,,,,,,,,,,,,,2.46410352657391,2.46410352657391,0,0,0,1.97434603621953,1.83441532468971,1,8,5,2,1.57787568688503,2.1609203182593,2.02098960672947,1.62451925739497,0,0,1.64784104264995,1.7644499689248,1.83441532468971,4
"Montenegro",186,"Coral and the like","corals",,,,,,,,,,,,,,,,,,,,,145,223,21,128,0,118,0,15,0,0,0,0,0,0,0,0
"Montenegro",186,"Miscellaneous corals and shells","shells",,,,,,,,,,,,,,,,,,,,,,,,,123,0,164,0,161,128,0,0,0,0,0,0
"Montenegro",186,"Other seaweeds and aquatic plants and products thereof","seaweeds",,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,0,0,0,0,0
"Montenegro",186,"Z_TOTAL","corals",,,,,,,,,,,,,,,,,,,,,145,223,21,128,0,118,0,15,0,0,0,0,0,0,0,0
"Montenegro",186,"Z_TOTAL","seaweeds",,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
"Montenegro",186,"Z_TOTAL","shells",,,,,,,,,,,,,,,,,,,,,,,,,123,0,164,0,161,128,0,0,0,0,0,0
"Morocco",62,"Agar agar nei","seaweeds",,,,,,,,,,,,,,,,,,,962,1007,992,979,975,1178,1314,1172,1216,1177,1238,1136,1095,1081,917,868,1000,896
"Morocco",62,"Coral and the like","corals",,,,,,,,,,,,,,,,,,,5,4,3,68,418,358,276,158,22,5,61.1373531056468,0,0,0,0,0,0,0
"Morocco",62,"Fish body oils, nei","fish_oil",4098,5937,6441,6848,3511,9519,828,7919,4965,5,3828,3147,645,1150,4776,3684,1933,515,705,9871,3410,6927,3670,4478,4867,18462,11749,19661,32351,24125,21865,25750,25178,40217,39804,16663
"Morocco",62,"Fish liver oils, nei","fish_oil",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,285,255,715,2279,349,74
"Morocco",62,"Miscellaneous corals and shells","shells",,,,,,,,,,,,,,,,,,,,,,,,,,,,6,7,4,2,2,4,3,4,4
"Morocco",62,"Natural sponges raw","sponges",,,,,,,,,,,,,,,,,,,0.138837271037961,0,0,1,0.138837271037961,0.138837271037961,2,0,0,0,0,0,0,0.138837271037961,0,0,0,0
"Morocco",62,"Ornamental saltwater fish","ornamentals",,,,,,,,,,,,,,,,,,,,,,,,,,,243,1725,1696,2099,2050,2109,315,0,0,0
"Morocco",62,"Other seaweeds and aquatic plants and products thereof","seaweeds",,,,,,,,,,,,,,,,,,4,926,789,1807,1773,2698,4019,4767,4935,4650,5275,5611,8461,6973,5290,4359,4753,4768,2333
"Morocco",62,"Z_TOTAL","corals",,,,,,,,,,,,,,,,,,,5,4,3,68,418,358,276,158,22,5,61.1373531056468,0,0,0,0,0,0,0
"Morocco",62,"Z_TOTAL","fish_oil",4098,5937,6441,6848,3511,9519,828,7919,4965,5,3828,3147,645,1150,4776,3684,1933,515,705,9871,3410,6927,3670,4478,4867,18462,11749,19661,32351,24125,22150,26005,25893,42496,40153,16737
"Morocco",62,"Z_TOTAL","ornamentals",,,,,,,,,,,,,,,,,,,,,,,,,,,243,1725,1696,2099,2050,2109,315,0,0,0
"Morocco",62,"Z_TOTAL","seaweeds",,,,,,,,,,,,,,,,,,4,1888,1796,2799,2752,3673,5197,6081,6107,5866,6452,6849,9597,8068,6371,5276,5621,5768,3229
"Morocco",62,"Z_TOTAL","shells",,,,,,,,,,,,,,,,,,,,,,,,,,,,6,7,4,2,2,4,3,4,4
"Morocco",62,"Z_TOTAL","sponges",,,,,,,,,,,,,,,,,,,0.138837271037961,0,0,1,0.138837271037961,0.138837271037961,2,0,0,0,0,0,0,0.138837271037961,0,0,0,0
"Mozambique",41,"Miscellaneous corals and shells","shells",,,,,,,,,,,,,,,,,,,104,0,231,215,220,353,230,23,762,75,45,270,32,60,120,150,85,359
"Mozambique",41,"Z_TOTAL","shells",,,,,,,,,,,,,,,,,,,104,0,231,215,220,353,230,23,762,75,45,270,32,60,120,150,85,359
"Myanmar",205,"Ornamental fish nei","ornamentals",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,
"Myanmar",205,"Trochus shells","shells",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,0,49,0,57,87,40
"Myanmar",205,"Z_TOTAL","ornamentals",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0
"Myanmar",205,"Z_TOTAL","shells",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,0,49,0,57,87,40
"Namibia",101,"Fish body oils, nei","fish_oil",,,,,,,,,,,,,,,,,,,2306,3246,0,2076,7662,3540,3889,1619,1187,201,1827,802,1813,22,941,102,136,1391
"Namibia",101,"Fish liver oils, nei","fish_oil",,,,,,,,,,,,,,,,,,,,,,,,0,28,340,3170,2130,273.982896875741,752,28,2373,710,624,740,1047
"Namibia",101,"Miscellaneous corals and shells","shells",,,,,,,,,,,,,,,,,,,,,,1,10,3,1.18300618445819,3,0,0,0,0,0,0,0,0,0.10239311642915,0.10239311642915
"Namibia",101,"Natural sponges nei","sponges",,,,,,,,,,,,,,,,,,,,,,1.16666666666667,3.5,0,0,0,0,7,0,1,0,0,0,0,0,0
"Namibia",101,"Ornamental fish nei","ornamentals",,,,,,,,,,,,,,,,,,,,,,,,,1,0,22,4,80,72,0,0,0,0,0,0
"Namibia",101,"Other seaweeds and aquatic plants and products thereof","seaweeds",,,,,,,,,,,,,,,,,,,,,,865,3711,869,508,482,266,53,60,241,74,74,139,152,134,76
"Namibia",101,"Z_TOTAL","fish_oil",,,,,,,,,,,,,,,,,,,2306,3246,0,2076,7662,3540,3917,1959,4357,2331,2100.98289687574,1554,1841,2395,1651,726,876,2438
"Namibia",101,"Z_TOTAL","ornamentals",,,,,,,,,,,,,,,,,,,,,,,,,1,0,22,4,80,72,0,0,0,0,0,0
"Namibia",101,"Z_TOTAL","seaweeds",,,,,,,,,,,,,,,,,,,,,,865,3711,869,508,482,266,53,60,241,74,74,139,152,134,76
"Namibia",101,"Z_TOTAL","shells",,,,,,,,,,,,,,,,,,,,,,1,10,3,1.18300618445819,3,0,0,0,0,0,0,0,0,0.10239311642915,0.10239311642915
"Namibia",101,"Z_TOTAL","sponges",,,,,,,,,,,,,,,,,,,,,,1.16666666666667,3.5,0,0,0,0,7,0,1,0,0,0,0,0,0
"Netherlands",177,"Agar agar nei","seaweeds",1,1,1,1,3,2,1,2,5,1.49549716516746,6,1,8,5,0,0,0,0,22,13,18,12,17,29,45,29,32,69,81,92,110,97,115,112,101,121
"Netherlands",177,"Fish body oils, nei","fish_oil",11776,9158,7666,6874,10449,10311,11641,11630,16172,13301,15215,15973,15724,14441,12533,10680,10411,23045,28541,25004,20316,19234,11927,10365,10745,11034,14979,12357,22165,13776,17025,10327,13809,11326,13360,13057
"Netherlands",177,"Fish liver oils, nei","fish_oil",,647,801,1116,1325,1173,1804,1603,3598,2502,2788,5922,4137,4828,4012,3095,2657,1330,750,1814,3097,2762,2621,2585,3124,3110,4177,3980,3830,3511,2937,7953,3246,2635,1449,868
"Netherlands",177,"Halibuts, liver oils","fish_oil",,,,,,,,,,,,,,,,,,,,1,21,22,6,115,8,7,49,60,19,14,12,5,5,11,0,28
"Netherlands",177,"Miscellaneous corals and shells","shells",,,,,,,,,,,,,,,16280,15765,15963,2407,4758,8130,7095,7795,3403,13844,3888,2047,3588,10108,6586,3624,5783,6827,3193,11164,28972,16257
"Netherlands",177,"Natural sponges other than raw","sponges",,,,,,,,,,,,,,,6,5,4,3,62,2,7.44111435829056,12.4140591355133,2,8,21,143,18,10,28,11,8,9.33556951151827,9.8091832998252,10.0459901939787,7.44111435829056,7.44111435829056
"Netherlands",177,"Natural sponges raw","sponges",5,2.65011747450335,1,2.30392805699381,1,1,10,5,23,3,13,4,5,4,0,0,0,0,0,2.30392805699381,0,2.30392805699381,2.30392805699381,2.37316594049572,2.30392805699381,2.30392805699381,24,2.37316594049572,2.65011747450335,2.51164170749953,2.51164170749953,6,2.30392805699381,2.44240382399763,2.44240382399763,2.51164170749953
"Netherlands",177,"Ornamental fish nei","ornamentals",,14,12,23,28,32,50,59,68,62,52,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Netherlands",177,"Ornamental saltwater fish","ornamentals",,,,,,,,,,,,,42,31,53,70,107,22,8,1.23187917124977,9,28,14,8,4,6,6,46,73,107,148,259,327,321,357,362
"Netherlands",177,"Other seaweeds and aquatic plants and products thereof","seaweeds",,,,,,,,,,,,,320,40,8,24,29,158,38,107,106,108,458,252,368,268,379,650,679,806,758,974,904,534,687,899
"Netherlands",177,"Shells nei","shells",19953,19186,16590,17235,14555,11647,12130,11873,13001,17752,16146,16578,18188,17033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Netherlands",177,"Z_TOTAL","fish_oil",11776,9805,8467,7990,11774,11484,13445,13233,19770,15803,18003,21895,19861,19269,16545,13775,13068,24375,29291,26819,23434,22018,14554,13065,13877,14151,19205,16397,26014,17301,19974,18285,17060,13972,14809,13953
"Netherlands",177,"Z_TOTAL","ornamentals",,14,12,23,28,32,50,59,68,62,52,55,42,31,53,70,107,22,8,1.23187917124977,9,28,14,8,4,6,6,46,73,107,148,259,327,321,357,362
"Netherlands",177,"Z_TOTAL","seaweeds",1,1,1,1,3,2,1,2,5,1.49549716516746,6,1,328,45,8,24,29,158,60,120,124,120,475,281,413,297,411,719,760,898,868,1071,1019,646,788,1020
"Netherlands",177,"Z_TOTAL","shells",19953,19186,16590,17235,14555,11647,12130,11873,13001,17752,16146,16578,18188,17033,16280,15765,15963,2407,4758,8130,7095,7795,3403,13844,3888,2047,3588,10108,6586,3624,5783,6827,3193,11164,28972,16257
"Netherlands",177,"Z_TOTAL","sponges",5,2.65011747450335,1,2.30392805699381,1,1,10,5,23,3,13,4,5,4,6,5,4,3,62,4.30392805699381,7.44111435829056,14.7179871925071,4.30392805699381,10.3731659404957,23.3039280569938,145.303928056994,42,12.3731659404957,30.6501174745034,13.5116417074995,10.5116417074995,15.3355695115183,12.113111356819,12.4883940179763,9.88351818228818,9.95275606579009
"New Caledonia",5,"Miscellaneous corals and shells","shells",,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,0,0,0,0,1
"New Caledonia",5,"Ornamental fish nei","ornamentals",,,,,,,,,3,0,3,5,0,0,0,0,0,0,0,0,0,4,5,1,7,7,4,5,5,4,3,4,4,3,6,6
"New Caledonia",5,"Trochus shells","shells",,,,,,,,,,,,,,,,,,,,,,,,98,96,343,78,100,120,153,187,198,199,277,228,144
"New Caledonia",5,"Z_TOTAL","ornamentals",,,,,,,,,3,0,3,5,0,0,0,0,0,0,0,0,0,4,5,1,7,7,4,5,5,4,3,4,4,3,6,6
"New Caledonia",5,"Z_TOTAL","shells",,,,,,,,,,,,,,,,,,,,,,,,98,96,343,78,100,120,153,187,198,199,277,228,145
"New Zealand",162,"Agar agar nei","seaweeds",,,,,,,,,,,,,,,,,,,24,19,6,6,10,6,5,46,8,8,12,3,8,3,9,6,16,12
"New Zealand",162,"Cod liver oil","fish_oil",,,,,,,,,,,,,,,22,22,33,61,14,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"New Zealand",162,"Coral and the like","corals",,,,,,,,,,,,,,,245.507694576489,257.561431125609,247.612970480616,238.1185889522,249.553126705988,232.587079713905,228.170128307207,236.591231923715,223.629337141442,206,254,227.05557047561,247.117611444351,246.45713272933,288.191131534674,287.117853622766,274.527478117692,298.387271697799,274.733877716136,259.625427110047,294,258
"New Zealand",162,"Fish body oils, nei","fish_oil",,,,,,,,,1081,1865,779,520,690,1376,1320,837,965,577,1102,1698,2015,2073,2121,3549,3114,3167,2740,2665,2941,2299,2587,2227,2860,2645,3303,2795
"New Zealand",162,"Fish liver oils, nei","fish_oil",,,,,,,,,,,,134,63,54,35,45,17,0,0,0,50,113,41,63,31,60,171,56,48,89,149,110,70,115,190,216
"New Zealand",162,"Natural sponges raw","sponges",,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,,,,,0,0,0,0,0
"New Zealand",162,"Ornamental fish nei","ornamentals",,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,1,0,0,0,0.0856393062052303,3.3877314778308,69,4,19,15,7,0,0,0
"New Zealand",162,"Other seaweeds and aquatic plants and products thereof","seaweeds",,,,,,,,,,,,,,,7.32920818458961,8.33070950423814,11.8877659154036,8.43431308902936,6.88025931716096,7.12200101500716,6.84572478889722,7.67455346722704,7.50188082590832,10,1,9.53941799346912,6.742121204106,7.19107007153464,8.77965837166679,8.36524403250188,11.3352134631837,39.0664396589687,20.2105872269655,22.4898660923725,43,63
"New Zealand",162,"Z_TOTAL","corals",,,,,,,,,,,,,,,245.507694576489,257.561431125609,247.612970480616,238.1185889522,249.553126705988,232.587079713905,228.170128307207,236.591231923715,223.629337141442,206,254,227.05557047561,247.117611444351,246.45713272933,288.191131534674,287.117853622766,274.527478117692,298.387271697799,274.733877716136,259.625427110047,294,258
"New Zealand",162,"Z_TOTAL","fish_oil",,,,,,,,,1081,1865,779,654,753,1430,1377,904,1015,638,1116,1756,2065,2186,2162,3612,3145,3227,2911,2721,2989,2388,2736,2337,2930,2760,3493,3011
"New Zealand",162,"Z_TOTAL","ornamentals",,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,1,0,0,0,0.0856393062052303,3.3877314778308,69,4,19,15,7,0,0,0
"New Zealand",162,"Z_TOTAL","seaweeds",,,,,,,,,,,,,,,7.32920818458961,8.33070950423814,11.8877659154036,8.43431308902936,30.880259317161,26.1220010150072,12.8457247888972,13.674553467227,17.5018808259083,16,6,55.5394179934691,14.742121204106,15.1910700715346,20.7796583716668,11.3652440325019,19.3352134631837,42.0664396589687,29.2105872269655,28.4898660923725,59,75
"New Zealand",162,"Z_TOTAL","sponges",,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nicaragua",131,"Coral and the like","corals",,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,18,70,45,0,2,22,17
"Nicaragua",131,"Ornamental fish nei","ornamentals",,,,,,,,,,,,,,,,,,84,6,2,2,5,8,0,2,1,0,0,4,0,6,13,12,0,2,4
"Nicaragua",131,"Z_TOTAL","corals",,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,18,70,45,0,2,22,17
"Nicaragua",131,"Z_TOTAL","ornamentals",,,,,,,,,,,,,,,,,,84,6,2,2,5,8,0,2,1,0,0,4,0,6,13,12,0,2,4
"Nigeria",196,"Ornamental fish nei","ornamentals",,,,,,,,,,,,,,,,,27,28,75,111.469014726928,9.80013100207487,76.7747186794627,30.1788194571392,38.3752065492588,50.7259268250554,63.6941831146418,67.5678181102325,73.1817818719582,110.570780525052,73.9115971609826,0,0,0,0,51,0
"Nigeria",196,"Z_TOTAL","ornamentals",,,,,,,,,,,,,,,,,27,28,75,111.469014726928,9.80013100207487,76.7747186794627,30.1788194571392,38.3752065492588,50.7259268250554,63.6941831146418,67.5678181102325,73.1817818719582,110.570780525052,73.9115971609826,0,0,0,0,51,0
"North Korea",21,"Agar agar nei","seaweeds",,,,,,,,,,,,,,,,,,,,,,0.211356466876972,0.840694006309148,0,0,1.05047318611987,2,1.2602523659306,2,0,0,0,0,0,1.05047318611987,0.211356466876972
"North Korea",21,"Coral and the like","corals",,,,,,,,,,,,,,,49,0,0,0,0,0,0,0,36,125,52,50,103,194,333,1426,623,443,239,421,493,533
"North Korea",21,"Hizikia fusiforme (brown algae)","seaweeds",,,,,,,,,,,,,,,,,,,,,,,,,,8,6,2,3,0,0,0,0,0,0,0
"North Korea",21,"Miscellaneous corals and shells","shells",,,,,,,,,,,,,,,,,,,,,,,,,,,30,30,20,20,30,0,0,0,0,0
"North Korea",21,"Other seaweeds and aquatic plants and products thereof","seaweeds",,,,,,,,,,,,,,,,,,,,,,375,256,949,289,238,678,616,1169,1674,1375,371,314,337,73,28
"North Korea",21,"Z_TOTAL","corals",,,,,,,,,,,,,,,49,0,0,0,0,0,0,0,36,125,52,50,103,194,333,1426,623,443,239,421,493,533
"North Korea",21,"Z_TOTAL","seaweeds",,,,,,,,,,,,,,,,,,,,,,375.211356466877,256.840694006309,949,289,247.05047318612,686,619.260252365931,1174,1674,1375,371,314,337,74.0504731861199,28.211356466877
"North Korea",21,"Z_TOTAL","shells",,,,,,,,,,,,,,,,,,,,,,,,,,,30,30,20,20,30,0,0,0,0,0
"Norway",223,"Agar agar nei","seaweeds",,,,,,,,,,,,,,,,,,,0.327207435572449,2.33187387179782,0.327207435572449,0,0.899969274493984,0.613588355033216,0.327207435572449,2.04549295233705,0.613588355033216,29,39,20,0,0.899969274493984,0,0,0,0
"Norway",223,"Cod liver oil","fish_oil",815,1254,1720,1582,1723,1672,1191,1628,1113,1383,1078,994,903,691,801,1105,1083,1002,1715,1437,1737,1963,1812,1467,1429,2111,1583,1244,1567,1406,1913,1471,1434,1035,1533,1700
"Norway",223,"Coral and the like","corals",,,,,,,,,,,,,,,,,,,,889.606584565189,965.641496193792,895,1142,1744,1244,2373,2289,2592,3311,4883,1711,413,173,25,12,10
"Norway",223,"Fish body oils, nei","fish_oil",132521,120799,64041,78964,79446,107332,101140,127952,76862,114347,38831,71276,45608,39113,42737,58633,53712,62035,63473,673,662,3429,3100,5595,6431,482,2175,4074,5040,4103,7660,7911,3611,2390,5518,8588
"Norway",223,"Fish liver oils, nei","fish_oil",15533,19247,17056,13115,11666,9344,9091,7649,7910,7204,4913,5451,2977,3192,2272,2958,2460,2366,3249,2680,3475,1332,1996,1799,1688,2246,1026,1852,1188,722,727,1046,1074,975,859,764
"Norway",223,"Herring oil","fish_oil",,,,,,,,,,,,,,,,,,,,84984,67402,51558,37768,48378,50838,38556,33520,33020,20816,18807,29440,46595,58225,56547,61331,62994
"Norway",223,"Natural sponges raw","sponges",,,,,,,,,,,,,,,,,,,22,4,1,4,3,1,0.0207785376117819,0,0.55444502893214,0,0,0.55444502893214,0,0,0,0,0,0
"Norway",223,"Ornamental fish nei","ornamentals",,,,,2,0.884389984017048,1.89025039957379,0,0,3.90197123068726,1,21,5.91369206180074,1.89025039957379,0,0,0,0.884389984017048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Norway",223,"Other seaweeds and aquatic plants and products thereof","seaweeds",,,,,,,,,,,,,,,3513,3535,3376,3815,4120,3633,3622,3988,3741,4340,4181,3665,3584,2351,3434,3196,3320,2883,2037,1080,757,537
"Norway",223,"Shark oil","fish_oil",,,,,,,,,,,,,7,9.42182913651385,7,6.41828686730622,4,0,11,111,89,132,69,55,56,47,57,42,48,50,48,35,36,40,53,9
"Norway",223,"Z_TOTAL","corals",,,,,,,,,,,,,,,,,,,,889.606584565189,965.641496193792,895,1142,1744,1244,2373,2289,2592,3311,4883,1711,413,173,25,12,10
"Norway",223,"Z_TOTAL","fish_oil",148869,141300,82817,93661,92835,118348,111422,137229,85885,122934,44822,77721,49495,43005.4218291365,45817,62702.4182868673,57259,65403,68448,89885,73365,58414,44745,57294,60442,43442,38361,40232,28659,25088,39788,57058,64380,60987,69294,74055
"Norway",223,"Z_TOTAL","ornamentals",,,,,2,0.884389984017048,1.89025039957379,0,0,3.90197123068726,1,21,5.91369206180074,1.89025039957379,0,0,0,0.884389984017048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Norway",223,"Z_TOTAL","seaweeds",,,,,,,,,,,,,,,3513,3535,3376,3815,4120.32720743557,3635.3318738718,3622.32720743557,3988,3741.89996927449,4340.61358835503,4181.32720743557,3667.04549295234,3584.61358835503,2380,3473,3216,3320,2883.89996927449,2037,1080,757,537
"Norway",223,"Z_TOTAL","sponges",,,,,,,,,,,,,,,,,,,22,4,1,4,3,1,0.0207785376117819,0,0.55444502893214,0,0,0.55444502893214,0,0,0,0,0,0
"Oman",48,"Coral and the like","corals",,,,,,,,,,,,,,,,,,,,13,20,0,9,0,42,30,0,15,0,0,30,56,0,0,0,0
"Oman",48,"Fish body oils, nei","fish_oil",,,,,,,,,,,,,,,,,,,12,20,34,40,21,0,15,0,0,0,0,40,0,121,121,175,14,254
"Oman",48,"Ornamental fish nei","ornamentals",,,,,,,,,,,,,,,,,,,,,0,3,2,1,1.28118422256795,3,2,18,0,0,0,0,0,0,0,0
"Oman",48,"Z_TOTAL","corals",,,,,,,,,,,,,,,,,,,,13,20,0,9,0,42,30,0,15,0,0,30,56,0,0,0,0
"Oman",48,"Z_TOTAL","fish_oil",,,,,,,,,,,,,,,,,,,12,20,34,40,21,0,15,0,0,0,0,40,0,121,121,175,14,254
"Oman",48,"Z_TOTAL","ornamentals",,,,,,,,,,,,,,,,,,,,,0,3,2,1,1.28118422256795,3,2,18,0,0,0,0,0,0,0,0
"Pakistan",53,"Agar agar nei","seaweeds",,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,0,0,44,0,36,0,0
"Pakistan",53,"Coral and the like","corals",,,,,,,,,,,,,,,,,,,,,,,,,,,49,0,0,0,0,134,0,18,0,3
"Pakistan",53,"Ornamental fish nei","ornamentals",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,19,18,4,41
"Pakistan",53,"Shells nei","shells",,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,0,0,6,0,0,18,49
"Pakistan",53,"Z_TOTAL","corals",,,,,,,,,,,,,,,,,,,,,,,,,,,49,0,0,0,0,134,0,18,0,3
"Pakistan",53,"Z_TOTAL","ornamentals",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,19,18,4,41
"Pakistan",53,"Z_TOTAL","seaweeds",,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,0,0,44,0,36,0,0
"Pakistan",53,"Z_TOTAL","shells",,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,0,0,6,0,0,18,49
"Palau",8,"Coral and the like","corals",,,,,,,,,,,,,,,,,,,,,,,50,38,20,0,0,16.412331132193,0,55,14,1,96,0,16.6204456864176,32
"Palau",8,"Ornamental fish nei","ornamentals",,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,,,,,,,0,0,0,
"Palau",8,"Z_TOTAL","corals",,,,,,,,,,,,,,,,,,,,,,,50,38,20,0,0,16.412331132193,0,55,14,1,96,0,16.6204456864176,32
"Palau",8,"Z_TOTAL","ornamentals",,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Panama",129,"Fish body oils, nei","fish_oil",11721,12365,4174,3626,13101,3912,1052,2843,1560,28817,11187,10195,3056,13373,6110,8638,8566,8645,12623,7357,2323,10682,10605,4000,9651,16728,7913,5203,7088,7100,5788,5989,2103,4225,2000,3225
"Panama",129,"Miscellaneous corals and shells","shells",,,,,,,,,,,,,,,,,,,,,142,22,11,2.74870503030781,0,1,1.1965047626545,0,0,32,0,0,0,0,2,0
"Panama",129,"Ornamental fish nei","ornamentals",,,,,,,,,,,,,,2,2.59718129266178,1.73479261059063,35,114,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Panama",129,"Other seaweeds and aquatic plants and products thereof","seaweeds",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,6,1,0,1.16504854368932,1.16504854368932
