season.year,ASD,ASD2,ScientificName,SpeciesCode,EnglishName,Class,Tax_Lev,totC_old,corr.Catch2
2011,882,88,Chionobathyscus dewitti,CHW,Icefish spp.,F,6,1206.81,1.20681
2009,587,58,Macrourus spp,GRV,"Rat tails, Grenadiers",F,5,1207,1.207
1989,483,48,Notothenia gibberifrons,NOG,Humped rockcod,F,6,1210,1.21
2012,882,88,Muraenolepis spp,MRL,Moray cods,F,5,1217.7,1.2177
2010,483,48,Chaenocephalus aceratus,SSI,Blackfin icefish,F,6,1228.335,1.228335
2012,881,88,Channichthyidae,ICX,Crocodile icefishes nei,F,4,1236.6,1.2366
2011,5843b,58,Macrourus spp,GRV,"Rat tails, Grenadiers",F,5,1237.2,1.2372
2007,486,48,Antimora rostrata,ANT,Blue antimora,F,6,1239.55,1.23945
1989,483,48,Pseudochaenichthys georgianus,SGI,South Georgia icefish,F,6,1250,1.24875
2002,483,48,Notothenia gibberifrons,NOG,Humped rockcod,F,6,1283,1.283
1987,481,48,Notothenia neglecta,NON,Yellowbelly rockcod,F,6,1286,1.286
2008,486,48,Macrourus spp,GRV,"Rat tails, Grenadiers",F,5,1292.56,1.29256
2006,881,88,Dissostichus eleginoides,TOP,Patagonian toothfish,F,6,1293.72,1.29372
2005,5843a,58,Rajiformes,SRX,Skates and rays,F,3,1295.9,1.2959
1990,5852,58,Dissostichus eleginoides,TOP,Patagonian toothfish,F,6,1308,1.30527
1988,481,48,Notothenia neglecta,NON,Yellowbelly rockcod,F,6,1309,1.309
2008,5841,58,Macrouridae,RTX,"Grenadiers, rattails nei",F,4,1315.1,1.3151
2010,5852,58,Antimora rostrata,ANT,Blue antimora,F,6,1328.4,1.3275
2008,5844b,58,Antimora rostrata,ANT,Blue antimora,F,6,1327.6,1.3276
2010,5852,58,Somniosus pacificus,SON,Pacific Sleeper Shark,F,6,1336,1.336
2005,883,88,Macrourus whitsoni,WGR,,F,6,1341,1.341
2011,881,88,Rajiformes,SRX,Skates and rays,F,3,1348.92,1.34892
1999,881,88,Macrourus whitsoni,WGR,,F,6,1350,1.35
2005,5842,58,Dissostichus eleginoides,TOP,Patagonian toothfish,F,6,1355.4,1.3554
2005,5843b,58,Rajiformes,SRX,Skates and rays,F,3,1359.7,1.3597
2002,483,48,Osteichthyes,MZZ,Unidentified saltwater bony fish,F,2,1360,1.36
1997,587,58,Macrourus spp,GRV,"Rat tails, Grenadiers",F,5,1393,1.393
2007,5843b,58,Bathyraja spp,BHY,Bathyraja rays nei,F,5,1395,1.395
2007,483,48,Notothenia squamifrons,NOS,Grey rockcod,F,6,1396.244946,1.396244946
2009,5842,58,Macrourus spp,GRV,"Rat tails, Grenadiers",F,5,1397.95,1.39795
1999,5851,58,Notothenia rossii,NOR,Marbled rockcod,F,6,1400,1.39861
2004,5852,58,Antimora rostrata,ANT,Blue antimora,F,6,1404.4,1.40305
2009,5852,58,Bathyraja irrasa,BYR,Kerguelen sandpaper skate,F,6,1413.668,1.413168
2008,881,88,Nototheniidae,NOX,Antarctic Rockcods,F,4,1443.61,1.44361
1999,482,48,Chaenocephalus aceratus,SSI,Blackfin icefish,F,6,1454,1.454
1998,587,58,Rajiformes,SRX,Skates and rays,F,3,1459,1.45753
2005,5852,58,Cynomacrurus piriei,MNI,Dogtooth grenadier,F,6,1459,1.459
2009,5843b,58,Rajiformes,SRX,Skates and rays,F,3,1477.45,1.47745
2007,586,58,Antimora rostrata,ANT,Blue antimora,F,6,1485,1.48222
2005,881,88,Raja spp,RAJ,Rays and skates nei,F,5,1484.4,1.4844
1986,5844a,58,Notothenia rossii,NOR,Marbled rockcod,F,6,1500,1.5
1990,483,48,Chaenocephalus aceratus,SSI,Blackfin icefish,F,6,1510,1.50849
1991,483,48,Chaenocephalus aceratus,SSI,Blackfin icefish,F,6,1520,1.51848
2004,587,58,Rajiformes,SRX,Skates and rays,F,3,1524,1.52133
2006,881,88,Antimora rostrata,ANT,Blue antimora,F,6,1523.5,1.5235
2000,483,48,Paralomis formosa,KCF,Antarctic king crab,C,6,1524,1.524
1992,483,48,Chaenocephalus aceratus,SSI,Blackfin icefish,F,6,1530,1.52847
2005,882,88,Channichthyidae,ICX,Crocodile icefishes nei,F,4,1532.2,1.5322
2011,586,58,Macrourus spp,GRV,"Rat tails, Grenadiers",F,5,1532.3,1.5323
2008,5843a,58,Raja taaf,RFA,,F,6,1534,1.534
2009,5843a,58,Macrourus spp,GRV,"Rat tails, Grenadiers",F,5,1536.3,1.5363
2004,483,48,Pseudochaenichthys georgianus,SGI,South Georgia icefish,F,6,1552,1.5411
2005,5852,58,Antimora rostrata,ANT,Blue antimora,F,6,1546.56,1.54492
2010,881,88,Muraenolepis microps,MOY,Smalleye moray cod,F,6,1550.88,1.55088
2008,587,58,Antimora rostrata,ANT,Blue antimora,F,6,1559,1.55501
2012,5841,58,Macrourus spp,GRV,"Rat tails, Grenadiers",F,5,1556.9,1.5569
1992,483,48,Rajiformes,SRX,Skates and rays,F,3,1572,1.57104
2009,5852,58,Bathyraja murrayi,BMU,Murray's skate,F,6,1589.977,1.589977
1991,483,48,Pseudochaenichthys georgianus,SGI,South Georgia icefish,F,6,1600,1.5984
1997,5852,58,Lamna nasus,POR,Porbeagle Shark,F,6,1600,1.6
2007,5843b,58,Rajiformes,SRX,Skates and rays,F,3,1601.7,1.6017
2005,5842,58,Rajiformes,SRX,Skates and rays,F,3,1610,1.61
2011,5844b,58,Macrourus spp,GRV,"Rat tails, Grenadiers",F,5,1629,1.629
2005,883,88,Dissostichus mawsoni,TOA,Antarctic toothfish,F,6,1629.8,1.6298
1999,5852,58,Champsocephalus gunnari,ANI,Mackerel icefish,F,6,1648,1.64662
2012,481,48,Notothenia gibberifrons,NOG,Humped rockcod,F,6,1655.5,1.6555
2010,5843b,58,Dissostichus eleginoides,TOP,Patagonian toothfish,F,6,1662.58,1.66258
2002,881,88,Channichthyidae,ICX,Crocodile icefishes nei,F,4,1680,1.68
2010,881,88,Antimora rostrata,ANT,Blue antimora,F,6,1682.004,1.682004
1995,483,48,Notothenia rossii,NOR,Marbled rockcod,F,6,1686,1.686
2010,587,58,Macrourus spp,GRV,"Rat tails, Grenadiers",F,5,1693,1.693
2009,881,88,Antimora rostrata,ANT,Blue antimora,F,6,1693.89,1.69389
2009,586,58,Macrourus spp,GRV,"Rat tails, Grenadiers",F,5,1694,1.694
1992,483,48,Pseudochaenichthys georgianus,SGI,South Georgia icefish,F,6,1700,1.6983
1999,5852,58,Rajiformes,SRX,Skates and rays,F,3,1701,1.69905
2005,5843a,58,Macrourus spp,GRV,"Rat tails, Grenadiers",F,5,1704.5,1.7045
2003,882,88,Antimora rostrata,ANT,Blue antimora,F,6,1708,1.708
2010,483,48,Notothenia gibberifrons,NOG,Humped rockcod,F,6,1713.784996,1.713784996
1997,483,48,Antimora rostrata,ANT,Blue antimora,F,6,1725,1.72391
2011,483,48,Champsocephalus gunnari,ANI,Mackerel icefish,F,6,1730,1.72822
1989,5842,58,Chionodraco hamatus,TIC,,F,6,1736,1.736
2000,881,88,Muraenolepis spp,MRL,Moray cods,F,5,1740,1.74
2007,484,48,Rajiformes,SRX,Skates and rays,F,3,1747.7,1.7477
2012,483,48,Rajiformes,SRX,Skates and rays,F,3,1750.4,1.7504
2004,881,88,Osteichthyes,MZZ,Unidentified saltwater bony fish,F,2,1753,1.753
2012,881,88,Muraenolepis spp,MRL,Moray cods,F,5,1754.5,1.7545
1987,481,48,Chaenocephalus aceratus,SSI,Blackfin icefish,F,6,1774,1.774
2000,5844a,58,Macrourus spp,GRV,"Rat tails, Grenadiers",F,5,1776.3,1.7763
2003,587,58,Rajiformes,SRX,Skates and rays,F,3,1784,1.78077
2009,881,88,Bathyraja eatonii,BEA,Eaton's Skate,F,6,1783.79,1.78379
2008,483,48,Dissostichus eleginoides,TOP,Patagonian toothfish,F,6,1799.069978,1.799069978
2005,483,48,Chaenocephalus aceratus,SSI,Blackfin icefish,F,6,1800.48,1.79921
1978,5844,58,Notothenia rossii,NOR,Marbled rockcod,F,6,1800,1.8
2010,483,48,Pseudochaenichthys georgianus,SGI,South Georgia icefish,F,6,1826.746,1.826746
2012,5844b,58,Macrourus spp,GRV,"Rat tails, Grenadiers",F,5,1832.8,1.8328
2007,5852,58,Somniosus pacificus,SON,Pacific Sleeper Shark,F,6,1842,1.842
2004,5852,58,Bathyraja irrasa,BYR,Kerguelen sandpaper skate,F,6,1853.78,1.85198
2009,5843a,58,Rajiformes,SRX,Skates and rays,F,3,1858.85,1.85885
1990,5852,58,Champsocephalus gunnari,ANI,Mackerel icefish,F,6,1868,1.8639
1990,5842,58,Pagothenia hansoni,TRH,Striped rockcod,F,6,1874,1.874
2011,881,88,Macrourus carinatus,MCC,Ridge-scaled rattail,F,6,1875,1.875
2010,5843b,58,Macrourus spp,GRV,"Rat tails, Grenadiers",F,5,1876.3,1.8763
2005,5842,58,Macrourus whitsoni,WGR,,F,6,1881.9,1.8819
2000,483,48,Macrourus spp,GRV,"Rat tails, Grenadiers",F,5,1888,1.888
1990,5842,58,Neopagetopsis ionah,JIC,Crocodile icefishes,F,6,1892,1.892
2005,882,88,Antimora rostrata,ANT,Blue antimora,F,6,1899.8,1.8998
2008,882,88,Channichthyidae,ICX,Crocodile icefishes nei,F,4,1936.28,1.93628
1994,483,48,Chaenocephalus aceratus,SSI,Blackfin icefish,F,6,1949,1.94706
2010,5852,58,Notothenia acuta,NOA,Trangular rockcod,F,6,1952.52,1.95252
1999,483,48,Paralomis formosa,KCF,Antarctic king crab,C,6,1963,1.963
2012,5852,58,Bathyraja eatonii,BEA,Eaton's Skate,F,6,1970,1.97
1994,483,48,Notothenia rossii,NOR,Marbled rockcod,F,6,1988,1.9871
1997,5851,58,Rajiformes,SRX,Skates and rays,F,3,2000,1.98714
2008,882,88,Antimora rostrata,ANT,Blue antimora,F,6,1994.2,1.9942
1997,586,58,Rajiformes,SRX,Skates and rays,F,3,2000,1.99745
1994,5851,58,Rajiformes,SRX,Skates and rays,F,3,2000,1.99819
1987,483,48,Channichthyidae,ICX,Crocodile icefishes nei,F,4,2000,1.99994
1978,482,48,Euphausia superba,KRI,Antarctic Krill,C,6,2000,2
1978,5844b,58,Dissostichus eleginoides,TOP,Patagonian toothfish,F,6,2000,2
1978,88,88,Osteichthyes,MZZ,Unidentified saltwater bony fish,F,2,2000,2
1979,481,48,"Loliginidae, Ommastrephidae",SQU,Flying squids,C,3,2000,2
1980,481,48,Dissostichus eleginoides,TOP,Patagonian toothfish,F,6,2000,2
1980,5844b,58,Dissostichus eleginoides,TOP,Patagonian toothfish,F,6,2000,2
1981,585,58,Channichthys rhinoceratus,LIC,Unicorn icefish,F,6,2000,2
1983,5844b,58,Dissostichus eleginoides,TOP,Patagonian toothfish,F,6,2000,2
1984,88,88,Osteichthyes,MZZ,Unidentified saltwater bony fish,F,2,2000,2
1988,5844a,58,Dissostichus eleginoides,TOP,Patagonian toothfish,F,6,2000,2
1988,5844b,58,Dissostichus eleginoides,TOP,Patagonian toothfish,F,6,2000,2
1988,585,58,Notothenia rossii,NOR,Marbled rockcod,F,6,2000,2
1989,4132,41,Micromesistius australis,POS,Southern blue whiting,F,6,2000,2
1990,5844a,58,Dissostichus eleginoides,TOP,Patagonian toothfish,F,6,2000,2
1993,5851,58,Notothenia rossii,NOR,Marbled rockcod,F,6,2000,2
2003,881,88,Osteichthyes,MZZ,Unidentified saltwater bony fish,F,2,2000,2
2004,5852,58,Macrourus holotrachys,MCH,Bigeye grenadier,F,6,2001.55,2.00155
2001,587,58,Antimora rostrata,ANT,Blue antimora,F,6,2015,2.01318
1997,5852,58,Elasmobranchii,SKX,"Sharks, skates and rays",F,3,2025,2.02326
2007,5852,58,Bathyraja irrasa,BYR,Kerguelen sandpaper skate,F,6,2027.56,2.02656
2004,881,88,Bathyraja irrasa,BYR,Kerguelen sandpaper skate,F,6,2040,2.04
1992,5852,58,Notothenia squamifrons,NOS,Grey rockcod,F,6,2049,2.049
2005,5843a,58,Antimora rostrata,ANT,Blue antimora,F,6,2050.1,2.0501
2005,5852,58,Somniosus pacificus,SON,Pacific Sleeper Shark,F,6,2082,2.082
1990,483,48,Osteichthyes,MZZ,Unidentified saltwater bony fish,F,2,2090,2.09
2010,882,88,Chionobathyscus dewitti,CHW,Icefish spp.,F,6,2095.2,2.0952
2001,481,48,Notothenia gibberifrons,NOG,Humped rockcod,F,6,2128,2.128
1990,483,48,Notothenia rossii,NOR,Marbled rockcod,F,6,2140,2.13917
2001,483,48,Martialia hyadesi,SQS,Sevenstar flying squid,C,6,2151,2.151
1998,586,58,Rajiformes,SRX,Skates and rays,F,3,2160,2.1599
1989,5842,58,Pagothenia hansoni,TRH,Striped rockcod,F,6,2163,2.163
2005,881,88,Channichthyidae,ICX,Crocodile icefishes nei,F,4,2165.48,2.16548
2005,5852,58,Bathyraja murrayi,BMU,Murray's skate,F,6,2173.71,2.17155
2011,881,88,Raja georgiana,SRR,,F,6,2187.9,2.1879
2010,5851,58,Notothenia squamifrons,NOS,Grey rockcod,F,6,2215.56985,2.21556985
2011,5852,58,Somniosus pacificus,SON,Pacific Sleeper Shark,F,6,2224,2.224
2010,5841,58,Dissostichus eleginoides,TOP,Patagonian toothfish,F,6,2229.73,2.22973
2003,5852,58,Bathyraja irrasa,BYR,Kerguelen sandpaper skate,F,6,2243,2.24071
2005,5852,58,Notothenia squamifrons,NOS,Grey rockcod,F,6,2249.7,2.2497
2005,486,48,Dissostichus mawsoni,TOA,Antarctic toothfish,F,6,2262,2.262
2010,484,48,Rajiformes,SRX,Skates and rays,F,3,2268.9,2.2689
2011,5843b,58,Dissostichus eleginoides,TOP,Patagonian toothfish,F,6,2269.82,2.26982
1995,483,48,Nototheniidae,NOX,Antarctic Rockcods,F,4,2280,2.27773
2011,483,48,Notothenia gibberifrons,NOG,Humped rockcod,F,6,2291.535016,2.291535016
2012,882,88,Macrourus whitsoni,WGR,,F,6,2292.3,2.2923
2011,483,48,Dissostichus eleginoides,TOP,Patagonian toothfish,F,6,2294.634052,2.294634052
2001,481,48,Notothenia neglecta,NON,Yellowbelly rockcod,F,6,2296,2.296
1988,481,48,Chaenocephalus aceratus,SSI,Blackfin icefish,F,6,2316,2.316
1986,5842,58,Chionodraco hamatus,TIC,,F,6,2343,2.343
1986,5842,58,Pagothenia hansoni,TRH,Striped rockcod,F,6,2400,2.4
2012,586,58,Macrourus spp,GRV,"Rat tails, Grenadiers",F,5,2413.4,2.4134
2009,483,48,Notothenia rossii,NOR,Marbled rockcod,F,6,2444.209976,2.444209976
2004,882,88,Channichthyidae,ICX,Crocodile icefishes nei,F,4,2451,2.451
2009,5843a,58,Antimora rostrata,ANT,Blue antimora,F,6,2471.8,2.4718
2007,587,58,Antimora rostrata,ANT,Blue antimora,F,6,2474,2.47383
2011,5852,58,Rajiformes,SRX,Skates and rays,F,3,2494,2.48111
2008,5852,58,Macrourus holotrachys,MCH,Bigeye grenadier,F,6,2481.28,2.48128
2000,5852,58,Channichthys rhinoceratus,LIC,Unicorn icefish,F,6,2493,2.49056
1999,482,48,Pseudochaenichthys georgianus,SGI,South Georgia icefish,F,6,2583,2.583
2008,882,88,Macrourus spp,GRV,"Rat tails, Grenadiers",F,5,2595,2.595
2001,881,88,Channichthyidae,ICX,Crocodile icefishes nei,F,4,2596,2.596
1989,483,48,Champsocephalus gunnari,ANI,Mackerel icefish,F,6,2640,2.59807
2003,5852,58,Somniosus pacificus,SON,Pacific Sleeper Shark,F,6,2610,2.61
2006,481,48,Chaenocephalus aceratus,SSI,Blackfin icefish,F,6,2610,2.61
2011,881,88,Dissostichus eleginoides,TOP,Patagonian toothfish,F,6,2625.44,2.62544
2008,483,48,Notothenia rossii,NOR,Marbled rockcod,F,6,2638.645961,2.638645961
2006,486,48,Antimora rostrata,ANT,Blue antimora,F,6,2727.9,2.7277
2000,587,58,Lithodidae,KCX,Crab spp.,C,4,2789,2.78619
2002,5852,58,Somniosus pacificus,SON,Pacific Sleeper Shark,F,6,2800,2.8
1990,5842,58,Osteichthyes,MZZ,Unidentified saltwater bony fish,F,2,2803,2.803
1990,5842,58,Chionodraco hamatus,TIC,,F,6,2818,2.818
2011,5841,58,Macrourus spp,GRV,"Rat tails, Grenadiers",F,5,2835.78,2.83578
2000,5852,58,Macrourus spp,GRV,"Rat tails, Grenadiers",F,5,2857,2.857
1983,483,48,Chaenocephalus aceratus,SSI,Blackfin icefish,F,6,3000,2.867
1998,586,58,Antimora rostrata,ANT,Blue antimora,F,6,2870,2.86968
1993,5852,58,Champsocephalus gunnari,ANI,Mackerel icefish,F,6,2898,2.89485
1991,482,48,Chionodraco rastrospinosus,KIF,Ocellated icefish,F,6,2896,2.896
2004,5852,58,Notothenia squamifrons,NOS,Grey rockcod,F,6,2902.1,2.9021
2008,881,88,Antimora rostrata,ANT,Blue antimora,F,6,2907.03,2.90703
1989,5842,58,Osteichthyes,MZZ,Unidentified saltwater bony fish,F,2,2922,2.922
2002,5852,58,Channichthys rhinoceratus,LIC,Unicorn icefish,F,6,2930,2.92883
1998,5852,58,Notothenia squamifrons,NOS,Grey rockcod,F,6,2945,2.945
1983,483,48,Nototheniidae,NOX,Antarctic Rockcods,F,4,3000,2.96101
2008,5843b,58,Macrourus whitsoni,WGR,,F,6,2975.63,2.97563
2010,586,58,Macrourus spp,GRV,"Rat tails, Grenadiers",F,5,2984.6,2.9846
2005,881,88,Bathyraja spp,BHY,Bathyraja rays nei,F,5,2990,2.99
1981,5844a,58,Dissostichus eleginoides,TOP,Patagonian toothfish,F,6,3000,3
1987,482,48,Notothenia gibberifrons,NOG,Humped rockcod,F,6,3000,3
1991,881,88,Euphausia superba,KRI,Antarctic Krill,C,6,3000,3
2003,881,88,Macrourus spp,GRV,"Rat tails, Grenadiers",F,5,3000,3
2006,483,48,Caelorinchus spp,CWX,,F,5,3011,3.011
2012,5843a,58,Antimora rostrata,ANT,Blue antimora,F,6,3018.7,3.0187
1998,5852,58,Nototheniidae,NOX,Antarctic Rockcods,F,4,3045,3.04196
2008,586,58,Macrourus spp,GRV,"Rat tails, Grenadiers",F,5,3063,3.063
2008,5842,58,Macrourus whitsoni,WGR,,F,6,3069,3.069
2003,5852,58,Macrourus spp,GRV,"Rat tails, Grenadiers",F,5,3090,3.09
2003,881,88,Channichthyidae,ICX,Crocodile icefishes nei,F,4,3117,3.117
1999,483,48,Patagonotothen brevicauda,NOT,Patagonian rockcod,F,6,3137,3.137
2000,587,58,Macrourus whitsoni,WGR,,F,6,3140,3.14
1997,5852,58,Rajiformes,SRX,Skates and rays,F,3,3178,3.17481
2002,881,88,Antimora rostrata,ANT,Blue antimora,F,6,3180,3.18
2006,881,88,Rajiformes,SRX,Skates and rays,F,3,3209.01,3.20901
2007,5843a,58,Dissostichus eleginoides,TOP,Patagonian toothfish,F,6,3218.91,3.21891
2007,481,48,Notothenia gibberifrons,NOG,Humped rockcod,F,6,3226.235,3.226235
2001,881,88,Muraenolepis spp,MRL,Moray cods,F,5,3238,3.238
2007,5852,58,Macrourus whitsoni,WGR,,F,6,3240.059999,3.240059999
2011,587,58,Macrourus spp,GRV,"Rat tails, Grenadiers",F,5,3245.5,3.2455
2007,586,58,Rajiformes,SRX,Skates and rays,F,3,3274.908253,3.249328253
1991,483,48,Notothenia gibberifrons,NOG,Humped rockcod,F,6,3260,3.26
2005,587,58,Lithodes murrayi,KCM,Stone crab,C,6,3266.42,3.26642
2006,881,88,Channichthyidae,ICX,Crocodile icefishes nei,F,4,3306.645,3.306645
1998,5852,58,Rajiformes,SRX,Skates and rays,F,3,3346,3.34269
2008,5852,58,Rajiformes,SRX,Skates and rays,F,3,3403.23,3.39234
2006,481,48,Pseudochaenichthys georgianus,SGI,South Georgia icefish,F,6,3400,3.4
2005,484,48,Macrourus spp,GRV,"Rat tails, Grenadiers",F,5,3444,3.444
2008,484,48,Rajiformes,SRX,Skates and rays,F,3,3453,3.453
2008,5844b,58,Macrourus spp,GRV,"Rat tails, Grenadiers",F,5,3463.4,3.4634
2011,483,48,Notothenia rossii,NOR,Marbled rockcod,F,6,3480.985026,3.480985026
1982,5844a,58,Dissostichus eleginoides,TOP,Patagonian toothfish,F,6,3500,3.5
1982,5844b,58,Dissostichus eleginoides,TOP,Patagonian toothfish,F,6,3500,3.5
2001,483,48,Paralomis spinosissima,KCV,Antarctic king crab,C,6,3541,3.52684
2012,882,88,Antimora rostrata,ANT,Blue antimora,F,6,3529.4,3.5294
2010,5842,58,Macrourus spp,GRV,"Rat tails, Grenadiers",F,5,3532.1,3.5321
2004,881,88,Muraenolepis microps,MOY,Smalleye moray cod,F,6,3533,3.533
1992,483,48,Notothenia gibberifrons,NOG,Humped rockcod,F,6,3570,3.57
2011,5843a,58,Dissostichus eleginoides,TOP,Patagonian toothfish,F,6,3593.13,3.59313
2007,5852,58,Rajiformes,SRX,Skates and rays,F,3,3625.14,3.61398
2012,5843a,58,Macrourus spp,GRV,"Rat tails, Grenadiers",F,5,3614.8,3.6148
1999,586,58,Rajiformes,SRX,Skates and rays,F,3,3640,3.63911
2012,5852,58,Antimora rostrata,ANT,Blue antimora,F,6,3649.1,3.6491
1999,881,88,Muraenolepis microps,MOY,Smalleye moray cod,F,6,3650,3.65
1982,481,48,Notothenia gibberifrons,NOG,Humped rockcod,F,6,3671,3.671
2009,5843b,58,Macrourus spp,GRV,"Rat tails, Grenadiers",F,5,3688.4,3.6884
2003,483,48,Antimora rostrata,ANT,Blue antimora,F,6,3702,3.69976
1978,5844,58,Dissostichus eleginoides,TOP,Patagonian toothfish,F,6,3700,3.7
2008,881,88,Raja georgiana,SRR,,F,6,3703.98,3.70398
2011,5852,58,Bathyraja eatonii,BEA,Eaton's Skate,F,6,3724,3.72052
2012,5843b,58,Dissostichus mawsoni,TOA,Antarctic toothfish,F,6,3726.4,3.7264
2007,483,48,Rajiformes,SRX,Skates and rays,F,3,3853.28,3.85052
2005,5841,58,Macrourus whitsoni,WGR,,F,6,3877.35,3.87735
1997,5852,58,Channichthys rhinoceratus,LIC,Unicorn icefish,F,6,3891,3.88711
2004,881,88,Channichthyidae,ICX,Crocodile icefishes nei,F,4,3896,3.896
2010,881,88,Channichthyidae,ICX,Crocodile icefishes nei,F,4,3898.1,3.8981
1994,483,48,Notothenia gibberifrons,NOG,Humped rockcod,F,6,3990,3.99
1997,5852,58,Notothenia squamifrons,NOS,Grey rockcod,F,6,3994,3.994
1978,483,48,Rajiformes,SRX,Skates and rays,F,3,4000,3.99552
1973,5851,58,Champsocephalus gunnari,ANI,Mackerel icefish,F,6,4000,4
1978,482,48,Rajiformes,SRX,Skates and rays,F,3,4000,4
1979,5844a,58,Dissostichus eleginoides,TOP,Patagonian toothfish,F,6,4000,4
1979,585,58,Channichthys rhinoceratus,LIC,Unicorn icefish,F,6,4000,4
1980,482,48,Dissostichus eleginoides,TOP,Patagonian toothfish,F,6,4000,4
1980,585,58,Channichthys rhinoceratus,LIC,Unicorn icefish,F,6,4000,4
1981,5844a,58,Notothenia rossii,NOR,Marbled rockcod,F,6,4000,4
1983,482,48,Notothenia squamifrons,NOS,Grey rockcod,F,6,4000,4
1987,481,48,Pleuragramma antarcticum,ANS,Antarctic silverfish,F,6,4000,4
1987,5844a,58,Notothenia rossii,NOR,Marbled rockcod,F,6,4000,4
1990,5844b,58,Dissostichus eleginoides,TOP,Patagonian toothfish,F,6,4000,4
2001,5844a,58,Dissostichus eleginoides,TOP,Patagonian toothfish,F,6,4039,4.039
2001,881,88,Antimora rostrata,ANT,Blue antimora,F,6,4039,4.039
2012,883,88,Dissostichus mawsoni,TOA,Antarctic toothfish,F,6,4066,4.066
2002,882,88,Macrourus whitsoni,WGR,,F,6,4070,4.07
2007,881,88,Antimora rostrata,ANT,Blue antimora,F,6,4203.39,4.20339
2007,481,48,Notothenia coriiceps,NOC,Black rockcod,F,6,4217.613,4.217613
2005,5843b,58,Raja georgiana,SRR,,F,6,4327.6,4.3276
2011,5852,58,Antimora rostrata,ANT,Blue antimora,F,6,4357.04,4.35652
2000,4132,41,Euphausia superba,KRI,Antarctic Krill,C,6,4400,4.4
2012,5852,58,Champsocephalus gunnari,ANI,Mackerel icefish,F,6,4428,4.428
1988,481,48,Notothenia gibberifrons,NOG,Humped rockcod,F,6,4443,4.443
2011,483,48,Rajiformes,SRX,Skates and rays,F,3,4456.7,4.4544
2006,5842,58,Macrourus spp,GRV,"Rat tails, Grenadiers",F,5,4490.9,4.4909
2001,5844b,58,Dissostichus eleginoides,TOP,Patagonian toothfish,F,6,4494,4.494
1997,5851,58,Channichthys rhinoceratus,LIC,Unicorn icefish,F,6,4500,4.49437
1991,482,48,Chaenocephalus aceratus,SSI,Blackfin icefish,F,6,4505,4.505
1992,5852,58,Champsocephalus gunnari,ANI,Mackerel icefish,F,6,4514,4.50876
2007,5852,58,Raja georgiana,SRR,,F,6,4520.57,4.52057
2009,882,88,Macrourus whitsoni,WGR,,F,6,4529.39,4.52939
2004,587,58,Lithodidae,KCX,Crab spp.,C,4,4541,4.53584
1998,587,58,Antimora rostrata,ANT,Blue antimora,F,6,4542,4.5374
1998,5852,58,Channichthys rhinoceratus,LIC,Unicorn icefish,F,6,4572,4.567
2009,486,48,Macrourus spp,GRV,"Rat tails, Grenadiers",F,5,4593.2,4.5932
2000,881,88,Macrourus whitsoni,WGR,,F,6,4600,4.6
2000,881,88,Muraenolepis microps,MOY,Smalleye moray cod,F,6,4788,4.788
2009,881,88,Channichthyidae,ICX,Crocodile icefishes nei,F,4,4798.07,4.79807
1985,481,48,Notothenia rossii,NOR,Marbled rockcod,F,6,4800,4.8
1998,881,88,Rajiformes,SRX,Skates and rays,F,3,4804,4.804
2002,881,88,Muraenolepis spp,MRL,Moray cods,F,5,4810,4.81
2009,5852,58,Antimora rostrata,ANT,Blue antimora,F,6,4835.56,4.83472
2006,881,88,Muraenolepis spp,MRL,Moray cods,F,5,4836.689,4.836689
2000,881,88,Bathyraja eatonii,BEA,Eaton's Skate,F,6,4880,4.88
2012,881,88,Dissostichus eleginoides,TOP,Patagonian toothfish,F,6,4893.3,4.8933
2011,483,48,Notothenia squamifrons,NOS,Grey rockcod,F,6,4897.874011,4.897874011
2006,484,48,Macrourus spp,GRV,"Rat tails, Grenadiers",F,5,4902.1,4.9021
2005,587,58,Macrourus spp,GRV,"Rat tails, Grenadiers",F,5,4904.3,4.9043
2010,882,88,Antimora rostrata,ANT,Blue antimora,F,6,4918.45,4.91845
2000,483,48,Notothenia squamifrons,NOS,Grey rockcod,F,6,4936,4.936
1991,482,48,Nototheniidae,NOX,Antarctic Rockcods,F,4,4937,4.937
2011,882,88,Antimora rostrata,ANT,Blue antimora,F,6,4957.11,4.95711
2006,5852,58,Notothenia squamifrons,NOS,Grey rockcod,F,6,4957.89,4.95789
1970,5851,58,Champsocephalus gunnari,ANI,Mackerel icefish,F,6,5000,4.98201
2003,483,48,Pseudochaenichthys georgianus,SGI,South Georgia icefish,F,6,5000,4.995
1996,5851,58,Champsocephalus gunnari,ANI,Mackerel icefish,F,6,5000,4.99501
1977,482,48,Dissostichus eleginoides,TOP,Patagonian toothfish,F,6,5000,5
1978,481,48,Chaenocephalus aceratus,SSI,Blackfin icefish,F,6,5000,5
1978,5844a,58,Dissostichus eleginoides,TOP,Patagonian toothfish,F,6,5000,5
1984,5844b,58,Dissostichus eleginoides,TOP,Patagonian toothfish,F,6,5000,5
1987,486,48,Euphausia superba,KRI,Antarctic Krill,C,6,5000,5
2009,881,88,Raja georgiana,SRR,,F,6,5017.03,5.01703
1999,482,48,Notothenia squamifrons,NOS,Grey rockcod,F,6,5023,5.023
2002,483,48,Chaenocephalus aceratus,SSI,Blackfin icefish,F,6,5063,5.05794
