season.year,ASD,ASD2,ScientificName,SpeciesCode,EnglishName,Class,Tax_Lev,totC_old,corr.Catch2
1999,482,48,Notothenia gibberifrons,NOG,Humped rockcod,F,6,5062,5.062
2007,882,88,Channichthyidae,ICX,Crocodile icefishes nei,F,4,5078.96,5.07896
1999,483,48,Myctophidae,LXX,Lanternfish,F,4,5120,5.11512
2009,882,88,Channichthyidae,ICX,Crocodile icefishes nei,F,4,5218.2,5.2182
2011,883,88,Dissostichus mawsoni,TOA,Antarctic toothfish,F,6,5230,5.23
1992,483,48,Champsocephalus gunnari,ANI,Mackerel icefish,F,6,5270,5.26484
2012,5843b,58,Dissostichus eleginoides,TOP,Patagonian toothfish,F,6,5295.4,5.2954
2001,483,48,Macrourus spp,GRV,"Rat tails, Grenadiers",F,5,5327,5.327
2008,587,58,Macrourus spp,GRV,"Rat tails, Grenadiers",F,5,5371,5.371
1991,482,48,Pseudochaenichthys georgianus,SGI,South Georgia icefish,F,6,5392,5.392
2011,484,48,Macrourus spp,GRV,"Rat tails, Grenadiers",F,5,5392.02,5.39202
2010,881,88,Raja georgiana,SRR,,F,6,5447.22,5.44722
2011,881,88,Muraenolepis spp,MRL,Moray cods,F,5,5470.16,5.47016
2006,483,48,Pseudochaenichthys georgianus,SGI,South Georgia icefish,F,6,5513.9,5.50882
2007,481,48,Notothenia rossii,NOR,Marbled rockcod,F,6,5605.127,5.605127
1999,881,88,Raja spp,RAJ,Rays and skates nei,F,5,5640,5.64
1996,5844a,58,Euphausia superba,KRI,Antarctic Krill,C,6,5683,5.683
2002,483,48,Notothenia rossii,NOR,Marbled rockcod,F,6,5693,5.68757
2008,881,88,Channichthyidae,ICX,Crocodile icefishes nei,F,4,5700.53,5.70053
2004,882,88,Antimora rostrata,ANT,Blue antimora,F,6,5752,5.752
2005,587,58,Lithodidae,KCX,Crab spp.,C,4,5773.8,5.76859
2005,486,48,Macrourus spp,GRV,"Rat tails, Grenadiers",F,5,5790,5.79
2003,882,88,Channichthyidae,ICX,Crocodile icefishes nei,F,4,5824,5.824
2007,882,88,Macrourus whitsoni,WGR,,F,6,5900,5.9
1999,586,58,Antimora rostrata,ANT,Blue antimora,F,6,5960,5.9595
2004,483,48,Callorhinchidae,CAH,"Elephantfishes, etc. nei",F,4,5960,5.96
2011,882,88,Channichthyidae,ICX,Crocodile icefishes nei,F,4,5981.43,5.98143
1979,585,58,Dissostichus eleginoides,TOP,Patagonian toothfish,F,6,6000,6
1980,482,48,Rajiformes,SRX,Skates and rays,F,3,6000,6
1990,5844a,58,Notothenia rossii,NOR,Marbled rockcod,F,6,6000,6
2001,483,48,Pseudochaenichthys georgianus,SGI,South Georgia icefish,F,6,6041,6.03405
2009,5852,58,Bathyraja eatonii,BEA,Eaton's Skate,F,6,6073.844,6.068614
2012,882,88,Channichthyidae,ICX,Crocodile icefishes nei,F,4,6070.4,6.0704
2002,483,48,Pseudochaenichthys georgianus,SGI,South Georgia icefish,F,6,6083,6.07799
2001,881,88,Macrourus spp,GRV,"Rat tails, Grenadiers",F,5,6100,6.1
2003,881,88,Antimora rostrata,ANT,Blue antimora,F,6,6131,6.131
1998,483,48,Champsocephalus gunnari,ANI,Mackerel icefish,F,6,6170,6.17
2012,486,48,Dissostichus eleginoides,TOP,Patagonian toothfish,F,6,6178.1,6.1781
2010,5841,58,Macrourus spp,GRV,"Rat tails, Grenadiers",F,5,6190.3,6.1903
2012,484,48,Macrourus spp,GRV,"Rat tails, Grenadiers",F,5,6210,6.21
2012,486,48,Macrourus spp,GRV,"Rat tails, Grenadiers",F,5,6220.7,6.2207
2004,5843b,58,Dissostichus mawsoni,TOA,Antarctic toothfish,F,6,6268,6.268
2007,882,88,Antimora rostrata,ANT,Blue antimora,F,6,6277.34,6.27734
2005,5852,58,Bathyraja eatonii,BEA,Eaton's Skate,F,6,6291,6.28471
1977,586,58,Dissostichus eleginoides,TOP,Patagonian toothfish,F,6,6300,6.29933
2007,5842,58,Macrourus spp,GRV,"Rat tails, Grenadiers",F,5,6312.94,6.31294
2005,881,88,Muraenolepis spp,MRL,Moray cods,F,5,6358.16,6.35816
2007,483,48,Champsocephalus gunnari,ANI,Mackerel icefish,F,6,6361.223873,6.361223873
2008,5843b,58,Macrourus spp,GRV,"Rat tails, Grenadiers",F,5,6521,6.521
2010,881,88,Muraenolepis spp,MRL,Moray cods,F,5,6530.19,6.53019
2012,481,48,Notothenia coriiceps,NOC,Black rockcod,F,6,6624.1,6.6241
2011,882,88,Macrourus whitsoni,WGR,,F,6,6637.9,6.6379
1998,483,48,Osteichthyes,MZZ,Unidentified saltwater bony fish,F,2,6693,6.693
2010,483,48,Rajiformes,SRX,Skates and rays,F,3,6778.33,6.77373
2004,486,48,Dissostichus eleginoides,TOP,Patagonian toothfish,F,6,6780,6.78
2009,882,88,Antimora rostrata,ANT,Blue antimora,F,6,6786.14,6.78614
2008,881,88,Muraenolepis spp,MRL,Moray cods,F,5,6937.55,6.93755
2001,881,88,Raja georgiana,SRR,,F,6,6970,6.97
2005,881,88,Dissostichus eleginoides,TOP,Patagonian toothfish,F,6,6978.26,6.97826
1979,48,48,Dissostichus eleginoides,TOP,Patagonian toothfish,F,6,7000,7
1982,585,58,Osteichthyes,MZZ,Unidentified saltwater bony fish,F,2,7000,7
1985,585,58,Rajiformes,SRX,Skates and rays,F,3,7000,7
1988,5851,58,Notothenia squamifrons,NOS,Grey rockcod,F,6,7000,7
2010,882,88,Channichthyidae,ICX,Crocodile icefishes nei,F,4,7017.58,7.01758
2000,587,58,Rajiformes,SRX,Skates and rays,F,3,7033,7.02583
2009,483,48,Champsocephalus gunnari,ANI,Mackerel icefish,F,6,7090.778013,7.090778013
2006,5843a,58,Rajiformes,SRX,Skates and rays,F,3,7144.5,7.1445
2000,586,58,Antimora rostrata,ANT,Blue antimora,F,6,7152,7.15134
2006,483,48,Rajiformes,SRX,Skates and rays,F,3,7255.64,7.25094
2007,5852,58,Bathyraja eatonii,BEA,Eaton's Skate,F,6,7408.130001,7.402030001
2009,5841,58,Macrourus spp,GRV,"Rat tails, Grenadiers",F,5,7599.49,7.59949
2006,481,48,Nototheniops nybelini,NNY,Rockcod,F,6,7610,7.61
2006,5852,58,Bathyraja irrasa,BYR,Kerguelen sandpaper skate,F,6,7803.93,7.79613
2005,5843b,58,Macrourus spp,GRV,"Rat tails, Grenadiers",F,5,7803.22,7.80322
1986,483,48,Rajiformes,SRX,Skates and rays,F,3,7814,7.81309
2009,881,88,Muraenolepis spp,MRL,Moray cods,F,5,7814.29,7.81429
2012,5852,58,Rajiformes,SRX,Skates and rays,F,3,7926,7.926
1987,481,48,Notothenia gibberifrons,NOG,Humped rockcod,F,6,7978,7.978
1980,5844a,58,Dissostichus eleginoides,TOP,Patagonian toothfish,F,6,8000,8
2004,5852,58,Bathyraja eatonii,BEA,Eaton's Skate,F,6,8063.23,8.05565
2012,481,48,Champsocephalus gunnari,ANI,Mackerel icefish,F,6,8081.3,8.0813
2006,5843b,58,Macrourus spp,GRV,"Rat tails, Grenadiers",F,5,8115.05,8.11505
2006,587,58,Macrourus spp,GRV,"Rat tails, Grenadiers",F,5,8191,8.191
2011,483,48,Patagonotothen brevicauda,NOT,Patagonian rockcod,F,6,8197.254843,8.197254843
1989,483,48,Martialia hyadesi,SQS,Sevenstar flying squid,C,6,8230,8.22198
2011,486,48,Macrourus spp,GRV,"Rat tails, Grenadiers",F,5,8270.38,8.27038
2006,5852,58,Rajiformes,SRX,Skates and rays,F,3,8293.85,8.28211
2004,5852,58,Somniosus pacificus,SON,Pacific Sleeper Shark,F,6,8352,8.352
2005,483,48,Rajiformes,SRX,Skates and rays,F,3,8399,8.39164
2007,5843b,58,Macrourus spp,GRV,"Rat tails, Grenadiers",F,5,8409.9,8.4099
2007,5843b,58,Macrourus whitsoni,WGR,,F,6,8435.3,8.4353
2008,5842,58,Macrourus spp,GRV,"Rat tails, Grenadiers",F,5,8450,8.45
2008,5852,58,Bathyraja eatonii,BEA,Eaton's Skate,F,6,8467.95,8.46098
2011,5843b,58,Dissostichus mawsoni,TOA,Antarctic toothfish,F,6,8465.1,8.4651
2005,5843a,58,Dissostichus mawsoni,TOA,Antarctic toothfish,F,6,8527,8.527
2008,881,88,Dissostichus eleginoides,TOP,Patagonian toothfish,F,6,8667.51,8.66751
2008,5843a,58,Dissostichus eleginoides,TOP,Patagonian toothfish,F,6,8730,8.73
2011,483,48,Antimora rostrata,ANT,Blue antimora,F,6,8856.55,8.85257
1998,483,48,Rajiformes,SRX,Skates and rays,F,3,8943,8.93943
2011,5852,58,Macrourus whitsoni,WGR,,F,6,8987.18,8.98718
1978,482,48,Notothenia squamifrons,NOS,Grey rockcod,F,6,9000,9
1985,482,48,Dissostichus eleginoides,TOP,Patagonian toothfish,F,6,9000,9
1986,5844b,58,Dissostichus eleginoides,TOP,Patagonian toothfish,F,6,9000,9
2004,483,48,Antimora rostrata,ANT,Blue antimora,F,6,9028,9.02224
2002,483,48,Coryphaenoides rupestris,RNG,Roundnose grenadier,F,6,9100,9.1
1991,482,48,Notothenia gibberifrons,NOG,Humped rockcod,F,6,9103,9.103
2006,5852,58,Macrourus spp,GRV,"Rat tails, Grenadiers",F,5,9123.42,9.12342
2010,483,48,Paralomis formosa,KCF,Antarctic king crab,C,6,9151,9.151
2002,587,58,Macrourus spp,GRV,"Rat tails, Grenadiers",F,5,9192,9.192
2010,5844a,58,Dissostichus eleginoides,TOP,Patagonian toothfish,F,6,9239.79,9.23979
2005,881,88,Antimora rostrata,ANT,Blue antimora,F,6,9414.54,9.41454
2012,483,48,Antimora rostrata,ANT,Blue antimora,F,6,9458.1,9.4581
1998,881,88,Macrourus spp,GRV,"Rat tails, Grenadiers",F,5,9483,9.483
1999,5852,58,Notothenia squamifrons,NOS,Grey rockcod,F,6,9523,9.523
1993,484,48,Dissostichus eleginoides,TOP,Patagonian toothfish,F,6,9540,9.54
1995,483,48,Osteichthyes,MZZ,Unidentified saltwater bony fish,F,2,9566,9.566
1978,586,58,Notothenia rossii,NOR,Marbled rockcod,F,6,9600,9.57054
2007,5852,58,Notothenia squamifrons,NOS,Grey rockcod,F,6,9778.909998,9.778909998
2008,5852,58,Bathyraja irrasa,BYR,Kerguelen sandpaper skate,F,6,9812.37,9.80737
1995,483,48,Champsocephalus gunnari,ANI,Mackerel icefish,F,6,9870,9.87
2006,486,48,Macrourus spp,GRV,"Rat tails, Grenadiers",F,5,9897.9,9.8979
2011,483,48,Champsocephalus gunnari,ANI,Mackerel icefish,F,6,9964.294993,9.964294993
2011,882,88,Dissostichus mawsoni,TOA,Antarctic toothfish,F,6,9966,9.966
1977,482,48,Pseudochaenichthys georgianus,SGI,South Georgia icefish,F,6,10000,10
1977,881,88,Euphausia superba,KRI,Antarctic Krill,C,6,10000,10
1983,484,48,Euphausia superba,KRI,Antarctic Krill,C,6,10000,10
1986,48,48,Notothenia squamifrons,NOS,Grey rockcod,F,6,10000,10
1989,5844a,58,Dissostichus eleginoides,TOP,Patagonian toothfish,F,6,10000,10
1992,5851,58,Osteichthyes,MZZ,Unidentified saltwater bony fish,F,2,10000,10
2002,483,48,Nototheniidae,NOX,Antarctic Rockcods,F,4,10000,10
2010,41,41,Euphausia superba,KRI,Antarctic Krill,C,6,10000,10
2004,881,88,Muraenolepis spp,MRL,Moray cods,F,5,10008,10.008
2010,486,48,Macrourus spp,GRV,"Rat tails, Grenadiers",F,5,10076.9,10.0769
2005,586,58,Lithodidae,KCX,Crab spp.,C,4,10389,10.389
2004,881,88,Antimora rostrata,ANT,Blue antimora,F,6,10447,10.447
1995,483,48,Macrourus spp,GRV,"Rat tails, Grenadiers",F,5,10554,10.554
2004,881,88,Rajiformes,SRX,Skates and rays,F,3,10595,10.595
2001,483,48,Paralomis formosa,KCF,Antarctic king crab,C,6,10626,10.626
2007,587,58,Macrourus spp,GRV,"Rat tails, Grenadiers",F,5,10722,10.722
1977,482,48,Osteichthyes,MZZ,Unidentified saltwater bony fish,F,2,11000,11
1977,58,58,Osteichthyes,MZZ,Unidentified saltwater bony fish,F,2,11000,11
1985,584,58,Osteichthyes,MZZ,Unidentified saltwater bony fish,F,2,11000,11
1987,5844a,58,Dissostichus eleginoides,TOP,Patagonian toothfish,F,6,11000,11
1997,586,58,Macrourus spp,GRV,"Rat tails, Grenadiers",F,5,11000,11
2007,881,88,Raja georgiana,SRR,,F,6,11073.59,11.07359
2008,486,48,Dissostichus mawsoni,TOA,Antarctic toothfish,F,6,11117.77,11.11777
2000,586,58,Rajiformes,SRX,Skates and rays,F,3,11229,11.22123
2010,483,48,Champsocephalus gunnari,ANI,Mackerel icefish,F,6,11279.85498,11.27985498
1999,881,88,Raja georgiana,SRR,,F,6,11300,11.3
2010,5852,58,Rajiformes,SRX,Skates and rays,F,3,11461.41,11.44773
2001,5842,58,Chaenodraco wilsoni,WIC,Spiny icefish,F,6,11460,11.46
1990,483,48,Notothenia gibberifrons,NOG,Humped rockcod,F,6,11490,11.49
2008,483,48,Champsocephalus gunnari,ANI,Mackerel icefish,F,6,11554.79198,11.55479198
2003,5842,58,Macrourus spp,GRV,"Rat tails, Grenadiers",F,5,11866,11.866
2007,881,88,Dissostichus eleginoides,TOP,Patagonian toothfish,F,6,11956.72,11.95672
1994,483,48,Rajiformes,SRX,Skates and rays,F,3,11975,11.96604
1993,5851,58,Champsocephalus gunnari,ANI,Mackerel icefish,F,6,12000,11.98761
1998,5851,58,Macrourus spp,GRV,"Rat tails, Grenadiers",F,5,12000,12
2000,5844b,58,Macrourus spp,GRV,"Rat tails, Grenadiers",F,5,12074.7,12.0747
2002,881,88,Dissostichus eleginoides,TOP,Patagonian toothfish,F,6,12080,12.08
2010,5843b,58,Dissostichus mawsoni,TOA,Antarctic toothfish,F,6,12149.93,12.14993
2008,483,48,Rajiformes,SRX,Skates and rays,F,3,12321.28,12.31438
2012,587,58,Macrourus spp,GRV,"Rat tails, Grenadiers",F,5,12358.1,12.3581
2008,486,48,Dissostichus eleginoides,TOP,Patagonian toothfish,F,6,12472.91,12.47291
2007,486,48,Macrourus spp,GRV,"Rat tails, Grenadiers",F,5,12674.05,12.67405
2004,881,88,Raja georgiana,SRR,,F,6,12707,12.707
2005,586,58,Rajiformes,SRX,Skates and rays,F,3,12726.33998,12.71548998
2004,881,88,Dissostichus eleginoides,TOP,Patagonian toothfish,F,6,12757,12.757
1994,483,48,Champsocephalus gunnari,ANI,Mackerel icefish,F,6,12905,12.90226
2005,5841,58,Macrourus spp,GRV,"Rat tails, Grenadiers",F,5,12978.7,12.9787
1985,483,48,Rajiformes,SRX,Skates and rays,F,3,13000,12.98595
1990,5851,58,Notothenia rossii,NOR,Marbled rockcod,F,6,13000,12.987
1978,481,48,Pseudochaenichthys georgianus,SGI,South Georgia icefish,F,6,13000,13
2010,5852,58,Bathyraja eatonii,BEA,Eaton's Skate,F,6,13176.19,13.16486
1999,483,48,Macrourus spp,GRV,"Rat tails, Grenadiers",F,5,13256,13.256
2001,483,48,Rajiformes,SRX,Skates and rays,F,3,13367,13.35272
2004,587,58,Macrourus spp,GRV,"Rat tails, Grenadiers",F,5,13515,13.515
2004,5852,58,Channichthys rhinoceratus,LIC,Unicorn icefish,F,6,13540.37157,13.52683157
2001,586,58,Rajiformes,SRX,Skates and rays,F,3,13666,13.65424
2003,5852,58,Bathyraja spp,BHY,Bathyraja rays nei,F,5,13798,13.798
1991,482,48,Champsocephalus gunnari,ANI,Mackerel icefish,F,6,13871,13.871
2007,484,48,Macrourus spp,GRV,"Rat tails, Grenadiers",F,5,13949.06,13.94906
1985,483,48,Nototheniidae,NOX,Antarctic Rockcods,F,4,14000,13.98201
1980,584,58,Chaenodraco wilsoni,WIC,Spiny icefish,F,6,14000,14
1993,5851,58,Osteichthyes,MZZ,Unidentified saltwater bony fish,F,2,14000,14
2006,481,48,Pleuragramma antarcticum,ANS,Antarctic silverfish,F,6,14170,14.17
1977,585,58,Notothenia squamifrons,NOS,Grey rockcod,F,6,14200,14.2
2005,5851,58,Antimora rostrata,ANT,Blue antimora,F,6,14381.7,14.36978
2005,587,58,Paralomis spp,PAI,Crabs,C,5,14558.03,14.55803
2004,5852,58,Macrourus carinatus,MCC,Ridge-scaled rattail,F,6,14617,14.617
1977,585,58,Dissostichus eleginoides,TOP,Patagonian toothfish,F,6,14800,14.8
2008,882,88,Macrourus whitsoni,WGR,,F,6,14837.3,14.8373
2007,881,88,Channichthyidae,ICX,Crocodile icefishes nei,F,4,14846.54,14.84654
2012,881,88,Macrourus whitsoni,WGR,,F,6,14880.5,14.8805
1982,88,88,Champsocephalus gunnari,ANI,Mackerel icefish,F,6,15000,15
1984,88,88,Euphausia superba,KRI,Antarctic Krill,C,6,15000,15
1996,5851,58,Notothenia squamifrons,NOS,Grey rockcod,F,6,15000,15
2009,5843b,58,Dissostichus eleginoides,TOP,Patagonian toothfish,F,6,15064.3,15.0643
2005,5843a,58,Raja georgiana,SRR,,F,6,15066,15.066
2006,882,88,Macrourus whitsoni,WGR,,F,6,15089.1,15.0891
2011,484,48,Dissostichus mawsoni,TOA,Antarctic toothfish,F,6,15158.51,15.15851
2006,5841,58,Macrourus spp,GRV,"Rat tails, Grenadiers",F,5,15178.5,15.1785
1983,483,48,Pseudochaenichthys georgianus,SGI,South Georgia icefish,F,6,16000,15.182
2007,5852,58,Channichthys rhinoceratus,LIC,Unicorn icefish,F,6,15340.42,15.3288
2008,5841,58,Macrourus whitsoni,WGR,,F,6,15355.1,15.3551
1987,481,48,Champsocephalus gunnari,ANI,Mackerel icefish,F,6,15440,15.44
2008,484,48,Macrourus spp,GRV,"Rat tails, Grenadiers",F,5,15607,15.607
2008,586,58,Raja spp,RAJ,Rays and skates nei,F,5,15690.68953,15.69068953
2010,483,48,Antimora rostrata,ANT,Blue antimora,F,6,15743.39,15.73702
2010,484,48,Macrourus spp,GRV,"Rat tails, Grenadiers",F,5,15827.1,15.8271
2006,481,48,Champsocephalus gunnari,ANI,Mackerel icefish,F,6,15960,15.96
1977,5843,58,Euphausia superba,KRI,Antarctic Krill,C,6,16000,16
1983,481,48,Osteichthyes,MZZ,Unidentified saltwater bony fish,F,2,16000,16
2010,483,48,Notothenia rossii,NOR,Marbled rockcod,F,6,16064.08015,16.06408015
2009,5852,58,Rajiformes,SRX,Skates and rays,F,3,16472.988,16.464438
2011,5852,58,Bathyraja irrasa,BYR,Kerguelen sandpaper skate,F,6,16495.45,16.48745
2003,483,48,Rajiformes,SRX,Skates and rays,F,3,16561,16.5515
2009,881,88,Dissostichus eleginoides,TOP,Patagonian toothfish,F,6,16801.14,16.80114
2000,587,58,Antimora rostrata,ANT,Blue antimora,F,6,16927,16.91003
2003,587,58,Macrourus spp,GRV,"Rat tails, Grenadiers",F,5,16940,16.94
1983,586,58,Dissostichus eleginoides,TOP,Patagonian toothfish,F,6,17000,16.98106
1983,585,58,Osteichthyes,MZZ,Unidentified saltwater bony fish,F,2,17000,17
1984,585,58,Rajiformes,SRX,Skates and rays,F,3,17000,17
1989,481,48,Myctophidae,LXX,Lanternfish,F,4,17000,17
2009,486,48,Dissostichus eleginoides,TOP,Patagonian toothfish,F,6,17123.09,17.12309
2003,881,88,Raja georgiana,SRR,,F,6,17196,17.196
1985,481,48,Champsocephalus gunnari,ANI,Mackerel icefish,F,6,17300,17.3
2006,5852,58,Macrourus carinatus,MCC,Ridge-scaled rattail,F,6,17380.38,17.38038
1999,483,48,Rajiformes,SRX,Skates and rays,F,3,17433,17.41619
1998,483,48,Macrourus spp,GRV,"Rat tails, Grenadiers",F,5,17466,17.466
2003,882,88,Macrourus whitsoni,WGR,,F,6,17656,17.656
2001,483,48,Illex argentinus,SQA,Argentine shortfin squid,C,6,17800,17.8
1986,5844a,58,Dissostichus eleginoides,TOP,Patagonian toothfish,F,6,18000,18
2011,881,88,Macrourus whitsoni,WGR,,F,6,18050.57,18.05057
2006,484,48,Dissostichus eleginoides,TOP,Patagonian toothfish,F,6,18345.98,18.34598
2006,882,88,Macrourus spp,GRV,"Rat tails, Grenadiers",F,5,18427.1,18.4271
2008,5844a,58,Dissostichus eleginoides,TOP,Patagonian toothfish,F,6,18448.1,18.4481
1998,586,58,Macrourus spp,GRV,"Rat tails, Grenadiers",F,5,18630,18.63
1989,5842,58,Notothenia kempi,NOK,Striped-eyed rockcod,F,6,18641,18.641
2005,483,48,Antimora rostrata,ANT,Blue antimora,F,6,18743,18.73072
1997,483,48,Macrourus spp,GRV,"Rat tails, Grenadiers",F,5,18903,18.903
1973,484,48,Euphausia superba,KRI,Antarctic Krill,C,6,19000,19
1979,585,58,Notothenia rossii,NOR,Marbled rockcod,F,6,19000,19
2008,5852,58,Macrourus spp,GRV,"Rat tails, Grenadiers",F,5,19128.98,19.12898
2008,5841,58,Macrourus spp,GRV,"Rat tails, Grenadiers",F,5,19343.5,19.3435
1985,481,48,Channichthys rhinoceratus,LIC,Unicorn icefish,F,6,19500,19.5
1999,881,88,Macrourus carinatus,MCC,Ridge-scaled rattail,F,6,19550,19.55
2004,5842,58,Dissostichus mawsoni,TOA,Antarctic toothfish,F,6,19652,19.652
2009,587,58,Dissostichus eleginoides,TOP,Patagonian toothfish,F,6,20173.7,19.96364
2008,5852,58,Notothenia squamifrons,NOS,Grey rockcod,F,6,20070.29,20.07029
2007,881,88,Muraenolepis spp,MRL,Moray cods,F,5,20110.59,20.11059
2005,882,88,Macrourus whitsoni,WGR,,F,6,20156.3,20.1563
1978,585,58,Osteichthyes,MZZ,Unidentified saltwater bony fish,F,2,20300,20.3
1998,5851,58,Rajiformes,SRX,Skates and rays,F,3,20400,20.3922
2003,5852,58,Channichthys rhinoceratus,LIC,Unicorn icefish,F,6,20897.29,20.8764
1988,586,58,Dissostichus eleginoides,TOP,Patagonian toothfish,F,6,21000,20.98441
1978,88,88,Pleuragramma antarcticum,ANS,Antarctic silverfish,F,6,21000,21
1979,481,48,Nototheniidae,NOX,Antarctic Rockcods,F,4,21000,21
1981,585,58,Osteichthyes,MZZ,Unidentified saltwater bony fish,F,2,21000,21
2012,586,58,Antimora rostrata,ANT,Blue antimora,F,6,21421.8,21.4218
1987,584,58,Osteichthyes,MZZ,Unidentified saltwater bony fish,F,2,22000,22
2005,881,88,Rajiformes,SRX,Skates and rays,F,3,22107.75,22.10775
2009,483,48,Rajiformes,SRX,Skates and rays,F,3,22188.85,22.17827
1979,5844,58,Dissostichus eleginoides,TOP,Patagonian toothfish,F,6,22200,22.2
2012,484,48,Dissostichus mawsoni,TOA,Antarctic toothfish,F,6,22236.9,22.2369
2008,5851,58,Raja taaf,RFA,,F,6,22782.69325,22.78269325
1985,483,48,Pseudochaenichthys georgianus,SGI,South Georgia icefish,F,6,23000,22.906
1979,5844,58,Euphausia superba,KRI,Antarctic Krill,C,6,23000,23
1979,5844,58,Notothenia rossii,NOR,Marbled rockcod,F,6,23500,23.5
2003,5852,58,Bathyraja eatonii,BEA,Eaton's Skate,F,6,23667,23.64286
2011,586,58,Antimora rostrata,ANT,Blue antimora,F,6,23743.64,23.70559
2002,881,88,Raja georgiana,SRR,,F,6,23900,23.9
1990,483,48,Notothenia squamifrons,NOS,Grey rockcod,F,6,24140,24.14
2012,483,48,Notothenia squamifrons,NOS,Grey rockcod,F,6,24227.7,24.2277
1996,483,48,Macrourus spp,GRV,"Rat tails, Grenadiers",F,5,24834,24.834
1979,5843,58,Euphausia superba,KRI,Antarctic Krill,C,6,25000,25
2005,483,48,Pseudochaenichthys georgianus,SGI,South Georgia icefish,F,6,25045.445,25.029335
2007,881,88,Raja spp,RAJ,Rays and skates nei,F,5,25814.91,25.81491
2009,5852,58,Notothenia squamifrons,NOS,Grey rockcod,F,6,25827.447,25.827447
1979,481,48,Channichthyidae,ICX,Crocodile icefishes nei,F,4,26000,26
1989,5851,58,Osteichthyes,MZZ,Unidentified saltwater bony fish,F,2,26000,26
2011,5852,58,Channichthys rhinoceratus,LIC,Unicorn icefish,F,6,26054.57,26.03443
2003,881,88,Dissostichus eleginoides,TOP,Patagonian toothfish,F,6,26038,26.038
2012,5851,58,Antimora rostrata,ANT,Blue antimora,F,6,26082.0897,26.0820897
2009,484,48,Macrourus spp,GRV,"Rat tails, Grenadiers",F,5,26109.88,26.10988
2007,483,48,Antimora rostrata,ANT,Blue antimora,F,6,26374.42,26.36327
2005,5842,58,Macrourus spp,GRV,"Rat tails, Grenadiers",F,5,26613.46,26.61346
2005,484,48,Dissostichus eleginoides,TOP,Patagonian toothfish,F,6,26884,26.884
2012,882,88,Macrourus spp,GRV,"Rat tails, Grenadiers",F,5,26956.4,26.9564
1972,483,48,Osteichthyes,MZZ,Unidentified saltwater bony fish,F,2,27000,27
1981,482,48,Chaenocephalus aceratus,SSI,Blackfin icefish,F,6,27000,27
1989,5844b,58,Dissostichus eleginoides,TOP,Patagonian toothfish,F,6,27000,27
2012,481,48,Notothenia rossii,NOR,Marbled rockcod,F,6,27581.7,27.5817
2011,5852,58,Notothenia squamifrons,NOS,Grey rockcod,F,6,27757.54,27.75754
2004,5852,58,Macrourus spp,GRV,"Rat tails, Grenadiers",F,5,28018,28.018
2012,5844b,58,Dissostichus eleginoides,TOP,Patagonian toothfish,F,6,28301.8,28.3018
2011,586,58,Raja taaf,RFA,,F,6,28868.73161,28.86873161
1991,5844b,58,Dissostichus eleginoides,TOP,Patagonian toothfish,F,6,29000,29
1999,5851,58,Rajiformes,SRX,Skates and rays,F,3,29130,29.09434
1989,5842,58,Pleuragramma antarcticum,ANS,Antarctic silverfish,F,6,29222,29.222
1987,5842,58,Pleuragramma antarcticum,ANS,Antarctic silverfish,F,6,29500,29.5
1992,484,48,Dissostichus eleginoides,TOP,Patagonian toothfish,F,6,29799,29.799
1981,482,48,Pseudochaenichthys georgianus,SGI,South Georgia icefish,F,6,30000,30
1982,482,48,Dissostichus eleginoides,TOP,Patagonian toothfish,F,6,30000,30
1991,485,48,Euphausia superba,KRI,Antarctic Krill,C,6,30000,30
2006,5851,58,Antimora rostrata,ANT,Blue antimora,F,6,30382.9,30.35751
1980,5842,58,Pleuragramma antarcticum,ANS,Antarctic silverfish,F,6,30600,30.6
2008,586,58,Raja taaf,RFA,,F,6,30700.56521,30.70056521
2009,5843a,58,Dissostichus eleginoides,TOP,Patagonian toothfish,F,6,30854.25,30.85425
1999,5851,58,Macrourus spp,GRV,"Rat tails, Grenadiers",F,5,30950,30.95
1992,5851,58,Champsocephalus gunnari,ANI,Mackerel icefish,F,6,31000,30.96838
1987,883,88,Euphausia superba,KRI,Antarctic Krill,C,6,31000,31
2006,586,58,Rajiformes,SRX,Skates and rays,F,3,31553.95517,31.52703517
1997,483,48,Rajiformes,SRX,Skates and rays,F,3,31900,31.86273
1981,5844b,58,Notothenia rossii,NOR,Marbled rockcod,F,6,32000,32
1986,48,48,Champsocephalus gunnari,ANI,Mackerel icefish,F,6,32000,32
2012,5843a,58,Raja taaf,RFA,,F,6,32153.3,32.1533
2005,5852,58,Macrourus spp,GRV,"Rat tails, Grenadiers",F,5,32450.41,32.45041
