X,assessid,stockid,stocklong.x,tsn,scientificname,commonname,areaid,region,inmyersdb,myersstockid,OHI_rgn,OHI_name,FAO
193,ISC-STMARLINWCNPAC-1951-2010-CHING,STMARLINWCNPAC,Striped marlin Western and Central North Pacific,768127,Kajikia audax,striped marlin,Multinational-ISC-WCNPAC,Pacific Ocean,0,,161,Wallis and Futuna,71
196,IATTC-SWORDEPAC-1950-2010-CHING,SWORDEPAC,Swordfish Eastern Pacific,172482,Xiphias gladius,swordfish,multinational-IATTC-EPAC,Pacific Ocean,0,,161,Wallis and Futuna,77
234,SPC-YFINCWPAC-1952-2010-CHING,YFINCWPAC,Yellowfin tuna Central Western Pacific,172423,Thunnus albacares,Yellowfin tuna,multinational-WCPFC-CWPAC,Pacific Ocean,0,NA,161,Wallis and Futuna,71
236,IATTC-YFINEPAC-1975-2011-BRANCH,YFINEPAC,Yellowfin tuna Eastern Pacific,172423,Thunnus albacares,Yellowfin tuna,multinational-IATTC-NEPAC,Pacific Ocean,1,YFINNEPAC,161,Wallis and Futuna,77
7,SPC-ALBASPAC-1965-2007-BRANCH,ALBASPAC,Albacore tuna South Pacific Ocean,172419,Thunnus alalunga,Albacore tuna,multinational-WCPFC-SPAC,Pacific Ocean,1,ALBASPAC,162,New Zealand,81
22,NIWA-AUSSALMONNZ-1975-2006-JENSEN,AUSSALMONNZ,Australian salmon New Zealand,168827,Arripis trutta,Australian salmon,New Zealand-MFish-NZ,New Zealand,0,,162,New Zealand,81
30,SPC-BIGEYEWPO-1952-2006-JENSEN,BIGEYEWPO,Bigeye tuna Western Pacific Ocean,172428,Thunnus obesus,Bigeye tuna,multinational-WCPFC-WPO,Pacific Ocean,0,NA,162,New Zealand,81
32,NIWA-BKCDLFENI-1923-2009-CORDUE,BKCDLFENI,Black cardinalfish East coast of North Island,168298,Epigonus telescopus,Black cardinalfish,New Zealand-MFish-ENI,New Zealand,0,,162,New Zealand,81
125,NIWA-PAUANPAU5A-1965-2010-CORDUE,PAUANPAU5A,Black Foot Paua NZ North PAUA5A,-996,Haliotis iris,black foot paua,New Zealand-MFish-NPAU5A,New Zealand,0,,162,New Zealand,81
127,NIWA-PAUASPAU5A-1965-2009-CORDUE,PAUASPAU5A,Black Foot Paua NZ South PAUA5A,-996,Haliotis iris,black foot paua,New Zealand-MFish-SPAU5A,New Zealand,0,,162,New Zealand,81
36,NIWA-BLACKOREOPR-1974-2009-CORDUE,BLACKOREOPR,Black Oreo Pukaki Rise,625296,Allocyttus niger,Black oreo,New Zealand-MFish-PR,New Zealand,0,,162,New Zealand,81
37,NZMFishDEEPWATER-BLACKOREOWECR-1973-2007-JENSEN,BLACKOREOWECR,Black oreo West end of Chatham Rise,625296,Allocyttus niger,Black oreo,New Zealand-MFish-WECR,New Zealand,0,,162,New Zealand,81
43,ISC-BMARLINPAC-1952-2010-CHING,BMARLINPAC,Blue marlin Pacific Ocean,172491,Makaira nigricans,blue marlin,Multinational-ISC-PAC,Pacific Ocean,0,,162,New Zealand,81
45,NZMFishINSHOREWG-BNSNZ-1935-2011-CORDUE,BNSNZ,Bluenose New Zealand,172514,Hyperoglyphe antarctica,Bluenose,New Zealand-MFish-NZ,New Zealand,0,,162,New Zealand,81
77,NZMFishMIDDEPTHSWG-GEMFISHNZ-1952-2007-JENSEN,GEMFISHNZ,common gemfish New Zealand,550883,Rexea solandri,common gemfish,New Zealand-MFish-NZ,New Zealand,0,,162,New Zealand,81
86,NIWA-GSTRGZRSTA7-1964-2007-CORDUE,GSTRGZRSTA7,Giant stargazer NZ Area STA7,171064,Kathetostoma giganteum,Giant stargazer,New Zealand-MFish-STA7,New Zealand,0,,162,New Zealand,81
95,NIWA-HOKIENZ-1970-2012-CORDUE,HOKIENZ,Hoki Eastern New Zealand,623193,Macruronus novaezelandiae,Hoki,New Zealand-MFish-ENZ,New Zealand,0,NA,162,New Zealand,81
96,NIWA-HOKIWNZ-1970-2012-CORDUE,HOKIWNZ,Hoki Western New Zealand,623193,Macruronus novaezelandiae,Hoki,New Zealand-MFish-WNZ,New Zealand,0,NA,162,New Zealand,81
126,NIWA-PAUAPAU7-1965-2011-CORDUE,PAUAPAU7,New Zealand abalone species New Zealand Area PAU 7,-997,Haliotis iris,New Zealand abalone species,New Zealand-MFish-PAU7,New Zealand,0,,162,New Zealand,81
114,NZMFishMIDDEPTHSWG-NZLINGLIN6b-1980-2006-JENSEN,NZLINGLIN6b,New Zealand ling New Zealand Area LIN 6b,165000,Genypterus blacodes,Ling,New Zealand-MFish-LIN6b,New Zealand,0,,162,New Zealand,81
115,NZMFishMIDDEPTHSWG-NZLINGLIN72-1972-2007-JENSEN,NZLINGLIN72,New Zealand ling New Zealand Area LIN 72,165000,Genypterus blacodes,Ling,New Zealand-MFish-LIN72,New Zealand,0,,162,New Zealand,81
116,NZMFishMIDDEPTHSWG-NZLINGLIN7WC-1972-2008-JENSEN,NZLINGLIN7WC,New Zealand ling New Zealand Area LIN 7WC - WCSI,165000,Genypterus blacodes,Ling,New Zealand-MFish-LIN7WC-WCSI,New Zealand,0,,162,New Zealand,81
112,NIWA-NZLINGLIN3-4-1968-2011-CORDUE,NZLINGLIN3-4,New Zealand ling New Zealand Areas LIN 3 and 4,165000,Genypterus blacodes,Ling,New Zealand-MFish-LIN3-4,New Zealand,0,,162,New Zealand,81
113,NIWA-NZLINGLIN5-6-1968-2011-CORDUE,NZLINGLIN5-6,New Zealand ling New Zealand Areas LIN 5 and 6,165000,Genypterus blacodes,Ling,New Zealand-MFish-LIN5-6,New Zealand,0,,162,New Zealand,81
118,NZMFishINSHOREWG-NZSNAPNZ8-1931-2005-JENSEN,NZSNAPNZ8,New Zealand snapper New Zealand Area 8,169231,Chrysophrys auratus,New Zealand snapper,New Zealand-MFish-8,New Zealand,0,,162,New Zealand,81
119,NIWA-OROUGHYCR-1979-2006-CORDUE,OROUGHYCR,Orange Roughy Chatham Rise,166139,Hoplostethus atlanticus,orange roughy,New Zealand-MFish-CR,New Zealand,0,,162,New Zealand,81
120,NIWA-OROUGHYNZMEC-1909-2011-CORDUE,OROUGHYNZMEC,Orange roughy New Zealand Mid East Coast,166139,Hoplostethus atlanticus,Orange roughy,New Zealand-MFish-NZMEC,New Zealand,0,,162,New Zealand,81
122,ISC-PACBTUNA-1952-2008-CHING,PACBTUNA,Pacific bluefin tuna Pacific Ocean,172422,Thunnus orientalis,pacific bluefin tuna,Multinational-ISC-PAC,Pacific Ocean,0,,162,New Zealand,81
164,NIWA-SCMPBP-1985-2010-CORDUE,SCMPBP,Scampi Bay of Plenty,552935,Metanephrops challengeri,Scampi,New Zealand-MFish-BOP,New Zealand,0,,162,New Zealand,81
165,NIWA-SCMPWHB-1985-2010-CORDUE,SCMPWHB,Scampi Wairapa/Hawke Bay,552935,Metanephrops challengeri,Scampi,New Zealand-MFish-WHB,New Zealand,0,,162,New Zealand,81
173,NIWA-SMOOTHOREOBP-1983-2008-CORDUE,SMOOTHOREOBP,Smooth Oreo Bounty Plateau,625280,Pseudocyttus maculatus,Smooth oreo,New Zealand-MFish-BP,New Zealand,0,,162,New Zealand,81
174,NIWA-SMOOTHOREOCR-1978-2010-CORDUE,SMOOTHOREOCR,Smooth oreo Chatham Rise,625280,Pseudocyttus maculatus,Smooth oreo,New Zealand-MFish-CR,New Zealand,0,,162,New Zealand,81
175,NIWA-SMOOTHOREOEPR-1973-2006-CORDUE,SMOOTHOREOEPR,Smooth Oreo East Pukaki Rise,625280,Pseudocyttus maculatus,Smooth oreo,New Zealand-MFish-EPR,New Zealand,0,,162,New Zealand,81
176,NIWA-SMOOTHOREOSLD-1973-2007-CORDUE,SMOOTHOREOSLD,Smooth Oreo Southland,625280,Pseudocyttus maculatus,Smooth oreo,New Zealand-MFish-SLD,New Zealand,0,,162,New Zealand,81
177,NIWA-SMOOTHOREOWECR-1965-2009-CORDUE,SMOOTHOREOWECR,Smooth oreo West end of Chatham Rise,625280,Pseudocyttus maculatus,Smooth oreo,New Zealand-MFish-WECR,New Zealand,0,,162,New Zealand,81
182,NIWA-SOUTHHAKECR-1975-2010-CHING,SOUTHHAKECR,Southern hake Chatham Rise,164797,Merluccius australis,Southern hake,New Zealand-MFish-CR,New Zealand,0,,162,New Zealand,81
183,NIWA-SOUTHHAKESA-1974-2011-CORDUE,SOUTHHAKESA,Southern hake Sub-Antarctic,164797,Merluccius australis,Southern hake,New Zealand-MFish-SA,New Zealand,0,,162,New Zealand,81
192,SPC-STMARLINSWPO-1952-2011-CHING,STMARLINSWPO,Striped marlin Southwestern Pacific Ocean,768127,Kajikia audax,Striped marlin,multinational-WCPFC-WPO,Pacific Ocean,0,NULL,162,New Zealand,81
203,NIWA-TARAKNZ-1932-2007-CORDUE,TARAKNZ,Tarakihi New Zealand,170262,Nemadactylus macropterus,Tarakihi,New Zealand-MFish-SA,New Zealand,0,,162,New Zealand,81
207,NZMFishINSHOREWG-TREVALLYTRE7-1944-2005-JENSEN,TREVALLYTRE7,Trevally New Zealand Areas TRE 7,168641,Pseudocaranx dentex,Trevally,New Zealand-MFish-TRE7,New Zealand,0,,162,New Zealand,81
1,NEFSC-ACADREDGOMGB-1913-2007-MILLER,ACADREDGOMGB,Acadian redfish Gulf of Maine / Georges Bank,166774,Sebastes fasciatus,Acadian redfish,USA-NMFS-5YZ,US East Coast,0,NA,163,United States,21
8,AFSC-ALPLAICBSAI-1972-2010-STACHURA,ALPLAICBSAI,Alaska plaice Bering Sea and Aleutian Islands,172901,Pleuronectes quadrituberculatus,Alaska plaice,USA-NMFS-BSAI,US Alaska,0,NA,163,United States,67
4,ICCAT-ALBANATL-1950-2010-CHING,ALBANATL,Albacore tuna North Atlantic,172419,Thunnus alalunga,Albacore tuna,multinational-ICCAT-NATL,Atlantic Ocean,0,NA,163,United States,21
4,ICCAT-ALBANATL-1950-2010-CHING,ALBANATL,Albacore tuna North Atlantic,172419,Thunnus alalunga,Albacore tuna,multinational-ICCAT-NATL,Atlantic Ocean,0,NA,163,United States,31
5,ISC-ALBANPAC-1952-2010-CHING,ALBANPAC,Albacore tuna North Pacific,172419,Thunnus alalunga,Albacore tuna,Multinational-ISC-NPAC,US West Coast,0,NA,163,United States,61
5,ISC-ALBANPAC-1952-2010-CHING,ALBANPAC,Albacore tuna North Pacific,172419,Thunnus alalunga,Albacore tuna,Multinational-ISC-NPAC,US West Coast,0,NA,163,United States,67
7,SPC-ALBASPAC-1965-2007-BRANCH,ALBASPAC,Albacore tuna South Pacific Ocean,172419,Thunnus alalunga,Albacore tuna,multinational-WCPFC-SPAC,Pacific Ocean,1,ALBASPAC,163,United States,77
104,ASMFC-LOBSTERGOM-1981-2007-STANTON,LOBSTERGOM,American lobster Gulf of Maine,97314,Homarus americanus,American lobster,USA-NMFS-5Y,US East Coast,0,,163,United States,21
9,NEFSC-AMPL5YZ-1960-2008-OBRIEN,AMPL5YZ,American Plaice NAFO-5YZ,172877,Hippoglossoides platessoides,American Plaice,USA-NMFS-5YZ,US East Coast,1,AMPL5YZ,163,United States,21
11,AFSC-ARFLOUNDBSAI-1970-2010-STACHURA,ARFLOUNDBSAI,Arrowtooth flounder Bering Sea and Aleutian Islands,616029,Reinhardtius stomias,Arrowtooth flounder,USA-NMFS-BSAI,US Alaska,0,NA,163,United States,67
12,AFSC-ARFLOUNDGA-1958-2010-STACHURA,ARFLOUNDGA,Arrowtooth flounder Gulf of Alaska,616029,Atheresthes stomias,Arrowtooth flounder,USA-NMFS-GA,US Alaska,0,NA,163,United States,67
13,NWFSC-ARFLOUNDPCOAST-1916-2007-BRANCH,ARFLOUNDPCOAST,Arrowtooth flounder Pacific Coast,616029,Reinhardtius stomias,Arrowtooth flounder,USA-NMFS-PCOAST,US West Coast,0,NA,163,United States,67
19,AFSC-ATKABSAI-1976-2011-STACHURA,ATKABSAI,Atka mackerel Bering Sea and Aleutian Islands,167120,Pleurogrammus monopterygius,Atka mackerel,USA-NMFS-BSAI,US Alaska,0,NA,163,United States,67
49,NEFSC-BUTTERGOMCHATT-1965-2012-HIVELY,BUTTERGOMCHATT,Atlantic butterfish Gulf of Maine / Cape Hatteras,172567,Peprilus triacanthus,Atlantic butterfish,USA-NMFS-5YCHATT,US East Coast,1,BUTTER56,163,United States,21
58,NEFSC-CODGB-1976-2011-CHING,CODGB,Atlantic cod Georges Bank,164712,Gadus morhua,Atlantic cod,USA-NMFS-5Z,US East Coast,1,COD5Z,163,United States,21
59,NEFSC-CODGOM-1981-2011-CHING,CODGOM,Atlantic cod Gulf of Maine,164712,Gadus morhua,Atlantic cod,USA-NMFS-5Y,US East Coast,0,NA,163,United States,21
20,ASMFC-ATLCROAKMATLC-1973-2002-STANTON,ATLCROAKMATLC,Atlantic croaker Mid-Atlantic Coast,169283,Micropogonias undulatus,Atlantic croaker,USA-NMFS-MATLC,US East Coast,0,,163,United States,21
18,NEFSC-ATHAL5YZ-1800-2007-COL,ATHAL5YZ,Atlantic Halibut NAFO-5YZ,172933,Hippoglossus hippoglossus,Atlantic Halibut,USA-NMFS-5YZ,US East Coast,0,NA,163,United States,21
93,NEFSC-HERRNWATLC-1960-2005-OVERHOLTZ,HERRNWATLC,Atlantic herring Northwestern Atlantic Coast,161722,Clupea harengus,Herring,USA-NMFS-NWATLC,US East Coast,0,NA,163,United States,21
178,SEFSC-SNOSESHARATL-1950-2005-FAUCONNET,SNOSESHARATL,Atlantic sharpnose shark Atlantic,160200,Rhizoprionodon terraenovae,Atlantic sharpnose shark,USA-NMFS-ATL,Atlantic Ocean,0,NA,163,United States,21
178,SEFSC-SNOSESHARATL-1950-2005-FAUCONNET,SNOSESHARATL,Atlantic sharpnose shark Atlantic,160200,Rhizoprionodon terraenovae,Atlantic sharpnose shark,USA-NMFS-ATL,Atlantic Ocean,0,NA,163,United States,31
194,NEFSC-SURFMATLC-1965-2008-JACOBSON,SURFMATLC,Atlantic surfclam Mid-Atlantic Coast,80944,Spisula solidissima,Atlantic surfclam,USA-NMFS-MATLC,US East Coast,0,NA,163,United States,21
26,ICCAT-BIGEYEATL-1950-2010-CHING,BIGEYEATL,Bigeye tuna Atlantic,172428,Thunnus obesus,Bigeye tuna,multinational-ICCAT-ATL,Atlantic Ocean,1,BIGEYEATLANTIC,163,United States,21
26,ICCAT-BIGEYEATL-1950-2010-CHING,BIGEYEATL,Bigeye tuna Atlantic,172428,Thunnus obesus,Bigeye tuna,multinational-ICCAT-ATL,Atlantic Ocean,1,BIGEYEATLANTIC,163,United States,31
28,IATTC-BIGEYEEPAC-1975-2011-BRANCH,BIGEYEEPAC,Bigeye tuna Eastern Pacific,172428,Thunnus obesus,Bigeye tuna,multinational-IATTC-EPAC,Pacific Ocean,1,BIGEYEEPACIFIC,163,United States,67
28,IATTC-BIGEYEEPAC-1975-2011-BRANCH,BIGEYEEPAC,Bigeye tuna Eastern Pacific,172428,Thunnus obesus,Bigeye tuna,multinational-IATTC-EPAC,Pacific Ocean,1,BIGEYEEPACIFIC,163,United States,77
30,SPC-BIGEYEWPO-1952-2006-JENSEN,BIGEYEWPO,Bigeye tuna Western Pacific Ocean,172428,Thunnus obesus,Bigeye tuna,multinational-WCPFC-WPO,Pacific Ocean,0,NA,163,United States,61
35,SEFSC-BLACKGROUPERGMSATL-1986-2008-THORSON,BLACKGROUPERGMSATL,Black Grouper Gulf of Mexico and South Atlantic,167760,Mycteroperca bonaci,Black grouper,USA-NMFS-GMSATL,US Southeast/Gulf,0,NA,163,United States,31
38,NWFSC-BLACKROCKNPCOAST-1914-2006-BRANCH,BLACKROCKNPCOAST,Black rockfish Northern Pacific Coast,166727,Sebastes melanops,Black rockfish,USA-NMFS-NPCOAST,US West Coast,0,NA,163,United States,67
39,NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH,BLACKROCKSPCOAST,Black rockfish Southern Pacific Coast,166727,Sebastes melanops,Black rockfish,USA-NMFS-SPCOAST,US West Coast,0,NA,163,United States,77
46,NEFSC-BSBASSMATLC-1968-2007-SHEPHERD,BSBASSMATLC,Black sea bass Mid-Atlantic Coast,167687,Centropristis striata,Black sea bass,USA-NMFS-MATLC,US East Coast,0,NA,163,United States,21
46,NEFSC-BSBASSMATLC-1968-2007-SHEPHERD,BSBASSMATLC,Black sea bass Mid-Atlantic Coast,167687,Centropristis striata,Black sea bass,USA-NMFS-MATLC,US East Coast,0,NA,163,United States,31
47,SEFSC-BSBASSSATL-1950-2010-HIVELY,BSBASSSATL,Black sea bass South Atlantic,167687,Centropristis striata,Black Sea Bass,USA-NMFS-SATL,US Southeast/Gulf,0,NA,163,United States,31
24,NWFSC-BGROCKPCOAST-1950-2011-STACHURA,BGROCKPCOAST,Blackgill rockfish Pacific Coast,166728,Sebastes melanostomus,Blackgill rockfish,USA-NMFS-PCOAST,US West Coast,0,,163,United states,67
24,NWFSC-BGROCKPCOAST-1950-2011-STACHURA,BGROCKPCOAST,Blackgill rockfish Pacific Coast,166728,Sebastes melanostomus,Blackgill rockfish,USA-NMFS-PCOAST,US West Coast,0,,163,United states,77
44,SEFSC-BNOSESHARATL-1950-2005-FAUCONNET,BNOSESHARATL,Blacknose shark Atlantic,160304,Carcharhinus acronotus,Blacknose shark,USA-NMFS-ATL,Atlantic Ocean,0,NA,163,United States,31
48,SEFSC-BTIPSHARGM-1981-2010-HIVELY,BTIPSHARGM,Blacktip shark Gulf of Mexico,160318,Carcharhinus limbatus,Blacktip shark,USA-NMFS-GM,US Southeast/Gulf,0,,163,United States,31
23,CBP-BCRABCHESB-1990-2010-HIVELY,BCRABCHESB,Blue Crab Chesapeake Bay,98696,Callinectes sapidus,Blue Crab,USA-US State-CHESB,US East Coast,0,,163,United States,21
33,AFSC-BKINGCRABPI-1960-2008-JENSEN,BKINGCRABPI,Blue king crab Pribilof Islands,97936,Paralithodes platypus,Blue king crab,USA-NMFS-PI,US Alaska,0,NA,163,United States,67
34,AFSC-BKINGCRABSMI-1960-2008-JENSEN,BKINGCRABSMI,Blue king crab Saint Matthews Island,97936,Paralithodes platypus,Blue king crab,USA-NMFS-SMI,US Alaska,0,NA,163,United States,67
42,ICCAT-BMARLINATL-1956-2010-CHING,BMARLINATL,Blue marlin Atlantic,172491,Makaira nigricans,Blue marlin,multinational-ICCAT-ATL,Atlantic Ocean,0,,163,United States,21
42,ICCAT-BMARLINATL-1956-2010-CHING,BMARLINATL,Blue marlin Atlantic,172491,Makaira nigricans,Blue marlin,multinational-ICCAT-ATL,Atlantic Ocean,0,,163,United States,31
43,ISC-BMARLINPAC-1952-2010-CHING,BMARLINPAC,Blue marlin Pacific Ocean,172491,Makaira nigricans,blue marlin,Multinational-ISC-PAC,Pacific Ocean,0,,163,United States,61
43,ISC-BMARLINPAC-1952-2010-CHING,BMARLINPAC,Blue marlin Pacific Ocean,172491,Makaira nigricans,blue marlin,Multinational-ISC-PAC,Pacific Ocean,0,,163,United States,67
43,ISC-BMARLINPAC-1952-2010-CHING,BMARLINPAC,Blue marlin Pacific Ocean,172491,Makaira nigricans,blue marlin,Multinational-ISC-PAC,Pacific Ocean,0,,163,United States,77
41,NWFSC-BLUEROCKCAL-1916-2007-BRANCH,BLUEROCKCAL,Blue rockfish California,166730,Sebastes mystinus,Blue rockfish,USA-NMFS-CAL,US West Coast,0,NA,163,United States,77
17,ICCAT-ATBTUNAWATL-1950-2010-CHING,ATBTUNAWATL,Bluefin tuna Western Atlantic,172421,Thunnus thynnus,Atlantic bluefin tuna,multinational-ICCAT-WATL,Atlantic Ocean,1,BTUNAWA,163,United States,21
17,ICCAT-ATBTUNAWATL-1950-2010-CHING,ATBTUNAWATL,Bluefin tuna Western Atlantic,172421,Thunnus thynnus,Atlantic bluefin tuna,multinational-ICCAT-WATL,Atlantic Ocean,1,BTUNAWA,163,United States,31
40,NEFSC-BLUEFISHATLC-1981-2007-SHEPHERD,BLUEFISHATLC,Bluefish Atlantic Coast,168559,Pomatomus saltatrix,Bluefish,USA-NMFS-ATLC,US East Coast,0,NA,163,United States,21
40,NEFSC-BLUEFISHATLC-1981-2007-SHEPHERD,BLUEFISHATLC,Bluefish Atlantic Coast,168559,Pomatomus saltatrix,Bluefish,USA-NMFS-ATLC,US East Coast,0,NA,163,United States,31
25,SEFSC-BHEADSHARATL-1950-2011-HIVELY,BHEADSHARATL,Bonnethead shark Atlantic,160502,Sphyrna tiburo,Bonnethead shark,USA-NMFS-ATL,Atlantic Ocean,0,NA,163,United States,67
50,PFMC-CABEZNCAL-1930-2009-CHING,CABEZNCAL,Cabezon Northern California,692068,Scorpaenichthys marmoratus,Cabezon,USA-NMFS-NCAL,US West Coast,0,,163,United States,77
51,NWFSC-CABEZORECOAST-1973-2009-STACHURA,CABEZORECOAST,Cabezon Oregon Coast,692068,Scorpaenichthys marmoratus,Cabezon,USA-NMFS-ORECOAST,US West Coast,0,,163,United States,67
52,PFMC-CABEZSCAL-1930-2009-CHING,CABEZSCAL,Cabezon Southern California,692068,Scorpaenichthys marmoratus,Cabezon,USA-NMFS-SCAL,US West Coast,0,,163,United States,77
53,SWFSC-CALSCORPSCAL-1990-2005-STANTON,CALSCORPSCAL,California scorpionfish Southern California,166827,Scorpaena guttata,California scorpionfish,USA-NMFS-SCAL,US West Coast,0,,163,United States,77
62,NWFSC-CROCKPCOAST-1916-2011-STACHURA,CROCKPCOAST,Canary rockfish Pacific Coast,166734,Sebastes pinniger,Canary rockfish,USA-NMFS-PCOAST,US West Coast,0,NA,163,United States,67
62,NWFSC-CROCKPCOAST-1916-2011-STACHURA,CROCKPCOAST,Canary rockfish Pacific Coast,166734,Sebastes pinniger,Canary rockfish,USA-NMFS-PCOAST,US West Coast,0,NA,163,United States,77
55,NWFSC-CHILISPCOAST-1892-2007-BRANCH,CHILISPCOAST,Chilipepper Southern Pacific Coast,166722,Sebastes goodei,Chilipepper,USA-NMFS-SPCOAST,US West Coast,1,CHILIPEPPER,163,United States,77
61,PFMC-COWCODSCAL-1900-2015-HIVELY,COWCODSCAL,Cowcod Southern California,166754,Sebastes levis,Cowcod,USA-NMFS-SCAL,US West Coast,0,NA,163,United States,77
68,AFSC-DSOLEGA-1978-2009-STACHURA,DSOLEGA,Dover sole Gulf of Alaska,172887,Microstomus pacificus,Dover sole,USA-NMFS-GA,US Alaska,0,NA,163,United States,67
69,SWFSC-DSOLEPCOAST-1910-2011-STACHURA,DSOLEPCOAST,Dover sole Pacific Coast,172887,Microstomus pacificus,Dover sole,USA-NMFS-PCOAST,US West Coast,0,,163,United States,67
69,SWFSC-DSOLEPCOAST-1910-2011-STACHURA,DSOLEPCOAST,Dover sole Pacific Coast,172887,Microstomus pacificus,Dover sole,USA-NMFS-PCOAST,US West Coast,0,,163,United States,77
70,AFSC-DUSROCKGA-1973-2010-STACHURA,DUSROCKGA,Dusky rockfish Gulf of Alaska,644604,Sebastes variabilis,Dusky rockfish,USA-NMFS-GA,US Alaska,0,,163,United States,67
71,NWFSC-ESOLEPCOAST-1876-2007-BRANCH,ESOLEPCOAST,English sole Pacific Coast,172921,Parophrys vetulus,English sole,USA-NMFS-PCOAST,US West Coast,0,NA,163,United States,67
71,NWFSC-ESOLEPCOAST-1876-2007-BRANCH,ESOLEPCOAST,English sole Pacific Coast,172921,Parophrys vetulus,English sole,USA-NMFS-PCOAST,US West Coast,0,NA,163,United States,77
74,SEFSC-FTOOTHSHARATL-1976-2005-FAUCONNET,FTOOTHSHARATL,Finetooth shark Atlantic,160409,Carcharhinus isodon,Finetooth shark,USA-NMFS-ATL,Atlantic Ocean,0,NA,163,United States,31
72,AFSC-FLSOLEBSAI-1974-2010-STACHURA,FLSOLEBSAI,Flathead sole Bering Sea and Aleutian Islands,172875,Hippoglossoides elassodon,Flathead sole,USA-NMFS-BSAI,US Alaska,0,NA,163,United States,67
73,AFSC-FLSOLEGA-1978-2010-STACHURA,FLSOLEGA,Flathead sole Gulf of Alaska,172875,Hippoglossoides elassodon,Flathead sole,USA-NMFS-GA,US Alaska,0,NA,163,United States,67
75,SEFSC-GAGGM-1963-2012-HIVELY,GAGGM,Gag Gulf of Mexico,167759,Mycteroperca microlepis,Gag,USA-NMFS-GM,US Southeast/Gulf,0,NA,163,United States,31
76,SEFSC-GAGSATLC-1962-2005-JENSEN,GAGSATLC,Gag Southern Atlantic coast,167759,Mycteroperca microlepis,Gag,USA-NMFS-SATLC,US Southeast/Gulf,0,NA,163,United States,31
80,SWFSC-GOPHERSPCOAST-1965-2005-STANTON,GOPHERSPCOAST,Gopher rockfish Southern Pacific Coast,166767,Sebastes carnatus,Gopher rockfish,USA-NMFS-SPCOAST,US West Coast,0,,163,United States,77
87,SEFSC-GTRIGGM-1981-2004-JENSEN,GTRIGGM,Gray triggerfish Gulf of Mexico,173138,Balistes capriscus,Gray triggerfish,USA-NMFS-GM,US Southeast/Gulf,0,NA,163,United States,31
81,SEFSC-GRAMBERGM-1986-2004-JENSEN,GRAMBERGM,Greater amberjack Gulf of Mexico,168689,Seriola dumerili,Greater amberjack,USA-NMFS-GM,US Southeast/Gulf,0,NA,163,United States,31
82,SEFSC-GRAMBERSATLC-1946-2006-JENSEN,GRAMBERSATLC,Greater amberjack Southern Atlantic coast,168689,Seriola dumerili,Greater amberjack,USA-NMFS-SATLC,US Southeast/Gulf,0,NA,163,United States,31
79,AFSC-GHALBSAI-1960-2009-STANTON,GHALBSAI,Greenland turbot Bering Sea and Aleutian Islands,172930,Reinhardtius hippoglossoides,Greenland halibut,USA-NMFS-BSAI,US Alaska,1,GHALEBS,163,United States,67
84,SWFSC-GRSPROCKNCAL-1916-2010-STACHURA,GRSPROCKNCAL,Greenspotted rockfish Pacific Coast North,166748,Sebastes chlorostictus,Greenspotted rockfish,USA-NMFS-PCOAST,US West Coast,0,,163,United States,67
85,SWFSC-GRSPROCKSCAL-1916-2010-STACHURA,GRSPROCKSCAL,Greenspotted rockfish Pacific Coast South,166748,Sebastes chlorostictus,Greenspotted rockfish,USA-NMFS-PCOAST,US West Coast,0,,163,United States,77
83,PFMC-GRNSTROCKPCOAST-1916-2009-STANTON,GRNSTROCKPCOAST,Greenstriped rockfish Pacific Coast,166717,Sebastes elongatus,Greenstriped rockfish,USA-NMFS-PCOAST,US West Coast,0,,163,United States,67
83,PFMC-GRNSTROCKPCOAST-1916-2009-STANTON,GRNSTROCKPCOAST,Greenstriped rockfish Pacific Coast,166717,Sebastes elongatus,Greenstriped rockfish,USA-NMFS-PCOAST,US West Coast,0,,163,United States,77
90,NEFSC-HADGB-1931-2010-CHING,HADGB,Haddock Georges Bank,164744,Melanogrammus aeglefinus,Haddock,USA-NMFS-5Z,US East Coast,1,HAD5Z,163,United States,21
89,NEFSC-HAD5Y-1964-2011-CHING,HAD5Y,Haddock NAFO-5Y,164744,Melanogrammus aeglefinus,Haddock,USA-NMFS-5Y,US East Coast,1,HAD5Y,163,United States,21
97,NWFSC-KELPGREENLINGORECOAST-1979-2005-STANTON,KELPGREENLINGORECOAST,Kelp greenling Oregon Coast,167110,Hexagrammos decagrammus,Kelp greenling,USA-NMFS-ORECOAST,US West Coast,0,,163,United States,67
98,SEFSC-KMACKGM-1929-2012-HIVELY,KMACKGM,King mackerel Gulf of Mexico,172435,Scomberomorus cavalla,King Mackerel,USA-NMFS-GM,US Southeast/Gulf,0,NA,163,United States,31
99,SEFSC-KMACKSATLC-1901-2012-HIVELY,KMACKSATLC,King mackerel Southern Atlantic Coast,172435,Scomberomorus cavalla,King Mackerel,USA-NMFS-SATLC,US Southeast/Gulf,0,NA,163,United States,31
100,NWFSC-LINGCODNPCOAST-1928-2009-STACHURA,LINGCODNPCOAST,Lingcod Northern Pacific Coast,167116,Ophiodon elongatus,Lingcod,USA-NMFS-NPCOAST,US West Coast,0,,163,United States,67
