X,assessid,stockid,stocklong.x,tsn,scientificname,commonname,areaid,region,inmyersdb,myersstockid,OHI_rgn,OHI_name,FAO
190,IATTC-STMARLINNEPAC-1954-2009-BRANCH,STMARLINNEPAC,Striped marlin Northeast Pacific,768127,Kajikia audax,Striped marlin,multinational-IATTC-NEPAC,Pacific Ocean,0,,150,Palmyra Atoll,77
196,IATTC-SWORDEPAC-1950-2010-CHING,SWORDEPAC,Swordfish Eastern Pacific,172482,Xiphias gladius,swordfish,multinational-IATTC-EPAC,Pacific Ocean,0,,150,Palmyra Atoll,77
236,IATTC-YFINEPAC-1975-2011-BRANCH,YFINEPAC,Yellowfin tuna Eastern Pacific,172423,Thunnus albacares,Yellowfin tuna,multinational-IATTC-NEPAC,Pacific Ocean,1,YFINNEPAC,150,Palmyra Atoll,77
7,SPC-ALBASPAC-1965-2007-BRANCH,ALBASPAC,Albacore tuna South Pacific Ocean,172419,Thunnus alalunga,Albacore tuna,multinational-WCPFC-SPAC,Pacific Ocean,1,ALBASPAC,151,American Samoa,77
28,IATTC-BIGEYEEPAC-1975-2011-BRANCH,BIGEYEEPAC,Bigeye tuna Eastern Pacific,172428,Thunnus obesus,Bigeye tuna,multinational-IATTC-EPAC,Pacific Ocean,1,BIGEYEEPACIFIC,151,American Samoa,77
43,ISC-BMARLINPAC-1952-2010-CHING,BMARLINPAC,Blue marlin Pacific Ocean,172491,Makaira nigricans,blue marlin,Multinational-ISC-PAC,Pacific Ocean,0,,151,American Samoa,77
122,ISC-PACBTUNA-1952-2008-CHING,PACBTUNA,Pacific bluefin tuna Pacific Ocean,172422,Thunnus orientalis,pacific bluefin tuna,Multinational-ISC-PAC,Pacific Ocean,0,,151,American Samoa,77
190,IATTC-STMARLINNEPAC-1954-2009-BRANCH,STMARLINNEPAC,Striped marlin Northeast Pacific,768127,Kajikia audax,Striped marlin,multinational-IATTC-NEPAC,Pacific Ocean,0,,151,American Samoa,77
196,IATTC-SWORDEPAC-1950-2010-CHING,SWORDEPAC,Swordfish Eastern Pacific,172482,Xiphias gladius,swordfish,multinational-IATTC-EPAC,Pacific Ocean,0,,151,American Samoa,77
236,IATTC-YFINEPAC-1975-2011-BRANCH,YFINEPAC,Yellowfin tuna Eastern Pacific,172423,Thunnus albacares,Yellowfin tuna,multinational-IATTC-NEPAC,Pacific Ocean,1,YFINNEPAC,151,American Samoa,77
7,SPC-ALBASPAC-1965-2007-BRANCH,ALBASPAC,Albacore tuna South Pacific Ocean,172419,Thunnus alalunga,Albacore tuna,multinational-WCPFC-SPAC,Pacific Ocean,1,ALBASPAC,152,Samoa,77
14,INIDEP-ARGANCHONARG-1989-2007-Parma,ARGANCHONARG,Argentine anchoita Northern Argentina,551338,Engraulis anchoita,Argentine anchoita,Argentina-CFP-ARG-N,South America,0,NA,152,Argentina,41
15,INIDEP-ARGANCHOSARG-1992-2007-Parma,ARGANCHOSARG,Argentine anchoita Southern Argentina,551338,Engraulis anchoita,Argentine anchoita,Argentina-CFP-ARG-S,South America,0,NA,152,Argentina,41
28,IATTC-BIGEYEEPAC-1975-2011-BRANCH,BIGEYEEPAC,Bigeye tuna Eastern Pacific,172428,Thunnus obesus,Bigeye tuna,multinational-IATTC-EPAC,Pacific Ocean,1,BIGEYEEPACIFIC,152,Samoa,77
43,ISC-BMARLINPAC-1952-2010-CHING,BMARLINPAC,Blue marlin Pacific Ocean,172491,Makaira nigricans,blue marlin,Multinational-ISC-PAC,Pacific Ocean,0,,152,Samoa,77
122,ISC-PACBTUNA-1952-2008-CHING,PACBTUNA,Pacific bluefin tuna Pacific Ocean,172422,Thunnus orientalis,pacific bluefin tuna,Multinational-ISC-PAC,Pacific Ocean,0,,152,Samoa,77
124,INIDEP-PATGRENADIERSARG-1983-2006-Parma,PATGRENADIERSARG,Patagonian grenadier Southern Argentina,550662,Macruronus magellanicus,Patagonian grenadier,Argentina-CFP-ARG-S,South America,0,NA,152,Argentina,41
190,IATTC-STMARLINNEPAC-1954-2009-BRANCH,STMARLINNEPAC,Striped marlin Northeast Pacific,768127,Kajikia audax,Striped marlin,multinational-IATTC-NEPAC,Pacific Ocean,0,,152,Samoa,77
196,IATTC-SWORDEPAC-1950-2010-CHING,SWORDEPAC,Swordfish Eastern Pacific,172482,Xiphias gladius,swordfish,multinational-IATTC-EPAC,Pacific Ocean,0,,152,Samoa,77
236,IATTC-YFINEPAC-1975-2011-BRANCH,YFINEPAC,Yellowfin tuna Eastern Pacific,172423,Thunnus albacares,Yellowfin tuna,multinational-IATTC-NEPAC,Pacific Ocean,1,YFINNEPAC,152,Samoa,77
7,SPC-ALBASPAC-1965-2007-BRANCH,ALBASPAC,Albacore tuna South Pacific Ocean,172419,Thunnus alalunga,Albacore tuna,multinational-WCPFC-SPAC,Pacific Ocean,1,ALBASPAC,153,Cook Islands,77
7,SPC-ALBASPAC-1965-2007-BRANCH,ALBASPAC,Albacore tuna South Pacific Ocean,172419,Thunnus alalunga,Albacore tuna,multinational-WCPFC-SPAC,Pacific Ocean,1,ALBASPAC,153,Cook Islands,81
28,IATTC-BIGEYEEPAC-1975-2011-BRANCH,BIGEYEEPAC,Bigeye tuna Eastern Pacific,172428,Thunnus obesus,Bigeye tuna,multinational-IATTC-EPAC,Pacific Ocean,1,BIGEYEEPACIFIC,153,Cook Islands,77
30,SPC-BIGEYEWPO-1952-2006-JENSEN,BIGEYEWPO,Bigeye tuna Western Pacific Ocean,172428,Thunnus obesus,Bigeye tuna,multinational-WCPFC-WPO,Pacific Ocean,0,NA,153,Cook Islands,81
43,ISC-BMARLINPAC-1952-2010-CHING,BMARLINPAC,Blue marlin Pacific Ocean,172491,Makaira nigricans,blue marlin,Multinational-ISC-PAC,Pacific Ocean,0,,153,Cook Islands,77
43,ISC-BMARLINPAC-1952-2010-CHING,BMARLINPAC,Blue marlin Pacific Ocean,172491,Makaira nigricans,blue marlin,Multinational-ISC-PAC,Pacific Ocean,0,,153,Cook Islands,81
122,ISC-PACBTUNA-1952-2008-CHING,PACBTUNA,Pacific bluefin tuna Pacific Ocean,172422,Thunnus orientalis,pacific bluefin tuna,Multinational-ISC-PAC,Pacific Ocean,0,,153,Cook Islands,77
122,ISC-PACBTUNA-1952-2008-CHING,PACBTUNA,Pacific bluefin tuna Pacific Ocean,172422,Thunnus orientalis,pacific bluefin tuna,Multinational-ISC-PAC,Pacific Ocean,0,,153,Cook Islands,81
190,IATTC-STMARLINNEPAC-1954-2009-BRANCH,STMARLINNEPAC,Striped marlin Northeast Pacific,768127,Kajikia audax,Striped marlin,multinational-IATTC-NEPAC,Pacific Ocean,0,,153,Cook Islands,77
192,SPC-STMARLINSWPO-1952-2011-CHING,STMARLINSWPO,Striped marlin Southwestern Pacific Ocean,768127,Kajikia audax,Striped marlin,multinational-WCPFC-WPO,Pacific Ocean,0,NULL,153,Cook Islands,81
196,IATTC-SWORDEPAC-1950-2010-CHING,SWORDEPAC,Swordfish Eastern Pacific,172482,Xiphias gladius,swordfish,multinational-IATTC-EPAC,Pacific Ocean,0,,153,Cook Islands,77
236,IATTC-YFINEPAC-1975-2011-BRANCH,YFINEPAC,Yellowfin tuna Eastern Pacific,172423,Thunnus albacares,Yellowfin tuna,multinational-IATTC-NEPAC,Pacific Ocean,1,YFINNEPAC,153,Cook Islands,77
7,SPC-ALBASPAC-1965-2007-BRANCH,ALBASPAC,Albacore tuna South Pacific Ocean,172419,Thunnus alalunga,Albacore tuna,multinational-WCPFC-SPAC,Pacific Ocean,1,ALBASPAC,154,Niue,77
28,IATTC-BIGEYEEPAC-1975-2011-BRANCH,BIGEYEEPAC,Bigeye tuna Eastern Pacific,172428,Thunnus obesus,Bigeye tuna,multinational-IATTC-EPAC,Pacific Ocean,1,BIGEYEEPACIFIC,154,Niue,77
43,ISC-BMARLINPAC-1952-2010-CHING,BMARLINPAC,Blue marlin Pacific Ocean,172491,Makaira nigricans,blue marlin,Multinational-ISC-PAC,Pacific Ocean,0,,154,Niue,77
122,ISC-PACBTUNA-1952-2008-CHING,PACBTUNA,Pacific bluefin tuna Pacific Ocean,172422,Thunnus orientalis,pacific bluefin tuna,Multinational-ISC-PAC,Pacific Ocean,0,,154,Niue,77
190,IATTC-STMARLINNEPAC-1954-2009-BRANCH,STMARLINNEPAC,Striped marlin Northeast Pacific,768127,Kajikia audax,Striped marlin,multinational-IATTC-NEPAC,Pacific Ocean,0,,154,Niue,77
196,IATTC-SWORDEPAC-1950-2010-CHING,SWORDEPAC,Swordfish Eastern Pacific,172482,Xiphias gladius,swordfish,multinational-IATTC-EPAC,Pacific Ocean,0,,154,Niue,77
236,IATTC-YFINEPAC-1975-2011-BRANCH,YFINEPAC,Yellowfin tuna Eastern Pacific,172423,Thunnus albacares,Yellowfin tuna,multinational-IATTC-NEPAC,Pacific Ocean,1,YFINNEPAC,154,Niue,77
7,SPC-ALBASPAC-1965-2007-BRANCH,ALBASPAC,Albacore tuna South Pacific Ocean,172419,Thunnus alalunga,Albacore tuna,multinational-WCPFC-SPAC,Pacific Ocean,1,ALBASPAC,155,Tonga,71
7,SPC-ALBASPAC-1965-2007-BRANCH,ALBASPAC,Albacore tuna South Pacific Ocean,172419,Thunnus alalunga,Albacore tuna,multinational-WCPFC-SPAC,Pacific Ocean,1,ALBASPAC,155,Tonga,77
7,SPC-ALBASPAC-1965-2007-BRANCH,ALBASPAC,Albacore tuna South Pacific Ocean,172419,Thunnus alalunga,Albacore tuna,multinational-WCPFC-SPAC,Pacific Ocean,1,ALBASPAC,155,Tonga,81
27,SPC-BIGEYECWPAC-1952-2010-CHING,BIGEYECWPAC,Bigeye tuna Central Western Pacific,172428,Thunnus obesus,bigeye tuna,multinational-WCPFC-CWPAC,Pacific Ocean,0,,155,Tonga,71
28,IATTC-BIGEYEEPAC-1975-2011-BRANCH,BIGEYEEPAC,Bigeye tuna Eastern Pacific,172428,Thunnus obesus,Bigeye tuna,multinational-IATTC-EPAC,Pacific Ocean,1,BIGEYEEPACIFIC,155,Tonga,77
30,SPC-BIGEYEWPO-1952-2006-JENSEN,BIGEYEWPO,Bigeye tuna Western Pacific Ocean,172428,Thunnus obesus,Bigeye tuna,multinational-WCPFC-WPO,Pacific Ocean,0,NA,155,Tonga,71
30,SPC-BIGEYEWPO-1952-2006-JENSEN,BIGEYEWPO,Bigeye tuna Western Pacific Ocean,172428,Thunnus obesus,Bigeye tuna,multinational-WCPFC-WPO,Pacific Ocean,0,NA,155,Tonga,81
43,ISC-BMARLINPAC-1952-2010-CHING,BMARLINPAC,Blue marlin Pacific Ocean,172491,Makaira nigricans,blue marlin,Multinational-ISC-PAC,Pacific Ocean,0,,155,Tonga,71
43,ISC-BMARLINPAC-1952-2010-CHING,BMARLINPAC,Blue marlin Pacific Ocean,172491,Makaira nigricans,blue marlin,Multinational-ISC-PAC,Pacific Ocean,0,,155,Tonga,77
43,ISC-BMARLINPAC-1952-2010-CHING,BMARLINPAC,Blue marlin Pacific Ocean,172491,Makaira nigricans,blue marlin,Multinational-ISC-PAC,Pacific Ocean,0,,155,Tonga,81
122,ISC-PACBTUNA-1952-2008-CHING,PACBTUNA,Pacific bluefin tuna Pacific Ocean,172422,Thunnus orientalis,pacific bluefin tuna,Multinational-ISC-PAC,Pacific Ocean,0,,155,Tonga,71
122,ISC-PACBTUNA-1952-2008-CHING,PACBTUNA,Pacific bluefin tuna Pacific Ocean,172422,Thunnus orientalis,pacific bluefin tuna,Multinational-ISC-PAC,Pacific Ocean,0,,155,Tonga,77
122,ISC-PACBTUNA-1952-2008-CHING,PACBTUNA,Pacific bluefin tuna Pacific Ocean,172422,Thunnus orientalis,pacific bluefin tuna,Multinational-ISC-PAC,Pacific Ocean,0,,155,Tonga,81
170,SPC-SKJCWPAC-1950-2011-CHING,SKJCWPAC,Skipjack tuna Central Western Pacific,172401,Katsuwonus pelamis,Skipjack tuna,multinational-WCPFC-CWPAC,Pacific Ocean,0,NA,155,Tonga,71
190,IATTC-STMARLINNEPAC-1954-2009-BRANCH,STMARLINNEPAC,Striped marlin Northeast Pacific,768127,Kajikia audax,Striped marlin,multinational-IATTC-NEPAC,Pacific Ocean,0,,155,Tonga,77
192,SPC-STMARLINSWPO-1952-2011-CHING,STMARLINSWPO,Striped marlin Southwestern Pacific Ocean,768127,Kajikia audax,Striped marlin,multinational-WCPFC-WPO,Pacific Ocean,0,NULL,155,Tonga,81
193,ISC-STMARLINWCNPAC-1951-2010-CHING,STMARLINWCNPAC,Striped marlin Western and Central North Pacific,768127,Kajikia audax,striped marlin,Multinational-ISC-WCNPAC,Pacific Ocean,0,,155,Tonga,71
196,IATTC-SWORDEPAC-1950-2010-CHING,SWORDEPAC,Swordfish Eastern Pacific,172482,Xiphias gladius,swordfish,multinational-IATTC-EPAC,Pacific Ocean,0,,155,Tonga,77
234,SPC-YFINCWPAC-1952-2010-CHING,YFINCWPAC,Yellowfin tuna Central Western Pacific,172423,Thunnus albacares,Yellowfin tuna,multinational-WCPFC-CWPAC,Pacific Ocean,0,NA,155,Tonga,71
236,IATTC-YFINEPAC-1975-2011-BRANCH,YFINEPAC,Yellowfin tuna Eastern Pacific,172423,Thunnus albacares,Yellowfin tuna,multinational-IATTC-NEPAC,Pacific Ocean,1,YFINNEPAC,155,Tonga,77
7,SPC-ALBASPAC-1965-2007-BRANCH,ALBASPAC,Albacore tuna South Pacific Ocean,172419,Thunnus alalunga,Albacore tuna,multinational-WCPFC-SPAC,Pacific Ocean,1,ALBASPAC,156,Tokelau,71
7,SPC-ALBASPAC-1965-2007-BRANCH,ALBASPAC,Albacore tuna South Pacific Ocean,172419,Thunnus alalunga,Albacore tuna,multinational-WCPFC-SPAC,Pacific Ocean,1,ALBASPAC,156,Tokelau,77
27,SPC-BIGEYECWPAC-1952-2010-CHING,BIGEYECWPAC,Bigeye tuna Central Western Pacific,172428,Thunnus obesus,bigeye tuna,multinational-WCPFC-CWPAC,Pacific Ocean,0,,156,Tokelau,71
28,IATTC-BIGEYEEPAC-1975-2011-BRANCH,BIGEYEEPAC,Bigeye tuna Eastern Pacific,172428,Thunnus obesus,Bigeye tuna,multinational-IATTC-EPAC,Pacific Ocean,1,BIGEYEEPACIFIC,156,Tokelau,77
30,SPC-BIGEYEWPO-1952-2006-JENSEN,BIGEYEWPO,Bigeye tuna Western Pacific Ocean,172428,Thunnus obesus,Bigeye tuna,multinational-WCPFC-WPO,Pacific Ocean,0,NA,156,Tokelau,71
43,ISC-BMARLINPAC-1952-2010-CHING,BMARLINPAC,Blue marlin Pacific Ocean,172491,Makaira nigricans,blue marlin,Multinational-ISC-PAC,Pacific Ocean,0,,156,Tokelau,71
43,ISC-BMARLINPAC-1952-2010-CHING,BMARLINPAC,Blue marlin Pacific Ocean,172491,Makaira nigricans,blue marlin,Multinational-ISC-PAC,Pacific Ocean,0,,156,Tokelau,77
122,ISC-PACBTUNA-1952-2008-CHING,PACBTUNA,Pacific bluefin tuna Pacific Ocean,172422,Thunnus orientalis,pacific bluefin tuna,Multinational-ISC-PAC,Pacific Ocean,0,,156,Tokelau,71
122,ISC-PACBTUNA-1952-2008-CHING,PACBTUNA,Pacific bluefin tuna Pacific Ocean,172422,Thunnus orientalis,pacific bluefin tuna,Multinational-ISC-PAC,Pacific Ocean,0,,156,Tokelau,77
170,SPC-SKJCWPAC-1950-2011-CHING,SKJCWPAC,Skipjack tuna Central Western Pacific,172401,Katsuwonus pelamis,Skipjack tuna,multinational-WCPFC-CWPAC,Pacific Ocean,0,NA,156,Tokelau,71
190,IATTC-STMARLINNEPAC-1954-2009-BRANCH,STMARLINNEPAC,Striped marlin Northeast Pacific,768127,Kajikia audax,Striped marlin,multinational-IATTC-NEPAC,Pacific Ocean,0,,156,Tokelau,77
193,ISC-STMARLINWCNPAC-1951-2010-CHING,STMARLINWCNPAC,Striped marlin Western and Central North Pacific,768127,Kajikia audax,striped marlin,Multinational-ISC-WCNPAC,Pacific Ocean,0,,156,Tokelau,71
196,IATTC-SWORDEPAC-1950-2010-CHING,SWORDEPAC,Swordfish Eastern Pacific,172482,Xiphias gladius,swordfish,multinational-IATTC-EPAC,Pacific Ocean,0,,156,Tokelau,77
234,SPC-YFINCWPAC-1952-2010-CHING,YFINCWPAC,Yellowfin tuna Central Western Pacific,172423,Thunnus albacares,Yellowfin tuna,multinational-WCPFC-CWPAC,Pacific Ocean,0,NA,156,Tokelau,71
236,IATTC-YFINEPAC-1975-2011-BRANCH,YFINEPAC,Yellowfin tuna Eastern Pacific,172423,Thunnus albacares,Yellowfin tuna,multinational-IATTC-NEPAC,Pacific Ocean,1,YFINNEPAC,156,Tokelau,77
7,SPC-ALBASPAC-1965-2007-BRANCH,ALBASPAC,Albacore tuna South Pacific Ocean,172419,Thunnus alalunga,Albacore tuna,multinational-WCPFC-SPAC,Pacific Ocean,1,ALBASPAC,157,Phoenix Group,71
7,SPC-ALBASPAC-1965-2007-BRANCH,ALBASPAC,Albacore tuna South Pacific Ocean,172419,Thunnus alalunga,Albacore tuna,multinational-WCPFC-SPAC,Pacific Ocean,1,ALBASPAC,157,Phoenix Group,77
27,SPC-BIGEYECWPAC-1952-2010-CHING,BIGEYECWPAC,Bigeye tuna Central Western Pacific,172428,Thunnus obesus,bigeye tuna,multinational-WCPFC-CWPAC,Pacific Ocean,0,,157,Phoenix Group,71
28,IATTC-BIGEYEEPAC-1975-2011-BRANCH,BIGEYEEPAC,Bigeye tuna Eastern Pacific,172428,Thunnus obesus,Bigeye tuna,multinational-IATTC-EPAC,Pacific Ocean,1,BIGEYEEPACIFIC,157,Phoenix Group,77
30,SPC-BIGEYEWPO-1952-2006-JENSEN,BIGEYEWPO,Bigeye tuna Western Pacific Ocean,172428,Thunnus obesus,Bigeye tuna,multinational-WCPFC-WPO,Pacific Ocean,0,NA,157,Phoenix Group,71
43,ISC-BMARLINPAC-1952-2010-CHING,BMARLINPAC,Blue marlin Pacific Ocean,172491,Makaira nigricans,blue marlin,Multinational-ISC-PAC,Pacific Ocean,0,,157,Phoenix Group,71
43,ISC-BMARLINPAC-1952-2010-CHING,BMARLINPAC,Blue marlin Pacific Ocean,172491,Makaira nigricans,blue marlin,Multinational-ISC-PAC,Pacific Ocean,0,,157,Phoenix Group,77
122,ISC-PACBTUNA-1952-2008-CHING,PACBTUNA,Pacific bluefin tuna Pacific Ocean,172422,Thunnus orientalis,pacific bluefin tuna,Multinational-ISC-PAC,Pacific Ocean,0,,157,Phoenix Group,71
122,ISC-PACBTUNA-1952-2008-CHING,PACBTUNA,Pacific bluefin tuna Pacific Ocean,172422,Thunnus orientalis,pacific bluefin tuna,Multinational-ISC-PAC,Pacific Ocean,0,,157,Phoenix Group,77
170,SPC-SKJCWPAC-1950-2011-CHING,SKJCWPAC,Skipjack tuna Central Western Pacific,172401,Katsuwonus pelamis,Skipjack tuna,multinational-WCPFC-CWPAC,Pacific Ocean,0,NA,157,Phoenix Group,71
190,IATTC-STMARLINNEPAC-1954-2009-BRANCH,STMARLINNEPAC,Striped marlin Northeast Pacific,768127,Kajikia audax,Striped marlin,multinational-IATTC-NEPAC,Pacific Ocean,0,,157,Phoenix Group,77
193,ISC-STMARLINWCNPAC-1951-2010-CHING,STMARLINWCNPAC,Striped marlin Western and Central North Pacific,768127,Kajikia audax,striped marlin,Multinational-ISC-WCNPAC,Pacific Ocean,0,,157,Phoenix Group,71
196,IATTC-SWORDEPAC-1950-2010-CHING,SWORDEPAC,Swordfish Eastern Pacific,172482,Xiphias gladius,swordfish,multinational-IATTC-EPAC,Pacific Ocean,0,,157,Phoenix Group,77
234,SPC-YFINCWPAC-1952-2010-CHING,YFINCWPAC,Yellowfin tuna Central Western Pacific,172423,Thunnus albacares,Yellowfin tuna,multinational-WCPFC-CWPAC,Pacific Ocean,0,NA,157,Phoenix Group,71
236,IATTC-YFINEPAC-1975-2011-BRANCH,YFINEPAC,Yellowfin tuna Eastern Pacific,172423,Thunnus albacares,Yellowfin tuna,multinational-IATTC-NEPAC,Pacific Ocean,1,YFINNEPAC,157,Phoenix Group,77
7,SPC-ALBASPAC-1965-2007-BRANCH,ALBASPAC,Albacore tuna South Pacific Ocean,172419,Thunnus alalunga,Albacore tuna,multinational-WCPFC-SPAC,Pacific Ocean,1,ALBASPAC,158,Howland Island and Baker Island,71
7,SPC-ALBASPAC-1965-2007-BRANCH,ALBASPAC,Albacore tuna South Pacific Ocean,172419,Thunnus alalunga,Albacore tuna,multinational-WCPFC-SPAC,Pacific Ocean,1,ALBASPAC,158,Howland Island and Baker Island,77
27,SPC-BIGEYECWPAC-1952-2010-CHING,BIGEYECWPAC,Bigeye tuna Central Western Pacific,172428,Thunnus obesus,bigeye tuna,multinational-WCPFC-CWPAC,Pacific Ocean,0,,158,Howland Island and Baker Island,71
28,IATTC-BIGEYEEPAC-1975-2011-BRANCH,BIGEYEEPAC,Bigeye tuna Eastern Pacific,172428,Thunnus obesus,Bigeye tuna,multinational-IATTC-EPAC,Pacific Ocean,1,BIGEYEEPACIFIC,158,Howland Island and Baker Island,77
30,SPC-BIGEYEWPO-1952-2006-JENSEN,BIGEYEWPO,Bigeye tuna Western Pacific Ocean,172428,Thunnus obesus,Bigeye tuna,multinational-WCPFC-WPO,Pacific Ocean,0,NA,158,Howland Island and Baker Island,71
43,ISC-BMARLINPAC-1952-2010-CHING,BMARLINPAC,Blue marlin Pacific Ocean,172491,Makaira nigricans,blue marlin,Multinational-ISC-PAC,Pacific Ocean,0,,158,Howland Island and Baker Island,71
43,ISC-BMARLINPAC-1952-2010-CHING,BMARLINPAC,Blue marlin Pacific Ocean,172491,Makaira nigricans,blue marlin,Multinational-ISC-PAC,Pacific Ocean,0,,158,Howland Island and Baker Island,77
122,ISC-PACBTUNA-1952-2008-CHING,PACBTUNA,Pacific bluefin tuna Pacific Ocean,172422,Thunnus orientalis,pacific bluefin tuna,Multinational-ISC-PAC,Pacific Ocean,0,,158,Howland Island and Baker Island,71
122,ISC-PACBTUNA-1952-2008-CHING,PACBTUNA,Pacific bluefin tuna Pacific Ocean,172422,Thunnus orientalis,pacific bluefin tuna,Multinational-ISC-PAC,Pacific Ocean,0,,158,Howland Island and Baker Island,77
170,SPC-SKJCWPAC-1950-2011-CHING,SKJCWPAC,Skipjack tuna Central Western Pacific,172401,Katsuwonus pelamis,Skipjack tuna,multinational-WCPFC-CWPAC,Pacific Ocean,0,NA,158,Howland Island and Baker Island,71
190,IATTC-STMARLINNEPAC-1954-2009-BRANCH,STMARLINNEPAC,Striped marlin Northeast Pacific,768127,Kajikia audax,Striped marlin,multinational-IATTC-NEPAC,Pacific Ocean,0,,158,Howland Island and Baker Island,77
193,ISC-STMARLINWCNPAC-1951-2010-CHING,STMARLINWCNPAC,Striped marlin Western and Central North Pacific,768127,Kajikia audax,striped marlin,Multinational-ISC-WCNPAC,Pacific Ocean,0,,158,Howland Island and Baker Island,71
196,IATTC-SWORDEPAC-1950-2010-CHING,SWORDEPAC,Swordfish Eastern Pacific,172482,Xiphias gladius,swordfish,multinational-IATTC-EPAC,Pacific Ocean,0,,158,Howland Island and Baker Island,77
234,SPC-YFINCWPAC-1952-2010-CHING,YFINCWPAC,Yellowfin tuna Central Western Pacific,172423,Thunnus albacares,Yellowfin tuna,multinational-WCPFC-CWPAC,Pacific Ocean,0,NA,158,Howland Island and Baker Island,71
236,IATTC-YFINEPAC-1975-2011-BRANCH,YFINEPAC,Yellowfin tuna Eastern Pacific,172423,Thunnus albacares,Yellowfin tuna,multinational-IATTC-NEPAC,Pacific Ocean,1,YFINNEPAC,158,Howland Island and Baker Island,77
7,SPC-ALBASPAC-1965-2007-BRANCH,ALBASPAC,Albacore tuna South Pacific Ocean,172419,Thunnus alalunga,Albacore tuna,multinational-WCPFC-SPAC,Pacific Ocean,1,ALBASPAC,159,Johnston Atoll,77
28,IATTC-BIGEYEEPAC-1975-2011-BRANCH,BIGEYEEPAC,Bigeye tuna Eastern Pacific,172428,Thunnus obesus,Bigeye tuna,multinational-IATTC-EPAC,Pacific Ocean,1,BIGEYEEPACIFIC,159,Johnston Atoll,77
43,ISC-BMARLINPAC-1952-2010-CHING,BMARLINPAC,Blue marlin Pacific Ocean,172491,Makaira nigricans,blue marlin,Multinational-ISC-PAC,Pacific Ocean,0,,159,Johnston Atoll,77
122,ISC-PACBTUNA-1952-2008-CHING,PACBTUNA,Pacific bluefin tuna Pacific Ocean,172422,Thunnus orientalis,pacific bluefin tuna,Multinational-ISC-PAC,Pacific Ocean,0,,159,Johnston Atoll,77
190,IATTC-STMARLINNEPAC-1954-2009-BRANCH,STMARLINNEPAC,Striped marlin Northeast Pacific,768127,Kajikia audax,Striped marlin,multinational-IATTC-NEPAC,Pacific Ocean,0,,159,Johnston Atoll,77
196,IATTC-SWORDEPAC-1950-2010-CHING,SWORDEPAC,Swordfish Eastern Pacific,172482,Xiphias gladius,swordfish,multinational-IATTC-EPAC,Pacific Ocean,0,,159,Johnston Atoll,77
236,IATTC-YFINEPAC-1975-2011-BRANCH,YFINEPAC,Yellowfin tuna Eastern Pacific,172423,Thunnus albacares,Yellowfin tuna,multinational-IATTC-NEPAC,Pacific Ocean,1,YFINNEPAC,159,Johnston Atoll,77
7,SPC-ALBASPAC-1965-2007-BRANCH,ALBASPAC,Albacore tuna South Pacific Ocean,172419,Thunnus alalunga,Albacore tuna,multinational-WCPFC-SPAC,Pacific Ocean,1,ALBASPAC,161,Wallis and Futuna,71
7,SPC-ALBASPAC-1965-2007-BRANCH,ALBASPAC,Albacore tuna South Pacific Ocean,172419,Thunnus alalunga,Albacore tuna,multinational-WCPFC-SPAC,Pacific Ocean,1,ALBASPAC,161,Wallis and Futuna,77
27,SPC-BIGEYECWPAC-1952-2010-CHING,BIGEYECWPAC,Bigeye tuna Central Western Pacific,172428,Thunnus obesus,bigeye tuna,multinational-WCPFC-CWPAC,Pacific Ocean,0,,161,Wallis and Futuna,71
28,IATTC-BIGEYEEPAC-1975-2011-BRANCH,BIGEYEEPAC,Bigeye tuna Eastern Pacific,172428,Thunnus obesus,Bigeye tuna,multinational-IATTC-EPAC,Pacific Ocean,1,BIGEYEEPACIFIC,161,Wallis and Futuna,77
30,SPC-BIGEYEWPO-1952-2006-JENSEN,BIGEYEWPO,Bigeye tuna Western Pacific Ocean,172428,Thunnus obesus,Bigeye tuna,multinational-WCPFC-WPO,Pacific Ocean,0,NA,161,Wallis and Futuna,71
43,ISC-BMARLINPAC-1952-2010-CHING,BMARLINPAC,Blue marlin Pacific Ocean,172491,Makaira nigricans,blue marlin,Multinational-ISC-PAC,Pacific Ocean,0,,161,Wallis and Futuna,71
43,ISC-BMARLINPAC-1952-2010-CHING,BMARLINPAC,Blue marlin Pacific Ocean,172491,Makaira nigricans,blue marlin,Multinational-ISC-PAC,Pacific Ocean,0,,161,Wallis and Futuna,77
122,ISC-PACBTUNA-1952-2008-CHING,PACBTUNA,Pacific bluefin tuna Pacific Ocean,172422,Thunnus orientalis,pacific bluefin tuna,Multinational-ISC-PAC,Pacific Ocean,0,,161,Wallis and Futuna,71
122,ISC-PACBTUNA-1952-2008-CHING,PACBTUNA,Pacific bluefin tuna Pacific Ocean,172422,Thunnus orientalis,pacific bluefin tuna,Multinational-ISC-PAC,Pacific Ocean,0,,161,Wallis and Futuna,77
170,SPC-SKJCWPAC-1950-2011-CHING,SKJCWPAC,Skipjack tuna Central Western Pacific,172401,Katsuwonus pelamis,Skipjack tuna,multinational-WCPFC-CWPAC,Pacific Ocean,0,NA,161,Wallis and Futuna,71
190,IATTC-STMARLINNEPAC-1954-2009-BRANCH,STMARLINNEPAC,Striped marlin Northeast Pacific,768127,Kajikia audax,Striped marlin,multinational-IATTC-NEPAC,Pacific Ocean,0,,161,Wallis and Futuna,77
