"","","Population","Sanitation","","","","","",""
"","1996","250.7","179.7","71.7","70.9","28.3","","",""
"","1997","256.3","188.8","73.7","67.5","26.3","","",""
"","1998","262.0","198.0","75.6","64.0","24.4","","",""
"","1999","267.5","207.3","77.5","60.2","22.5","","",""
"","2000","272.7","216.7","79.4","56.1","20.6","","",""
"","2001","277.8","226.4","81.5","51.4","18.5","","",""
"","2002","282.7","236.0","83.5","46.7","16.5","","",""
"","2003","287.6","245.7","85.4","41.9","14.6","","",""
"","2004","292.5","255.4","87.3","37.2","12.7","","",""
"","2005","297.6","265.2","89.1","32.4","10.9","","",""
"","2006","302.8","275.2","90.9","27.6","9.1","","",""
"","2007","308.2","285.4","92.6","22.9","7.4","","",""
"","2008","313.8","295.7","94.2","18.1","5.8","","",""
"","2009","319.7","306.2","95.8","13.4","4.2","","",""
"","2010","325.7","316.9","97.3","8.8","2.7","","",""
"","2011","332.0","327.8","98.8","4.1","1.2","","",""
"","2012","338.4","334.1","98.7","4.3","1.3","","",""
"Mali","1990","7964.1","1217.1","15.3","6747.0","84.7","12","",""
"","1991","8130.5","1265.6","15.6","6864.9","84.4","","",""
"","1992","8322.7","1319.1","15.8","7003.6","84.2","","",""
"","1993","8535.3","1377.1","16.1","7158.3","83.9","","",""
"","1994","8759.4","1438.2","16.4","7321.3","83.6","","",""
"","1995","8988.9","1501.5","16.7","7487.4","83.3","","",""
"","1996","9222.2","1566.8","17.0","7655.4","83.0","","",""
"","1997","9462.3","1634.6","17.3","7827.7","82.7","","",""
"","1998","9712.4","1706.0","17.6","8006.3","82.4","","",""
"","1999","9977.3","1783.4","17.9","8193.9","82.1","","",""
"","2000","10260.6","1865.8","18.2","8394.8","81.8","","",""
"","2001","10562.8","1953.5","18.5","8609.3","81.5","","",""
"","2002","10882.7","2046.5","18.8","8836.2","81.2","","",""
"","2003","11219.7","2144.7","19.1","9075.0","80.9","","",""
"","2004","11572.9","2248.3","19.4","9324.6","80.6","","",""
"","2005","11941.3","2357.0","19.7","9584.2","80.3","","",""
"","2006","12325.5","2471.3","20.1","9854.2","79.9","","",""
"","2007","12725.6","2591.3","20.4","10134.3","79.6","","",""
"","2008","13138.3","2716.4","20.7","10421.9","79.3","","",""
"","2009","13559.3","2845.8","21.0","10713.5","79.0","","",""
"","2010","13986.0","2978.9","21.3","11007.0","78.7","","",""
"","2011","14416.7","3115.5","21.6","11301.2","78.4","","",""
"","2012","14853.6","3255.9","21.9","11597.7","78.1","","",""
"Malta","1990","375.3","375.3","100.0","0.0","0.0","8","",""
"","1991","379.6","379.6","100.0","0.0","0.0","","",""
"","1992","383.9","383.9","100.0","0.0","0.0","","",""
"","1993","388.1","388.1","100.0","0.0","0.0","","",""
"","1994","392.1","392.1","100.0","0.0","0.0","","",""
"","1995","395.6","395.6","100.0","0.0","0.0","","",""
"","1996","398.7","398.7","100.0","0.0","0.0","","",""
"","1997","401.4","401.4","100.0","0.0","0.0","","",""
"","1998","403.7","403.7","100.0","0.0","0.0","","",""
"","1999","405.7","405.7","100.0","0.0","0.0","","",""
"","2000","407.5","407.5","100.0","0.0","0.0","","",""
"","2001","409.1","409.1","100.0","0.0","0.0","","",""
"","2002","410.5","410.5","100.0","0.0","0.0","","",""
"","2003","411.8","411.8","100.0","0.0","0.0","","",""
"","2004","413.2","413.2","100.0","0.0","0.0","","",""
"","2005","414.7","414.7","100.0","0.0","0.0","","",""
"","2006","416.6","416.6","100.0","0.0","0.0","","",""
"","2007","418.6","418.6","100.0","0.0","0.0","","",""
"","2008","420.8","420.8","100.0","0.0","0.0","","",""
"","2009","422.9","422.9","100.0","0.0","0.0","","",""
"","2010","424.7","424.7","100.0","0.0","0.0","","",""
"","2011","426.4","426.4","100.0","0.0","0.0","","",""
"","2012","427.8","427.8","100.0","0.0","0.0","","",""
"Marshall Islands","1990","47.3","30.6","64.6","16.7","35.4","15","",""
"","1991","48.5","31.6","65.2","16.9","34.8","","",""
"","1992","49.4","32.5","65.7","16.9","34.3","","",""
"","1993","50.0","33.2","66.3","16.9","33.7","","",""
"","1994","50.6","33.8","66.8","16.8","33.2","","",""
"","1995","51.0","34.4","67.4","16.6","32.6","","",""
"","1996","51.4","34.9","67.9","16.5","32.1","","",""
"","1997","51.7","35.4","68.5","16.3","31.5","","",""
"","1998","51.9","35.8","69.0","16.1","31.0","","",""
"","1999","52.1","36.2","69.5","15.9","30.5","","",""
"","2000","52.1","36.5","70.1","15.6","29.9","","",""
"","2001","52.1","36.8","70.6","15.3","29.4","","",""
"","2002","52.1","37.0","71.1","15.0","28.9","","",""
"","2003","52.0","37.2","71.6","14.8","28.4","","",""
"","2004","52.0","37.5","72.1","14.5","27.9","","",""
"","2005","52.0","37.8","72.7","14.2","27.3","","",""
"","2006","52.2","38.2","73.2","14.0","26.8","","",""
"","2007","52.5","38.7","73.7","13.8","26.3","","",""
"","2008","52.9","39.2","74.2","13.7","25.8","","",""
"","2009","53.4","39.9","74.7","13.5","25.3","","",""
"","2010","54.0","40.6","75.2","13.4","24.8","","",""
"","2011","54.8","41.5","75.7","13.3","24.3","","",""
"","2012","55.7","42.5","76.2","13.3","23.8","","",""
"Martinique","1990","358.5","","","","","","",""
"","1991","361.0","","","","","","",""
"","1992","363.0","","","","","","",""
"","1993","364.7","","","","","","",""
"","1994","366.5","","","","","","",""
"","1995","368.7","","","","","","",""
"","1996","371.5","","","","","","",""
"","1997","374.6","","","","","","",""
"","1998","377.9","","","","","","",""
"","1999","381.2","","","","","","",""
"","2000","384.3","","","","","","",""
"","2001","387.2","","","","","","",""
"","2002","389.9","357.4","91.7","32.5","8.3","","",""
"","2003","392.3","359.6","91.7","32.7","8.3","","",""
"","2004","394.4","361.6","91.7","32.9","8.3","","",""
"","2005","396.2","363.2","91.7","33.0","8.3","","",""
"","2006","397.6","364.5","91.7","33.1","8.3","","",""
"","2007","398.6","365.4","91.7","33.2","8.3","","",""
"","2008","399.3","366.1","91.7","33.2","8.3","","",""
"","2009","400.0","366.8","91.7","33.3","8.3","","",""
"","2010","400.8","367.5","91.7","33.3","8.3","","",""
"","2011","401.7","368.3","91.7","33.4","8.3","","",""
"","2012","402.7","369.2","91.7","33.5","8.3","","",""
"Mauritania","1990","2024.2","332.6","16.4","1691.6","83.6","16","",""
"","1991","2081.4","342.1","16.4","1739.3","83.6","","",""
"","1992","2141.0","352.1","16.4","1788.9","83.6","","",""
"","1993","2203.0","362.4","16.5","1840.6","83.5","","",""
"","1994","2267.4","386.5","17.0","1880.9","83.0","","",""
"","1995","2334.4","411.8","17.6","1922.6","82.4","","",""
"","1996","2403.8","438.4","18.2","1965.4","81.8","","",""
"","1997","2475.7","466.4","18.8","2009.4","81.2","","",""
"","1998","2550.3","495.7","19.4","2054.6","80.6","","",""
"","1999","2627.7","526.5","20.0","2101.2","80.0","","",""
"","2000","2708.1","558.9","20.6","2149.2","79.4","","",""
"","2001","2791.4","592.8","21.2","2198.6","78.8","","",""
"","2002","2877.4","628.6","21.8","2248.8","78.2","","",""
"","2003","2965.7","666.2","22.5","2299.4","77.5","","",""
"","2004","3055.4","705.5","23.1","2349.9","76.9","","",""
"","2005","3146.2","746.5","23.7","2399.7","76.3","","",""
"","2006","3237.7","789.2","24.4","2448.5","75.6","","",""
"","2007","3330.0","833.6","25.0","2496.4","75.0","","",""
"","2008","3422.9","879.9","25.7","2543.0","74.3","","",""
"","2009","3516.1","927.9","26.4","2588.2","73.6","","",""
"","2010","3609.4","955.8","26.5","2653.6","73.5","","",""
"","2011","3702.8","984.2","26.6","2718.5","73.4","","",""
"","2012","3796.1","1013.2","26.7","2783.0","73.3","","",""
"Mauritius","1990","1055.9","938.8","88.9","117.1","11.1","10","",""
"","1991","1068.4","949.9","88.9","118.5","11.1","","",""
"","1992","1082.9","962.7","88.9","120.2","11.1","","",""
"","1993","1098.5","976.5","88.9","121.9","11.1","","",""
"","1994","1114.0","990.3","88.9","123.7","11.1","","",""
"","1995","1128.7","1003.3","88.9","125.4","11.1","","",""
"","1996","1142.2","1015.2","88.9","127.0","11.1","","",""
"","1997","1154.7","1026.3","88.9","128.4","11.1","","",""
"","1998","1166.1","1036.3","88.9","129.7","11.1","","",""
"","1999","1176.2","1046.9","89.0","129.3","11.0","","",""
"","2000","1185.1","1056.4","89.1","128.7","10.9","","",""
"","2001","1192.7","1064.8","89.3","127.9","10.7","","",""
"","2002","1199.0","1072.0","89.4","127.0","10.6","","",""
"","2003","1204.2","1078.2","89.5","125.9","10.5","","",""
"","2004","1208.7","1083.9","89.7","124.8","10.3","","",""
"","2005","1212.8","1089.2","89.8","123.5","10.2","","",""
"","2006","1216.5","1094.2","89.9","122.3","10.1","","",""
"","2007","1220.0","1099.0","90.1","121.0","9.9","","",""
"","2008","1223.3","1103.7","90.2","119.6","9.8","","",""
"","2009","1226.8","1108.6","90.4","118.3","9.6","","",""
"","2010","1230.7","1113.7","90.5","117.0","9.5","","",""
"","2011","1234.9","1119.3","90.6","115.6","9.4","","",""
"","2012","1239.6","1125.2","90.8","114.4","9.2","","",""
"Mayotte","1990","92.4","","","","","","",""
"","1991","97.9","","","","","","",""
"","1992","103.8","","","","","","",""
"","1993","109.9","","","","","","",""
"","1994","116.1","","","","","","",""
"","1995","122.0","","","","","","",""
"","1996","127.7","","","","","","",""
"","1997","133.2","","","","","","",""
"","1998","138.5","","","","","","",""
"","1999","143.7","","","","","","",""
"","2000","148.9","","","","","","",""
"","2001","154.0","","","","","","",""
"","2002","159.2","","","","","","",""
"","2003","164.3","","","","","","",""
"","2004","169.6","","","","","","",""
"","2005","175.0","","","","","","",""
"","2006","180.6","","","","","","",""
"","2007","186.4","","","","","","",""
"","2008","192.4","","","","","","",""
"","2009","198.4","","","","","","",""
"","2010","204.4","","","","","","",""
"","2011","210.3","","","","","","",""
"","2012","216.2","","","","","","",""
"Mexico","1990","86077.0","56687.0","65.9","29390.0","34.1","29","",""
"","1991","87890.1","58780.1","66.9","29110.0","33.1","","",""
"","1992","89757.9","60934.5","67.9","28823.4","32.1","","",""
"","1993","91653.8","63133.1","68.9","28520.8","31.1","","",""
"","1994","93541.6","65351.3","69.9","28190.3","30.1","","",""
"","1995","95392.6","67567.4","70.8","27825.3","29.2","","",""
"","1996","97201.5","69750.6","71.8","27450.9","28.2","","",""
"","1997","98968.6","71913.8","72.7","27054.7","27.3","","",""
"","1998","100678.9","74058.3","73.6","26620.5","26.4","","",""
"","1999","102316.8","76170.5","74.4","26146.2","25.6","","",""
"","2000","103873.6","78249.6","75.3","25624.0","24.7","","",""
"","2001","105339.9","80289.0","76.2","25050.9","23.8","","",""
"","2002","106723.7","82279.0","77.1","24444.6","22.9","","",""
"","2003","108056.3","84241.6","78.0","23814.7","22.0","","",""
"","2004","109381.6","86209.9","78.8","23171.6","21.2","","",""
"","2005","110731.8","88208.8","79.7","22523.0","20.3","","",""
"","2006","112116.7","90246.7","80.5","21870.0","19.5","","",""
"","2007","113529.8","92319.0","81.3","21210.9","18.7","","",""
"","2008","114968.0","94423.5","82.1","20544.6","17.9","","",""
"","2009","116422.8","96553.1","82.9","19869.6","17.1","","",""
"","2010","117886.4","98702.0","83.7","19184.4","16.3","","",""
"","2011","119361.2","100871.5","84.5","18489.7","15.5","","",""
"","2012","120847.5","103062.0","85.3","17785.5","14.7","","",""
"Micronesia (Fed. States of)","1990","96.3","18.7","19.4","77.6","80.6","31","",""
"","1991","98.8","19.2","19.4","79.6","80.6","","",""
"","1992","101.4","19.7","19.4","81.7","80.6","","",""
"","1993","103.9","22.1","21.3","81.8","78.7","","",""
"","1994","106.1","24.6","23.2","81.4","76.8","","",""
"","1995","107.6","26.9","25.0","80.7","75.0","","",""
"","1996","108.3","28.9","26.7","79.4","73.3","","",""
"","1997","108.5","30.8","28.4","77.7","71.6","","",""
"","1998","108.2","32.6","30.1","75.6","69.9","","",""
"","1999","107.8","34.3","31.9","73.5","68.1","","",""
"","2000","107.4","36.1","33.6","71.3","66.4","","",""
"","2001","107.2","38.1","35.6","69.0","64.4","","",""
"","2002","107.0","40.2","37.5","66.8","62.5","","",""
"","2003","106.8","42.2","39.5","64.6","60.5","","",""
"","2004","106.6","44.2","41.4","62.4","58.6","","",""
"","2005","106.2","46.1","43.4","60.1","56.6","","",""
"","2006","105.7","47.9","45.3","57.8","54.7","","",""
"","2007","105.1","49.7","47.3","55.4","52.7","","",""
"","2008","104.5","51.5","49.3","53.0","50.7","","",""
"","2009","104.0","53.3","51.2","50.7","48.8","","",""
"","2010","103.6","55.1","53.2","48.5","46.8","","",""
"","2011","103.4","57.1","55.2","46.3","44.8","","",""
"","2012","103.4","59.1","57.2","44.3","42.8","","",""
"Monaco","1990","30.9","30.9","100.0","0.0","0.0","7","",""
"","1991","31.3","31.3","100.0","0.0","0.0","","",""
"","1992","31.7","31.7","100.0","0.0","0.0","","",""
"","1993","32.2","32.2","100.0","0.0","0.0","","",""
"","1994","32.6","32.6","100.0","0.0","0.0","","",""
"","1995","33.0","33.0","100.0","0.0","0.0","","",""
"","1996","33.5","33.5","100.0","0.0","0.0","","",""
"","1997","34.0","34.0","100.0","0.0","0.0","","",""
"","1998","34.4","34.4","100.0","0.0","0.0","","",""
"","1999","34.8","34.8","100.0","0.0","0.0","","",""
"","2000","35.1","35.1","100.0","0.0","0.0","","",""
"","2001","35.3","35.3","100.0","0.0","0.0","","",""
"","2002","35.3","35.3","100.0","0.0","0.0","","",""
"","2003","35.3","35.3","100.0","0.0","0.0","","",""
"","2004","35.3","35.3","100.0","0.0","0.0","","",""
"","2005","35.3","35.3","100.0","0.0","0.0","","",""
"","2006","35.3","35.3","100.0","0.0","0.0","","",""
"","2007","35.3","35.3","100.0","0.0","0.0","","",""
"","2008","35.3","35.3","100.0","0.0","0.0","","",""
"","2009","35.4","35.4","100.0","0.0","0.0","","",""
"","2010","35.4","35.4","100.0","0.0","0.0","","",""
"","2011","35.4","35.4","100.0","0.0","0.0","","",""
"","2012","35.4","35.4","100.0","0.0","0.0","","",""
"Mongolia","1990","2184.2","","","","","17","",""
"","1991","2217.9","","","","","","",""
"","1992","2243.5","1059.7","47.2","1183.9","52.8","","",""
"","1993","2263.2","1068.5","47.2","1194.7","52.8","","",""
"","1994","2280.5","1076.3","47.2","1204.3","52.8","","",""
"","1995","2298.1","1084.1","47.2","1214.0","52.8","","",""
"","1996","2316.6","1092.4","47.2","1224.2","52.8","","",""
"","1997","2335.7","1108.6","47.5","1227.1","52.5","","",""
"","1998","2355.6","1125.4","47.8","1230.3","52.2","","",""
"","1999","2376.2","1142.5","48.1","1233.7","51.9","","",""
"","2000","2397.5","1165.4","48.6","1232.1","51.4","","",""
"","2001","2419.7","1194.0","49.3","1225.7","50.7","","",""
"","2002","2443.2","1223.2","50.1","1220.0","49.9","","",""
"","2003","2468.6","1253.2","50.8","1215.4","49.2","","",""
"","2004","2496.2","1284.2","51.4","1212.0","48.6","","",""
"","2005","2526.5","1316.5","52.1","1210.0","47.9","","",""
"","2006","2559.5","1350.1","52.7","1209.4","47.3","","",""
"","2007","2595.1","1385.0","53.4","1210.1","46.6","","",""
"","2008","2632.8","1421.0","54.0","1211.8","46.0","","",""
"","2009","2672.2","1457.9","54.6","1214.4","45.4","","",""
"","2010","2712.7","1495.3","55.1","1217.5","44.9","","",""
"","2011","2754.2","1533.1","55.7","1221.1","44.3","","",""
"","2012","2796.5","1571.1","56.2","1225.3","43.8","","",""
"Montenegro","1990","614.6","","","","","","",""
"","1991","616.2","","","","","","",""
"","1992","616.6","","","","","","",""
"","1993","616.3","","","","","","",""
"","1994","615.5","","","","","","",""
"","1995","614.7","","","","","","",""
"","1996","613.8","","","","","","",""
"","1997","612.8","","","","","","",""
"","1998","611.9","548.8","89.7","63.2","10.3","","",""
"","1999","611.4","548.6","89.7","62.8","10.3","","",""
"","2000","611.2","548.7","89.8","62.5","10.2","","",""
"","2001","611.5","549.4","89.8","62.2","10.2","","",""
"","2002","612.3","550.4","89.9","61.9","10.1","","",""
"","2003","613.4","551.7","89.9","61.7","10.1","","",""
"","2004","614.7","553.0","90.0","61.7","10.0","","",""
"","2005","615.8","554.0","90.0","61.8","10.0","","",""
"","2006","616.9","555.0","90.0","61.8","10.0","","",""
"","2007","617.8","555.9","90.0","61.9","10.0","","",""
"","2008","618.6","556.8","90.0","61.9","10.0","","",""
"","2009","619.4","557.5","90.0","61.9","10.0","","",""
"","2010","620.1","558.2","90.0","61.9","10.0","","",""
"","2011","620.6","558.7","90.0","61.9","10.0","","",""
"","2012","621.1","559.2","90.0","61.9","10.0","","",""
"Montserrat","1990","10.7","7.5","69.8","3.2","30.2","","",""
"","1991","10.7","7.6","70.8","3.1","29.2","","",""
"","1992","10.8","7.8","71.8","3.1","28.2","","",""
"","1993","10.9","7.9","72.8","3.0","27.2","","",""
"","1994","10.7","7.9","73.8","2.8","26.2","","",""
"","1995","10.2","7.6","74.8","2.6","25.2","","",""
"","1996","9.3","7.1","75.8","2.3","24.2","","",""
"","1997","8.1","6.3","76.8","1.9","23.2","","",""
"","1998","6.8","5.3","77.8","1.5","22.2","","",""
"","1999","5.7","4.5","78.8","1.2","21.2","","",""
"","2000","4.9","3.9","79.9","1.0","20.1","","",""
"","2001","4.6","3.7","80.9","0.9","19.1","","",""
"","2002","4.7","3.8","81.9","0.8","18.1","","",""
"","2003","5.0","4.1","82.9","0.8","17.1","","",""
"","2004","5.3","4.4","82.9","0.9","17.1","","",""
"","2005","5.6","4.6","82.9","1.0","17.1","","",""
"","2006","5.8","4.8","82.9","1.0","17.1","","",""
"","2007","5.8","4.8","82.9","1.0","17.1","","",""
"","2008","5.9","","","","","","",""
"","2009","5.9","","","","","","",""
"","2010","5.9","","","","","","",""
"","2011","6.0","","","","","","",""
"","2012","6.0","","","","","","",""
"Morocco","1990","24675.0","12932.5","52.4","11742.5","47.6","27","",""
"","1991","25128.1","13507.6","53.8","11620.5","46.2","","",""
"","1992","25569.7","14083.1","55.1","11486.6","44.9","","",""
"","1993","26000.3","14658.1","56.4","11342.3","43.6","","",""
"","1994","26421.3","15233.0","57.7","11188.4","42.3","","",""
"","1995","26833.1","15765.6","58.8","11067.5","41.2","","",""
"","1996","27237.2","16291.1","59.8","10946.1","40.2","","",""
"","1997","27632.3","16816.7","60.9","10815.7","39.1","","",""
"","1998","28013.6","17339.1","61.9","10674.5","38.1","","",""
"","1999","28374.2","17853.8","62.9","10520.4","37.1","","",""
"","2000","28710.1","18357.1","63.9","10353.0","36.1","","",""
"","2001","29021.2","18848.0","64.9","10173.1","35.1","","",""
"","2002","29311.4","19328.8","65.9","9982.7","34.1","","",""
"","2003","29586.9","19802.3","66.9","9784.6","33.1","","",""
"","2004","29855.8","20273.9","67.9","9581.9","32.1","","",""
"","2005","30125.4","20748.1","68.9","9377.3","31.1","","",""
"","2006","30395.1","21225.0","69.8","9170.1","30.2","","",""
"","2007","30667.1","21706.1","70.8","8961.0","29.2","","",""
"","2008","30955.2","22201.3","71.7","8753.9","28.3","","",""
"","2009","31276.6","22723.1","72.7","8553.4","27.3","","",""
"","2010","31642.4","23280.7","73.6","8361.6","26.4","","",""
"","2011","32059.4","23880.2","74.5","8179.2","25.5","","",""
"","2012","32521.1","24517.7","75.4","8003.4","24.6","","",""
"Mozambique","1990","13568.0","1148.7","8.5","12419.3","91.5","14","",""
"","1991","13893.5","1219.3","8.8","12674.3","91.2","","",""
"","1992","14350.5","1305.3","9.1","13045.1","90.9","","",""
"","1993","14893.2","1403.7","9.4","13489.5","90.6","","",""
"","1994","15453.5","1508.9","9.8","13944.5","90.2","","",""
"","1995","15981.6","1697.9","10.6","14283.7","89.4","","",""
"","1996","16463.4","1892.4","11.5","14571.0","88.5","","",""
"","1997","16914.6","2093.0","12.4","14821.6","87.6","","",""
"","1998","17350.7","2250.3","13.0","15100.4","87.0","","",""
"","1999","17798.1","2409.6","13.5","15388.5","86.5","","",""
"","2000","18275.6","2578.3","14.1","15697.4","85.9","","",""
"","2001","18785.7","2757.2","14.7","16028.5","85.3","","",""
"","2002","19319.9","2945.7","15.2","16374.2","84.8","","",""
"","2003","19873.5","3143.4","15.8","16730.0","84.2","","",""
"","2004","20438.8","3349.5","16.4","17089.3","83.6","","",""
"","2005","21010.4","3563.1","17.0","17447.3","83.0","","",""
"","2006","21587.3","3784.3","17.5","17803.0","82.5","","",""
"","2007","22171.4","4013.4","18.1","18158.0","81.9","","",""
"","2008","22762.5","4250.6","18.7","18511.9","81.3","","",""
"","2009","23361.0","4497.1","19.3","18863.9","80.7","","",""
"","2010","23967.3","4753.3","19.8","19214.0","80.2","","",""
"","2011","24581.4","5019.4","20.4","19562.0","79.6","","",""
"","2012","25203.4","5295.6","21.0","19907.8","79.0","","",""
"Myanmar","1990","42123.0","","","","","32","",""
"","1991","42782.4","22718.0","53.1","20064.4","46.9","","",""
"","1992","43422.4","23083.2","53.2","20339.2","46.8","","",""
"","1993","44052.7","23446.7","53.2","20606.0","46.8","","",""
"","1994","44686.1","23815.6","53.3","20870.5","46.7","","",""
"","1995","45329.9","24193.9","53.4","21136.0","46.6","","",""
"","1996","45991.8","25212.8","54.8","20779.1","45.2","","",""
"","1997","46664.5","26256.7","56.3","20407.8","43.7","","",""
"","1998","47321.2","27310.3","57.7","20010.9","42.3","","",""
"","1999","47925.6","28351.3","59.2","19574.4","40.8","","",""
"","2000","48453.0","29361.7","60.6","19091.3","39.4","","",""
"","2001","48894.2","30332.4","62.0","18561.8","38.0","","",""
"","2002","49261.3","31266.9","63.5","17994.4","36.5","","",""
"","2003","49577.2","32176.2","64.9","17401.0","35.1","","",""
"","2004","49875.2","33080.0","66.3","16795.2","33.7","","",""
"","2005","50181.0","33994.4","67.7","16186.6","32.3","","",""
"","2006","50500.1","34923.0","69.2","15577.0","30.8","","",""
"","2007","50829.0","35863.4","70.6","14965.6","29.4","","",""
"","2008","51174.0","36818.3","71.9","14355.7","28.1","","",""
"","2009","51540.5","37791.9","73.3","13748.6","26.7","","",""
"","2010","51931.2","38787.2","74.7","13144.1","25.3","","",""
"","2011","52350.8","39808.1","76.0","12542.6","24.0","","",""
"","2012","52797.3","40854.3","77.4","11943.0","22.6","","",""
"Namibia","1990","1415.4","334.5","23.6","1080.9","76.4","13","",""
"","1991","1466.2","351.2","24.0","1115.0","76.0","","",""
"","1992","1513.7","368.5","24.3","1145.2","75.7","","",""
"","1993","1559.5","386.3","24.8","1173.2","75.2","","",""
"","1994","1605.8","404.5","25.2","1201.3","74.8","","",""
"","1995","1654.2","423.7","25.6","1230.6","74.4","","",""
"","1996","1705.3","443.8","26.0","1261.5","74.0","","",""
"","1997","1758.0","464.8","26.4","1293.2","73.6","","",""
"","1998","1809.7","485.9","26.8","1323.8","73.2","","",""
"","1999","1857.1","506.1","27.3","1351.0","72.7","","",""
"","2000","1898.0","524.9","27.7","1373.0","72.3","","",""
"","2001","1931.3","541.8","28.1","1389.5","71.9","","",""
"","2002","1958.3","557.1","28.4","1401.2","71.6","","",""
"","2003","1981.2","571.4","28.8","1409.8","71.2","","",""
"","2004","2003.3","585.5","29.2","1417.8","70.8","","",""
"","2005","2027.0","600.2","29.6","1426.8","70.4","","",""
"","2006","2052.9","615.7","30.0","1437.3","70.0","","",""
"","2007","2080.7","631.8","30.4","1448.9","69.6","","",""
"","2008","2110.8","648.8","30.7","1462.0","69.3","","",""
"","2009","2143.5","666.7","31.1","1476.8","68.9","","",""
"","2010","2179.0","685.6","31.5","1493.4","68.5","","",""
"","2011","2217.6","705.7","31.8","1512.0","68.2","","",""
"","2012","2259.4","726.9","32.2","1532.5","67.8","","",""
"Nauru","1990","9.2","6.0","65.7","3.1","34.3","2","",""
"","1991","9.4","6.1","65.7","3.2","34.3","","",""
"","1992","9.5","6.3","65.7","3.3","34.3","","",""
"","1993","9.7","6.4","65.7","3.3","34.3","","",""
"","1994","9.9","6.5","65.7","3.4","34.3","","",""
"","1995","10.0","6.5","65.7","3.4","34.3","","",""
"","1996","10.0","6.6","65.7","3.4","34.3","","",""
"","1997","10.1","6.6","65.7","3.5","34.3","","",""
"","1998","10.1","6.6","65.7","3.4","34.3","","",""
"","1999","10.0","6.6","65.7","3.4","34.3","","",""
"","2000","10.0","6.6","65.7","3.4","34.3","","",""
"","2001","10.0","6.6","65.7","3.4","34.3","","",""
"","2002","10.1","6.6","65.7","3.5","34.3","","",""
"","2003","10.1","6.6","65.7","3.5","34.3","","",""
"","2004","10.1","6.6","65.7","3.5","34.3","","",""
"","2005","10.1","6.6","65.7","3.5","34.3","","",""
"","2006","10.1","6.7","65.7","3.5","34.3","","",""
"","2007","10.2","6.7","65.6","3.5","34.4","","",""
"","2008","10.2","6.7","65.6","3.5","34.4","","",""
"","2009","10.2","6.7","65.6","3.5","34.4","","",""
"","2010","10.3","6.7","65.6","3.5","34.4","","",""
"","2011","10.3","6.8","65.6","3.5","34.4","","",""
"","2012","10.4","6.8","65.6","3.6","34.4","","",""
"Nepal","1990","18111.2","1126.6","6.2","16984.6","93.8","27","",""
"","1991","18569.4","1418.5","7.6","17150.9","92.4","","",""
"","1992","19050.9","1729.3","9.1","17321.6","90.9","","",""
"","1993","19551.5","2055.8","10.5","17495.7","89.5","","",""
"","1994","20065.4","2398.2","12.0","17667.2","88.0","","",""
"","1995","20587.2","2756.2","13.4","17830.9","86.6","","",""
"","1996","21115.3","3130.2","14.8","17985.1","85.2","","",""
"","1997","21647.3","3519.6","16.3","18127.7","83.7","","",""
"","1998","22175.4","3923.3","17.7","18252.2","82.3","","",""
"","1999","22690.2","4339.2","19.1","18350.9","80.9","","",""
"","2000","23184.2","4765.4","20.6","18418.8","79.4","","",""
"","2001","23655.1","5198.4","22.0","18456.7","78.0","","",""
"","2002","24102.9","5623.5","23.3","18479.4","76.7","","",""
"","2003","24525.5","6053.8","24.7","18471.7","75.3","","",""
"","2004","24921.9","6488.3","26.0","18433.7","74.0","","",""
"","2005","25292.1","6925.5","27.4","18366.5","72.6","","",""
"","2006","25634.0","7364.1","28.7","18270.0","71.3","","",""
"","2007","25950.0","7803.3","30.1","18146.8","69.9","","",""
"","2008","26249.4","8245.1","31.4","18004.4","68.6","","",""
"","2009","26544.9","8692.8","32.7","17852.1","67.3","","",""
"","2010","26846.0","9149.6","34.1","17696.4","65.9","","",""
"","2011","27156.4","9617.0","35.4","17539.4","64.6","","",""
"","2012","27474.4","10094.7","36.7","17379.7","63.3","","",""
"Netherlands","1990","14890.3","14890.3","100.0","0.0","0.0","8","",""
"","1991","14993.2","14993.2","100.0","0.0","0.0","","",""
"","1992","15101.1","15101.1","100.0","0.0","0.0","","",""
"","1993","15210.8","15210.8","100.0","0.0","0.0","","",""
"","1994","15318.1","15318.1","100.0","0.0","0.0","","",""
"","1995","15420.0","15420.0","100.0","0.0","0.0","","",""
"","1996","15514.8","15514.8","100.0","0.0","0.0","","",""
"","1997","15603.3","15603.3","100.0","0.0","0.0","","",""
"","1998","15688.1","15688.1","100.0","0.0","0.0","","",""
"","1999","15772.8","15772.8","100.0","0.0","0.0","","",""
"","2000","15859.9","15859.9","100.0","0.0","0.0","","",""
"","2001","15950.2","15950.2","100.0","0.0","0.0","","",""
"","2002","16042.4","16042.4","100.0","0.0","0.0","","",""
"","2003","16133.9","16133.9","100.0","0.0","0.0","","",""
"","2004","16221.4","16221.4","100.0","0.0","0.0","","",""
"","2005","16302.2","16302.2","100.0","0.0","0.0","","",""
"","2006","16375.8","16375.8","100.0","0.0","0.0","","",""
"","2007","16442.8","16442.8","100.0","0.0","0.0","","",""
"","2008","16504.2","16504.2","100.0","0.0","0.0","","",""
"","2009","16561.3","16561.3","100.0","0.0","0.0","","",""
"","2010","16615.2","16615.2","100.0","0.0","0.0","","",""
"","2011","16666.2","16666.2","100.0","0.0","0.0","","",""
