TaxonKey,TaxonName,CommonName,TargetGrpNum,Description
611789,Photonectes leucospilus,Photonectes leucospilus,7,Small Bathypelagics (<30 cm)
611790,Photonectes margarita,Photonectes margarita,8,Medium Bathypelagics (30 - 90 cm)
611798,Thysanactis dentex,Thysanactis dentex,7,Small Bathypelagics (<30 cm)
611799,Awaous grammepomus,Scribbled goby,13,Small Benthopelagics (<30 cm)
611803,Aristostomias grimaldii,Aristostomias grimaldii,7,Small Bathypelagics (<30 cm)
611806,Aristostomias polydactylus,Aristostomias polydactylus,7,Small Bathypelagics (<30 cm)
611815,Kneria auriculata,Airbreathing shellear,13,Small Benthopelagics (<30 cm)
611817,Redigobius balteatus,Redigobius balteatus,13,Small Benthopelagics (<30 cm)
611819,Mesobola brevianalis,River sardine,13,Small Benthopelagics (<30 cm)
611828,Idiacanthus fasciola,Ribbon saw-tail fish,8,Medium Bathypelagics (30 - 90 cm)
611829,Barbus aspius,Drakensberg minnow,14,Medium Benthopelagics (30 - 90 cm)
611830,Barbus amatolicus,Amatola barb,13,Small Benthopelagics (<30 cm)
611831,Caristius macropus,Manefish,8,Medium Bathypelagics (30 - 90 cm)
611841,Bathysaurus ferox,Deepsea lizardfish,11,Medium Bathydemersals (30 - 90 cm)
611843,Bathysaurus mollis,Highfin lizardfish,11,Medium Bathydemersals (30 - 90 cm)
611855,Pachypanchax sakaramyi,Pachypanchax sakaramyi,13,Small Benthopelagics (<30 cm)
611867,Barbus bifrenatus,Hyphen barb,13,Small Benthopelagics (<30 cm)
611875,Bolinichthys indicus,Lanternfish,7,Small Bathypelagics (<30 cm)
611876,Bolinichthys photothorax,Bolinichthys photothorax,7,Small Bathypelagics (<30 cm)
611879,Centrobranchus nigroocellatus,Roundnose lanternfish,7,Small Bathypelagics (<30 cm)
611880,Diaphus bertelseni,Diaphus bertelseni,7,Small Bathypelagics (<30 cm)
611882,Nematolebias whitei,Rio pearlfish,13,Small Benthopelagics (<30 cm)
611884,Aphyolebias peruensis,Peruvian longfin,13,Small Benthopelagics (<30 cm)
611885,Rivulus cylindraceus,Green rivulus,13,Small Benthopelagics (<30 cm)
611887,Rivulus magdalenae,Magdalena rivulus,13,Small Benthopelagics (<30 cm)
611888,Cyphocharax saladensis,Rosy curimata,13,Small Benthopelagics (<30 cm)
611890,Curimatopsis evelynae,Spottail curimata,13,Small Benthopelagics (<30 cm)
611891,Curimatopsis macrolepis,Shinyscaled curimata,13,Small Benthopelagics (<30 cm)
611894,Prochilodus nigricans,Black prochilodus,14,Medium Benthopelagics (30 - 90 cm)
611898,Semaprochilodus taeniurus,Silver prochilodus,14,Medium Benthopelagics (30 - 90 cm)
611904,Profundulus hildebrandi,Chiapas killifish,13,Small Benthopelagics (<30 cm)
611907,Hemiodus quadrimaculatus,Barred hemiodus,13,Small Benthopelagics (<30 cm)
611908,Hemiodus semitaeniatus,Halfline hemiodus,13,Small Benthopelagics (<30 cm)
611909,Parodon pongoensis,Pongo characin,13,Small Benthopelagics (<30 cm)
611911,Copella nattereri,Spotted tetra,13,Small Benthopelagics (<30 cm)
611912,Copella vilmae,Rainbow copella,13,Small Benthopelagics (<30 cm)
611913,Lebiasina bimaculata,Twospot lebiasina,13,Small Benthopelagics (<30 cm)
611914,Nannostomus bifasciatus,Whiteside pencilfish,13,Small Benthopelagics (<30 cm)
611915,Nannostomus britskii,Spotstripe pencilfish,13,Small Benthopelagics (<30 cm)
611916,Nannostomus digrammus,Twostripe pencilfish,13,Small Benthopelagics (<30 cm)
611917,Nannostomus harrisoni,Blackstripe pencilfish,13,Small Benthopelagics (<30 cm)
611918,Nannostomus limatus,Elegant pencilfish,13,Small Benthopelagics (<30 cm)
611919,Nannostomus marginatus,Dwarf pencilfish,13,Small Benthopelagics (<30 cm)
611920,Nannostomus marilynae,Greenstripe pencilfish,13,Small Benthopelagics (<30 cm)
611922,Nannostomus nitidus,Shining pencilfish,13,Small Benthopelagics (<30 cm)
611924,Pyrrhulina rachoviana,Fanning pyrrhulina,13,Small Benthopelagics (<30 cm)
611925,Pyrrhulina vittata,Banded pyrrhulina,13,Small Benthopelagics (<30 cm)
611926,Acanthorhodeus asmussii,Russian bitterling,13,Small Benthopelagics (<30 cm)
611928,Acheilognathus cyanostigma,Striped bitterling,13,Small Benthopelagics (<30 cm)
611929,Tanakia limbata,Oily bitterling,13,Small Benthopelagics (<30 cm)
611943,Myleus pacu,Pacu,13,Small Benthopelagics (<30 cm)
611944,Myleus rubripinnis,Redhook myleus,13,Small Benthopelagics (<30 cm)
611957,Barbus esocinus,Mangar,15,Large Benthopelagics (>=90 cm)
611958,Jenynsia lineata,Onesided livebearer,13,Small Benthopelagics (<30 cm)
611960,Myleus schomburgkii,Disk tetra,13,Small Benthopelagics (<30 cm)
611962,Serrasalmus denticulatus,Lobetoothed piranha,13,Small Benthopelagics (<30 cm)
611964,Serrasalmus elongatus,Slender piranha,14,Medium Benthopelagics (30 - 90 cm)
611970,Serrasalmus rhombeus,Redeye piranha,14,Medium Benthopelagics (30 - 90 cm)
611971,Poecilia butleri,Pacific molly,13,Small Benthopelagics (<30 cm)
611973,Serrasalmus spilopleura,Speckled piranha,13,Small Benthopelagics (<30 cm)
611974,Poecilia catemaconis,Catemaco molly,13,Small Benthopelagics (<30 cm)
611976,Poecilia chica,Dwarf molly,13,Small Benthopelagics (<30 cm)
611979,Argyrosomus japonicus,Japanese meagre,15,Large Benthopelagics (>=90 cm)
611982,Poecilia orri,Mangrove molly,13,Small Benthopelagics (<30 cm)
611984,Aspericorvina jubata,Prickly croaker,13,Small Benthopelagics (<30 cm)
611989,Poecilia petenensis,Peten molly,13,Small Benthopelagics (<30 cm)
611992,Xiphophorus evelynae,Puebla platyfish,13,Small Benthopelagics (<30 cm)
611995,Xiphophorus montezumae,Montezuma swordtail,13,Small Benthopelagics (<30 cm)
611999,Xiphophorus pygmaeus,Pygmy swordtail,13,Small Benthopelagics (<30 cm)
612000,Pangasius larnaudii,Spot pangasius,15,Large Benthopelagics (>=90 cm)
612001,Pangasius micronemus,Shortbarbel pangasius,14,Medium Benthopelagics (30 - 90 cm)
612004,Optivus elongatus,Slender roughy,8,Medium Bathypelagics (30 - 90 cm)
612005,Paratrachichthys trailli,Sandpaper fish,7,Small Bathypelagics (<30 cm)
612011,Pseudaphritis urvillii,Congolli,14,Medium Benthopelagics (30 - 90 cm)
612014,Paranotothenia microlepidota,Black cod,14,Medium Benthopelagics (30 - 90 cm)
612018,Anoplogaster brachycera,Shorthorn fangtooth,7,Small Bathypelagics (<30 cm)
612032,Belontia hasselti,Malay combtail,13,Small Benthopelagics (<30 cm)
612033,Betta akarensis,Akar betta,13,Small Benthopelagics (<30 cm)
612034,Betta anabatoides,Giant betta,13,Small Benthopelagics (<30 cm)
612035,Betta bellica,Slim betta,13,Small Benthopelagics (<30 cm)
612037,Betta fusca,Dusky betta,13,Small Benthopelagics (<30 cm)
612038,Betta imbellis,Crescent betta,13,Small Benthopelagics (<30 cm)
612039,Betta macrostoma,Spotfin betta,13,Small Benthopelagics (<30 cm)
612040,Betta picta,Spotted betta,13,Small Benthopelagics (<30 cm)
612042,Betta pugnax,Penang betta,13,Small Benthopelagics (<30 cm)
612044,Betta rubra,Toba betta,13,Small Benthopelagics (<30 cm)
612045,Bahaba taipingensis,Chinese bahaba,15,Large Benthopelagics (>=90 cm)
612046,Lepophidium staurophor,Barred cusk-eel,10,Small Bathydemersals (<30 cm)
612047,Betta smaragdina,Blue betta,13,Small Benthopelagics (<30 cm)
612048,Betta taeniata,Borneo betta,13,Small Benthopelagics (<30 cm)
612049,Daysciaena albida,Bengal corvina,15,Large Benthopelagics (>=90 cm)
612051,Johnius trachycephalus,Leaftail croaker,13,Small Benthopelagics (<30 cm)
612052,Pachyurus bonariensis,La Plata croaker,13,Small Benthopelagics (<30 cm)
612055,Nibea semifasciata,Sharpnose croaker,13,Small Benthopelagics (<30 cm)
612056,Otolithoides pama,Pama croaker,15,Large Benthopelagics (>=90 cm)
612058,Pachypops fourcroi,Guyanan croaker,13,Small Benthopelagics (<30 cm)
612060,Catlocarpio siamensis,Giant barb,15,Large Benthopelagics (>=90 cm)
612063,Crossocheilus oblongus,Siamese flying fox,13,Small Benthopelagics (<30 cm)
612064,Labiobarbus festivus,Signal barb,13,Small Benthopelagics (<30 cm)
612066,Brachydanio kerri,Blue danio,13,Small Benthopelagics (<30 cm)
612067,Danio nigrofasciatus,Dwarf danio,13,Small Benthopelagics (<30 cm)
612068,Elopichthys bambusa,Yellowcheek,15,Large Benthopelagics (>=90 cm)
612070,Esomus lineatus,Striped flying barb,13,Small Benthopelagics (<30 cm)
612071,Esomus malayensis,Malayan flying barb,13,Small Benthopelagics (<30 cm)
612073,Gobio uranoscopus,Danubian longbarbel gudgeon,13,Small Benthopelagics (<30 cm)
612074,Aphyocypris lini,Garnet minnow,13,Small Benthopelagics (<30 cm)
612075,Labeo bata,Bata,14,Medium Benthopelagics (30 - 90 cm)
612076,Ctenops nobilis,Frail gourami,13,Small Benthopelagics (<30 cm)
612077,Parasphaerichthys ocellatus,Eyespot gourami,13,Small Benthopelagics (<30 cm)
612078,Parosphromenus deissneri,Licorice gourami,13,Small Benthopelagics (<30 cm)
612079,Parosphromenus filamentosus,Spiketail gourami,13,Small Benthopelagics (<30 cm)
612081,Plagioscion surinamensis,Pacora,14,Medium Benthopelagics (30 - 90 cm)
612082,Trichopsis pumila,Pygmy gourami,13,Small Benthopelagics (<30 cm)
612083,Trichopsis schalleri,Threestripe gourami,13,Small Benthopelagics (<30 cm)
612102,Labeo chrysophekadion,Black sharkminnow,14,Medium Benthopelagics (30 - 90 cm)
612122,Pimelodus grosskopfii,Capaz,14,Medium Benthopelagics (30 - 90 cm)
612124,Luciosoma spilopleura,Apollo sharkminnow,13,Small Benthopelagics (<30 cm)
612125,Barbodes hexagonolepis,Copper mahseer,15,Large Benthopelagics (>=90 cm)
612129,Percichthys trucha,Creole perch,14,Medium Benthopelagics (30 - 90 cm)
612133,Lipogramma evides,Banded basslet,10,Small Bathydemersals (<30 cm)
612134,Lipogramma flavescens,Yellow basslet,10,Small Bathydemersals (<30 cm)
612139,Puntius dorsimaculatus,Blackline barb,13,Small Benthopelagics (<30 cm)
612141,Puntius lineatus,Line barb,13,Small Benthopelagics (<30 cm)
612143,Puntius pentazona,Fiveband barb,13,Small Benthopelagics (<30 cm)
612150,Puntius sachsii,Goldfinned barb,13,Small Benthopelagics (<30 cm)
612163,Puntius terio,Onespot barb,13,Small Benthopelagics (<30 cm)
612170,Puntius vittatus,Greenstripe barb,13,Small Benthopelagics (<30 cm)
612173,Rasbora chrysotaenia,Goldstripe rasbora,13,Small Benthopelagics (<30 cm)
612175,Toxotes lorentzi,Primitive archerfish,13,Small Benthopelagics (<30 cm)
612179,Rasbora elegans,Twospot rasbora,13,Small Benthopelagics (<30 cm)
612182,Rasbora hengeli,Glowlight rasbora,13,Small Benthopelagics (<30 cm)
612191,Rasbora leptosoma,Copperstripe rasbora,13,Small Benthopelagics (<30 cm)
612200,Rasbora paucisqualis,Largescaled rasbora,13,Small Benthopelagics (<30 cm)
612206,Rasbora steineri,Chinese rasbora,13,Small Benthopelagics (<30 cm)
612208,Cichlasoma maculicauda,Blackbelt cichlid,14,Medium Benthopelagics (30 - 90 cm)
612209,Aequidens rivulatus,Green terror,13,Small Benthopelagics (<30 cm)
612210,Rasbora taeniata,Blackstripe rasbora,13,Small Benthopelagics (<30 cm)
612211,Boraras urophthalmoides,Exclamation-point rasbora,13,Small Benthopelagics (<30 cm)
612212,Rhodeus atremius,Kyushu bitterling,13,Small Benthopelagics (<30 cm)
612216,Panaque nigrolineatus,Royal panaque,13,Small Benthopelagics (<30 cm)
612217,Panaque suttoni,Blue-eye panaque,13,Small Benthopelagics (<30 cm)
612220,Apteronotus albifrons,Black ghost,14,Medium Benthopelagics (30 - 90 cm)
612221,Eigenmannia virescens,Glass knifefish,14,Medium Benthopelagics (30 - 90 cm)
612222,Brachyhypopomus brevirostris,Bluntnose knifefish,14,Medium Benthopelagics (30 - 90 cm)
612223,Steatogenys elegans,Barred knifefish,13,Small Benthopelagics (<30 cm)
612224,Sternopygus macrurus,Longtail knifefish,15,Large Benthopelagics (>=90 cm)
612225,Sarcocheilichthys nigripinnis,Rainbow gudgeon,13,Small Benthopelagics (<30 cm)
612226,Schizothorax argentatus,Balkhash marinka,14,Medium Benthopelagics (30 - 90 cm)
612227,Atypichthys latus,Eastern footballer,13,Small Benthopelagics (<30 cm)
612229,Girella simplicidens,Gulf opal eye,14,Medium Benthopelagics (30 - 90 cm)
612231,Tor tambroides,Thai mahseer,15,Large Benthopelagics (>=90 cm)
612232,Bidyanus bidyanus,Bidyan perch,14,Medium Benthopelagics (30 - 90 cm)
612233,Nansenia candida,Bluethroat argentine,7,Small Bathypelagics (<30 cm)
612252,Oryzias celebensis,Celebes medaka,13,Small Benthopelagics (<30 cm)
612254,Oryzias javanicus,Javanese ricefish,13,Small Benthopelagics (<30 cm)
612257,Scatophagus multifasciatus,Spotbanded scat,14,Medium Benthopelagics (30 - 90 cm)
612258,Acarichthys heckelii,Threadfin acara,13,Small Benthopelagics (<30 cm)
612260,Acaronia nassa,Bigeye cichlid,13,Small Benthopelagics (<30 cm)
612262,Laetacara curviceps,Flag acara,13,Small Benthopelagics (<30 cm)
612264,Laetacara dorsigera,Redbreast acara,13,Small Benthopelagics (<30 cm)
612265,Nemacheilus fasciatus,Barred loach,13,Small Benthopelagics (<30 cm)
612267,Krobia itanyi,Dolphin cichlid,13,Small Benthopelagics (<30 cm)
612268,Nemacheilus masyai,Arrow loach,13,Small Benthopelagics (<30 cm)
612269,Schistura notostigma,Spotback loach,13,Small Benthopelagics (<30 cm)
612270,Nemacheilus selangoricus,Fighting loach,13,Small Benthopelagics (<30 cm)
612273,Aequidens metae,Yellow acara,13,Small Benthopelagics (<30 cm)
612277,Aequidens sapayensis,Sapayo cichlid,13,Small Benthopelagics (<30 cm)
612278,Aequidens tetramerus,Saddle cichlid,13,Small Benthopelagics (<30 cm)
612282,Apistogramma cacatuoides,Cockatoo cichlid,13,Small Benthopelagics (<30 cm)
612283,Apistogramma commbrae,Corumba cichlid,13,Small Benthopelagics (<30 cm)
612286,Apistogramma pertensis,Amazon dwarf cichlid,13,Small Benthopelagics (<30 cm)
612288,Plagiogeneion rubiginosum,Rubyfish,11,Medium Bathydemersals (30 - 90 cm)
612290,Pristolepis grootii,Indonesian leaffish,13,Small Benthopelagics (<30 cm)
612291,Biotodoma cupido,Greenstreaked eartheater,13,Small Benthopelagics (<30 cm)
612292,Biotodoma wavrini,Orinoco eartheater,13,Small Benthopelagics (<30 cm)
612297,Macrognathus zebrinus,Zebra spiny eel,14,Medium Benthopelagics (30 - 90 cm)
612305,Mikrogeophagus ramirezi,Ram cichlid,13,Small Benthopelagics (<30 cm)
612308,Cichlasoma festae,Guayas cichlid,13,Small Benthopelagics (<30 cm)
612311,Gymnogeophagus rhabdotus,Stripefin eartheater,13,Small Benthopelagics (<30 cm)
612312,Crenicichla saxatilis,Ringtail pike cichlid,14,Medium Benthopelagics (30 - 90 cm)
612313,Satanoperca acuticeps,Sharphead eartheater,13,Small Benthopelagics (<30 cm)
612315,Herotilapia multispinosa,Rainbow cichlid,13,Small Benthopelagics (<30 cm)
612318,Cichlasoma haitiensis,Haitian cichlid,13,Small Benthopelagics (<30 cm)
612319,Geophagus daemon,Threespot eartheater,14,Medium Benthopelagics (30 - 90 cm)
612320,Geophagus harreri,Maroni eartheater,13,Small Benthopelagics (<30 cm)
612321,Hypsophrys nicaraguensis,Moga,13,Small Benthopelagics (<30 cm)
612322,Cichlasoma synspilum,Redhead cichlid,14,Medium Benthopelagics (30 - 90 cm)
612323,Hypselecara temporalis,Emerald cichlid,14,Medium Benthopelagics (30 - 90 cm)
612324,Cichlasoma zaliosum,Arrow cichlid,13,Small Benthopelagics (<30 cm)
612325,Dicrossus filamentosa,Chessboard cichlid,13,Small Benthopelagics (<30 cm)
612326,Crenicara punctulatum,Checkerboard cichlid,13,Small Benthopelagics (<30 cm)
612328,Leporinus arcus,Lipstick leporinus,14,Medium Benthopelagics (30 - 90 cm)
612329,Crenicichla geayi,Halfbanded pike cichlid,14,Medium Benthopelagics (30 - 90 cm)
612330,Leporinus friderici friderici,Threespot leporinus,14,Medium Benthopelagics (30 - 90 cm)
612331,Leporinus maculatus,Spotted leporinus,13,Small Benthopelagics (<30 cm)
612333,Leporinus nigrotaeniatus,Halfline leporinus,14,Medium Benthopelagics (30 - 90 cm)
612334,Pseudanos trimaculatus,Threespot headstander,13,Small Benthopelagics (<30 cm)
612335,Characidium fasciatum,Darter characin,13,Small Benthopelagics (<30 cm)
612336,Acestrorhynchus microlepis,Pike characin,13,Small Benthopelagics (<30 cm)
612337,Aphyocharax alburnus,Goldencrown tetra,13,Small Benthopelagics (<30 cm)
612338,Aphyocharax erythrurus,Flametail tetra,13,Small Benthopelagics (<30 cm)
612340,Aphyocharax rathbuni,Redflank bloodfin,13,Small Benthopelagics (<30 cm)
612341,Boehlkea fredcochui,Cochus blue tetra,13,Small Benthopelagics (<30 cm)
612343,Bryconops affinis,Orangefin tetra,13,Small Benthopelagics (<30 cm)
612344,Bryconops caudomaculatus,Tailspot tetra,13,Small Benthopelagics (<30 cm)
612345,Barbus pallidus,Goldie barb,13,Small Benthopelagics (<30 cm)
612346,Charax gibbosus,Glass headstander,13,Small Benthopelagics (<30 cm)
612350,Evistias acutirostris,Striped boarfish,15,Large Benthopelagics (>=90 cm)
612351,Creagrutus beni,Goldstripe characin,13,Small Benthopelagics (<30 cm)
612357,Pentaceros decacanthus,Bigspined boarfish,10,Small Bathydemersals (<30 cm)
612358,Pentaceros japonicus,Japanese armorhead,13,Small Benthopelagics (<30 cm)
612365,Hemigrammus bleheri,Firehead tetra,13,Small Benthopelagics (<30 cm)
612367,Hemigrammus hyanuary,January tetra,13,Small Benthopelagics (<30 cm)
612368,Nandus nebulosus,Bornean leaffish,13,Small Benthopelagics (<30 cm)
612369,Geophagus pellegrini,Yellowhump eartheater,13,Small Benthopelagics (<30 cm)
612370,Hemigrammus rhodostomus,Rummy-nose tetra,13,Small Benthopelagics (<30 cm)
612371,Hemigrammus unilineatus,Featherfin tetra,13,Small Benthopelagics (<30 cm)
612372,Geophagus steindachneri,Redhump eartheater,13,Small Benthopelagics (<30 cm)
612373,Brycon pesu,Mourning tetra,13,Small Benthopelagics (<30 cm)
612374,Gymnogeophagus australis,Uruguayan eartheater,13,Small Benthopelagics (<30 cm)
612375,Gymnogeophagus balzanii,Argentine humphead,13,Small Benthopelagics (<30 cm)
612376,Hyphessobrycon amandae,Ember tetra,13,Small Benthopelagics (<30 cm)
612377,Gymnogeophagus gymnogenys,Smoothcheek eartheater,13,Small Benthopelagics (<30 cm)
612378,Hyphessobrycon bentosi,Ornate tetra,13,Small Benthopelagics (<30 cm)
612379,Hyphessobrycon bifasciatus,Yellow tetra,13,Small Benthopelagics (<30 cm)
612381,Hyphessobrycon loretoensis,Loreto tetra,13,Small Benthopelagics (<30 cm)
612382,Hyphessobrycon peruvianus,Peruvian tetra,13,Small Benthopelagics (<30 cm)
612383,Hyphessobrycon rosaceus,Rosy tetra,13,Small Benthopelagics (<30 cm)
612384,Hyphessobrycon serpae,Serpa tetra,13,Small Benthopelagics (<30 cm)
612385,Hyphessobrycon socolofi,Spotfin tetra,13,Small Benthopelagics (<30 cm)
612386,Hyphessobrycon stegemanni,Savanna tetra,13,Small Benthopelagics (<30 cm)
612387,Hyphessobrycon takasei,Coffee-bean tetra,13,Small Benthopelagics (<30 cm)
612390,Moenkhausia dichroura,Bandtail tetra,13,Small Benthopelagics (<30 cm)
612391,Moenkhausia oligolepis,Glass tetra,13,Small Benthopelagics (<30 cm)
612392,Moenkhausia takasei,Black-jacket tetra,13,Small Benthopelagics (<30 cm)
612395,Poecilocharax weitzmani,Black morpho tetra,13,Small Benthopelagics (<30 cm)
612397,Hyphessobrycon axelrodi,Calypso tetra,13,Small Benthopelagics (<30 cm)
612398,Pseudocorynopoma doriae,Dragonfin tetra,13,Small Benthopelagics (<30 cm)
612399,Roeboides guatemalensis,Guatemalan headstander,13,Small Benthopelagics (<30 cm)
612412,Scombrops oculatus,Atlantic scombrops,11,Medium Bathydemersals (30 - 90 cm)
612413,Diaphus mollis,Diaphus mollis,7,Small Bathypelagics (<30 cm)
612414,Lampadena urophaos atlantica,Lampadena urophaos atlantica,7,Small Bathypelagics (<30 cm)
612415,Lestidiops jayakari jayakari,Lestidiops jayakari jayakari,7,Small Bathypelagics (<30 cm)
612454,Phenacoscorpius nebris,Short-tube scorpionfish,10,Small Bathydemersals (<30 cm)
612482,Hollardia hollardi,Reticulate spikefish,10,Small Bathydemersals (<30 cm)
612502,Luciobrotula bartschi,Luciobrotula bartschi,14,Medium Benthopelagics (30 - 90 cm)
612540,Coregonus tugun,Tugun,13,Small Benthopelagics (<30 cm)
612541,Bathylagus milleri,Stout blacksmelt,7,Small Bathypelagics (<30 cm)
612542,Bathylagus ochotensis,Eared blacksmelt,7,Small Bathypelagics (<30 cm)
612543,Bathylagus wesethi,Snubnose blacksmelt,7,Small Bathypelagics (<30 cm)
612545,Oneirodes acanthias,Spiny dreamer,7,Small Bathypelagics (<30 cm)
612547,Coregonus muksun,Muksun,14,Medium Benthopelagics (30 - 90 cm)
612548,Coregonus ussuriensis,Amur whitefish,14,Medium Benthopelagics (30 - 90 cm)
612549,Coregonus chadary,Khadary-whitefish,14,Medium Benthopelagics (30 - 90 cm)
612552,Lioscorpius longiceps,Lioscorpius longiceps,10,Small Bathydemersals (<30 cm)
612558,Pseudoscopelus altipinnis,Pseudoscopelus altipinnis,7,Small Bathypelagics (<30 cm)
612563,Hoplobrotula armata,Hoplobrotula armata,11,Medium Bathydemersals (30 - 90 cm)
612570,Satyrichthys orientale,Satyrichthys orientale,10,Small Bathydemersals (<30 cm)
612617,Hippopotamyrus grahami,Hippopotamyrus grahami,13,Small Benthopelagics (<30 cm)
612681,Barbus ethiopicus,Barbus ethiopicus,13,Small Benthopelagics (<30 cm)
612696,Garra lancrenonensis,Garra lancrenonensis,13,Small Benthopelagics (<30 cm)
612701,Trachypoma macracanthus,Toadstool groper,13,Small Benthopelagics (<30 cm)
612708,Labeo werneri,Labeo werneri,14,Medium Benthopelagics (30 - 90 cm)
612710,Raiamas ansorgii,Raiamas ansorgii,13,Small Benthopelagics (<30 cm)
612711,Raiamas buchholzi,Raiamas buchholzi,13,Small Benthopelagics (<30 cm)
612713,Raiamas longirostris,Raiamas longirostris,13,Small Benthopelagics (<30 cm)
612715,Leptocypris lujae,Leptocypris lujae,13,Small Benthopelagics (<30 cm)
612716,Raiamas macrostoma,Raiamas macrostoma,13,Small Benthopelagics (<30 cm)
612718,Raiamas salmolucius,Raiamas salmolucius,13,Small Benthopelagics (<30 cm)
612721,Raiamas weeksii,Raiamas weeksii,13,Small Benthopelagics (<30 cm)
612734,Epiplatys chevalieri,Epiplatys chevalieri,13,Small Benthopelagics (<30 cm)
612801,Ctenopoma nebulosum,Ctenopoma nebulosum,13,Small Benthopelagics (<30 cm)
612805,Synodontis levequei,Synodontis levequei,13,Small Benthopelagics (<30 cm)
612806,Synodontis dekimpei,Synodontis dekimpei,13,Small Benthopelagics (<30 cm)
612807,Chiloglanis niger,Chiloglanis niger,13,Small Benthopelagics (<30 cm)
612808,Chiloglanis polypogon,Chiloglanis polypogon,13,Small Benthopelagics (<30 cm)
612816,Kuhlia taeniura,Flagtail,13,Small Benthopelagics (<30 cm)
612857,Oligosarcus hepsetus,Oligosarcus hepsetus,13,Small Benthopelagics (<30 cm)
612868,Astyanax scabripinnis,Astyanax scabripinnis,13,Small Benthopelagics (<30 cm)
612870,Aplochiton taeniatus,Aplochiton taeniatus,14,Medium Benthopelagics (30 - 90 cm)
612871,Aplochiton zebra,Aplochiton zebra,13,Small Benthopelagics (<30 cm)
612911,Astyanax abramis,Astyanax abramis,13,Small Benthopelagics (<30 cm)
612912,Microctenopoma lineatum,Microctenopoma lineatum,13,Small Benthopelagics (<30 cm)
612918,Seriolella brama,Common warehou,14,Medium Benthopelagics (30 - 90 cm)
612919,Seriolella caerulea,White warehou,8,Medium Bathypelagics (30 - 90 cm)
612922,Seriolella punctata,Silver warehou,14,Medium Benthopelagics (30 - 90 cm)
612930,Stromateus brasiliensis,Stromateus brasiliensis,14,Medium Benthopelagics (30 - 90 cm)
612931,Dules auriga,Dules auriga,13,Small Benthopelagics (<30 cm)
612940,Forsterygion lapillum,Common triplefin,13,Small Benthopelagics (<30 cm)
612944,Branchiostegus australiensis,Branchiostegus australiensis,10,Small Bathydemersals (<30 cm)
612945,Branchiostegus gloerfelti,Branchiostegus gloerfelti,13,Small Benthopelagics (<30 cm)
612946,Atrobucca brevis,Atrobucca brevis,13,Small Benthopelagics (<30 cm)
612962,Allocyttus niger,Black oreo,8,Medium Bathypelagics (30 - 90 cm)
612972,Brycon erythropterum,Brycon erythropterum,14,Medium Benthopelagics (30 - 90 cm)
612976,Triportheus angulatus,Triportheus angulatus,13,Small Benthopelagics (<30 cm)
612977,Mylossoma duriventre,Mylossoma duriventre,13,Small Benthopelagics (<30 cm)
612989,Neobythites sivicola,Neobythites sivicola,13,Small Benthopelagics (<30 cm)
612996,Polymixia japonica,Silver eye,8,Medium Bathypelagics (30 - 90 cm)
613004,Callanthias japonicus,Callanthias japonicus,13,Small Benthopelagics (<30 cm)
613007,Caprodon schlegelii,Caprodon schlegelii,14,Medium Benthopelagics (30 - 90 cm)
613009,Coranthus polyacanthus,Coranthus polyacanthus,13,Small Benthopelagics (<30 cm)
613011,Branchiostegus albus,Branchiostegus albus,14,Medium Benthopelagics (30 - 90 cm)
613013,Erythrocles scintillans,Erythrocles scintillans,14,Medium Benthopelagics (30 - 90 cm)
613015,Nibea albiflora,White flower croaker,14,Medium Benthopelagics (30 - 90 cm)
613016,Rhamdia sapo,Rhamdia sapo,14,Medium Benthopelagics (30 - 90 cm)
613017,Mugil capurrii,Narrowhead grey mullet,14,Medium Benthopelagics (30 - 90 cm)
613021,Pempheris japonica,Pempheris japonica,13,Small Benthopelagics (<30 cm)
613024,Kyphosus cornelii,Kyphosus cornelii,14,Medium Benthopelagics (30 - 90 cm)
613031,Girella melanichthys,Girella melanichthys,14,Medium Benthopelagics (30 - 90 cm)
613032,Girella mezina,Girella mezina,14,Medium Benthopelagics (30 - 90 cm)
613034,Hapalogenys kishinouyei,Hapalogenys kishinouyei,14,Medium Benthopelagics (30 - 90 cm)
613035,Hapalogenys nigripinnis,Hapalogenys nigripinnis,14,Medium Benthopelagics (30 - 90 cm)
613036,Hapalogenys nitens,Hapalogenys nitens,14,Medium Benthopelagics (30 - 90 cm)
613037,Hapalogenys mucronatus,Hapalogenys mucronatus,13,Small Benthopelagics (<30 cm)
613043,Hyperoglyphe japonica,Hyperoglyphe japonica,15,Large Benthopelagics (>=90 cm)
613044,Pampus echinogaster,Pampus echinogaster,14,Medium Benthopelagics (30 - 90 cm)
613046,Oxymetopon compressus,Oxymetopon compressus,13,Small Benthopelagics (<30 cm)
613047,Oxymetopon cyanoctenosum,Blue-barred ribbon goby,13,Small Benthopelagics (<30 cm)
613054,Ichthyoelephas humeralis,Ichthyoelephas humeralis,14,Medium Benthopelagics (30 - 90 cm)
613056,Prochilodus lineatus,Curimbata,14,Medium Benthopelagics (30 - 90 cm)
613060,Sebastes flammeus,Sebastes flammeus,11,Medium Bathydemersals (30 - 90 cm)
613061,Sebastes iracundus,Sebastes iracundus,11,Medium Bathydemersals (30 - 90 cm)
613102,Melanotaenia splendida splendida,Eastern rainbow fish,13,Small Benthopelagics (<30 cm)
