"rgn_name","rgn_id","product","year","tonnes_orig","tonnes","usd_orig","usd","n_years","usd_ix0","usd_coef","tonnes_mdl","tonnes_ix0","tonnes_coef","usd_mdl","tonnes_rollmean","usd_rollmean","tonnes_peak","usd_peak","usd_peak_product_weight"
"Belize",164,"seaweeds",2001,,,0,0,17,,,,,,,,0,,1.3,0.0115606936416185
"Belize",164,"seaweeds",2002,,,0,0,17,,,,,,,,0,,1.3,0.0115606936416185
"Belize",164,"seaweeds",2003,,,0,0,17,,,,,,,,0,,1.3,0.0115606936416185
"Belize",164,"seaweeds",2004,,,0,0,17,,,,,,,,0,,1.3,0.0115606936416185
"Belize",164,"seaweeds",2005,,,0,0,17,,,,,,,,0,,1.3,0.0115606936416185
"Belize",164,"seaweeds",2006,,,0,0,17,,,,,,,,0,,1.3,0.0115606936416185
"Belize",164,"seaweeds",2007,,,0,0,17,,,,,,,,0,,1.3,0.0115606936416185
"Belize",164,"seaweeds",2008,,,0,0,17,,,,,,,,0,,1.3,0.0115606936416185
"Belize",164,"seaweeds",2009,,,0,0,17,,,,,,,,0,,1.3,0.0115606936416185
"Belize",164,"seaweeds",2010,,,0,0,17,,,,,,,,0,,1.3,0.0115606936416185
"Belize",164,"shells",2004,62,105.666666666667,61,60,7,,,,,,,105.666666666667,60,68.6833333333333,39,0.346820809248555
"Belize",164,"shells",2005,255,79.25,119,45,7,,,,,,,79.25,45,68.6833333333333,39,0.346820809248555
"Belize",164,"shells",2006,0,63.75,0,29.75,7,,,,,,,63.75,29.75,68.6833333333333,39,0.346820809248555
"Belize",164,"shells",2007,0,0,0,0,7,,,,,,,0,0,68.6833333333333,39,0.346820809248555
"Belize",164,"shells",2008,0,0,0,0,7,,,,,,,0,0,68.6833333333333,39,0.346820809248555
"Belize",164,"shells",2009,0,0,0,0,7,,,,,,,0,0,68.6833333333333,39,0.346820809248555
"Belize",164,"shells",2010,0,0,0,0,7,,,,,,,0,0,68.6833333333333,39,0.346820809248555
"Jamaica",166,"corals",1991,18,8,7,14.3333333333333,20,,,,,,,8,14.3333333333333,26.325,9.425,0.0677570093457944
"Jamaica",166,"corals",1992,3,6,20,10.75,20,,,,,,,6,10.75,26.325,9.425,0.0677570093457944
"Jamaica",166,"corals",1993,3,1.5,16,9,20,,,,,,,1.5,9,26.325,9.425,0.0677570093457944
"Jamaica",166,"corals",1994,0,40.5,0,14.5,20,,,,,,,40.5,14.5,26.325,9.425,0.0677570093457944
"Jamaica",166,"corals",1995,0,40,0,11.5,20,,,,,,,40,11.5,26.325,9.425,0.0677570093457944
"Jamaica",166,"corals",1996,159,40,42,11.5,20,,,,,,,40,11.5,26.325,9.425,0.0677570093457944
"Jamaica",166,"corals",1997,1,40,4,11.5,20,,,,,,,40,11.5,26.325,9.425,0.0677570093457944
"Jamaica",166,"corals",1998,0,0.25,0,1,20,,,,,,,0.25,1,26.325,9.425,0.0677570093457944
"Jamaica",166,"corals",1999,0,0,0,0,20,,,,,,,0,0,26.325,9.425,0.0677570093457944
"Jamaica",166,"corals",2000,0,0,0,0,20,,,,,,,0,0,26.325,9.425,0.0677570093457944
"Jamaica",166,"corals",2001,0,0,0,0,20,,,,,,,0,0,26.325,9.425,0.0677570093457944
"Jamaica",166,"corals",2002,0,0,0,0,20,,,,,,,0,0,26.325,9.425,0.0677570093457944
"Jamaica",166,"corals",2003,0,0,0,0,20,,,,,,,0,0,26.325,9.425,0.0677570093457944
"Jamaica",166,"corals",2004,0,0,0,0,20,,,,,,,0,0,26.325,9.425,0.0677570093457944
"Jamaica",166,"corals",2005,0,0,0,0,20,,,,,,,0,0,26.325,9.425,0.0677570093457944
"Jamaica",166,"corals",2006,0,0,0,0,20,,,,,,,0,0,26.325,9.425,0.0677570093457944
"Jamaica",166,"corals",2007,0,0,0,0,20,,,,,,,0,0,26.325,9.425,0.0677570093457944
"Jamaica",166,"corals",2008,0,0,0,0,20,,,,,,,0,0,26.325,9.425,0.0677570093457944
"Jamaica",166,"corals",2009,0,0,0,0,20,,,,,,,0,0,26.325,9.425,0.0677570093457944
"Jamaica",166,"corals",2010,0,0,0,0,20,,,,,,,0,0,26.325,9.425,0.0677570093457944
"Jamaica",166,"ornamentals",1976,,8.28085255706091,18,57.3333333333333,35,0.0865525448553649,0.14292383742219,2.65918161845478,,,,8.28085255706091,57.3333333333333,15.8957934364702,110.825,0.796728971962617
"Jamaica",166,"ornamentals",1977,,7.73297784694252,97,53.5,35,0.0865525448553649,0.14292383742219,13.9501647748078,,,,7.73297784694252,53.5,15.8957934364702,110.825,0.796728971962617
"Jamaica",166,"ornamentals",1978,,7.30420633467595,57,50.5,35,0.0865525448553649,0.14292383742219,8.23321127792018,,,,7.30420633467595,50.5,15.8957934364702,110.825,0.796728971962617
"Jamaica",166,"ornamentals",1979,,3.83830327718785,42,26.25,35,0.0865525448553649,0.14292383742219,6.08935371658733,,,,3.83830327718785,26.25,15.8957934364702,110.825,0.796728971962617
"Jamaica",166,"ornamentals",1980,,2.80210545587697,6,19,35,0.0865525448553649,0.14292383742219,0.944095569388503,,,,2.80210545587697,19,15.8957934364702,110.825,0.796728971962617
"Jamaica",166,"ornamentals",1981,,3.40953176492128,0,23.25,35,0.0865525448553649,0.14292383742219,0.0865525448553649,,,,3.40953176492128,23.25,15.8957934364702,110.825,0.796728971962617
"Jamaica",166,"ornamentals",1982,,4.30280574880996,28,29.5,35,0.0865525448553649,0.14292383742219,4.08841999267668,,,,4.30280574880996,29.5,15.8957934364702,110.825,0.796728971962617
"Jamaica",166,"ornamentals",1983,,6.05362275723179,59,41.75,35,0.0865525448553649,0.14292383742219,8.51905895276456,,,,6.05362275723179,41.75,15.8957934364702,110.825,0.796728971962617
"Jamaica",166,"ornamentals",1984,,7.62578496887587,31,52.75,35,0.0865525448553649,0.14292383742219,4.51719150494325,,,,7.62578496887587,52.75,15.8957934364702,110.825,0.796728971962617
"Jamaica",166,"ornamentals",1985,,9.44806389600879,49,65.5,35,0.0865525448553649,0.14292383742219,7.08982057854266,,,,9.44806389600879,65.5,15.8957934364702,110.825,0.796728971962617
"Jamaica",166,"ornamentals",1986,,13.2712765470524,72,92.25,35,0.0865525448553649,0.14292383742219,10.377068839253,,,,13.2712765470524,92.25,15.8957934364702,110.825,0.796728971962617
"Jamaica",166,"ornamentals",1987,,15.593788905163,110,108.5,35,0.0865525448553649,0.14292383742219,15.8081746612962,,,,15.593788905163,108.5,15.8957934364702,110.825,0.796728971962617
"Jamaica",166,"ornamentals",1988,,13.0211598315635,138,90.5,35,0.0865525448553649,0.14292383742219,19.8100421091175,,,,13.0211598315635,90.5,15.8957934364702,110.825,0.796728971962617
"Jamaica",166,"ornamentals",1989,,11.1631499450751,114,77.5,35,0.0865525448553649,0.14292383742219,16.379870010985,,,,11.1631499450751,77.5,15.8957934364702,110.825,0.796728971962617
"Jamaica",166,"ornamentals",1990,,12.0921548883193,0,84,35,0.0865525448553649,0.14292383742219,0.0865525448553649,,,,12.0921548883193,84,15.8957934364702,110.825,0.796728971962617
"Jamaica",166,"ornamentals",1991,,15.0935554741853,58,105,35,0.0865525448553649,0.14292383742219,8.37613511534237,,,,15.0935554741853,105,15.8957934364702,110.825,0.796728971962617
"Jamaica",166,"ornamentals",1992,,21.3822043207616,164,149,35,0.0865525448553649,0.14292383742219,23.5260618820945,,,,21.3822043207616,149,15.8957934364702,110.825,0.796728971962617
"Jamaica",166,"ornamentals",1993,,24.0977572317832,198,168,35,0.0865525448553649,0.14292383742219,28.3854723544489,,,,24.0977572317832,168,15.8957934364702,110.825,0.796728971962617
"Jamaica",166,"ornamentals",1994,,23.2044832478946,176,161.75,35,0.0865525448553649,0.14292383742219,25.2411479311608,,,,23.2044832478946,161.75,15.8957934364702,110.825,0.796728971962617
"Jamaica",166,"ornamentals",1995,,24.4550668253387,134,170.5,35,0.0865525448553649,0.14292383742219,19.2383467594288,,,,24.4550668253387,170.5,15.8957934364702,110.825,0.796728971962617
"Jamaica",166,"ornamentals",1996,,21.1447798425485,139,148,35,0.0865525448553649,0.14292383742219,19.9529659465397,,,,21.1447798425485,148,15.8957934364702,110.825,0.796728971962617
"Jamaica",166,"ornamentals",1997,,17.0851931526913,233,119.25,35,0.0865525448553649,0.14292383742219,33.3878066642256,,,,17.0851931526913,119.25,15.8957934364702,110.825,0.796728971962617
"Jamaica",166,"ornamentals",1998,12,15.3469516660564,86,96.75,35,0.0865525448553649,0.14292383742219,12.3780025631637,,,,15.3469516660564,96.75,15.8957934364702,110.825,0.796728971962617
"Jamaica",166,"ornamentals",1999,3,7.75,19,51,35,0.0865525448553649,0.14292383742219,2.80210545587697,,,,7.75,51,15.8957934364702,110.825,0.796728971962617
"Jamaica",166,"ornamentals",2000,13,5.25,49,36.25,35,0.0865525448553649,0.14292383742219,7.08982057854266,,,,5.25,36.25,15.8957934364702,110.825,0.796728971962617
"Jamaica",166,"ornamentals",2001,3,5,50,36,35,0.0865525448553649,0.14292383742219,7.23274441596485,,,,5,36,15.8957934364702,110.825,0.796728971962617
"Jamaica",166,"ornamentals",2002,2,2,27,24.5,35,0.0865525448553649,0.14292383742219,3.94549615525449,,,,2,24.5,15.8957934364702,110.825,0.796728971962617
"Jamaica",166,"ornamentals",2003,2,1.25,18,12.25,35,0.0865525448553649,0.14292383742219,2.65918161845478,,,,1.25,12.25,15.8957934364702,110.825,0.796728971962617
"Jamaica",166,"ornamentals",2004,1,1.5,3,7.75,35,0.0865525448553649,0.14292383742219,0.515324057121934,,,,1.5,7.75,15.8957934364702,110.825,0.796728971962617
"Jamaica",166,"ornamentals",2005,0,1,1,3.5,35,0.0865525448553649,0.14292383742219,0.229476382277555,,,,1,3.5,15.8957934364702,110.825,0.796728971962617
"Jamaica",166,"ornamentals",2006,3,0.75,9,3,35,0.0865525448553649,0.14292383742219,1.37286708165507,,,,0.75,3,15.8957934364702,110.825,0.796728971962617
"Jamaica",166,"ornamentals",2007,0,0.75,1,2.75,35,0.0865525448553649,0.14292383742219,0.229476382277555,,,,0.75,2.75,15.8957934364702,110.825,0.796728971962617
"Jamaica",166,"ornamentals",2008,0,0,1,0.75,35,0.0865525448553649,0.14292383742219,0.229476382277555,,,,0,0.75,15.8957934364702,110.825,0.796728971962617
"Jamaica",166,"ornamentals",2009,0,0,0,0.666666666666667,35,0.0865525448553649,0.14292383742219,0.0865525448553649,,,,0,0.666666666666667,15.8957934364702,110.825,0.796728971962617
"Jamaica",166,"ornamentals",2010,0,0,1,0.5,35,0.0865525448553649,0.14292383742219,0.229476382277555,,,,0,0.5,15.8957934364702,110.825,0.796728971962617
"Jamaica",166,"seaweeds",1991,9,14.3333333333333,26,28,20,,,,,,,14.3333333333333,28,9.31666666666667,18.2,0.130841121495327
"Jamaica",166,"seaweeds",1992,6,10.75,14,21,20,,,,,,,10.75,21,9.31666666666667,18.2,0.130841121495327
"Jamaica",166,"seaweeds",1993,28,8.5,44,14.5,20,,,,,,,8.5,14.5,9.31666666666667,18.2,0.130841121495327
"Jamaica",166,"seaweeds",1994,0,9.75,0,24.25,20,,,,,,,9.75,24.25,9.31666666666667,18.2,0.130841121495327
"Jamaica",166,"seaweeds",1995,0,6.25,0,21,20,,,,,,,6.25,21,9.31666666666667,18.2,0.130841121495327
"Jamaica",166,"seaweeds",1996,11,6.25,53,21,20,,,,,,,6.25,21,9.31666666666667,18.2,0.130841121495327
"Jamaica",166,"seaweeds",1997,14,6.25,31,21,20,,,,,,,6.25,21,9.31666666666667,18.2,0.130841121495327
"Jamaica",166,"seaweeds",1998,0,3.5,0,7.75,20,,,,,,,3.5,7.75,9.31666666666667,18.2,0.130841121495327
"Jamaica",166,"seaweeds",1999,0,0,0,0,20,,,,,,,0,0,9.31666666666667,18.2,0.130841121495327
"Jamaica",166,"seaweeds",2000,0,0,0,0,20,,,,,,,0,0,9.31666666666667,18.2,0.130841121495327
"Jamaica",166,"seaweeds",2001,0,0,0,0,20,,,,,,,0,0,9.31666666666667,18.2,0.130841121495327
"Jamaica",166,"seaweeds",2002,0,0,0,0,20,,,,,,,0,0,9.31666666666667,18.2,0.130841121495327
"Jamaica",166,"seaweeds",2003,0,0,0,0,20,,,,,,,0,0,9.31666666666667,18.2,0.130841121495327
"Jamaica",166,"seaweeds",2004,0,0,0,0,20,,,,,,,0,0,9.31666666666667,18.2,0.130841121495327
"Jamaica",166,"seaweeds",2005,0,2,0,1.25,20,,,,,,,2,1.25,9.31666666666667,18.2,0.130841121495327
"Jamaica",166,"seaweeds",2006,0,2,0,1.25,20,,,,,,,2,1.25,9.31666666666667,18.2,0.130841121495327
"Jamaica",166,"seaweeds",2007,8,3.25,5,4.5,20,,,,,,,3.25,4.5,9.31666666666667,18.2,0.130841121495327
"Jamaica",166,"seaweeds",2008,0,4.25,0,10,20,,,,,,,4.25,10,9.31666666666667,18.2,0.130841121495327
"Jamaica",166,"seaweeds",2009,5,3,13,11.6666666666667,20,,,,,,,3,11.6666666666667,9.31666666666667,18.2,0.130841121495327
"Jamaica",166,"seaweeds",2010,4,4.5,22,17.5,20,,,,,,,4.5,17.5,9.31666666666667,18.2,0.130841121495327
"Jamaica",166,"sponges",1992,,,1,0.666666666666667,19,,,,,,,,0.666666666666667,,0.65,0.00467289719626168
"Jamaica",166,"sponges",1993,,,1,0.5,19,,,,,,,,0.5,,0.65,0.00467289719626168
"Jamaica",166,"sponges",1994,,,0,0.5,19,,,,,,,,0.5,,0.65,0.00467289719626168
"Jamaica",166,"sponges",1995,,,0,1,19,,,,,,,,1,,0.65,0.00467289719626168
"Jamaica",166,"sponges",1996,,,1,1,19,,,,,,,,1,,0.65,0.00467289719626168
"Jamaica",166,"sponges",1997,,,3,1,19,,,,,,,,1,,0.65,0.00467289719626168
"Jamaica",166,"sponges",1998,,,0,0.75,19,,,,,,,,0.75,,0.65,0.00467289719626168
"Jamaica",166,"sponges",1999,,,0,0,19,,,,,,,,0,,0.65,0.00467289719626168
"Jamaica",166,"sponges",2000,,,0,0,19,,,,,,,,0,,0.65,0.00467289719626168
"Jamaica",166,"sponges",2001,,,0,0,19,,,,,,,,0,,0.65,0.00467289719626168
"Jamaica",166,"sponges",2002,,,0,0,19,,,,,,,,0,,0.65,0.00467289719626168
"Jamaica",166,"sponges",2003,,,0,0,19,,,,,,,,0,,0.65,0.00467289719626168
"Jamaica",166,"sponges",2004,,,0,0,19,,,,,,,,0,,0.65,0.00467289719626168
"Jamaica",166,"sponges",2005,,,0,0,19,,,,,,,,0,,0.65,0.00467289719626168
"Jamaica",166,"sponges",2006,,,0,0,19,,,,,,,,0,,0.65,0.00467289719626168
"Jamaica",166,"sponges",2007,,,0,0,19,,,,,,,,0,,0.65,0.00467289719626168
"Jamaica",166,"sponges",2008,,,0,0,19,,,,,,,,0,,0.65,0.00467289719626168
"Jamaica",166,"sponges",2009,,,0,0,19,,,,,,,,0,,0.65,0.00467289719626168
"Jamaica",166,"sponges",2010,,,0,0,19,,,,,,,,0,,0.65,0.00467289719626168
"Guyana",167,"ornamentals",1988,,167.541797259229,270,258.333333333333,23,-3.47129018339071,0.661986144939173,175.264968950186,,,,167.541797259229,258.333333333333,142.176160061041,219.2125,1
"Guyana",167,"ornamentals",1989,,125.656347944422,220,193.75,23,-3.47129018339071,0.661986144939173,142.165661703227,,,,125.656347944422,193.75,142.176160061041,219.2125,1
"Guyana",167,"ornamentals",1990,,81.8401057068752,285,126.25,23,-3.47129018339071,0.661986144939173,185.194761124273,,,,81.8401057068752,126.25,142.176160061041,219.2125,1
"Guyana",167,"ornamentals",1991,,46.2986902810684,0,71.25,23,-3.47129018339071,0.661986144939173,-3.47129018339071,,,,46.2986902810684,71.25,142.176160061041,219.2125,1
"Guyana",167,"ornamentals",1992,,0,0,0,23,-3.47129018339071,0.661986144939173,-3.47129018339071,,,,0,0,142.176160061041,219.2125,1
"Guyana",167,"ornamentals",1993,,90.6517619919929,0,138.25,23,-3.47129018339071,0.661986144939173,-3.47129018339071,,,,90.6517619919929,138.25,142.176160061041,219.2125,1
"Guyana",167,"ornamentals",1994,,155.982553940063,0,238.25,23,-3.47129018339071,0.661986144939173,-3.47129018339071,,,,155.982553940063,238.25,142.176160061041,219.2125,1
"Guyana",167,"ornamentals",1995,,198.732553940063,553,306.5,23,-3.47129018339071,0.661986144939173,362.607047967972,,,,198.732553940063,306.5,142.176160061041,219.2125,1
"Guyana",167,"ornamentals",1996,,218.732553940063,400,337.25,23,-3.47129018339071,0.661986144939173,261.323167792278,,,,218.732553940063,337.25,142.176160061041,219.2125,1
"Guyana",167,"ornamentals",1997,171,148.33079194807,273,228.5,23,-3.47129018339071,0.661986144939173,177.250927385003,,,,148.33079194807,228.5,142.176160061041,219.2125,1
"Guyana",167,"ornamentals",1998,80,95.75,123,148.75,23,-3.47129018339071,0.661986144939173,77.9530056441275,,,,95.75,148.75,142.176160061041,219.2125,1
"Guyana",167,"ornamentals",1999,81,70.25,118,107.25,23,-3.47129018339071,0.661986144939173,74.6430749194317,,,,70.25,107.25,142.176160061041,219.2125,1
"Guyana",167,"ornamentals",2000,51,65.25,81,99.25,23,-3.47129018339071,0.661986144939173,50.1495875566823,,,,65.25,99.25,142.176160061041,219.2125,1
"Guyana",167,"ornamentals",2001,69,62,107,91.5,23,-3.47129018339071,0.661986144939173,67.3612273251008,,,,62,91.5,142.176160061041,219.2125,1
"Guyana",167,"ornamentals",2002,60,70.75,91,95.5,23,-3.47129018339071,0.661986144939173,56.769449006074,,,,70.75,95.5,142.176160061041,219.2125,1
"Guyana",167,"ornamentals",2003,68,59.25,87,78.25,23,-3.47129018339071,0.661986144939173,54.1215044263173,,,,59.25,78.25,142.176160061041,219.2125,1
"Guyana",167,"ornamentals",2004,86,59.5,97,82.25,23,-3.47129018339071,0.661986144939173,60.741365875709,,,,59.5,82.25,142.176160061041,219.2125,1
"Guyana",167,"ornamentals",2005,23,68.25,38,94,23,-3.47129018339071,0.661986144939173,21.6841833242979,,,,68.25,94,142.176160061041,219.2125,1
"Guyana",167,"ornamentals",2006,61,53.75,107,96.25,23,-3.47129018339071,0.661986144939173,67.3612273251008,,,,53.75,96.25,142.176160061041,219.2125,1
"Guyana",167,"ornamentals",2007,103,53.25,134,102.5,23,-3.47129018339071,0.661986144939173,85.2348532384584,,,,53.25,102.5,142.176160061041,219.2125,1
"Guyana",167,"ornamentals",2008,28,38.5,106,79.25,23,-3.47129018339071,0.661986144939173,66.6992411801616,,,,38.5,79.25,142.176160061041,219.2125,1
"Guyana",167,"ornamentals",2009,21,17,63,61,23,-3.47129018339071,0.661986144939173,38.2338369477772,,,,17,61,142.176160061041,219.2125,1
"Guyana",167,"ornamentals",2010,2,11.5,14,38.5,23,-3.47129018339071,0.661986144939173,5.79651584575771,,,,11.5,38.5,142.176160061041,219.2125,1
"Suriname",168,"corals",1980,0,0,0,0,31,,,,,,,0,0,0.325,1.1375,0.101449275362319
"Suriname",168,"corals",1981,0,0,0,0,31,,,,,,,0,0,0.325,1.1375,0.101449275362319
"Suriname",168,"corals",1982,0,0,0,0,31,,,,,,,0,0,0.325,1.1375,0.101449275362319
"Suriname",168,"corals",1983,0,0,0,0,31,,,,,,,0,0,0.325,1.1375,0.101449275362319
"Suriname",168,"corals",1984,0,0,0,0,31,,,,,,,0,0,0.325,1.1375,0.101449275362319
"Suriname",168,"corals",1985,0,0,0,0,31,,,,,,,0,0,0.325,1.1375,0.101449275362319
"Suriname",168,"corals",1986,0,0,0,0,31,,,,,,,0,0,0.325,1.1375,0.101449275362319
"Suriname",168,"corals",1987,0,0,0,0,31,,,,,,,0,0,0.325,1.1375,0.101449275362319
"Suriname",168,"corals",1988,0,0,0,0,31,,,,,,,0,0,0.325,1.1375,0.101449275362319
"Suriname",168,"corals",1989,0,0,0,0,31,,,,,,,0,0,0.325,1.1375,0.101449275362319
"Suriname",168,"corals",1990,0,0,0,0,31,,,,,,,0,0,0.325,1.1375,0.101449275362319
"Suriname",168,"corals",1991,0,0,0,0,31,,,,,,,0,0,0.325,1.1375,0.101449275362319
"Suriname",168,"corals",1992,0,0,0,0,31,,,,,,,0,0,0.325,1.1375,0.101449275362319
"Suriname",168,"corals",1993,0,0,0,0,31,,,,,,,0,0,0.325,1.1375,0.101449275362319
"Suriname",168,"corals",1994,0,0,0,0,31,,,,,,,0,0,0.325,1.1375,0.101449275362319
"Suriname",168,"corals",1995,0,0,0,0,31,,,,,,,0,0,0.325,1.1375,0.101449275362319
"Suriname",168,"corals",1996,0,0,0,0,31,,,,,,,0,0,0.325,1.1375,0.101449275362319
"Suriname",168,"corals",1997,0,0,0,0,31,,,,,,,0,0,0.325,1.1375,0.101449275362319
"Suriname",168,"corals",1998,0,0,0,0,31,,,,,,,0,0,0.325,1.1375,0.101449275362319
"Suriname",168,"corals",1999,0,0,0,0,31,,,,,,,0,0,0.325,1.1375,0.101449275362319
"Suriname",168,"corals",2000,0,0,0,0,31,,,,,,,0,0,0.325,1.1375,0.101449275362319
"Suriname",168,"corals",2001,0,0,0,0,31,,,,,,,0,0,0.325,1.1375,0.101449275362319
"Suriname",168,"corals",2002,0,0,0,0,31,,,,,,,0,0,0.325,1.1375,0.101449275362319
"Suriname",168,"corals",2003,0,0,0,0,31,,,,,,,0,0,0.325,1.1375,0.101449275362319
"Suriname",168,"corals",2004,0,0,0,0,31,,,,,,,0,0,0.325,1.1375,0.101449275362319
"Suriname",168,"corals",2005,0,0.25,0,0.75,31,,,,,,,0.25,0.75,0.325,1.1375,0.101449275362319
"Suriname",168,"corals",2006,0,0.5,0,1.75,31,,,,,,,0.5,1.75,0.325,1.1375,0.101449275362319
"Suriname",168,"corals",2007,1,0.5,3,1.75,31,,,,,,,0.5,1.75,0.325,1.1375,0.101449275362319
"Suriname",168,"corals",2008,1,0.5,4,1.75,31,,,,,,,0.5,1.75,0.325,1.1375,0.101449275362319
"Suriname",168,"corals",2009,0,0.333333333333333,0,1.33333333333333,31,,,,,,,0.333333333333333,1.33333333333333,0.325,1.1375,0.101449275362319
"Suriname",168,"corals",2010,0,0,0,0,31,,,,,,,0,0,0.325,1.1375,0.101449275362319
"Suriname",168,"ornamentals",1980,0,0,0,0,31,,,,,,,0,0,2.4375,10.075,0.898550724637681
"Suriname",168,"ornamentals",1981,0,0,0,0,31,,,,,,,0,0,2.4375,10.075,0.898550724637681
"Suriname",168,"ornamentals",1982,0,0,0,0,31,,,,,,,0,0,2.4375,10.075,0.898550724637681
"Suriname",168,"ornamentals",1983,0,0,0,0,31,,,,,,,0,0,2.4375,10.075,0.898550724637681
"Suriname",168,"ornamentals",1984,0,0,0,0,31,,,,,,,0,0,2.4375,10.075,0.898550724637681
"Suriname",168,"ornamentals",1985,0,0,0,0,31,,,,,,,0,0,2.4375,10.075,0.898550724637681
"Suriname",168,"ornamentals",1986,0,0,0,0,31,,,,,,,0,0,2.4375,10.075,0.898550724637681
"Suriname",168,"ornamentals",1987,0,0,0,0,31,,,,,,,0,0,2.4375,10.075,0.898550724637681
"Suriname",168,"ornamentals",1988,0,0,0,0,31,,,,,,,0,0,2.4375,10.075,0.898550724637681
"Suriname",168,"ornamentals",1989,0,0,0,0,31,,,,,,,0,0,2.4375,10.075,0.898550724637681
"Suriname",168,"ornamentals",1990,0,0,0,0,31,,,,,,,0,0,2.4375,10.075,0.898550724637681
"Suriname",168,"ornamentals",1991,0,0,0,0,31,,,,,,,0,0,2.4375,10.075,0.898550724637681
"Suriname",168,"ornamentals",1992,0,0,0,0,31,,,,,,,0,0,2.4375,10.075,0.898550724637681
"Suriname",168,"ornamentals",1993,0,0,0,0,31,,,,,,,0,0,2.4375,10.075,0.898550724637681
"Suriname",168,"ornamentals",1994,0,0,0,0,31,,,,,,,0,0,2.4375,10.075,0.898550724637681
"Suriname",168,"ornamentals",1995,0,0.75,0,0.25,31,,,,,,,0.75,0.25,2.4375,10.075,0.898550724637681
"Suriname",168,"ornamentals",1996,0,0.75,0,0.25,31,,,,,,,0.75,0.25,2.4375,10.075,0.898550724637681
"Suriname",168,"ornamentals",1997,3,0.75,1,0.25,31,,,,,,,0.75,0.25,2.4375,10.075,0.898550724637681
"Suriname",168,"ornamentals",1998,0,0.75,0,0.25,31,,,,,,,0.75,0.25,2.4375,10.075,0.898550724637681
"Suriname",168,"ornamentals",1999,0,0,0,0,31,,,,,,,0,0,2.4375,10.075,0.898550724637681
"Suriname",168,"ornamentals",2000,0,0,0,2,31,,,,,,,0,2,2.4375,10.075,0.898550724637681
"Suriname",168,"ornamentals",2001,0,0,0,2.75,31,,,,,,,0,2.75,2.4375,10.075,0.898550724637681
"Suriname",168,"ornamentals",2002,0,0,8,4.75,31,,,,,,,0,4.75,2.4375,10.075,0.898550724637681
"Suriname",168,"ornamentals",2003,0,0,3,5,31,,,,,,,0,5,2.4375,10.075,0.898550724637681
"Suriname",168,"ornamentals",2004,0,0,8,6,31,,,,,,,0,6,2.4375,10.075,0.898550724637681
"Suriname",168,"ornamentals",2005,0,3.75,1,7.25,31,,,,,,,3.75,7.25,2.4375,10.075,0.898550724637681
"Suriname",168,"ornamentals",2006,0,3.75,12,6.75,31,,,,,,,3.75,6.75,2.4375,10.075,0.898550724637681
"Suriname",168,"ornamentals",2007,15,3.75,8,9,31,,,,,,,3.75,9,2.4375,10.075,0.898550724637681
"Suriname",168,"ornamentals",2008,0,3.75,6,11.25,31,,,,,,,3.75,11.25,2.4375,10.075,0.898550724637681
"Suriname",168,"ornamentals",2009,0,0,10,12.3333333333333,31,,,,,,,0,12.3333333333333,2.4375,10.075,0.898550724637681
"Suriname",168,"ornamentals",2010,0,0,21,15.5,31,,,,,,,0,15.5,2.4375,10.075,0.898550724637681
"Brazil",171,"corals",1994,7,22.6666666666667,12,11,17,,,,,,,22.6666666666667,11,174.525,43.3875,0.00899393667190658
"Brazil",171,"corals",1995,17,25.25,7,11.25,17,,,,,,,25.25,11.25,174.525,43.3875,0.00899393667190658
"Brazil",171,"corals",1996,44,24.75,14,9.75,17,,,,,,,24.75,9.75,174.525,43.3875,0.00899393667190658
"Brazil",171,"corals",1997,33,20.5,12,8.25,17,,,,,,,20.5,8.25,174.525,43.3875,0.00899393667190658
"Brazil",171,"corals",1998,5,9.75,6,5,17,,,,,,,9.75,5,174.525,43.3875,0.00899393667190658
"Brazil",171,"corals",1999,0,1.75,1,2.5,17,,,,,,,1.75,2.5,174.525,43.3875,0.00899393667190658
"Brazil",171,"corals",2000,1,2.75,1,1.75,17,,,,,,,2.75,1.75,174.525,43.3875,0.00899393667190658
"Brazil",171,"corals",2001,1,131,2,10,17,,,,,,,131,10,174.525,43.3875,0.00899393667190658
"Brazil",171,"corals",2002,9,258.25,3,33.25,17,,,,,,,258.25,33.25,174.525,43.3875,0.00899393667190658
"Brazil",171,"corals",2003,513,266.75,34,46.5,17,,,,,,,266.75,46.5,174.525,43.3875,0.00899393667190658
"Brazil",171,"corals",2004,510,268.5,94,61.75,17,,,,,,,268.5,61.75,174.525,43.3875,0.00899393667190658
"Brazil",171,"corals",2005,35,143,55,66.75,17,,,,,,,143,66.75,174.525,43.3875,0.00899393667190658
"Brazil",171,"corals",2006,16,16.25,64,55,17,,,,,,,16.25,55,174.525,43.3875,0.00899393667190658
"Brazil",171,"corals",2007,11,7.75,54,48.5,17,,,,,,,7.75,48.5,174.525,43.3875,0.00899393667190658
"Brazil",171,"corals",2008,3,4,47,33.25,17,,,,,,,4,33.25,174.525,43.3875,0.00899393667190658
"Brazil",171,"corals",2009,1,1.66666666666667,29,26.3333333333333,17,,,,,,,1.66666666666667,26.3333333333333,174.525,43.3875,0.00899393667190658
"Brazil",171,"corals",2010,1,1,3,16,17,,,,,,,1,16,174.525,43.3875,0.00899393667190658
