"speciesid","probability","loiczid"
"Kew-293259",0.64,145342
"Kew-308090",0.11,145342
"SLB-159390",1,145343
"Kew-293259",0.42,145343
"Kew-308090",0.17,145343
"SLB-159390",1,145345
"Kew-308804",1,145345
"Kew-293259",0.64,145345
"SLB-159390",1,145346
"Kew-308804",1,145346
"Kew-293259",0.64,145346
"SLB-159390",0.14,144627
"SLB-159390",1,145347
"Kew-308804",1,145347
"Kew-293259",0.72,145347
"SLB-159390",0.7,146061
"Kew-308804",0.83,146061
"Kew-293259",0.47,146061
"SLB-159390",1,146062
"Kew-308804",1,146062
"Kew-293259",0.64,146062
"Kew-308090",0.87,146062
"SLB-159390",0.92,146781
"Kew-308804",1,146781
"Kew-293259",0.63,146781
"SLB-159390",1,146782
"Kew-308804",1,146782
"Kew-293259",0.64,146782
"SLB-159390",1,146063
"Kew-308804",1,146063
"Kew-293259",0.63,146063
"SLB-159390",0.97,146064
"Kew-308804",1,146064
"Kew-293259",0.63,146064
"SLB-159390",1,146783
"Kew-308804",1,146783
"Kew-293259",0.63,146783
"SLB-159390",1,146784
"Kew-308804",1,146784
"Kew-293259",0.63,146784
"SLB-159390",1,146065
"Kew-308804",1,146065
"Kew-293259",0.64,146065
"SLB-159390",1,146066
"Kew-308804",1,146066
"Kew-293259",0.64,146066
"Kew-308090",0.45,146066
"SLB-159390",1,146785
"Kew-308804",1,146785
"Kew-293259",0.64,146785
"SLB-159390",1,146786
"Kew-308804",1,146786
"Kew-293259",0.64,146786
"SLB-159390",1,146067
"Kew-308804",1,146067
"Kew-293259",0.72,146067
"Kew-308090",0.84,146067
"SLB-159390",1,146068
"Kew-308804",1,146068
"Kew-293259",0.72,146068
"SLB-159390",1,146787
"Kew-308804",1,146787
"Kew-293259",0.72,146787
"Kew-308090",0.84,146787
"SLB-159390",1,146788
"Kew-308804",1,146788
"Kew-293259",0.71,146788
"Kew-308090",0.83,146788
"SLB-159390",1,146069
"SLB-159390",0.43,146070
"SLB-159390",1,146789
"Kew-308804",1,146789
"Kew-293259",0.63,146789
"SLB-159390",1,146790
"Kew-308804",1,146790
"Kew-293259",0.63,146790
"SLB-159390",1,147501
"Kew-308804",1,147501
"Kew-293259",0.22,147501
"SLB-159390",1,147502
"Kew-308804",1,147502
"Kew-293259",0.22,147502
"Kew-308090",0.12,147502
"SLB-159390",1,148221
"Kew-308804",1,148221
"Kew-293259",0.22,148221
"SLB-159390",0.4,148222
"Kew-308804",1,148222
"Kew-293259",0.22,148222
"SLB-159390",1,147503
"Kew-308804",1,147503
"Kew-293259",0.63,147503
"Kew-308090",0.19,147503
"SLB-159390",1,147504
"Kew-308804",1,147504
"Kew-293259",0.63,147504
"SLB-159390",0.1,148223
"Kew-308804",1,148223
"Kew-293259",0.21,148223
"Kew-308090",0.06,148223
"SLB-159390",1,147505
"Kew-308804",1,147505
"Kew-293259",0.64,147505
"SLB-159390",1,147506
"Kew-308804",1,147506
"Kew-293259",0.64,147506
"SLB-159390",0.9,147509
"Kew-308804",1,147509
"Kew-293259",0.68,147509
"Kew-308090",0.14,147509
"SLB-159390",0.4,147510
"Kew-308804",1,147510
"Kew-293259",0.68,147510
"Kew-308090",0.66,147510
"SLB-159390",1,148941
"Kew-308804",1,148941
"Kew-293259",0.22,148941
"Kew-308090",0.41,148941
"SLB-159390",1,144632
"Kew-293259",0.63,144632
"SLB-159390",1,144633
"Kew-293259",0.57,144633
"Kew-308090",0.07,144633
"SLB-159390",0.71,144634
"SLB-159390",1,145354
"Kew-308804",1,145354
"Kew-293259",0.57,145354
"SLB-159390",0.14,145355
"SLB-159390",1,146071
"SLB-159390",1,146072
"Kew-293259",0.59,146072
"SLB-159390",1,146791
"Kew-308804",1,146791
"Kew-293259",0.59,146791
"SLB-159390",1,146792
"Kew-308804",1,146792
"Kew-293259",0.59,146792
"Kew-308090",0.4,146792
"SLB-159390",1,146073
"Kew-308804",1,146073
"Kew-293259",0.59,146073
"SLB-159390",1,146074
"Kew-308804",1,146074
"Kew-293259",0.59,146074
"Kew-308090",0.04,146074
"SLB-159390",1,146793
"Kew-308804",1,146793
"Kew-293259",0.59,146793
"Kew-308090",0.34,146793
"SLB-159390",0.35,146794
"Kew-293259",0.51,146794
"SLB-159390",1,146075
"Kew-293259",0.36,146075
"SLB-159390",1,146795
"Kew-293259",0.54,146795
"Kew-308090",0.05,146795
"SLB-159390",1,146796
"SLB-159390",0.29,146797
"SLB-159390",1,147511
"Kew-308804",1,147511
"Kew-293259",0.59,147511
"Kew-308090",0.46,147511
"SLB-159390",1,147512
"Kew-308804",1,147512
"Kew-293259",0.59,147512
"Kew-308090",0.46,147512
"SLB-159390",0.93,147513
"Kew-293259",0.59,147513
"Kew-308090",0.23,147513
"SLB-159390",1,147514
"Kew-308804",1,147514
"Kew-293259",0.59,147514
"Kew-308090",0.42,147514
"SLB-159390",0.12,148233
"Kew-293259",0.58,148233
"Kew-308090",0.1,148233
"SLB-159390",0.19,148234
"Kew-293259",0.4,148234
"SLB-159390",1,147515
"Kew-308804",1,147515
"Kew-293259",0.57,147515
"SLB-159390",1,147516
"Kew-293259",0.19,147516
"Kew-308090",0.04,147516
"SLB-159390",1,148235
"Kew-293259",0.57,148235
"Kew-308090",0.2,148235
"SLB-159390",1,148236
"SLB-159390",0.29,147517
"SLB-159390",1,148952
"Kew-308804",1,148952
"Kew-293259",0.54,148952
"Kew-308090",0.4,148952
"SLB-159390",1,149672
"Kew-308804",1,149672
"Kew-293259",0.4,149672
"Kew-308090",0.33,149672
"SLB-159390",0.43,148953
"Kew-293259",0.33,148953
"Kew-308090",0.02,148953
"Kew-293259",0.1,148954
"Kew-293259",0.14,149673
"Kew-293259",0.19,149674
"SLB-159390",1,148955
"Kew-293259",0.44,148955
"Kew-308090",0.38,148955
"SLB-159390",1,148956
"SLB-159390",1,149675
"Kew-308804",1,149675
"Kew-293259",0.44,149675
"Kew-308090",0.38,149675
"SLB-159390",1,149676
"SLB-159390",0.96,150392
"Kew-293259",0.21,150392
"Kew-308090",0.08,150392
"SLB-159390",1,151111
"Kew-308804",1,151111
"Kew-293259",0.21,151111
"Kew-308090",0.03,151111
"Kew-293259",0.09,151112
"Kew-293259",0.07,150394
"SLB-159390",0.05,150395
"Kew-293259",0.17,150395
"SLB-159390",0.29,150396
"SLB-159390",1,151832
"Kew-308804",1,151832
"Kew-293259",0.1,151832
"SLB-159390",0.99,152553
"Kew-308804",1,152553
"Kew-293259",0.09,152553
"SLB-159390",0.99,152554
"Kew-308804",1,152554
"Kew-293259",0.09,152554
"Kew-293259",0.03,151835
"SLB-159390",0.14,151836
"SLB-159390",1,152555
"Kew-308804",1,152555
"Kew-293259",0.1,152555
"Kew-308090",0.01,152555
"SLB-159390",0.82,152556
"SLB-159390",0.41,152560
"SLB-159390",0.88,153275
"Kew-308804",1,153275
"SLB-159390",0.88,153276
"Kew-308804",1,153276
"SLB-159390",0.82,153997
"Kew-308804",1,153997
"SLB-159390",0.82,153998
"Kew-308804",1,153998
"SLB-159390",0.13,153280
"SLB-159390",0.72,153999
"Kew-308804",1,153999
"SLB-159390",0.72,154000
"Kew-308804",1,154000
"SLB-159390",0.25,154719
"Kew-308804",0.59,154719
"SLB-159390",0.51,154720
"Kew-308804",1,154720
"SLB-159390",0.34,155440
"Kew-308804",0.8,155440
"Kew-293259",0.01,144643
"SLB-159390",0.6,145363
"Kew-293259",0.01,145363
"SLB-159390",0.05,144645
"SLB-159390",0.14,145365
"SLB-159390",0.36,144648
"SLB-159390",0.6,145368
"Kew-308804",1,145368
"SLB-159390",0.58,144649
"SLB-159390",0.58,144650
"SLB-159390",0.58,145369
"SLB-159390",0.14,146082
"SLB-159390",0.57,146801
"SLB-159390",1,146802
"Kew-293259",0.41,146802
"SLB-159390",1,146083
"Kew-293259",0.31,146083
"Kew-308090",0.17,146083
"Kew-293259",0.19,146084
"SLB-159390",1,146803
"Kew-293259",0.31,146803
"Kew-308090",0.17,146803
"Kew-293259",0.21,146804
"SLB-159390",0.76,146085
"Kew-308804",1,146085
"SLB-159390",0.47,146086
"SLB-159390",0.69,146805
"Kew-308804",1,146805
"SLB-159390",0.76,146806
"Kew-308804",1,146806
"SLB-159390",0.47,146089
"SLB-159390",0.47,146809
"Kew-308804",1,146809
"SLB-159390",1,147523
"Kew-293259",0.57,147523
"Kew-308090",0.51,147523
"SLB-159390",1,147524
"Kew-308804",1,147524
"Kew-293259",0.57,147524
"Kew-308090",0.45,147524
"SLB-159390",1,148243
"Kew-293259",0.74,148243
"Kew-308090",0.5,148243
"SLB-159390",1,148244
"Kew-308804",1,148244
"Kew-293259",0.57,148244
"Kew-308090",0.51,148244
"SLB-159390",0.16,147525
"Kew-308804",1,147525
"SLB-159390",0.08,148245
"Kew-308804",1,148245
"SLB-159390",0.38,147527
"Kew-308804",1,147527
"SLB-159390",0.23,147528
"SLB-159390",0.38,148247
"Kew-308804",1,148247
"SLB-159390",0.38,148248
"Kew-308804",0.99,148248
"SLB-159390",0.38,147529
"SLB-159390",0.14,149682
"SLB-159390",0.57,148963
"Kew-293259",0.47,148963
"SLB-159390",1,148964
"Kew-308804",1,148964
"Kew-293259",0.8,148964
"Kew-308090",0.6,148964
"SLB-159390",1,149683
"Kew-293259",0.8,149683
"SLB-159390",0.9,149684
"Kew-308804",1,149684
"Kew-293259",0.8,149684
"Kew-308090",0.6,149684
"SLB-159390",0.35,148968
"Kew-308804",1,148968
"SLB-159390",0.35,149688
"Kew-308804",1,149688
"SLB-159390",0.32,148969
"Kew-308804",1,148969
"SLB-159390",0.32,149689
"SLB-159390",0.32,149690
"Kew-308804",1,149690
"SLB-159390",1,150404
"Kew-308804",1,150404
"Kew-293259",0.49,150404
"Kew-308090",0.32,150404
"SLB-159390",1,151123
"SLB-159390",1,151124
"Kew-308804",1,151124
"Kew-293259",0.49,151124
"Kew-308090",0.32,151124
"SLB-159390",0.38,150408
"Kew-308804",1,150408
"SLB-159390",0.28,150409
"Kew-308804",1,150409
"SLB-159390",0.28,150410
"Kew-308804",1,150410
"SLB-159390",0.28,151130
"Kew-308804",1,151130
"SLB-159390",0.62,144651
"SLB-159390",0.62,144652
"SLB-159390",0.69,144656
"Kew-308804",1,144656
"SLB-159390",0.73,144657
"Kew-308804",1,144657
"SLB-159390",0.73,144658
"Kew-308804",1,144658
"SLB-159390",0.45,144659
"SLB-159390",0.29,145380
"SLB-159390",0.19,149694
"SLB-159390",0.28,150411
"Kew-308804",1,150411
"SLB-159390",0.11,150412
"SLB-159390",0.28,151131
"Kew-308804",1,151131
"SLB-159390",0.27,151132
"SLB-159390",0.54,151841
"SLB-159390",0.95,152561
"Kew-293259",0.11,152561
"SLB-159390",0.95,152562
"Kew-293259",0.11,152562
"SLB-159390",0.6,151843
"Kew-308804",0.78,151843
"Kew-293259",0.03,151843
"SLB-159390",0.92,151844
"Kew-308804",1,151844
"Kew-293259",0.04,151844
"SLB-159390",0.92,152563
"Kew-308804",1,152563
"Kew-293259",0.04,152563
"SLB-159390",0.69,153281
"SLB-159390",0.53,153282
"SLB-159390",0.69,154001
"SLB-159390",0.21,154002
"SLB-159390",0.72,153283
"Kew-308804",1,153283
"SLB-159390",0.72,154003
"Kew-308804",1,154003
"SLB-159390",0.23,154721
"SLB-159390",0.11,155441
"Kew-308804",0.3,155441
"SLB-159390",0.19,151851
"Kew-308804",1,151851
"SLB-159390",0.19,151852
"Kew-308804",1,151852
"SLB-159390",0.18,152571
"SLB-159390",0.19,152572
"Kew-308804",1,152572
"SLB-159390",0.11,153291
"Kew-308804",1,153291
"SLB-159390",0.11,153292
"Kew-308804",1,153292
"SLB-159390",0.05,154012
"SLB-159390",0.01,153293
"SLB-159390",0.08,154013
"Kew-308804",1,154013
"SLB-159390",0.01,154014
"SLB-159390",0.01,153296
"SLB-159390",0.07,153297
"Kew-308804",0.92,157614
"Kew-308804",0.91,157615
"SLB-159390",0.4,144662
"SLB-159390",0.45,145381
"SLB-159390",0.55,145382
"SLB-159390",0.67,144663
"SLB-159390",0.99,145383
"Kew-308090",0.01,145383
"SLB-159390",0.99,145384
"Kew-308090",0.01,145384
"SLB-159390",1,145385
"Kew-308804",1,145385
"Kew-293259",0.05,145385
"Kew-308090",0.09,145385
"Kew-293259",0.04,145386
"Kew-293259",0.08,145387
"SLB-159390",0.88,146103
"Kew-308804",1,146103
"SLB-159390",0.88,146104
"Kew-308804",1,146104
"SLB-159390",1,146105
"Kew-308804",1,146105
"Kew-293259",0.01,146105
"Kew-308090",0.01,146105
"SLB-159390",0.65,146106
"Kew-293259",0.01,146106
"SLB-159390",0.9,146826
"Kew-293259",0.01,146826
"SLB-159390",0.49,146107
"Kew-293259",0.06,146107
"Kew-308090",0.01,146107
"SLB-159390",0.16,146108
"Kew-293259",0.05,146108
"SLB-159390",1,146827
"Kew-308804",1,146827
"Kew-293259",0.06,146827
"Kew-308090",0.09,146827
"SLB-159390",1,146828
"Kew-293259",0.06,146828
"Kew-308090",0.07,146828
"Kew-293259",0.08,146109
"Kew-293259",0.09,146829
"Kew-293259",0.13,145392
"Kew-293259",0.12,146120
"Kew-293259",0.16,144683
"Kew-293259",0.3,144684
"Kew-293259",0.12,145404
"Kew-293259",0.25,144685
"Kew-293259",0.13,145405
"Kew-293259",0.23,145406
"Kew-293259",0.12,146121
"Kew-293259",0.11,146841
"Kew-293259",0.1,146842
"SLB-159390",0.24,147561
"Kew-293259",0.16,147561
"SLB-159390",0.08,148281
"Kew-293259",0.15,148281
"Kew-293259",0.08,148282
"Kew-293259",0.22,144692
"Kew-293259",0.16,145412
"Kew-293259",0.26,144693
"Kew-293259",0.14,145413
"Kew-293259",0.1,146133
"Kew-293259",0.1,146134
"Kew-293259",0.1,146854
"Kew-293259",0.07,146855
"Kew-293259",0.05,147578
"Kew-293259",0.04,149014
"Kew-293259",0.04,149015
"Kew-293259",0.04,149735
"Kew-293259",0.04,149736
"Kew-293259",0.03,151174
"Kew-293259",0.03,150455
"Kew-293259",0.02,150456
"Kew-293259",0.03,151175
"Kew-293259",0.03,150457
"Kew-293259",0.02,151177
"Kew-293259",0.01,151894
"Kew-293259",0.01,151895
"Kew-293259",0.01,151896
"Kew-293259",0.01,151897
"Kew-293259",0.01,152617
"SLB-159390",0.11,154055
"SLB-159390",0.03,154056
"SLB-159390",0.03,154777
"Kew-293259",0.02,144720
"Kew-293259",0.02,145440
"Kew-293259",0.05,146152
"Kew-293259",0.05,146872
"Kew-293259",0.03,147595
"Kew-293259",0.03,148315
"SLB-159390",0.84,154076
"Kew-308804",1,154076
"SLB-159390",0.71,153357
"SLB-159390",0.81,153358
"Kew-308804",1,153358
"SLB-159390",0.81,154077
"Kew-308804",1,154077
"SLB-159390",0.63,154078
"SLB-159390",0.78,153359
"Kew-308804",1,153359
"SLB-159390",0.15,154079
"SLB-159390",0.21,154795
"SLB-159390",0.55,154796
"Kew-308804",1,154796
"SLB-159390",0.21,155515
"SLB-159390",0.05,155516
"SLB-159390",0.52,154797
"Kew-308804",1,154797
"SLB-159390",0.52,154798
"Kew-308804",0.92,154798
"SLB-159390",0.5,155517
"SLB-159390",0.52,155518
"Kew-308804",0.58,155518
"SLB-159390",0.04,154799
"SLB-159390",0.2,156236
"SLB-159390",0.05,156956
"SLB-159390",0.17,156237
"SLB-159390",0.16,156238
"SLB-159390",0.07,156957
"Kew-308804",0.66,160500
"Kew-308804",0.62,161220
"Kew-308804",0.56,161940
"Kew-308804",0.56,162660
"Kew-308804",0.75,159781
"Kew-308804",0.75,159782
"Kew-308804",0.64,160501
"Kew-308804",0.64,160502
"Kew-308804",0.64,161221
"Kew-308804",0.64,161222
"Kew-308804",0.66,161223
"Kew-308804",0.66,161224
"Kew-308804",0.69,161226
"Kew-308804",0.58,161941
"Kew-308804",0.58,161942
"Kew-308804",0.58,162661
"Kew-308804",0.55,162662
"Kew-308804",0.58,162664
"Kew-308804",0.61,161945
"Kew-308804",0.61,161946
"Kew-308804",0.52,163382
"Kew-308804",0.45,168427
"Kew-308804",0.41,169147
"Kew-308804",0.41,169148
"Kew-308804",0.41,169867
"Kew-308804",0.32,170587
"Kew-308804",0.32,170588
"Kew-308804",0.32,171308
"Kew-308804",0.28,172027
"Kew-308804",0.28,172028
"Kew-308804",0.29,172747
"Kew-308804",0.36,159809
"Kew-308804",0.56,160530
"Kew-308804",0.24,173467
"Kew-308804",0.02,174187
"Kew-308804",0.11,174906
"Kew-308804",0.11,175626
"Kew-308804",0.01,177064
"Kew-308804",0.05,176345
"Kew-308804",0.05,176346
"Kew-308804",0.05,177065
"Kew-308879",0.44,134936
"Kew-308879",0.48,134933
"Kew-288211",0.1,131323
"Kew-308879",0.64,131323
"SLB-159390",0.01,132764
"Kew-288211",0.22,132764
"Kew-308879",0.79,132764
"SLB-173431",0.01,132764
"SLB-159390",0.04,133483
"Kew-308879",0.37,132762
"SLB-159390",0.43,132761
"Kew-288211",0.94,132761
"Kew-308879",1,132761
"SLB-173431",0.6,132761
"SLB-159390",0.34,133482
"Kew-288211",0.42,133482
"Kew-308879",1,133482
"SLB-173431",0.47,133482
"Kew-308879",0.33,133481
"Kew-288211",0.22,134925
"Kew-308879",0.79,134925
"SLB-173431",0.01,134925
"Kew-288211",0.42,134204
"Kew-308879",0.78,134204
"Kew-288211",0.25,134203
"Kew-308879",0.67,134203
"Kew-308879",0.1,134924
"Kew-308879",0.49,134923
"Kew-288211",0.11,134202
"Kew-308879",0.59,134202
"SLB-159390",0.26,134201
"Kew-288211",0.74,134201
"Kew-308879",0.97,134201
"SLB-173431",0.36,134201
"Kew-308879",0.37,136370
"SLB-159390",0.24,136369
"Kew-288211",0.75,136369
"Kew-308879",0.93,136369
"SLB-173431",0.38,136369
"SLB-159390",0.61,136368
"Kew-288211",0.94,136368
"Kew-308879",0.89,136368
"SLB-173431",1,136368
"Kew-288211",0.32,136367
"Kew-308879",0.65,136367
"Kew-308879",0.48,135646
"Kew-308879",0.46,135645
"SLB-159390",0.16,136366
"Kew-288211",0.62,136366
"Kew-308879",0.82,136366
"SLB-173431",0.27,136366
"SLB-159390",0.2,136365
"Kew-288211",0.77,136365
"Kew-308879",0.99,136365
"SLB-173431",0.39,136365
"Kew-288211",0.31,135644
"Kew-308879",0.71,135644
"Kew-288211",0.14,137811
"Kew-308879",0.69,137811
"SLB-159390",0.14,138531
"Kew-288211",0.47,138531
"Kew-308879",0.67,138531
"SLB-173431",0.22,138531
"SLB-159390",0.41,139251
"Kew-288211",0.75,139251
"Kew-308879",0.75,139251
"SLB-173431",0.64,139251
"Kew-288211",0.19,139971
"Kew-308879",0.5,139971
"Kew-288211",0.23,140691
"Kew-308879",0.46,140691
"Kew-288211",0.17,141411
"Kew-308879",0.42,141411
"Kew-288211",0.18,142131
"Kew-308879",0.43,142131
"SLB-159390",0.12,137090
"Kew-288211",0.59,137090
"Kew-308879",0.84,137090
"SLB-173431",0.18,137090
"SLB-159390",0.04,137089
"Kew-288211",0.48,137089
"Kew-308879",0.77,137089
"SLB-173431",0.06,137089
"SLB-159390",0.27,137810
"Kew-288211",0.77,137810
"Kew-308879",0.99,137810
"SLB-173431",0.4,137810
"Kew-288211",0.38,137088
"Kew-308879",0.68,137088
"SLB-159390",0.16,137087
"Kew-288211",0.61,137087
"Kew-308879",0.81,137087
"SLB-173431",0.25,137087
"SLB-159390",0.1,138530
"Kew-288211",0.46,138530
"Kew-308879",0.66,138530
"SLB-173431",0.2,138530
"SLB-159390",0.4,142130
"Kew-288211",0.58,142130
"Kew-308879",0.6,142130
"SLB-173431",0.67,142130
"SLB-159390",0.24,142850
"Kew-288211",0.25,142850
"Kew-308879",0.38,142850
"SLB-173431",0.32,142850
"Kew-288211",0.13,142849
"Kew-308879",0.3,142849
"Kew-288211",0.04,143570
"Kew-308879",0.26,143570
"SLB-159390",0.46,143569
"Kew-288211",0.56,143569
"Kew-308879",0.59,143569
"SLB-173431",0.83,143569
"SLB-159390",0.12,130593
"Kew-308879",0.02,129872
"SLB-159390",0.06,129871
"Kew-308879",0.04,129871
"SLB-173431",0.02,129871
"SLB-159390",0.23,132035
"SLB-173431",0.13,132035
"Kew-308879",0.25,132034
"Kew-308879",0.11,132033
"SLB-159390",0.58,131312
"SLB-173431",0.15,131312
"SLB-159390",0.41,131311
"Kew-308804",0.18,131311
"SLB-159390",0.59,132032
"Kew-308804",0.23,132032
"SLB-173431",0.1,132032
"SLB-159390",0.49,132031
"Kew-308804",0.22,132031
"SLB-173431",0.01,132031
"SLB-159390",0.32,132760
"Kew-288211",0.4,132760
"Kew-308879",1,132760
"SLB-173431",0.44,132760
"Kew-308879",0.48,132759
"SLB-159390",0.24,133480
"Kew-288211",0.71,133480
"Kew-308879",0.95,133480
"SLB-173431",0.32,133480
"SLB-159390",0.58,133479
"Kew-288211",1,133479
"Kew-308879",1,133479
"SLB-173431",0.8,133479
"Kew-288211",0.21,132758
"Kew-308879",0.77,132758
"SLB-159390",0.04,132757
"Kew-288211",0.24,132757
"Kew-308879",0.81,132757
"SLB-173431",0.05,132757
"SLB-159390",0.6,133478
"Kew-288211",1,133478
"Kew-308879",1,133478
"SLB-173431",0.79,133478
"SLB-159390",0.75,133477
"Kew-308804",0.69,133477
"Kew-288211",1,133477
"Kew-308879",1,133477
"SLB-173431",1,133477
"Kew-308879",0.43,132756
"Kew-308879",0.51,132755
"SLB-159390",0.76,133476
"Kew-308804",0.67,133476
"Kew-288211",1,133476
"Kew-308879",1,133476
"SLB-173431",1,133476
"SLB-159390",0.76,133475
"Kew-308804",0.67,133475
"Kew-288211",1,133475
"Kew-308879",1,133475
"SLB-173431",1,133475
"SLB-159390",0.3,132754
"Kew-288211",0.78,132754
"Kew-308879",0.99,132754
"SLB-173431",0.41,132754
"SLB-159390",0.73,132753
"Kew-308804",0.54,132753
"Kew-288211",1,132753
"Kew-308879",1,132753
"SLB-173431",1,132753
"SLB-159390",0.07,133474
"Kew-308804",0.54,133474
"Kew-288211",1,133474
"Kew-308879",1,133474
"SLB-173431",1,133474
"SLB-159390",0.29,133473
"Kew-308804",0.54,133473
"Kew-288211",1,133473
"Kew-308879",1,133473
"SLB-173431",1,133473
"SLB-159390",0.61,132752
"Kew-308804",0.23,132752
"SLB-173431",0.12,132752
"SLB-159390",0.13,132751
"Kew-308804",0.23,132751
"SLB-173431",0.16,132751
"SLB-159390",0.63,133472
"Kew-308804",0.23,133472
"SLB-173431",0.16,133472
"SLB-159390",0.63,133471
"Kew-308804",0.23,133471
"SLB-173431",0.16,133471
"SLB-159390",0.11,134191
"Kew-308804",0.23,134191
"SLB-173431",0.16,134191
"SLB-159390",0.33,129870
"SLB-159390",0.46,129869
"SLB-159390",0.15,130590
"SLB-159390",0.46,130589
"SLB-159390",0.54,129868
"SLB-159390",0.5,129867
"SLB-159390",0.5,130588
"SLB-159390",0.24,131310
"SLB-159390",0.22,131309
"SLB-159390",0.68,132030
"Kew-308804",0.23,132030
"SLB-173431",0.16,132030
"SLB-159390",0.08,131308
"Kew-308804",0.03,132681
"Kew-308804",0.88,129800
"Kew-308804",0.64,130520
"Kew-308804",0.88,130519
"Kew-308804",0.57,131239
"Kew-308804",0.57,131959
"Kew-308804",0.5,131238
"Kew-308804",0.17,132680
"Kew-308804",0.3,132679
"Kew-308804",0.18,133400
"Kew-308804",0.21,134120
"Kew-308804",0.49,130501
"Kew-308804",0.36,131221
"Kew-308804",0.46,129779
"Kew-308804",0.37,130500
"Kew-308804",0.46,130499
"Kew-308804",0.42,129778
"Kew-308804",0.42,129777
"Kew-308804",0.42,130498
"Kew-308804",0.42,131220
"Kew-288211",0.23,144289
"Kew-308879",0.45,144289
"SLB-159390",0.39,144288
"Kew-308804",0.4,144288
"Kew-288211",0.56,144288
"Kew-308879",0.59,144288
"SLB-173431",0.92,144288
"SLB-159390",0.05,145008
"Kew-288211",0.3,145008
"Kew-308879",0.5,145008
"SLB-173431",0.11,145008
"SLB-159390",0.41,145007
"Kew-308804",0.47,145007
"Kew-288211",0.88,145007
"Kew-308879",0.84,145007
"SLB-173431",1,145007
"SLB-159390",0.08,145006
"Kew-308804",0.47,145006
"Kew-288211",0.88,145006
"Kew-308879",0.84,145006
"SLB-173431",1,145006
"SLB-159390",0.39,145727
"Kew-288211",0.44,145727
"Kew-308879",0.84,145727
"SLB-173431",1,145727
"SLB-159390",0.36,145726
"Kew-308804",0.47,145726
"Kew-288211",0.88,145726
"Kew-308879",0.84,145726
"SLB-173431",1,145726
"SLB-159390",0.36,146446
"Kew-308804",0.47,146446
"Kew-288211",0.88,146446
"Kew-308879",0.84,146446
"SLB-173431",1,146446
"SLB-159390",0.34,146445
"Kew-308804",0.39,146445
"Kew-288211",0.52,146445
"Kew-308879",0.56,146445
"SLB-173431",0.88,146445
"SLB-159390",0.35,147165
"Kew-308804",0.39,147165
"Kew-288211",0.52,147165
"Kew-308879",0.56,147165
"SLB-173431",0.88,147165
"Kew-288211",0.18,147885
"Kew-308879",0.4,147885
"SLB-159390",0.27,147884
"Kew-288211",0.52,147884
"Kew-308879",0.56,147884
"SLB-173431",0.7,147884
"SLB-159390",0.3,147883
"Kew-308804",0.25,147883
"Kew-308879",0.05,147883
"SLB-173431",0.24,147883
"SLB-159390",0.29,148603
"Kew-308804",0.25,148603
"Kew-308879",0.05,148603
"SLB-173431",0.24,148603
"SLB-159390",0.16,149323
"Kew-308879",0.05,149323
"SLB-173431",0.13,149323
"SLB-159390",0.02,149322
"Kew-308804",0.25,149322
"Kew-308879",0.05,149322
"SLB-173431",0.24,149322
"SLB-159390",0.01,150043
"SLB-159390",0.02,150763
"SLB-159390",0.03,150042
"Kew-308804",0.19,150042
"SLB-159390",0.14,150762
"Kew-308804",0.19,150762
"SLB-159390",0.01,151483
"SLB-159390",0.16,152203
"Kew-308804",0.15,152203
"SLB-159390",0.01,151482
"Kew-308804",0.15,151482
"SLB-159390",0.02,153643
