"speciesid","probability","loiczid"
"Kew-308804",0.97,132392
"Kew-293259",1,132392
"Kew-308090",0.74,132392
"SLB-159390",0.94,131673
"Kew-308804",0.96,131673
"Kew-293259",0.81,131673
"Kew-308090",0.72,131673
"SLB-159390",0.94,131674
"Kew-308804",0.96,131674
"Kew-293259",0.81,131674
"Kew-308090",0.22,131674
"SLB-159390",0.94,132393
"Kew-308804",0.96,132393
"Kew-293259",1,132393
"SLB-159390",0.94,132394
"Kew-308804",0.96,132394
"Kew-293259",0.81,132394
"Kew-308090",1,132394
"SLB-159390",0.88,131675
"Kew-293259",0.66,131675
"SLB-159390",0.67,132395
"Kew-308804",0.81,132395
"Kew-293259",0.5,132395
"SLB-159390",0.11,132396
"Kew-308804",0.16,132396
"Kew-293259",0.05,132396
"SLB-159390",0.78,131677
"Kew-308804",0.94,131677
"Kew-293259",0.5,131677
"SLB-159390",0.93,132397
"Kew-308804",0.95,132397
"Kew-293259",0.56,132397
"SLB-159390",0.93,132398
"Kew-308804",0.95,132398
"Kew-293259",0.48,132398
"SLB-159390",0.94,132399
"Kew-308804",0.96,132399
"Kew-293259",0.48,132399
"Kew-308090",0.12,132399
"SLB-159390",1,133111
"Kew-308804",1,133111
"Kew-293259",1,133111
"Kew-308090",1,133111
"SLB-159390",1,133112
"Kew-293259",1,133112
"Kew-308090",0.45,133112
"SLB-159390",1,133831
"Kew-293259",1,133831
"Kew-308090",1,133831
"SLB-159390",0.46,133832
"Kew-308804",0.56,133832
"Kew-293259",0.47,133832
"SLB-159390",0.79,133113
"Kew-308804",0.95,133113
"Kew-293259",0.86,133113
"SLB-159390",0.97,133114
"Kew-308804",0.99,133114
"Kew-293259",1,133114
"SLB-159390",0.94,133833
"Kew-308804",0.99,133833
"Kew-293259",1,133833
"SLB-159390",0.77,133115
"Kew-308804",0.93,133115
"Kew-293259",0.57,133115
"SLB-159390",0.95,133119
"Kew-308804",0.98,133119
"Kew-293259",0.48,133119
"Kew-308090",0.39,133119
"SLB-159390",0.95,133120
"Kew-308804",0.98,133120
"Kew-293259",0.48,133120
"Kew-308090",0.17,133120
"SLB-159390",1,134551
"Kew-308804",1,134551
"Kew-293259",1,134551
"SLB-159390",1,134552
"Kew-308804",1,134552
"Kew-293259",1,134552
"SLB-159390",0.82,135991
"Kew-308804",0.97,135991
"Kew-293259",0.88,135991
"SLB-159390",0.6,135992
"Kew-308804",0.72,135992
"Kew-293259",0.63,135992
"SLB-159390",0.51,136711
"Kew-293259",0.93,136711
"Kew-308090",0.12,136711
"SLB-159390",1,136712
"Kew-293259",1,136712
"SLB-159390",0.55,136713
"Kew-308804",0.66,136713
"Kew-293259",0.51,136713
"SLB-159390",0.1,136716
"Kew-308804",1,136716
"Kew-293259",0.48,136716
"SLB-159390",0.37,138144
"Kew-293259",0.74,138144
"SLB-159390",0.96,137425
"Kew-293259",0.83,137425
"Kew-308090",0.41,137425
"SLB-159390",1,137426
"Kew-308804",1,137426
"Kew-293259",0.83,137426
"Kew-308090",0.72,137426
"SLB-159390",1,138145
"Kew-308804",1,138145
"Kew-293259",0.83,138145
"Kew-308090",0.72,138145
"SLB-159390",1,138146
"Kew-308804",1,138146
"Kew-293259",0.83,138146
"Kew-308090",0.72,138146
"SLB-159390",1,137427
"Kew-308804",1,137427
"Kew-293259",0.84,137427
"Kew-308090",0.64,137427
"SLB-159390",1,138147
"Kew-308804",1,138147
"Kew-293259",0.84,138147
"Kew-308090",0.64,138147
"SLB-159390",1,137429
"Kew-308804",1,137429
"Kew-293259",0.84,137429
"SLB-159390",1,137430
"Kew-308804",1,137430
"Kew-293259",0.84,137430
"SLB-159390",1,138149
"Kew-308804",1,138149
"Kew-293259",0.78,138149
"SLB-159390",0.42,138150
"Kew-308804",0.51,138150
"Kew-293259",0.35,138150
"SLB-159390",1,139584
"Kew-308804",1,139584
"Kew-293259",0.87,139584
"Kew-308090",0.6,139584
"SLB-159390",0.57,138866
"SLB-159390",1,139585
"Kew-308804",1,139585
"Kew-293259",0.81,139585
"Kew-308090",0.55,139585
"SLB-159390",1,138868
"Kew-293259",0.74,138868
"Kew-308090",0.52,138868
"SLB-159390",1,139587
"Kew-293259",0.74,139587
"Kew-308090",0.52,139587
"SLB-159390",0.4,139588
"Kew-293259",0.66,139588
"Kew-308090",0.01,139588
"SLB-159390",1,138869
"Kew-308804",1,138869
"Kew-293259",0.67,138869
"SLB-159390",0.84,138870
"Kew-308804",0.99,138870
"Kew-293259",0.63,138870
"SLB-159390",0.96,139589
"Kew-308804",1,139589
"Kew-293259",0.67,139589
"SLB-159390",0.57,139590
"Kew-308804",0.69,139590
"Kew-293259",0.42,139590
"SLB-159390",0.81,140302
"Kew-293259",0.93,140302
"Kew-308090",0.38,140302
"SLB-159390",1,141021
"Kew-308804",0.82,141021
"Kew-293259",0.93,141021
"Kew-308090",0.61,141021
"SLB-159390",1,141022
"Kew-308804",1,141022
"Kew-293259",0.93,141022
"Kew-308090",0.9,141022
"SLB-159390",1,140303
"Kew-308804",1,140303
"Kew-293259",0.87,140303
"Kew-308090",0.82,140303
"SLB-159390",1,140304
"Kew-308804",1,140304
"Kew-293259",0.87,140304
"Kew-308090",0.82,140304
"SLB-159390",1,141023
"Kew-308804",1,141023
"Kew-293259",0.93,141023
"Kew-308090",0.82,141023
"SLB-159390",1,141024
"Kew-308804",1,141024
"Kew-293259",0.87,141024
"Kew-308090",0.82,141024
"SLB-159390",1,140305
"Kew-308804",1,140305
"Kew-293259",0.84,140305
"Kew-308090",0.7,140305
"SLB-159390",1,140307
"Kew-293259",0.84,140307
"Kew-308090",0.49,140307
"SLB-159390",1,140308
"Kew-293259",0.84,140308
"Kew-308090",0.58,140308
"SLB-159390",1,141027
"Kew-293259",0.84,141027
"Kew-308090",0.07,141027
"SLB-159390",1,141028
"Kew-293259",0.84,141028
"SLB-159390",1,140309
"Kew-293259",0.72,140309
"SLB-159390",0.28,140310
"Kew-308804",0.35,140310
"Kew-293259",0.18,140310
"SLB-159390",0.72,141029
"SLB-159390",1,141742
"Kew-308804",1,141742
"Kew-293259",0.85,141742
"Kew-308090",1,141742
"SLB-159390",1,141743
"Kew-308804",1,141743
"Kew-293259",0.85,141743
"Kew-308090",0.98,141743
"SLB-159390",0.71,142464
"SLB-159390",1,141746
"Kew-293259",0.87,141746
"Kew-308090",0.79,141746
"SLB-159390",1,142466
"SLB-159390",1,141747
"Kew-293259",0.88,141747
"SLB-159390",1,141748
"Kew-293259",0.88,141748
"SLB-159390",1,142467
"Kew-293259",0.59,142467
"Kew-308090",0.36,142467
"SLB-159390",0.57,143183
"SLB-159390",0.57,143184
"SLB-159390",0.43,143904
"SLB-159390",0.57,143906
"SLB-159390",0.29,143187
"SLB-159390",0.57,143188
"SLB-159390",0.57,143907
"SLB-159390",0.57,143908
"SLB-159390",1,137431
"Kew-308804",1,137431
"Kew-293259",0.8,137431
"SLB-159390",1,137432
"SLB-159390",0.86,138151
"Kew-308804",1,138151
"Kew-293259",0.74,138151
"SLB-159390",0.43,138152
"SLB-159390",1,137433
"Kew-293259",0.48,137433
"SLB-159390",0.7,137434
"Kew-293259",0.54,137434
"SLB-159390",0.4,138153
"SLB-159390",0.57,138154
"Kew-308804",0.04,137435
"SLB-159390",0.03,137436
"Kew-308804",0.07,137436
"SLB-159390",0.04,138155
"SLB-159390",1,137437
"Kew-308804",1,137437
"Kew-293259",0.62,137437
"SLB-159390",0.56,138157
"Kew-308804",0.68,138157
"Kew-293259",0.36,138157
"SLB-159390",0.69,138871
"Kew-293259",0.48,138871
"SLB-159390",0.34,138872
"SLB-159390",0.4,139591
"Kew-293259",0.26,139591
"SLB-159390",0.12,139592
"SLB-159390",0.32,138873
"SLB-159390",0.03,138874
"SLB-159390",0.11,139593
"SLB-159390",0.11,138878
"Kew-308804",0.16,138878
"Kew-293259",0.04,138878
"SLB-159390",0.37,139598
"Kew-308804",0.45,139598
"Kew-293259",0.22,139598
"SLB-159390",0.03,139599
"Kew-308804",0.43,139599
"Kew-293259",0.09,139599
"SLB-159390",0.42,140311
"SLB-159390",0.11,140313
"SLB-159390",0.09,140317
"Kew-308804",0.13,140317
"Kew-293259",0.02,140317
"SLB-159390",0.48,140318
"Kew-308804",0.58,140318
"Kew-293259",0.26,140318
"SLB-159390",0.15,141037
"Kew-308804",0.21,141037
"Kew-293259",0.06,141037
"SLB-159390",0.03,141038
"Kew-308804",0.43,141038
"Kew-293259",0.09,141038
"SLB-159390",0.08,140319
"Kew-308804",0.9,140319
"Kew-293259",0.09,140319
"SLB-159390",0.07,141039
"Kew-308804",0.84,141039
"Kew-293259",0.08,141039
"SLB-159390",0.01,141753
"SLB-159390",0.46,142473
"Kew-293259",0.27,142473
"SLB-159390",0.07,142474
"SLB-159390",0.13,141756
"Kew-308804",0.18,141756
"Kew-293259",0.04,141756
"SLB-159390",0.12,142475
"SLB-159390",0.55,142476
"Kew-293259",0.18,142476
"SLB-159390",0.61,142477
"SLB-159390",0.44,142478
"SLB-159390",0.59,141759
"Kew-308804",0.7,141759
"Kew-293259",0.06,141759
"SLB-159390",0.69,141760
"Kew-308804",0.82,141760
"Kew-293259",0.08,141760
"SLB-159390",1,143912
"Kew-293259",0.68,143912
"SLB-159390",1,143913
"Kew-293259",0.58,143913
"SLB-159390",1,143914
"SLB-159390",0.95,132406
"Kew-308804",0.97,132406
"Kew-293259",0.76,132406
"Kew-308090",0.98,132406
"SLB-159390",0.81,131687
"Kew-293259",0.77,131687
"Kew-308090",0.47,131687
"SLB-159390",0.94,131689
"Kew-308804",0.96,131689
"Kew-293259",0.73,131689
"Kew-308090",0.96,131689
"SLB-159390",0.38,131690
"Kew-293259",0.65,131690
"Kew-308090",0.03,131690
"SLB-159390",0.96,133121
"Kew-308804",0.99,133121
"Kew-293259",0.59,133121
"Kew-308090",0.68,133121
"SLB-159390",0.96,133122
"Kew-308804",0.99,133122
"Kew-293259",0.59,133122
"Kew-308090",0.8,133122
"SLB-159390",0.96,133842
"Kew-308804",0.99,133842
"Kew-293259",0.59,133842
"Kew-308090",0.8,133842
"SLB-159390",0.97,133843
"Kew-308804",0.99,133843
"Kew-293259",0.67,133843
"Kew-308090",0.01,133843
"SLB-159390",0.97,133844
"Kew-308804",0.99,133844
"Kew-293259",0.87,133844
"Kew-308090",0.49,133844
"SLB-159390",0.97,133845
"Kew-308804",0.99,133845
"Kew-293259",0.87,133845
"Kew-308090",1,133845
"SLB-159390",0.99,134565
"Kew-308804",1,134565
"Kew-293259",0.87,134565
"Kew-308090",0.71,134565
"SLB-159390",0.99,134566
"Kew-308804",1,134566
"Kew-293259",0.87,134566
"Kew-308090",0.8,134566
"SLB-159390",0.99,134567
"Kew-308804",1,134567
"Kew-293259",0.87,134567
"Kew-308090",0.48,134567
"SLB-159390",0.99,134568
"Kew-308804",1,134568
"Kew-293259",0.87,134568
"SLB-159390",0.99,135288
"Kew-308804",1,135288
"Kew-293259",0.93,135288
"Kew-308090",0.07,135288
"SLB-159390",0.97,134569
"Kew-308804",1,134569
"Kew-293259",0.93,134569
"SLB-159390",0.51,135289
"Kew-308804",0.63,135289
"Kew-293259",0.5,135289
"SLB-159390",0.58,136010
"Kew-308804",0.69,136010
"Kew-293259",0.56,136010
"Kew-293259",0.36,130971
"Kew-293259",0.35,130972
"SLB-159390",0.24,131691
"Kew-293259",0.54,131691
"SLB-159390",0.56,132411
"Kew-293259",0.63,132411
"Kew-308090",0.2,132411
"SLB-159390",0.39,132414
"Kew-293259",0.53,132414
"Kew-308090",0.04,132414
"Kew-293259",0.37,132415
"Kew-293259",0.28,132417
"Kew-293259",0.23,131700
"Kew-293259",0.23,132420
"SLB-159390",0.94,133133
"Kew-308804",0.96,133133
"Kew-293259",0.6,133133
"Kew-308090",0.83,133133
"SLB-159390",0.9,133134
"Kew-293259",0.6,133134
"Kew-308090",0.47,133134
"SLB-159390",0.94,133853
"Kew-308804",0.96,133853
"Kew-293259",0.66,133853
"Kew-308090",0.85,133853
"SLB-159390",0.53,133854
"Kew-293259",0.5,133854
"Kew-308090",0.14,133854
"SLB-159390",0.26,133135
"Kew-293259",0.43,133135
"Kew-293259",0.31,133136
"SLB-159390",0.07,133855
"Kew-293259",0.38,133855
"Kew-293259",0.32,133137
"Kew-293259",0.44,133860
"SLB-159390",0.98,135291
"Kew-308804",1,135291
"Kew-293259",0.72,135291
"Kew-308090",0.18,135291
"Kew-293259",0.46,134576
"Kew-293259",0.47,134577
"SLB-159390",0.99,136011
"Kew-308804",1,136011
"Kew-293259",0.72,136011
"Kew-308090",0.86,136011
"SLB-159390",0.99,136012
"Kew-308804",1,136012
"Kew-293259",0.72,136012
"Kew-308090",0.95,136012
"SLB-159390",0.99,136732
"Kew-308804",1,136732
"Kew-293259",0.69,136732
"Kew-308090",0.91,136732
"SLB-159390",0.98,136013
"Kew-308804",1,136013
"Kew-293259",0.69,136013
"Kew-308090",0.91,136013
"SLB-159390",0.98,136733
"Kew-308804",1,136733
"Kew-293259",0.69,136733
"Kew-308090",0.91,136733
"SLB-159390",0.98,136734
"Kew-293259",0.69,136734
"Kew-308090",0.74,136734
"SLB-159390",0.04,136739
"Kew-293259",0.67,136739
"Kew-293259",0.63,136740
"SLB-159390",0.09,140328
"Kew-308804",1,140328
"SLB-159390",0.09,141047
"Kew-308804",1,141047
"SLB-159390",0.86,141048
"Kew-308804",1,141048
"SLB-159390",0.2,140330
"Kew-308804",1,140330
"Kew-293259",0.18,140330
"Kew-308090",0.1,140330
"SLB-159390",0.88,141049
"Kew-308804",1,141049
"SLB-159390",0.88,141050
"Kew-308804",1,141050
"SLB-159390",0.82,141761
"Kew-308804",0.94,141761
"SLB-159390",0.77,142481
"Kew-308804",0.89,142481
"SLB-159390",0.75,142482
"Kew-308804",0.86,142482
"SLB-159390",0.04,141765
"Kew-308804",0.59,141765
"SLB-159390",0.16,141766
"Kew-308804",1,141766
"SLB-159390",0.77,141767
"Kew-308804",1,141767
"SLB-159390",0.77,141768
"Kew-308804",1,141768
"SLB-159390",0.77,142487
"Kew-308804",1,142487
"SLB-159390",0.69,142488
"Kew-308804",1,142488
"SLB-159390",0.31,141769
"SLB-159390",0.72,142489
"SLB-159390",0.97,143202
"Kew-308804",1,143202
"Kew-293259",0.05,143202
"SLB-159390",0.14,143922
"SLB-159390",0.87,143203
"Kew-308804",1,143203
"SLB-159390",0.87,143204
"Kew-308804",1,143204
"SLB-159390",0.84,143923
"SLB-159390",0.87,143924
"Kew-308804",1,143924
"SLB-159390",0.75,143205
"Kew-308804",1,143205
"SLB-159390",0.75,143206
"Kew-308804",1,143206
"SLB-159390",0.75,143925
"Kew-308804",1,143925
"SLB-159390",0.7,143207
"Kew-308804",0.73,143207
"SLB-159390",0.05,143208
"SLB-159390",0.7,143209
"Kew-308804",1,143209
"SLB-159390",0.7,143210
"SLB-159390",0.7,143929
"Kew-308804",1,143929
"SLB-159390",0.7,143930
"SLB-159390",1,137452
"Kew-308804",1,137452
"Kew-293259",0.69,137452
"Kew-308090",0.25,137452
"SLB-159390",0.99,137453
"Kew-308804",1,137453
"Kew-293259",0.69,137453
"Kew-308090",0.91,137453
"SLB-159390",0.99,138173
"Kew-308804",1,138173
"Kew-293259",0.69,138173
"Kew-308090",0.24,138173
"SLB-159390",0.99,138174
"Kew-308804",1,138174
"Kew-293259",0.79,138174
"Kew-308090",1,138174
"SLB-159390",0.87,137455
"Kew-293259",0.79,137455
"Kew-308090",0.49,137455
"SLB-159390",0.27,137456
"Kew-293259",0.66,137456
"SLB-159390",0.99,138175
"Kew-308804",0.73,138175
"Kew-293259",0.79,138175
"Kew-308090",0.67,138175
"SLB-159390",0.3,138176
"Kew-293259",0.67,138176
"SLB-159390",0.09,137457
"Kew-293259",0.64,137457
"SLB-159390",0.29,137458
"Kew-293259",0.71,137458
"SLB-159390",0.21,138177
"Kew-293259",0.64,138177
"SLB-159390",0.5,138178
"Kew-293259",0.66,138178
"Kew-308090",0.12,138178
"SLB-159390",0.71,137459
"Kew-293259",0.93,137459
"Kew-308090",0.35,137459
"SLB-159390",0.61,137460
"Kew-293259",0.91,137460
"Kew-308090",0.25,137460
"SLB-159390",0.17,138179
"Kew-293259",0.56,138179
"SLB-159390",1,139614
"Kew-308804",1,139614
"Kew-293259",0.79,139614
"Kew-308090",1,139614
"SLB-159390",1,138896
"Kew-308804",1,138896
"Kew-293259",0.79,138896
"Kew-308090",0.76,138896
"SLB-159390",1,139615
"Kew-308804",1,139615
"Kew-293259",0.79,139615
"Kew-308090",0.84,139615
"SLB-159390",1,139616
"Kew-308804",1,139616
"Kew-293259",0.71,139616
"Kew-308090",0.94,139616
"SLB-159390",0.16,138898
"Kew-293259",0.56,138898
"SLB-159390",0.01,138899
"Kew-293259",0.51,138899
"SLB-159390",0.03,138900
"Kew-293259",0.52,138900
"SLB-159390",0.93,141051
"Kew-308804",1,141051
"Kew-293259",0.05,141051
"SLB-159390",0.93,141052
"Kew-308804",1,141052
"Kew-293259",0.05,141052
"SLB-159390",1,140335
"Kew-308804",1,140335
"Kew-293259",0.56,140335
"Kew-308090",0.78,140335
"SLB-159390",1,141055
"Kew-308804",1,141055
"Kew-293259",0.56,141055
"Kew-308090",0.63,141055
"SLB-159390",1,141056
"Kew-308804",1,141056
"Kew-293259",0.56,141056
"Kew-308090",0.78,141056
"SLB-159390",1,141057
"Kew-293259",0.56,141057
"Kew-308090",0.74,141057
"SLB-159390",0.39,141772
"Kew-308804",0.6,141772
"SLB-159390",0.56,142491
"SLB-159390",0.78,141773
"Kew-308804",1,141773
"SLB-159390",0.6,142493
"Kew-308804",0.92,142493
"SLB-159390",0.78,142494
"Kew-308804",1,142494
"SLB-159390",1,141777
"Kew-308804",1,141777
"Kew-293259",0.56,141777
"Kew-308090",0.78,141777
"SLB-159390",0.39,141778
"Kew-293259",0.49,141778
"Kew-308090",0.01,141778
"SLB-159390",0.63,142497
"Kew-293259",0.55,142497
"Kew-308090",0.2,142497
"Kew-293259",0.1,142498
"SLB-159390",0.15,141779
"Kew-293259",0.17,141779
"SLB-159390",0.25,141780
"Kew-293259",0.18,141780
"Kew-293259",0.1,142499
"SLB-159390",0.1,142500
"Kew-293259",0.17,142500
"SLB-159390",0.72,143932
"SLB-159390",0.71,143214
"Kew-308804",1,143214
"SLB-159390",0.72,143215
"Kew-308804",1,143215
"SLB-159390",0.72,143935
"Kew-308804",1,143935
"SLB-159390",0.43,143936
"SLB-159390",0.48,143218
"Kew-293259",0.07,143218
"Kew-293259",0.09,143219
"SLB-159390",0.1,143220
"Kew-293259",0.1,143220
"SLB-159390",0.18,143939
"Kew-293259",0.11,143939
"SLB-159390",0.14,143940
"Kew-293259",0.1,143940
"Kew-293259",0.18,132421
"Kew-293259",0.13,132427
"Kew-293259",0.11,132428
"Kew-293259",0.24,133141
"Kew-293259",0.19,133142
"Kew-293259",0.38,133861
"Kew-293259",0.23,133862
"Kew-293259",0.17,133863
"Kew-293259",0.13,133864
"Kew-293259",0.09,133865
"Kew-293259",0.08,133866
"Kew-293259",0.08,133147
"Kew-293259",0.08,133148
"Kew-293259",0.2,134583
"Kew-293259",0.2,134584
"Kew-293259",0.1,134585
"Kew-293259",0.09,134586
"Kew-293259",0.13,135305
"Kew-293259",0.04,135306
"Kew-293259",0.04,134587
"Kew-293259",0.04,135308
"Kew-293259",0.08,134589
"Kew-293259",0.17,134590
"Kew-293259",0.64,136741
"Kew-293259",0.62,136024
"Kew-293259",0.62,136743
"Kew-293259",0.36,136744
"Kew-293259",0.22,136025
"Kew-293259",0.17,136026
"Kew-293259",0.38,136745
"Kew-293259",0.24,136746
"Kew-293259",0.13,136027
"Kew-293259",0.13,136028
"Kew-293259",0.19,136747
"Kew-293259",0.11,136029
"Kew-293259",0.11,136749
"Kew-293259",0.12,136750
"Kew-293259",0.13,136751
"Kew-293259",0.09,136752
"Kew-293259",0.08,136755
"Kew-293259",0.08,136039
"Kew-293259",0.11,136759
"SLB-159390",0.1,137461
"Kew-293259",0.76,137461
"SLB-159390",0.37,137462
"Kew-293259",0.88,137462
"Kew-308090",0.01,137462
"Kew-293259",0.34,138182
"Kew-293259",0.62,137463
"Kew-293259",0.32,137464
"Kew-293259",0.29,138183
"Kew-293259",0.29,138184
"Kew-293259",0.33,137465
"Kew-293259",0.15,137470
"Kew-293259",0.17,138190
"Kew-293259",0.34,138901
"Kew-293259",0.27,138902
"Kew-293259",0.18,138910
"SLB-159390",0.22,141781
"Kew-293259",0.18,141781
"SLB-159390",0.07,141782
"Kew-293259",0.16,141782
"Kew-293259",0.07,142501
"Kew-293259",0.14,141783
"Kew-293259",0.14,142503
"Kew-293259",0.12,142504
"Kew-293259",0.17,142505
"Kew-293259",0.14,142506
"Kew-293259",0.11,143221
"Kew-293259",0.07,143222
"SLB-159390",0.01,143941
"Kew-293259",0.12,143941
"SLB-159390",0.16,143942
"Kew-293259",0.07,143942
"Kew-293259",0.07,143223
"Kew-293259",0.06,143224
"Kew-293259",0.08,143943
"Kew-293259",0.11,143225
"Kew-293259",0.09,143226
"Kew-293259",0.07,143945
"Kew-293259",0.1,143227
"Kew-293259",0.1,143228
"Kew-293259",0.19,138191
"Kew-293259",0.11,137479
"Kew-293259",0.11,137480
"Kew-293259",0.19,138911
"SLB-159390",0.37,138912
"Kew-293259",0.28,138912
"Kew-308090",0.01,138912
"Kew-293259",0.23,139631
"Kew-293259",0.25,139632
"Kew-293259",0.19,138913
"SLB-159390",0.34,139633
"Kew-293259",0.29,139633
"SLB-159390",0.09,139634
"Kew-293259",0.2,139634
"Kew-293259",0.18,139635
"Kew-293259",0.17,138919
"SLB-159390",0.21,140352
"Kew-293259",0.29,140352
"SLB-159390",0.05,140353
"Kew-293259",0.25,140353
"SLB-159390",0.16,140354
"Kew-293259",0.27,140354
"SLB-159390",0.08,141074
"Kew-293259",0.26,141074
"SLB-159390",0.1,140355
"Kew-293259",0.21,140355
"SLB-159390",0.2,140356
"Kew-293259",0.22,140356
"Kew-293259",0.25,141075
"SLB-159390",0.36,141076
"Kew-293259",0.33,141076
"SLB-159390",0.17,140357
"Kew-293259",0.3,140357
"SLB-159390",0.02,140358
"Kew-293259",0.27,140358
"SLB-159390",0.37,141077
"Kew-293259",0.33,141077
"Kew-308090",0.01,141077
"SLB-159390",0.22,141078
"Kew-293259",0.3,141078
"SLB-159390",0.21,141079
"Kew-293259",0.27,141079
"SLB-159390",0.06,141080
"Kew-293259",0.25,141080
"SLB-159390",0.45,141794
"Kew-293259",0.29,141794
"Kew-308090",0.04,141794
"SLB-159390",0.14,141795
"Kew-293259",0.25,141795
"SLB-159390",0.09,141796
"Kew-293259",0.26,141796
"Kew-293259",0.2,142515
"Kew-293259",0.25,142516
"SLB-159390",0.01,141797
"Kew-293259",0.25,141797
"SLB-159390",0.02,141798
"Kew-293259",0.25,141798
"Kew-293259",0.22,142517
"Kew-293259",0.22,142518
"SLB-159390",0.27,141799
"Kew-293259",0.29,141799
"SLB-159390",0.33,141800
"Kew-293259",0.3,141800
"SLB-159390",0.11,142519
"Kew-293259",0.26,142519
"SLB-159390",0.28,142520
"Kew-293259",0.34,142520
"Kew-293259",0.26,143239
"SLB-159390",0.18,143240
"Kew-293259",0.32,143240
"Kew-293259",0.28,143960
"SLB-159390",0.96,130294
"Kew-308804",0.99,130294
"Kew-293259",0.2,130294
"Kew-308090",0.34,130294
"SLB-159390",0.96,131014
"Kew-308804",0.54,131014
"Kew-293259",0.2,131014
"Kew-308090",0.25,131014
"SLB-159390",1,131020
"Kew-308804",1,131020
"Kew-308090",0.08,131020
"Kew-293259",0.17,141082
"SLB-159390",0.06,141801
"Kew-293259",0.22,141801
"Kew-293259",0.19,141802
"Kew-293259",0.29,142521
"Kew-293259",0.2,142522
"Kew-293259",0.16,142523
"Kew-293259",0.19,141806
"SLB-159390",0.33,143241
"Kew-293259",0.34,143241
"Kew-293259",0.19,143242
"Kew-293259",0.27,143961
"Kew-293259",0.2,143962
"Kew-293259",0.17,143243
"Kew-293259",0.16,143244
"Kew-293259",0.17,143963
"Kew-293259",0.26,143964
"Kew-293259",0.24,143965
"Kew-293259",0.16,143975
"SLB-159390",0.51,130309
"SLB-159390",1,131029
"Kew-308804",0.35,131029
"SLB-159390",0.38,131030
"SLB-159390",1,131750
"Kew-308804",0.17,131750
"SLB-159390",0.06,132470
"SLB-159390",0.07,131751
"Kew-293259",0.01,141837
"Kew-293259",0.01,143280
"Kew-293259",0.06,146714
"Kew-293259",0.37,144572
"Kew-293259",0.32,145292
"Kew-293259",0.82,144600
"Kew-293259",0.02,154678
"Kew-293259",0.03,155398
"Kew-293259",0.03,154679
"Kew-293259",0.03,154680
"Kew-293259",0.03,155399
"Kew-293259",0.79,144601
"Kew-293259",0.79,144602
"Kew-293259",0.79,144604
"Kew-293259",0.79,145323
"Kew-293259",0.79,145324
"Kew-293259",0.79,144605
"Kew-293259",0.79,145326
"Kew-293259",0.79,144607
"Kew-293259",0.79,144608
"Kew-293259",0.79,145327
"Kew-293259",0.77,144609
"Kew-293259",0.77,144610
"Kew-293259",0.61,146767
"Kew-293259",0.44,147486
"Kew-293259",0.45,147487
"Kew-293259",0.45,147488
"Kew-293259",0.45,148208
"Kew-293259",0.36,149644
"Kew-293259",0.3,149645
"Kew-293259",0.41,150364
"Kew-293259",0.31,150365
"Kew-293259",0.24,150368
"Kew-293259",0.24,151088
"Kew-293259",0.09,150370
"Kew-293259",0.09,151089
"Kew-293259",0.09,151090
"Kew-293259",0.56,144614
"Kew-293259",0.56,145334
"Kew-293259",0.56,144615
"Kew-293259",0.34,144616
"Kew-293259",0.41,144617
"SLB-159390",1,145339
"Kew-293259",0.67,145339
"SLB-159390",1,145340
"Kew-293259",0.47,146052
"SLB-159390",0.8,146059
"SLB-159390",0.28,146060
"SLB-159390",0.23,146780
"SLB-159390",1,148220
"Kew-293259",0.22,148220
"Kew-293259",0.07,148932
"Kew-293259",0.07,149651
"Kew-293259",0.07,149652
"SLB-159390",0.57,148939
"SLB-159390",1,148940
"Kew-308804",1,148940
"Kew-293259",0.22,148940
"SLB-159390",0.3,149659
"SLB-159390",1,149660
"Kew-308804",1,149660
"Kew-293259",0.22,149660
"Kew-293259",0.07,150371
"Kew-293259",0.07,150372
"Kew-293259",0.09,151091
"Kew-293259",0.07,151092
"SLB-159390",0.04,150379
"Kew-308804",0.07,150379
"SLB-159390",0.99,150380
"Kew-308804",0.86,150380
"SLB-159390",0.83,151099
"Kew-308804",0.84,151099
"SLB-159390",0.77,151100
"Kew-308804",0.78,151100
"Kew-293259",0.36,151804
"Kew-293259",0.36,152523
"Kew-293259",0.36,152524
"Kew-293259",0.3,151805
"Kew-293259",0.3,152525
"Kew-293259",0.3,152526
"Kew-293259",0.17,151807
"Kew-293259",0.17,151808
"Kew-293259",0.17,152527
"Kew-293259",0.17,152528
"Kew-293259",0.09,151809
"Kew-293259",0.09,151810
"Kew-293259",0.17,152529
"Kew-293259",0.09,152530
"Kew-293259",0.29,153243
"Kew-293259",0.1,153244
"Kew-293259",0.29,153963
"Kew-293259",0.28,153964
"Kew-293259",0.3,153245
"Kew-293259",0.3,153246
"Kew-293259",0.32,153965
"Kew-293259",0.3,153966
"Kew-293259",0.17,153247
"Kew-293259",0.17,153248
"Kew-293259",0.17,153967
"Kew-293259",0.17,153968
"Kew-293259",0.17,153249
"Kew-293259",0.17,153250
"Kew-293259",0.01,154684
"Kew-293259",0.02,154685
"Kew-293259",0.02,155405
"Kew-293259",0.12,154687
"Kew-293259",0.12,154688
"Kew-293259",0.06,155408
"Kew-293259",0.09,151811
"SLB-159390",0.17,151819
"Kew-308804",0.86,151819
"SLB-159390",0.1,151820
"Kew-308804",0.86,151820
"SLB-159390",1,145341
"Kew-293259",0.64,145341
"SLB-159390",1,145342
