"SBID","SpeciesCode","CatchWeight"
5121,"ICX",696.64
5121,"INV",18.95
5121,"KCX",0.60
5121,"LEV",3.00
5121,"MRL",741.10
5121,"NOX",20.70
5121,"OCT",2.33
5121,"PFR",2.00
5121,"PGR",0.43
5121,"POG",1.85
5121,"SRR",386.00
5121,"SRX",560.94
5121,"STF",5.81
5121,"TOA",550496.39
5121,"TOP",263.61
5121,"WGR",7787.41
5122,"ANT",2107.78
5122,"ATX",17.00
5122,"AXT",5.00
5122,"GGW",1.00
5122,"GRV",10964.49
5122,"ICX",1693.13
5122,"INV",155.31
5122,"KCX",0.49
5122,"MRL",118.61
5122,"OCT",0.62
5122,"SRX",16.75
5122,"STF",1.16
5122,"TOA",181405.18
5122,"WGR",744.35
5123,"ANT",158.54
5123,"GRV",2012.98
5123,"ICX",33.47
5123,"INV",114.46
5123,"MRL",1.55
5123,"NOX",1.57
5123,"TOA",62284.36
5123,"WGR",849.20
5124,"KRI",12740.00
5125,"KRI",476360.00
5126,"KRI",837180.00
5127,"KRI",634520.00
5128,"KRI",342420.00
5129,"KRI",650740.00
5130,"KRI",89640.00
5131,"ANT",15.18
5131,"CHW",111.83
5131,"MOY",70.66
5131,"MRL",6.10
5131,"NOX",82.70
5131,"SRR",416.50
5131,"TOA",227707.08
5131,"WGR",445.13
5132,"ANT",79.90
5132,"CHW",53.54
5132,"LAI",36.00
5132,"MRL",10.00
5132,"NOX",36.00
5132,"SRR",172.00
5132,"TOA",89933.90
5132,"TOP",1092.00
5132,"WGR",596.61
5133,"ANT",313.53
5133,"CHW",522.11
5133,"KCV",1.84
5133,"MCC",27.47
5133,"MOY",77.50
5133,"MRL",0.50
5133,"SRR",16.00
5133,"TOA",73122.00
5133,"WGR",2896.57
5134,"ANT",192.15
5134,"CHW",315.60
5134,"KCX",1.34
5134,"MCC",3.72
5134,"MOY",42.55
5134,"SRR",90.00
5134,"TOA",49392.00
5134,"WGR",1895.28
5135,"ANT",10.83
5135,"CHW",30.41
5135,"GRV",17.47
5135,"TOA",9966.00
5135,"WGR",927.77
5136,"ANT",8.00
5136,"CHW",88.40
5136,"GRV",635.00
5136,"KCX",4.60
5136,"POG",0.40
5136,"TOA",5088.00
5137,"CHW",11.00
5137,"GRV",68.00
5137,"TOA",142.00
5138,"ANT",72.30
5138,"GRV",658.00
5138,"TOA",4471.30
5138,"TOP",10109.56
5139,"ANT",441.00
5139,"GRV",846.00
5139,"TOA",1615.70
5139,"TOP",11071.93
5140,"ANT",301.20
5140,"GRV",795.50
5140,"TOP",13973.30
5141,"ANT",107.00
5141,"GRV",250.00
5141,"TOP",7494.20
5142,"ANT",279.00
5142,"GRV",258.00
5142,"TOP",7096.30
5143,"ANT",32.10
5143,"GRV",122.40
5143,"SRX",123.10
5143,"TOP",3371.15
5144,"ANT",66.00
5144,"GRV",58.50
5144,"TOP",186.80
5145,"ANT",395.00
5145,"GRV",1466.80
5145,"TOP",20456.10
5146,"ANT",378.10
5146,"GRV",859.80
5146,"TOP",14524.20
5147,"ANT",20.00
5147,"GRV",40.00
5147,"TOP",1843.50
5148,"ANT",32.00
5148,"GRV",208.00
5148,"TOP",4530.90
5149,"ANT",140.00
5149,"GRV",472.00
5149,"TOP",16392.50
5150,"ANT",37.80
5150,"GRV",198.90
5150,"SRX",45.00
5150,"TOP",34186.04
5151,"GRV",47.90
5151,"TOP",522.70
5152,"ANI",1233.99
5152,"NOS",2215.56
5152,"TOP",54065.41
5153,"TOP",181336.84
5154,"ANT",2920.23
5154,"MCC",52448.65
5154,"RAJ",5472.86
5154,"TOP",99773.29
5155,"ANT",3574.78
5155,"MCC",100976.69
5155,"RAJ",52435.86
5155,"TOP",717754.18
5156,"ANT",1817.00
5156,"MCC",27716.83
5156,"RAJ",1747.92
5156,"TOP",79931.75
5157,"ANT",3449.60
5157,"MCC",58231.78
5157,"RAJ",63017.31
5157,"TOP",692442.24
5158,"ANT",1875.34
5158,"MCC",22067.92
5158,"RAJ",322.64
5158,"TOP",61386.49
5159,"ANT",1956.20
5159,"MCC",52383.31
5159,"RAJ",43533.81
5159,"TOP",462678.75
5160,"ANT",1362.90
5160,"MCC",20752.67
5160,"RAJ",11409.68
5160,"TOP",159270.78
5161,"ANT",394.00
5161,"MCC",10716.52
5161,"RAJ",18785.49
5161,"TOP",145329.85
5162,"ANT",966.00
5162,"MCC",17225.32
5162,"RAJ",10426.40
5162,"TOP",93017.46
5163,"ANT",83.00
5163,"MCC",8385.65
5163,"RAJ",15743.39
5163,"TOP",86144.77
5164,"ANT",1431.00
5164,"MCC",10951.45
5164,"RAJ",22260.91
5164,"TOP",139727.45
5165,"ANT",1676.44
5165,"MCC",4367.87
5165,"RAJ",311.08
5165,"TOP",57869.70
5166,"ANT",9921.25
5166,"MCC",132313.22
5166,"RAJ",23717.96
5166,"TOP",693926.87
5167,"ANT",2813.05
5167,"MCC",50318.01
5167,"RAJ",4326.98
5167,"TOP",104928.08
5168,"ANT",6490.50
5168,"MCC",135847.83
5168,"RAJ",67904.47
5168,"TOP",875706.59
5169,"ANT",4576.16
5169,"MCC",57171.83
5169,"RAJ",7221.16
5169,"TOP",83115.70
5170,"ANT",1071.00
5170,"MCC",25885.90
5170,"RAJ",38224.34
5170,"TOP",258337.38
5171,"ANT",617.86
5171,"MCC",5178.19
5171,"RAJ",4199.34
5171,"TOP",40617.36
5172,"ANT",5103.00
5172,"MCC",67672.43
5172,"RAJ",46791.27
5172,"TOP",383333.55
5173,"ANT",1620.00
5173,"MCC",5653.55
5173,"RFA",1750.00
5173,"TOP",60581.83
5174,"ANT",1584.82
5174,"MCC",19576.54
5174,"RFA",1075.78
5174,"TOP",92452.61
5175,"ANT",6948.24
5175,"MCC",47027.43
5175,"RFA",17615.25
5175,"TOP",373386.82
5176,"ANT",814.18
5176,"MCC",3103.85
5176,"RFA",1242.24
5176,"TOP",8466.93
5177,"ANT",7407.00
5177,"MCC",3046.39
5177,"TOP",15313.81
5178,"ANT",1689.00
5178,"MCC",1536.75
5178,"TOP",3358.59
5179,"ANT",699.70
5179,"MCC",1643.98
5179,"RFA",1438.30
5179,"TOP",32709.68
5180,"ANT",516.00
5180,"MCC",3442.81
5180,"RFA",608.56
5180,"TOP",47230.42
5181,"ANT",1679.40
5181,"MCC",8059.31
5181,"RFA",5138.58
5181,"TOP",69156.16
5182,"GRV",275.00
5182,"SRX",26.00
5182,"STF",34.00
5182,"TOP",8026.70
5183,"ANT",337.00
5183,"GGW",0.20
5183,"GRV",18298.00
5183,"MRL",2.20
5183,"OWP",0.20
5183,"PFR",0.30
5183,"SRX",1164.00
5183,"STF",927.00
5183,"TOP",272025.10
5184,"ANT",466.00
5184,"GRV",19643.00
5184,"INV",29.00
5184,"KCX",0.50
5184,"SRX",499.00
5184,"STF",550.00
5184,"TOP",296153.90
5185,"ANT",996.00
5185,"GRV",13938.00
5185,"INV",14.00
5185,"NOK",7.00
5185,"SRX",180.00
5185,"STF",522.00
5185,"TOP",340080.00
5186,"ANT",101.00
5186,"ETF",5.80
5186,"GRV",9007.00
5186,"INV",0.10
5186,"SRX",349.00
5186,"STF",475.00
5186,"TOP",180198.00
5187,"ANT",680.00
5187,"CUX",0.20
5187,"GGW",0.30
5187,"GRV",8333.00
5187,"SRX",4005.00
5187,"STF",273.00
5187,"TOP",127939.00
5188,"ANT",1055.00
5188,"ATX",0.90
5188,"CUX",0.40
5188,"ETF",13.00
5188,"GGW",0.50
5188,"GRV",19071.00
5188,"NOX",3.90
5188,"OCT",7.00
5188,"SRX",1703.00
5188,"STF",107.00
5188,"TOP",131450.00
5189,"ATX",14.00
5189,"BEA",502.00
5189,"BMU",53.00
5189,"BYR",46.00
5189,"FCX",0.40
5189,"GRV",1.00
5189,"JEL",91.00
5189,"LIC",25.00
5189,"NOS",1067.00
5189,"OCT",20.00
5189,"OEQ",18.00
5189,"PFR",67.00
5189,"SQQ",30.80
5189,"SSX",1.00
5189,"STF",84.00
5189,"TOP",393598.00
5189,"WGR",45.00
5190,"ANH",0.50
5190,"ANT",4.10
5190,"ATX",70.00
5190,"BEA",349.00
5190,"BMU",142.00
5190,"BYR",9.00
5190,"CEN",0.30
5190,"CUX",15.70
5190,"DCP",0.30
5190,"ETM",6.70
5190,"GAS",0.20
5190,"GGW",3.90
5190,"GRV",331.00
5190,"JEL",38.00
5190,"LIC",9.00
5190,"LXX",1.00
5190,"MOY",3.00
5190,"NOS",4777.00
5190,"OCT",23.00
5190,"OEQ",26.00
5190,"PFR",1.00
5190,"SQQ",3.00
5190,"STF",67.00
5190,"TOP",292073.00
5190,"WGR",256.80
5191,"ATX",28.00
5191,"BEA",668.00
5191,"BMU",100.00
5191,"BYR",86.00
5191,"GGW",27.00
5191,"JEL",154.00
5191,"LIC",7329.00
5191,"NOS",3172.00
5191,"OCT",11.00
5191,"OEQ",6.00
5191,"OWP",2.40
5191,"PFR",4.40
5191,"SQQ",0.50
5191,"STF",30.00
5191,"TOP",223406.61
5191,"WGR",3.00
5192,"ATX",62.00
5192,"BEA",271.00
5192,"BMU",93.00
5192,"BYR",44.00
5192,"CEN",1.00
5192,"GGW",2.00
5192,"GRV",0.40
5192,"JEL",378.00
5192,"LEF",2.20
5192,"LIC",29693.00
5192,"LXX",4.00
5192,"MNI",2.00
5192,"MRL",0.10
5192,"NOS",12261.00
5192,"OCT",28.00
5192,"OEQ",46.00
5192,"OWP",3.00
5192,"PFR",2.00
5192,"SQQ",6.30
5192,"STF",293.00
5192,"TOP",339590.27
5192,"WGR",14.00
5193,"ATX",11.20
5193,"BEA",85.00
5193,"BMU",49.00
5193,"BRT",0.10
5193,"BYR",0.40
5193,"CEN",0.50
5193,"ICA",0.30
5193,"JEL",105.00
5193,"LEF",0.90
5193,"LIC",2482.00
5193,"MNI",1.40
5193,"NOS",6441.00
5193,"OCT",2.60
5193,"OEQ",2.00
5193,"OWP",0.20
5193,"SQQ",7.70
5193,"STF",18.00
5193,"TOP",70490.47
5193,"WGR",0.30
5194,"ANT",6.00
5194,"ATX",239.00
5194,"BEA",46.00
5194,"BMU",1.00
5194,"BYR",7.00
5194,"ETM",1.00
5194,"GGW",21.00
5194,"GRV",409.00
5194,"INV",46.00
5194,"JEL",495.00
5194,"LIC",37.00
5194,"LXX",6.00
5194,"MOY",22.00
5194,"MZZ",34.00
5194,"NOS",7094.00
5194,"OCT",23.00
5194,"OEQ",16.00
5194,"PFR",195.00
5194,"SQQ",2.00
5194,"SSX",4.00
5194,"STF",160.00
5194,"TOP",1118.00
5194,"WGR",3.00
5195,"ANI",1.00
5195,"ANT",4.00
5195,"ATX",102.00
5195,"BEA",33.00
5195,"BMU",8.00
5195,"BYR",1.00
5195,"ETM",7.00
5195,"GGW",2.00
5195,"GRV",814.00
5195,"INV",23.00
5195,"JEL",75.00
5195,"LIC",133.00
5195,"LXX",2.00
5195,"MOY",19.00
5195,"MZZ",10.00
5195,"NOA",6.00
5195,"NOS",847.00
5195,"NOZ",1.00
5195,"OCT",16.00
5195,"OEQ",20.00
5195,"PFR",61.00
5195,"SQQ",6.00
5195,"SSX",1.00
5195,"STF",83.00
5195,"TOP",29568.00
5195,"WGR",1.00
5196,"ANI",1.00
5196,"ATX",17.00
5196,"GRV",97.00
5196,"JEL",8.00
5196,"LIC",7.00
5196,"MOY",8.00
5196,"MZZ",1.00
5196,"NOA",5.00
5196,"NOS",120.00
5196,"OCT",2.00
5196,"OEQ",2.00
5196,"PFR",39.00
5196,"STF",7.00
5196,"TOP",9691.00
5196,"WGR",1.00
5197,"ANI",343.00
5197,"ATX",139.00
5197,"BEA",3.00
5197,"GGW",2.00
5197,"GRV",2.00
5197,"INV",18.00
5197,"JEL",118.00
5197,"LIC",481.00
5197,"LXX",1.00
5197,"MOY",9.00
5197,"MZZ",2.00
5197,"NOA",80.00
5197,"NOS",3.00
5197,"NOZ",5.00
5197,"OCT",8.00
5197,"OEQ",4.00
5197,"PFR",378.00
5197,"SSX",15.00
5197,"STF",45.00
5197,"TOP",215.00
5198,"ANI",4083.00
5198,"ATX",231.00
5198,"BEA",13.00
5198,"BMU",2.00
5198,"BYR",5.00
5198,"GGW",5.00
5198,"GRV",1155.00
5198,"INV",1004.00
5198,"JEL",189.00
5198,"LIC",1527.00
5198,"MOY",14.00
5198,"MZZ",65.00
5198,"NOA",155.00
5198,"NOS",197.00
5198,"NOZ",12.00
5198,"OCT",14.00
5198,"OEQ",1.00
5198,"PFR",328.00
5198,"SSX",9.00
5198,"STF",251.00
5198,"TOP",993.00
5199,"KRI",193925.00
5200,"KRI",56850.00
5201,"KRI",858111.00
5201,"MZZ",5.0e-03
5201,"SSI",0.03
5202,"KRI",1362299.00
5203,"KRI",692471.00
5204,"KRI",1264090.00
5205,"KRI",851145.00
5206,"KRI",1252419.00
5207,"KRI",839270.00
5208,"KRI",2276.00
5209,"ANI",396.00
5210,"KRI",1045620.00
5211,"KRI",2243923.00
5212,"ANT",219.00
5212,"GRV",1230.00
5212,"SRX",25.00
5212,"TOP",72395.00
5213,"ANT",339.00
5213,"GRV",758.00
5213,"MRL",0.30
5213,"SRX",16.00
5213,"TOP",123669.00
5214,"ANT",365.00
5214,"GRV",369.00
5214,"SRX",26.00
5214,"TOP",41596.00
5215,"FIC",118.90
5215,"KRI",2356000.00
5217,"ANT",13.00
5217,"KRI",510260.00
5218,"ANH",47.00
5218,"KRI",732820.00
5219,"KRI",47052.00
5220,"KRI",43000.00
5221,"ELC",0.10
5221,"GYN",0.02
5221,"ICX",8.00
5221,"KRI",575740.00
5222,"ANT",112.30
5222,"GRV",2829.90
5222,"MRL",4.80
5222,"SRX",44.10
5222,"TOP",64930.50
5223,"ANT",289.00
5223,"GRV",9892.50
5223,"SRX",215.60
5223,"TOP",128125.00
5224,"ANT",93.50
5224,"GRV",1565.40
5224,"SRX",8.00
5224,"TOP",35910.60
5225,"ANT",1526.30
5225,"GRV",6211.20
5225,"SRX",728.20
5225,"TOP",94855.60
5226,"ANT",25.80
5226,"GRV",1050.70
5226,"SRX",65.00
5226,"TOP",22160.10
5227,"ANT",4.50
5227,"MRL",3.50
5227,"SRX",46.00
5227,"TOA",734.90
5227,"TOP",3936.30
5227,"WGR",389.10
5228,"ANT",17.90
5228,"GRV",1153.20
5228,"MRL",27.10
5228,"NOX",3.00
5228,"SRX",341.90
5228,"TOA",5171.10
5228,"TOP",19355.00
5228,"WGR",178.40
5229,"ANT",41.80
5229,"GRV",3150.20
5229,"MRL",38.50
5229,"SRX",229.00
5229,"TOP",8471.70
5230,"ANT",104.40
5230,"BAM",10.50
5230,"BEA",35.50
5230,"ICX",686.50
5230,"MRL",372.10
5230,"NOX",27.30
5230,"OCT",3.90
5230,"PGR",6.20
5230,"SRR",57.00
5230,"SRX",974.00
5230,"STF",0.30
5230,"TOA",411476.80
5230,"TOP",133.10
5230,"WGR",13013.40
5231,"BEA",7.00
5231,"NOX",10.60
5231,"OCT",15.80
5231,"PGR",3.10
5231,"TOA",10128.10
5232,"ANT",503.50
5232,"GRV",628.20
5232,"ICX",321.50
5232,"KCX",0.30
5232,"LEV",12.00
5232,"MRL",20.20
5232,"NOX",0.20
5232,"PGR",2.30
5232,"STF",0.10
5232,"TOA",367769.70
5232,"TOP",2363.60
5232,"WGR",907.30
5233,"BAM",148.80
5233,"BEA",86.50
5233,"NOX",62.80
5233,"OCT",64.30
5233,"PGR",18.10
5233,"TOA",30892.80
5234,"ANT",219.50
5234,"GRV",1687.50
5234,"ICX",717.70
5234,"KCX",0.40
5234,"MRL",41.40
5234,"STF",2.00
5234,"TOA",53447.60
5235,"ANT",1556.80
5235,"GRV",14995.40
5235,"ICX",2897.30
5235,"KCX",1.80
5235,"MRL",218.70
5235,"STF",2.30
5235,"TOA",98787.60
5235,"TOP",9.80
5236,"KRI",1549680.00
5237,"KRI",788400.00
5238,"KRI",2422560.00
5239,"KRI",2627040.00
5240,"KRI",2653800.00
5241,"KRI",1927480.00
5242,"KRI",207800.00
5243,"KRI",135843.00
5244,"KRI",879600.00
5245,"KRI",1463640.00
5246,"KRI",1885944.00
5247,"KRI",3776716.00
5248,"KRI",2591032.00
5249,"KRI",218880.00
5250,"KRI",1009138.00
5250,"NOL",0.70
5250,"SGI",0.80
5251,"ANI",0.30
5251,"KRI",1987560.00
5251,"NOL",0.70
5252,"ANI",0.10
5252,"KRI",974440.00
5252,"NOL",0.20
5252,"NOR",3.30
5253,"ART",1.40
5253,"GRV",945.40
5253,"ICX",41.10
5253,"MRL",36.40
5253,"NOT",11.40
5253,"TOA",100859.00
5254,"ART",1.60
5254,"GRV",255.80
5254,"ICX",27.50
5254,"MRL",36.00
5254,"NOT",0.40
5254,"TOA",48251.00
5255,"GRV",355.70
5255,"ICX",40.20
5255,"MRL",1.90
5255,"TOA",8224.00
5256,"ART",1.00
5256,"GRV",135.50
5256,"ICX",91.70
5256,"MRL",10.40
5256,"TOA",29738.00
5257,"ART",1.30
5257,"GRV",22.00
5257,"ICX",17.00
5257,"MRL",1.50
5257,"TOA",10493.00
5258,"BEA",32.50
5258,"CHW",65.80
5258,"GRV",2530.00
5258,"MVC",5.60
5258,"MZZ",61.00
5258,"NOK",1.60
5258,"PGR",3.90
5258,"SZT",2.90
5258,"TOA",191962.00
5259,"GRV",270.00
5259,"MZZ",8.00
5259,"TOA",24272.00
5260,"ANT",17.10
5260,"BEA",18.00
5260,"GRV",116.00
5260,"JIC",0.40
5260,"KCU",0.20
5260,"MZZ",16.00
5260,"NOK",10.40
5260,"PGR",0.70
5260,"SZT",2.00
5260,"TOA",134316.50
5260,"TOP",475.50
5260,"VOI",0.10
5260,"WGR",10.80
5261,"GRV",20987.70
5261,"ICX",0.30
5261,"MWO",11.90
5261,"TOA",258011.40
5262,"ANT",22.00
5262,"GRV",141.80
5262,"ICX",1.20
5262,"LEV",9.90
5262,"MWO",1.10
5262,"TOA",251952.70
5262,"TOP",547.40
5263,"GRV",164.00
5263,"ICX",11.10
5263,"MWO",10.70
5263,"TOA",22495.40
5264,"AEM",0.30
5264,"ANI",2822.70
5264,"ANS",1.00
5264,"BAM",42.20
5264,"BHY",9.10
5264,"CHW",0.20
5264,"ELN",0.60
5264,"ELT",0.10
5264,"FIC",26.20
5264,"GEA",0.20
5264,"GRV",2.70
5264,"GYA",0.30
5264,"GYN",95.60
5264,"GYR",0.10
5264,"HGW",0.10
5264,"JIC",4.60
5264,"KIF",249.00
5264,"LCN",0.10
5264,"LYA",4.30
5264,"MOY",9.40
5264,"NOC",6563.50
5264,"NOD",25.70
5264,"NOG",1124.60
5264,"NOL",205.00
5264,"NOR",27520.20
5264,"NOS",99.20
5264,"NOX",0.10
5264,"PCH",1.80
5264,"PDG",0.30
5264,"PGM",0.20
5264,"PHB",1.00
5264,"PVZ",0.10
5264,"RGG",0.40
5264,"SGI",30.80
5264,"SSI",407.10
5264,"SZT",0.50
5264,"TMH",6.80
5264,"TOA",117.50
5264,"TRH",2.60
5264,"TRL",19.10
5264,"TRW",0.80
5264,"WIC",1.20
5265,"ADK",0.10
5265,"AKN",0.10
5265,"ANI",5258.60
5265,"ANS",31.50
5265,"BAM",12.30
5265,"BEA",8.80
5265,"BHY",0.60
5265,"DLL",0.20
5265,"FIC",62.30
5265,"GRV",3.40
5265,"GYA",1.20
5265,"GYN",1.70
5265,"JIC",14.30
5265,"KIF",128.00
5265,"LCN",0.20
5265,"LYA",0.70
5265,"MOY",0.60
5265,"NOC",60.60
5265,"NOD",4.30
5265,"NOG",304.90
5265,"NOL",14.80
5265,"NOR",61.50
5265,"NOS",6.80
5265,"NOX",0.20
5265,"PCH",0.20
5265,"PHB",0.10
5265,"PMA",0.40
5265,"POG",0.70
5265,"PVZ",0.10
5265,"RGG",0.20
5265,"SGI",10.90
5265,"SSI",131.10
5265,"TOA",6.90
5265,"TRH",4.00
5265,"TRL",33.30
5265,"TRM",0.30
5265,"TRW",0.90
5265,"WIC",24.80
5266,"KRI",1915000.00
5267,"KRI",5447000.00
5268,"KRI",5568000.00
5269,"KRI",221000.00
5270,"KRI",3107000.00
5271,"ANT",50.40
5271,"GRV",944.00
5271,"MRL",2.10
5271,"TOA",67156.80
5271,"TOP",841.70
5272,"ANT",570.20
5272,"GRV",3125.10
5272,"ICX",49.70
5272,"MRL",13.30
5272,"TOA",62419.20
5272,"TOP",85.10
5273,"ANT",89.40
5273,"GRV",739.00
5273,"MRL",0.20
5273,"TOA",114634.20
5273,"TOP",70.10
5274,"ANT",5.90
5274,"ATX",1.20
5274,"GRV",593.40
5274,"MRL",2.80
5274,"NOX",30.70
5274,"PFR",0.20
5274,"SRX",48.40
5274,"TOA",3238.50
5274,"TOP",5228.40
5275,"ANT",15.60
5275,"GRV",371.30
5275,"NOX",2.60
5275,"SRX",10.50
5275,"TOA",487.90
5275,"TOP",67.00
5276,"ANT",128.60
5276,"AQZ",0.20
5276,"ATX",4.70
5276,"GGW",0.80
5276,"GRV",447.90
5276,"MRL",1.50
5276,"NOX",87.20
5276,"SRX",23.30
5276,"TOP",8684.20
5276,"ZOT",0.40
5277,"ANT",575.10
5277,"ATX",1.00
5277,"GGW",1.20
5277,"GRV",1384.90
5277,"MRL",5.60
5277,"NOX",18.20
5277,"PFR",0.40
5277,"SRX",6.00
5277,"TOP",19617.60
5278,"KRI",165000.00
5279,"KRI",114000.00
5280,"KRI",2930000.00
5281,"KRI",3839380.00
5282,"KRI",1266410.00
5283,"KRI",730060.00
5283,"NOG",226.00
5284,"KRI",4946736.00
5285,"KRI",6530490.00
5286,"KRI",2250120.00
5287,"KRI",8680430.00
5288,"KRI",257406.00
5289,"KRI",2620650.00
5290,"KRI",2689700.00
5291,"KRI",4904930.00
5292,"KRI",8896822.00
5293,"KRI",5789460.00
5294,"KRI",115962.00
5295,"KRI",25310.00
5296,"KRI",4499100.00
5297,"KRI",6005670.00
5298,"KRI",9048260.00
5299,"KRI",3599390.00
5300,"KRI",3064397.00
5301,"KRI",7253402.00
5302,"KRI",8155855.00
5303,"KRI",4420881.00
5304,"GRV",60431.50
5304,"ICX",8.60
5304,"MRL",571.50
5304,"TOA",159873.90
5305,"GRV",9135.70
5305,"ICX",168.70
5305,"MRL",33.10
5305,"OCT",0.50
5305,"POG",0.30
5305,"STF",0.40
5305,"TOA",19637.40
5306,"GRV",734.00
5306,"ICX",34.70
5306,"LAI",33.60
5306,"MRL",25.50
5306,"NOX",5.40
5306,"OCT",10.50
5306,"POG",1.50
5306,"SRX",36.40
5306,"TOA",335764.00
5306,"WGR",914.00
5307,"NOX",20.30
5307,"OCT",9.40
5307,"POG",1.80
5307,"TOA",25557.00
5308,"ANT",41.20
5308,"CHW",0.70
5308,"CWS",0.10
5308,"GRV",114.60
5308,"ICX",2.90
5308,"KCX",1.00
5308,"MCC",5.30
5308,"MOR",10.00
5308,"MRL",5.50
5308,"NOX",60.20
5308,"POG",0.30
5308,"TOA",111139.10
5308,"TOP",1373.70
5308,"WGR",35.00
5309,"ANT",73.70
5309,"CHW",185.20
5309,"GRV",37.60
5309,"KCX",6.00
5309,"MCH",27.50
5309,"MRL",3.80
5309,"RAJ",11.00
5309,"TOA",18541.00
5309,"WGR",1041.30
5310,"ANT",52.00
5310,"BHY",196.00
5310,"CHW",318.00
5310,"KCX",1.00
5310,"MRL",6.50
5310,"RAJ",72.00
5310,"TOA",16973.00
5310,"TOP",60.00
5310,"WGR",1081.00
5311,"TOA",9829.00
5311,"WGR",170.00
5312,"CHW",101.10
5312,"GRV",266.70
5312,"MRL",7.00
5312,"POG",0.20
5312,"SRR",19.30
5312,"TOA",3531.00
5312,"TOP",144.00
5313,"CHW",59.30
5313,"GRV",110.20
5313,"MRL",2.90
5313,"NOX",0.60
5313,"TOA",535.00
5314,"ANT",58.00
5314,"GRV",332.00
5314,"KCX",18.00
5314,"SRX",6.00
5314,"TOP",39081.00
5315,"ANT",142.00
5315,"GRV",438.00
5315,"TOP",70856.00
5316,"ANT",112.00
5316,"GRV",692.00
5316,"SRX",13.00
5316,"TOP",43594.00
5317,"ANT",27.00
5317,"GRV",476.00
5317,"TOP",91158.00
5318,"BDN",0.10
5318,"CHW",0.70
5318,"GRV",1331.40
5318,"LAI",65.00
5318,"MCC",1.10
5318,"MOY",1.20
5318,"TOA",289951.00
5319,"GRV",53.90
5319,"LAI",20.00
5319,"TOA",233465.00
5320,"ANI",15254.60
5320,"AZT",0.10
5320,"GHP",9556.20
5320,"GYN",0.20
5320,"KCF",0.30
5320,"KCV",8.90
5320,"MMM",3.20
5320,"MOY",1.70
5320,"MZZ",0.40
5320,"NOD",0.90
5320,"NOG",193.60
5320,"NOL",0.50
5320,"NOR",90.80
5320,"NOS",572.30
5320,"NOX",0.60
5320,"PDG",0.10
5320,"PGE",0.20
5320,"SGI",58.70
5320,"SRR",94.20
5320,"SSI",82.20
5320,"TOP",165.00
5320,"TRH",0.20
5320,"TWT",0.80
5320,"UNK",1.20
5321,"ANI",22995.00
5321,"LXX",13.00
5322,"ANI",507887.00
5322,"GEP",0.80
5322,"GHP",66971.00
5322,"LXX",270.50
5322,"NOG",15.00
5322,"NOS",23655.40
5322,"TOP",1.90
5323,"ANI",452535.00
5323,"NOR",5.70
5323,"SGI",93.90
5323,"SQQ",0.20
5323,"SSI",34.90
5324,"ANT",16.10
5324,"GRV",421.70
5324,"SRX",9.50
5324,"TOP",9250.70
5325,"ANT",93.40
5325,"GRV",517.30
5325,"MRL",3.80
5325,"SRX",52.40
5325,"TOP",78825.80
5326,"ANT",243.40
5326,"GRV",1435.30
5326,"SRX",27.40
5326,"TOP",41124.20
5327,"ANT",376.10
5327,"GRV",1496.20
5327,"SRX",20.00
5327,"TOP",82781.80
5328,"ANT",128.10
5328,"GRV",659.00
5328,"SRX",5.00
5328,"TOP",62532.60
5329,"ANT",1549.70
5329,"GRV",4049.80
5329,"KCX",4.10
5329,"SRX",90.80
5329,"TOP",107389.60
5330,"ANT",380.50
5330,"GRV",3844.90
5330,"KCX",4.00
5330,"SRX",182.60
5330,"TOP",191014.50
5331,"ANT",1172.30
5331,"GRV",7092.30
5331,"SRX",59.20
5331,"TOP",166264.00
5332,"ANT",1869.90
5332,"GRV",6222.00
5332,"SRX",156.60
5332,"TOP",142541.60
5333,"ANT",319.70
5333,"GRV",2741.10
5333,"TOP",95462.70
5334,"ANT",35.60
5334,"GRV",1906.60
5334,"MRL",21.30
5334,"SRX",109.70
5334,"TOA",16330.90
5334,"TOP",23648.40
5335,"GRV",27279.00
5335,"ICX",3.30
5335,"MRL",252.60
5335,"SRX",41.20
5335,"TOA",157010.80
5336,"NOX",5.80
5336,"TOA",1641.80
5337,"ANT",18.70
5337,"GRV",2118.80
5337,"ICX",5.90
5337,"MRL",235.20
5337,"TOA",128017.60
5338,"GRV",1923.60
5338,"ICX",3.00
5338,"MRL",238.80
5338,"SRX",41.30
5338,"TOA",30204.60
5339,"ANT",685.50
5339,"GRV",4406.20
5339,"ICX",1500.30
5339,"MRL",480.60
5339,"TOA",143222.60
5340,"ANT",941.90
5340,"GRV",5665.70
5340,"ICX",944.00
5340,"MRL",466.70
5340,"TOA",61168.40
5341,"ANT",7.50
5341,"GRV",370.30
5341,"TOA",76536.00
5341,"TOP",510.80
5342,"ANT",92.00
5342,"GRV",628.00
5342,"TOA",38723.10
5343,"ANT",10.50
5343,"GRV",414.30
5343,"TOA",17717.10
5343,"TOP",4670.40
5344,"ANT",6.00
5344,"GRV",672.00
5344,"TOA",12789.00
5345,"GRV",103.00
5345,"TOA",871.90
5346,"ANT",106.00
5346,"GRV",358.00
5346,"KCX",2.00
5346,"SRX",43.00
5346,"TOP",4642.20
5347,"ANT",48.00
5347,"GRV",132.40
5347,"SRX",66.00
5347,"TOP",1710.00
5348,"ANT",23.00
5348,"GRV",512.00
