"ISO3166","WHENCE","SITE","YEAR","VALUE"
"USA","WAYCOTT","JMSPH-James",2002,114
"USA","WAYCOTT","JMSPH-James",2003,53
"USA","WAYCOTT","JMSPH-James",2004,30
"USA","WAYCOTT","JMSPH-James",2005,0
"USA","WAYCOTT","LYNPH- Lynnhaven",1984,38
"USA","WAYCOTT","LYNPH- Lynnhaven",1985,37
"USA","WAYCOTT","LYNPH- Lynnhaven",1986,43
"USA","WAYCOTT","LYNPH- Lynnhaven",1987,40
"USA","WAYCOTT","LYNPH- Lynnhaven",1989,38
"USA","WAYCOTT","LYNPH- Lynnhaven",1990,29
"USA","WAYCOTT","LYNPH- Lynnhaven",1991,24
"USA","WAYCOTT","LYNPH- Lynnhaven",1992,20
"USA","WAYCOTT","LYNPH- Lynnhaven",1993,21
"USA","WAYCOTT","LYNPH- Lynnhaven",1994,43
"USA","WAYCOTT","LYNPH- Lynnhaven",1995,13
"USA","WAYCOTT","LYNPH- Lynnhaven",1996,30
"USA","WAYCOTT","LYNPH- Lynnhaven",1997,16
"USA","WAYCOTT","LYNPH- Lynnhaven",1998,17
"USA","WAYCOTT","LYNPH- Lynnhaven",1999,38
"USA","WAYCOTT","LYNPH- Lynnhaven",2000,19
"USA","WAYCOTT","LYNPH- Lynnhaven",2001,17
"USA","WAYCOTT","LYNPH- Lynnhaven",2002,16
"USA","WAYCOTT","LYNPH- Lynnhaven",2003,0
"USA","WAYCOTT","LYNPH- Lynnhaven",2004,4
"USA","WAYCOTT","LYNPH- Lynnhaven",2005,8
"USA","WAYCOTT","MOBPH- Mobjack",1984,2736
"USA","WAYCOTT","MOBPH- Mobjack",1985,2847
"USA","WAYCOTT","MOBPH- Mobjack",1986,2821
"USA","WAYCOTT","MOBPH- Mobjack",1987,2913
"USA","WAYCOTT","MOBPH- Mobjack",1989,3667
"USA","WAYCOTT","MOBPH- Mobjack",1990,3983
"USA","WAYCOTT","MOBPH- Mobjack",1991,4287
"USA","WAYCOTT","MOBPH- Mobjack",1992,4361
"USA","WAYCOTT","MOBPH- Mobjack",1993,4430
"USA","WAYCOTT","MOBPH- Mobjack",1994,4375
"USA","WAYCOTT","MOBPH- Mobjack",1995,4389
"USA","WAYCOTT","MOBPH- Mobjack",1996,4303
"USA","WAYCOTT","MOBPH- Mobjack",1997,4442
"USA","WAYCOTT","MOBPH- Mobjack",1998,4082
"USA","WAYCOTT","MOBPH- Mobjack",1999,3584
"USA","WAYCOTT","MOBPH- Mobjack",2000,3694
"USA","WAYCOTT","MOBPH- Mobjack",2001,3850
"USA","WAYCOTT","MOBPH- Mobjack",2002,3538
"USA","WAYCOTT","MOBPH- Mobjack",2003,3423
"USA","WAYCOTT","MOBPH- Mobjack",2004,3055
"USA","WAYCOTT","MOBPH- Mobjack",2005,2916
"USA","WAYCOTT","PIAMH - Piankatank",1984,10
"USA","WAYCOTT","PIAMH - Piankatank",1985,10
"USA","WAYCOTT","PIAMH - Piankatank",1986,10
"USA","WAYCOTT","PIAMH - Piankatank",1987,43
"USA","WAYCOTT","PIAMH - Piankatank",1989,142
"USA","WAYCOTT","PIAMH - Piankatank",1990,242
"USA","WAYCOTT","PIAMH - Piankatank",1991,270
"USA","WAYCOTT","PIAMH - Piankatank",1992,323
"USA","WAYCOTT","PIAMH - Piankatank",1993,435
"USA","WAYCOTT","PIAMH - Piankatank",1994,250
"USA","WAYCOTT","PIAMH - Piankatank",1995,144
"USA","WAYCOTT","PIAMH - Piankatank",1996,142
"USA","WAYCOTT","PIAMH - Piankatank",1997,175
"USA","WAYCOTT","PIAMH - Piankatank",1998,132
"USA","WAYCOTT","PIAMH - Piankatank",1999,117
"USA","WAYCOTT","PIAMH - Piankatank",2000,171
"USA","WAYCOTT","PIAMH - Piankatank",2001,218
"USA","WAYCOTT","PIAMH - Piankatank",2002,284
"USA","WAYCOTT","PIAMH - Piankatank",2003,181
"USA","WAYCOTT","PIAMH - Piankatank",2004,179
"USA","WAYCOTT","PIAMH - Piankatank",2005,211
"USA","WAYCOTT","POCMH - Pocomoke",1984,431
"USA","WAYCOTT","POCMH - Pocomoke",1985,385
"USA","WAYCOTT","POCMH - Pocomoke",1986,556
"USA","WAYCOTT","POCMH - Pocomoke",1987,474
"USA","WAYCOTT","POCMH - Pocomoke",1989,600
"USA","WAYCOTT","POCMH - Pocomoke",1990,595
"USA","WAYCOTT","POCMH - Pocomoke",1991,732
"USA","WAYCOTT","POCMH - Pocomoke",1992,719
"USA","WAYCOTT","POCMH - Pocomoke",1993,776
"USA","WAYCOTT","POCMH - Pocomoke",1994,665
"USA","WAYCOTT","POCMH - Pocomoke",1995,655
"USA","WAYCOTT","POCMH - Pocomoke",1996,652
"USA","WAYCOTT","POCMH - Pocomoke",1997,530
"USA","WAYCOTT","POCMH - Pocomoke",1998,459
"USA","WAYCOTT","POCMH - Pocomoke",1999,466
"USA","WAYCOTT","POCMH - Pocomoke",2000,489
"USA","WAYCOTT","POCMH - Pocomoke",2001,619
"USA","WAYCOTT","POCMH - Pocomoke",2002,733
"USA","WAYCOTT","POCMH - Pocomoke",2003,674
"USA","WAYCOTT","POCMH - Pocomoke",2004,471
"USA","WAYCOTT","POCMH - Pocomoke",2005,723
"USA","WAYCOTT","RPPMH - Rappahannock",1984,4
"USA","WAYCOTT","RPPMH - Rappahannock",1985,1
"USA","WAYCOTT","RPPMH - Rappahannock",1986,0
"USA","WAYCOTT","RPPMH - Rappahannock",1987,13
"USA","WAYCOTT","RPPMH - Rappahannock",1989,48
"USA","WAYCOTT","RPPMH - Rappahannock",1990,51
"USA","WAYCOTT","RPPMH - Rappahannock",1991,31
"USA","WAYCOTT","RPPMH - Rappahannock",1992,37
"USA","WAYCOTT","RPPMH - Rappahannock",1993,62
"USA","WAYCOTT","RPPMH - Rappahannock",1994,27
"USA","WAYCOTT","RPPMH - Rappahannock",1995,19
"USA","WAYCOTT","RPPMH - Rappahannock",1995,12
"USA","WAYCOTT","RPPMH - Rappahannock",1997,9
"USA","WAYCOTT","RPPMH - Rappahannock",1998,5
"USA","WAYCOTT","RPPMH - Rappahannock",1999,3
"USA","WAYCOTT","RPPMH - Rappahannock",2000,10
"USA","WAYCOTT","RPPMH - Rappahannock",2001,57
"USA","WAYCOTT","RPPMH - Rappahannock",2002,122
"USA","WAYCOTT","RPPMH - Rappahannock",2003,9
"USA","WAYCOTT","RPPMH - Rappahannock",2004,5
"USA","WAYCOTT","RPPMH - Rappahannock",2005,44
"USA","WAYCOTT","YRKPH - York",1984,179
"USA","WAYCOTT","YRKPH - York",1985,4441
"USA","WAYCOTT","YRKPH - York",1986,5173
"USA","WAYCOTT","YRKPH - York",1987,4250
"USA","WAYCOTT","YRKPH - York",1989,5391
"USA","WAYCOTT","YRKPH - York",1990,5535
"USA","WAYCOTT","YRKPH - York",1991,5941
"USA","WAYCOTT","YRKPH - York",1992,5996
"USA","WAYCOTT","YRKPH - York",1993,5727
"USA","WAYCOTT","YRKPH - York",1994,4325
"USA","WAYCOTT","YRKPH - York",1995,4065
"USA","WAYCOTT","YRKPH - York",1996,3965
"USA","WAYCOTT","YRKPH - York",1997,3738
"USA","WAYCOTT","YRKPH - York",1998,2623
"USA","WAYCOTT","YRKPH - York",1999,3785
"USA","WAYCOTT","YRKPH - York",2000,4233
"USA","WAYCOTT","YRKPH - York",2001,4368
"USA","WAYCOTT","YRKPH - York",2002,4922
"USA","WAYCOTT","YRKPH - York",2003,3463
"USA","WAYCOTT","YRKPH - York",2004,3202
"USA","WAYCOTT","YRKPH - York",2005,4107
"USA","WAYCOTT","YRKPH - York",1984,179
"USA","WAYCOTT","YRKPH - York",1985,176
"USA","WAYCOTT","YRKPH - York",1986,173
"USA","WAYCOTT","YRKPH - York",1987,190
"USA","WAYCOTT","YRKPH - York",1989,233
"USA","WAYCOTT","YRKPH - York",1990,
"USA","WAYCOTT","YRKPH - York",1991,267
"USA","WAYCOTT","YRKPH - York",1992,274
"USA","WAYCOTT","YRKPH - York",1993,282
"USA","WAYCOTT","YRKPH - York",1994,296
"USA","WAYCOTT","YRKPH - York",1995,302
"USA","WAYCOTT","YRKPH - York",1996,307
"USA","WAYCOTT","YRKPH - York",1997,339
"USA","WAYCOTT","YRKPH - York",1998,303
"USA","WAYCOTT","YRKPH - York",1999,265
"USA","WAYCOTT","YRKPH - York",2000,308
"USA","WAYCOTT","YRKPH - York",2001,324
"USA","WAYCOTT","YRKPH - York",2002,373
"USA","WAYCOTT","YRKPH - York",2003,359
"USA","WAYCOTT","YRKPH - York",2004,242
"USA","WAYCOTT","YRKPH - York",2005,177
"USA","WAYCOTT","BIGMH - Big Annenessex",1984,0
"USA","WAYCOTT","BIGMH - Big Annenessex",1985,52
"USA","WAYCOTT","BIGMH - Big Annenessex",1986,76
"USA","WAYCOTT","BIGMH - Big Annenessex",1987,26
"USA","WAYCOTT","BIGMH - Big Annenessex",1989,47
"USA","WAYCOTT","BIGMH - Big Annenessex",1990,41
"USA","WAYCOTT","BIGMH - Big Annenessex",1991,75
"USA","WAYCOTT","BIGMH - Big Annenessex",1992,70
"USA","WAYCOTT","BIGMH - Big Annenessex",1993,64
"USA","WAYCOTT","BIGMH - Big Annenessex",1995,71
"USA","WAYCOTT","BIGMH - Big Annenessex",1996,44
"USA","WAYCOTT","BIGMH - Big Annenessex",1997,59
"USA","WAYCOTT","BIGMH - Big Annenessex",1998,38
"USA","WAYCOTT","BIGMH - Big Annenessex",1999,65
"USA","WAYCOTT","BIGMH - Big Annenessex",2000,84
"USA","WAYCOTT","BIGMH - Big Annenessex",2001,93
"USA","WAYCOTT","BIGMH - Big Annenessex",2002,105
"USA","WAYCOTT","BIGMH - Big Annenessex",2003,63
"USA","WAYCOTT","BIGMH - Big Annenessex",2004,90
"USA","WAYCOTT","BIGMH - Big Annenessex",2005,112
"USA","WAYCOTT","East River",1937,327.71
"USA","WAYCOTT","East River",1953,488.71
"USA","WAYCOTT","East River",1963,428.8
"USA","WAYCOTT","East River",1971,420
"USA","WAYCOTT","East River",1974,211.43
"USA","WAYCOTT","East River",1978,239.51
"USA","WAYCOTT","East River",1981,151.1
"USA","WAYCOTT","East River",1984,201.18
"USA","WAYCOTT","East River",1985,177.28
"USA","WAYCOTT","East River",1986,173.64
"USA","WAYCOTT","East River",1987,185.411
"USA","WAYCOTT","East River",1989,225.94
"USA","WAYCOTT","East River",1990,235.76
"USA","WAYCOTT","East River",1991,252.62
"USA","WAYCOTT","East River",1992,267.43
"USA","WAYCOTT","East River",1993,269.52
"USA","WAYCOTT","East River",1994,298.5
"USA","WAYCOTT","East River",1995,303.21
"USA","WAYCOTT","East River",1996,302.72
"USA","WAYCOTT","East River",1997,309.05
"USA","WAYCOTT","East River",1998,298.35
"USA","WAYCOTT","East River",1999,265.92
"USA","WAYCOTT","East River",2000,308.89
"USA","WAYCOTT","East River",2001,310.33
"USA","WAYCOTT","East River",2002,299.02
"USA","WAYCOTT","East River",2003,294.67
"USA","WAYCOTT","East River",2004,290.74
"USA","WAYCOTT","East River",2005,275.29
"USA","WAYCOTT","East River",2006,205.2
"USA","WAYCOTT","Fleets Bay",1937,267.86
"USA","WAYCOTT","Fleets Bay",1953,296.09
"USA","WAYCOTT","Fleets Bay",1961,543.09
"USA","WAYCOTT","Fleets Bay",1969,523.76
"USA","WAYCOTT","Fleets Bay",1974,300
"USA","WAYCOTT","Fleets Bay",1978,77.31
"USA","WAYCOTT","Fleets Bay",1981,73.04
"USA","WAYCOTT","Fleets Bay",1984,109.4
"USA","WAYCOTT","Fleets Bay",1985,90.99
"USA","WAYCOTT","Fleets Bay",1986,94.74
"USA","WAYCOTT","Fleets Bay",1987,154.85
"USA","WAYCOTT","Fleets Bay",1989,210.57
"USA","WAYCOTT","Fleets Bay",1990,240.27
"USA","WAYCOTT","Fleets Bay",1991,239.45
"USA","WAYCOTT","Fleets Bay",1992,285.81
"USA","WAYCOTT","Fleets Bay",1993,307.46
"USA","WAYCOTT","Fleets Bay",1994,302.75
"USA","WAYCOTT","Fleets Bay",1995,289.27
"USA","WAYCOTT","Fleets Bay",1996,293.91
"USA","WAYCOTT","Fleets Bay",1997,271.83
"USA","WAYCOTT","Fleets Bay",1998,280.44
"USA","WAYCOTT","Fleets Bay",1999,266.24
"USA","WAYCOTT","Fleets Bay",2000,291.69
"USA","WAYCOTT","Fleets Bay",2001,299.4
"USA","WAYCOTT","Fleets Bay",2002,366.08
"USA","WAYCOTT","Fleets Bay",2003,239.99
"USA","WAYCOTT","Fleets Bay",2004,252.12
"USA","WAYCOTT","Fleets Bay",2005,294.76
"USA","WAYCOTT","Fleets Bay",2006,234.17
"USA","WAYCOTT","Jenkins Neck",1937,203.33
"USA","WAYCOTT","Jenkins Neck",1951,360.26
"USA","WAYCOTT","Jenkins Neck",1960,364.16
"USA","WAYCOTT","Jenkins Neck",1971,223.01
"USA","WAYCOTT","Jenkins Neck",1974,200
"USA","WAYCOTT","Jenkins Neck",1978,129
"USA","WAYCOTT","Jenkins Neck",1981,125.23
"USA","WAYCOTT","Jenkins Neck",1984,193.01
"USA","WAYCOTT","Jenkins Neck",1985,192.24
"USA","WAYCOTT","Jenkins Neck",1986,198.95
"USA","WAYCOTT","Jenkins Neck",1987,202.75
"USA","WAYCOTT","Jenkins Neck",1989,247.19
"USA","WAYCOTT","Jenkins Neck",1990,259.06
"USA","WAYCOTT","Jenkins Neck",1991,272.43
"USA","WAYCOTT","Jenkins Neck",1992,281.41
"USA","WAYCOTT","Jenkins Neck",1993,282.31
"USA","WAYCOTT","Jenkins Neck",1994,301.12
"USA","WAYCOTT","Jenkins Neck",1995,300.85
"USA","WAYCOTT","Jenkins Neck",1996,301.33
"USA","WAYCOTT","Jenkins Neck",1997,328.38
"USA","WAYCOTT","Jenkins Neck",1998,305.48
"USA","WAYCOTT","Jenkins Neck",1999,278.87
"USA","WAYCOTT","Jenkins Neck",2000,298.14
"USA","WAYCOTT","Jenkins Neck",2001,303
"USA","WAYCOTT","Jenkins Neck",2002,309.55
"USA","WAYCOTT","Jenkins Neck",2003,312.3
"USA","WAYCOTT","Jenkins Neck",2004,215.43
"USA","WAYCOTT","Jenkins Neck",2005,152.74
"USA","WAYCOTT","Jenkins Neck",2006,147.6
"USA","WAYCOTT","Vaucluse Shores",1938,405.18
"USA","WAYCOTT","Vaucluse Shores",1949,399.41
"USA","WAYCOTT","Vaucluse Shores",1955,370.54
"USA","WAYCOTT","Vaucluse Shores",1966,399.36
"USA","WAYCOTT","Vaucluse Shores",1972,355.88
"USA","WAYCOTT","Vaucluse Shores",1978,316.27
"USA","WAYCOTT","Vaucluse Shores",1981,290.08
"USA","WAYCOTT","Vaucluse Shores",1984,290.18
"USA","WAYCOTT","Vaucluse Shores",1985,277.23
"USA","WAYCOTT","Vaucluse Shores",1986,295.74
"USA","WAYCOTT","Vaucluse Shores",1987,259.41
"USA","WAYCOTT","Vaucluse Shores",1989,280.01
"USA","WAYCOTT","Vaucluse Shores",1990,307.71
"USA","WAYCOTT","Vaucluse Shores",1991,339.36
"USA","WAYCOTT","Vaucluse Shores",1992,370.74
"USA","WAYCOTT","Vaucluse Shores",1993,395.2
"USA","WAYCOTT","Vaucluse Shores",1994,353.09
"USA","WAYCOTT","Vaucluse Shores",1995,349.18
"USA","WAYCOTT","Vaucluse Shores",1996,344.31
"USA","WAYCOTT","Vaucluse Shores",1997,368.03
"USA","WAYCOTT","Vaucluse Shores",1998,354.61
"USA","WAYCOTT","Vaucluse Shores",1999,365.33
"USA","WAYCOTT","Vaucluse Shores",2000,355.9
"USA","WAYCOTT","Vaucluse Shores",2001,354.88
"USA","WAYCOTT","Vaucluse Shores",2002,250.36
"USA","WAYCOTT","Vaucluse Shores",2003,351.3
"USA","WAYCOTT","Vaucluse Shores",2004,303.83
"USA","WAYCOTT","Vaucluse Shores",2005,306.92
"USA","WAYCOTT","Vaucluse Shores",2006,206.04
"USA","WAYCOTT","Parrott Islands",1937,189.53
"USA","WAYCOTT","Parrott Islands",1951,355.37
"USA","WAYCOTT","Parrott Islands",1960,353.73
"USA","WAYCOTT","Parrott Islands",1968,277.62
"USA","WAYCOTT","Parrott Islands",1971,0
"USA","WAYCOTT","Mumfort Isalnds",1937,91.63
"USA","WAYCOTT","Mumfort Isalnds",1953,241.92
"USA","WAYCOTT","Mumfort Isalnds",1960,213.84
"USA","WAYCOTT","Mumfort Isalnds",1971,200
"USA","WAYCOTT","Mumfort Isalnds",1974,5.67
"USA","WAYCOTT","Mumfort Isalnds",1990,1.48
"USA","WAYCOTT","Mumfort Isalnds",2000,0.09
"USA","WAYCOTT","Bass River",1994,5.86
"USA","WAYCOTT","Bass River",2000,1.19
"USA","WAYCOTT","Beverly Harbor/Danvers River",1995,4.11
"USA","WAYCOTT","Beverly Harbor/Danvers River",2001,2.29
"USA","WAYCOTT","Boston Harbor South",1995,73.06
"USA","WAYCOTT","Boston Harbor South",2001,15.87
"USA","WAYCOTT","Bournes Pond",1994,18.91
"USA","WAYCOTT","Bournes Pond",2000,11.29
"USA","WAYCOTT","Buttermilk and Little Buttermilk Bays",1996,38.22
"USA","WAYCOTT","Buttermilk and Little Buttermilk Bays",2002,0
"USA","WAYCOTT","Cape Pogue Pond / Pochet Pond / Calebs Pond",1994,220.43
"USA","WAYCOTT","Cape Pogue Pond / Pochet Pond / Calebs Pond",1999,179.11
"USA","WAYCOTT","Duxbury/Plymouth Harbors",1995,906.03
"USA","WAYCOTT","Duxbury/Plymouth Harbors",2000,791.38
"USA","WAYCOTT","Gloucester harbor",1996,18.37
"USA","WAYCOTT","Gloucester harbor",2000,1.53
"USA","WAYCOTT","Herring River",1994,3.4
"USA","WAYCOTT","Herring River",2000,1.53
"USA","WAYCOTT","Hyannis Harbor",1994,68.35
"USA","WAYCOTT","Hyannis Harbor",2000,53.4
"USA","WAYCOTT","Lagoon Pond",1994,66.44
"USA","WAYCOTT","Lagoon Pond",1999,29.04
"USA","WAYCOTT","Lake Tashmoo",1994,36.92
"USA","WAYCOTT","Lake Tashmoo",1999,15.5
"USA","WAYCOTT","Little Pond",1994,5.96
"USA","WAYCOTT","Little Pond",2000,2.46
"USA","WAYCOTT","Lower Pleasant Bay",1994,513.06
"USA","WAYCOTT","Lower Pleasant Bay",2000,468.93
"USA","WAYCOTT","Lynn Harbor",1996,288.7
"USA","WAYCOTT","Lynn Harbor",2001,259.28
"USA","WAYCOTT","Madaket Harbor",1994,271.66
"USA","WAYCOTT","Madaket Harbor",1999,244.59
"USA","WAYCOTT","Manchester Harbor",1996,58.39
"USA","WAYCOTT","Manchester Harbor",2001,47.53
"USA","WAYCOTT","Marblehead Harbor",1996,10.21
"USA","WAYCOTT","Marblehead Harbor",2001,5.06
"USA","WAYCOTT","Menemsha Pond",1994,171.74
"USA","WAYCOTT","Menemsha Pond",1999,143
"USA","WAYCOTT","Morris Island",1994,68.57
"USA","WAYCOTT","Morris Island",2000,59.62
"USA","WAYCOTT","Nantucket Harbor",1994,964.11
"USA","WAYCOTT","Nantucket Harbor",1999,698.62
"USA","WAYCOTT","New Bedford Harbor (Outer) / Clarks Cove",1996,54.58
"USA","WAYCOTT","New Bedford Harbor (Outer) / Clarks Cove",2002,48.5
"USA","WAYCOTT","Ryders Cove / Crow Pond / Bassing Harbor",1994,59.29
"USA","WAYCOTT","Ryders Cove / Crow Pond / Bassing Harbor",2000,44.72
"USA","WAYCOTT","Salem Harbor",1996,41.87
"USA","WAYCOTT","Salem Harbor",2001,7.87
"USA","WAYCOTT","Scituate Harbor",1995,2000
"USA","WAYCOTT","Scituate Harbor",2000,4.1
"USA","WAYCOTT","Stage Harbor System",1994,104.59
"USA","WAYCOTT","Stage Harbor System",2000,64.99
"USA","WAYCOTT","Three Bays",1994,4.35
"USA","WAYCOTT","Three Bays",2000,0
"USA","WAYCOTT","Upper Pleasant Bay",1994,120.82
"USA","WAYCOTT","Upper Pleasant Bay",2000,76.24
"USA","WAYCOTT","Wareham River / Marks Cove",1996,21.92
"USA","WAYCOTT","Wareham River / Marks Cove",2002,1.05
"USA","WAYCOTT","West Falmouth Harbor",1996,21.92
"USA","WAYCOTT","West Falmouth Harbor",2002,20.35
"USA","WAYCOTT","Westport River - East and West Branch",1996,273.05
"USA","WAYCOTT","Westport River - East and West Branch",2002,188.36
"USA","WAYCOTT","Weweantic River",1996,20.63
"USA","WAYCOTT","Weweantic River",2002,8.82
"USA","WAYCOTT","Wild Harbor",1996,8.06
"USA","WAYCOTT","Wild Harbor",2002,7.08
"USA","WAYCOTT","Boston Harbor North",1995,0
"USA","WAYCOTT","Boston Harbor North",2001,11.1
"USA","WAYCOTT","Cohasset Harbor",1995,45.56
"USA","WAYCOTT","Cohasset Harbor",2001,47
"USA","WAYCOTT","Lewis Bay",1995,0.16
"USA","WAYCOTT","Lewis Bay",2001,0.48
"USA","WAYCOTT","Coastal Bend",1958,10584
"USA","WAYCOTT","Coastal Bend",1994,11385
"USA","WAYCOTT","Galveston Bay",1956,2025
"USA","WAYCOTT","Galveston Bay",1998,210
"USA","WAYCOTT","Chandeleur Islands",1969,6377
"USA","WAYCOTT","Chandeleur Islands",1969,4669
"USA","WAYCOTT","Chandeleur Islands",1992,6539
"USA","WAYCOTT","Chandeleur Islands",1995,4511
"USA","WAYCOTT","Mississippi Sound",1992,600
"USA","WAYCOTT","Mississippi Sound",2003,298
"USA","WAYCOTT","Mobile Bay",1981,1105
"USA","WAYCOTT","Mobile Bay",2003,200
"USA","WAYCOTT","Perdido Bay",1940,475
"USA","WAYCOTT","Perdido Bay",2003,120
"USA","WAYCOTT","Pensacola Bay",1968,3800
"USA","WAYCOTT","Pensacola Bay",1992,1814
"USA","WAYCOTT","Choctawhatchee Bay",1983,1237
"USA","WAYCOTT","Choctawhatchee Bay",1992,1722
"USA","WAYCOTT","St. Andrew Bay",1964,4706
"USA","WAYCOTT","St. Andrew Bay",1992,3979
"USA","WAYCOTT","Big Bend",1984,520000
"USA","WAYCOTT","Big Bend",1992,250000
"USA","WAYCOTT","Greater Charlotte Harbor",1982,23127
"USA","WAYCOTT","Greater Charlotte Harbor",1999,21802
"USA","WAYCOTT","Florida Bay",1987,142473
"USA","WAYCOTT","Florida Bay",1994,124787
"USA","WAYCOTT","Mississippi Bays",1969,5520
"USA","WAYCOTT","Mississippi Bays",1992,600
"USA","WAYCOTT","Upper Laguna Madre",1967,11800
"USA","WAYCOTT","Upper Laguna Madre",1988,24900
"USA","WAYCOTT","Upper Laguna Madre",1999,21400
"USA","WAYCOTT","Lemon Bay",1988,1055
"USA","WAYCOTT","Lemon Bay",1994,1067
"USA","WAYCOTT","Lemon Bay",1996,1054
"USA","WAYCOTT","Lemon Bay",1999,1049
"USA","WAYCOTT","Lemon Bay",2001,1046
"USA","WAYCOTT","Lemon Bay",2003,1110
"USA","WAYCOTT","Placida, Upper Charlotte Harbor",1982,957
"USA","WAYCOTT","Placida, Upper Charlotte Harbor",1988,1416
"USA","WAYCOTT","Placida, Upper Charlotte Harbor",1992,1384
"USA","WAYCOTT","Placida, Upper Charlotte Harbor",1994,1344
"USA","WAYCOTT","Placida, Upper Charlotte Harbor",1996,1460
"USA","WAYCOTT","Placida, Upper Charlotte Harbor",1999,1503
"USA","WAYCOTT","Placida, Upper Charlotte Harbor",2001,1531
"USA","WAYCOTT","Placida, Upper Charlotte Harbor",2003,1625
"USA","WAYCOTT","South Harbor, Upper Charlotte Harbor",1982,3544
"USA","WAYCOTT","South Harbor, Upper Charlotte Harbor",1988,3710
"USA","WAYCOTT","South Harbor, Upper Charlotte Harbor",1992,3662
"USA","WAYCOTT","South Harbor, Upper Charlotte Harbor",1994,3659
"USA","WAYCOTT","South Harbor, Upper Charlotte Harbor",1996,3648
"USA","WAYCOTT","South Harbor, Upper Charlotte Harbor",1999,3340
"USA","WAYCOTT","South Harbor, Upper Charlotte Harbor",2001,3313
"USA","WAYCOTT","South Harbor, Upper Charlotte Harbor",2003,3488
"USA","WAYCOTT","West Wall, Upper Charlotte Harbor",1982,665
"USA","WAYCOTT","West Wall, Upper Charlotte Harbor",1988,580
"USA","WAYCOTT","West Wall, Upper Charlotte Harbor",1992,490
"USA","WAYCOTT","West Wall, Upper Charlotte Harbor",1994,671
"USA","WAYCOTT","West Wall, Upper Charlotte Harbor",1996,790
"USA","WAYCOTT","West Wall, Upper Charlotte Harbor",1999,699
"USA","WAYCOTT","West Wall, Upper Charlotte Harbor",2001,699
"USA","WAYCOTT","West Wall, Upper Charlotte Harbor",2003,646
"USA","WAYCOTT","East Wall, Upper Charlotte Harbor",1982,1548
"USA","WAYCOTT","East Wall, Upper Charlotte Harbor",1988,1372
"USA","WAYCOTT","East Wall, Upper Charlotte Harbor",1992,1361
"USA","WAYCOTT","East Wall, Upper Charlotte Harbor",1994,1416
"USA","WAYCOTT","East Wall, Upper Charlotte Harbor",1996,1371
"USA","WAYCOTT","East Wall, Upper Charlotte Harbor",1999,1452
"USA","WAYCOTT","East Wall, Upper Charlotte Harbor",2001,1454
"USA","WAYCOTT","East Wall, Upper Charlotte Harbor",2003,1315
"USA","WAYCOTT","Middle Harbor, Upper Charlotte Harbor",1982,70
"USA","WAYCOTT","Middle Harbor, Upper Charlotte Harbor",1988,50
"USA","WAYCOTT","Middle Harbor, Upper Charlotte Harbor",1992,50
"USA","WAYCOTT","Middle Harbor, Upper Charlotte Harbor",1994,60
"USA","WAYCOTT","Middle Harbor, Upper Charlotte Harbor",1996,76
"USA","WAYCOTT","Middle Harbor, Upper Charlotte Harbor",1999,62
"USA","WAYCOTT","Middle Harbor, Upper Charlotte Harbor",2001,64
"USA","WAYCOTT","Middle Harbor, Upper Charlotte Harbor",2003,43
"USA","WAYCOTT","Myakka River, Upper Charlotte Harbor",1982,218
"USA","WAYCOTT","Myakka River, Upper Charlotte Harbor",1988,161
"USA","WAYCOTT","Myakka River, Upper Charlotte Harbor",1992,130
"USA","WAYCOTT","Myakka River, Upper Charlotte Harbor",1994,189
"USA","WAYCOTT","Myakka River, Upper Charlotte Harbor",1996,203
"USA","WAYCOTT","Myakka River, Upper Charlotte Harbor",1999,191
"USA","WAYCOTT","Myakka River, Upper Charlotte Harbor",2001,185
"USA","WAYCOTT","Myakka River, Upper Charlotte Harbor",2003,118
"USA","WAYCOTT","Peace River, Upper Charlotte Harbor",1982,397
"USA","WAYCOTT","Peace River, Upper Charlotte Harbor",1988,158
"USA","WAYCOTT","Peace River, Upper Charlotte Harbor",1992,167
"USA","WAYCOTT","Peace River, Upper Charlotte Harbor",1994,196
"USA","WAYCOTT","Peace River, Upper Charlotte Harbor",1999,109
"USA","WAYCOTT","Peace River, Upper Charlotte Harbor",2001,138
"USA","WAYCOTT","Peace River, Upper Charlotte Harbor",2003,106
"USA","WAYCOTT","Pine Island Sound, Lower Charlotte Harbor",1982,9857
"USA","WAYCOTT","Pine Island Sound, Lower Charlotte Harbor",1999,10483
"USA","WAYCOTT","Pine Island Sound, Lower Charlotte Harbor",2002,10647
"USA","WAYCOTT","Matlacha Pass, Lower Charlotte Harbor",1982,3247
"USA","WAYCOTT","Matlacha Pass, Lower Charlotte Harbor",1999,2456
"USA","WAYCOTT","Matlacha Pass, Lower Charlotte Harbor",2002,2784
"USA","WAYCOTT","San Carlos Bay, Lower Charlotte harbor",1989,2420
"USA","WAYCOTT","San Carlos Bay, Lower Charlotte harbor",1999,1504
"USA","WAYCOTT","San Carlos Bay, Lower Charlotte harbor",2002,1768
"USA","WAYCOTT","San Carlos Bay, Lower Charlotte Harbor",1989,242
"USA","WAYCOTT","San Carlos Bay, Lower Charlotte Harbor",1999,1
"USA","WAYCOTT","San Carlos Bay, Lower Charlotte Harbor",2002,42
"USA","WAYCOTT","Estero Bay",1999,1008
"USA","WAYCOTT","Estero Bay",2002,975
