"rgn_nm","rgn_id","country","species","fao","environment","year","yield"
"Australia",16,"Australia","Giant tiger prawn","Pacific, Southwest","Brackishwater",2011,0
"Australia",16,"Australia","Giant tiger prawn","Pacific, Southwest","Brackishwater",2012,0
"Australia",16,"Australia","Giant tiger prawn","Pacific, Western Central","Marine",2003,0
"Australia",16,"Australia","Giant tiger prawn","Pacific, Western Central","Marine",2004,0
"Australia",16,"Australia","Giant tiger prawn","Pacific, Western Central","Marine",2005,0
"Australia",16,"Australia","Giant tiger prawn","Pacific, Western Central","Marine",2006,0
"Australia",16,"Australia","Giant tiger prawn","Pacific, Western Central","Marine",2007,0
"Australia",16,"Australia","Giant tiger prawn","Pacific, Western Central","Marine",2008,0
"Australia",16,"Australia","Giant tiger prawn","Pacific, Western Central","Marine",2009,0
"Australia",16,"Australia","Giant tiger prawn","Pacific, Western Central","Marine",2010,0
"Australia",16,"Australia","Giant tiger prawn","Pacific, Western Central","Marine",2011,0
"Australia",16,"Australia","Giant tiger prawn","Pacific, Western Central","Marine",2012,0
"Australia",16,"Australia","Indo-Pacific swamp crab","Indian Ocean, Eastern","Brackishwater",2003,0
"Australia",16,"Australia","Indo-Pacific swamp crab","Indian Ocean, Eastern","Brackishwater",2004,0
"Australia",16,"Australia","Indo-Pacific swamp crab","Indian Ocean, Eastern","Brackishwater",2005,0
"Australia",16,"Australia","Indo-Pacific swamp crab","Indian Ocean, Eastern","Brackishwater",2006,0
"Australia",16,"Australia","Indo-Pacific swamp crab","Indian Ocean, Eastern","Brackishwater",2007,0
"Australia",16,"Australia","Indo-Pacific swamp crab","Indian Ocean, Eastern","Brackishwater",2008,0
"Australia",16,"Australia","Indo-Pacific swamp crab","Indian Ocean, Eastern","Brackishwater",2009,0
"Australia",16,"Australia","Indo-Pacific swamp crab","Indian Ocean, Eastern","Brackishwater",2010,0
"Australia",16,"Australia","Indo-Pacific swamp crab","Indian Ocean, Eastern","Brackishwater",2011,0
"Australia",16,"Australia","Indo-Pacific swamp crab","Indian Ocean, Eastern","Brackishwater",2012,0
"Australia",16,"Australia","Kuruma prawn","Pacific, Southwest","Brackishwater",2003,0
"Australia",16,"Australia","Kuruma prawn","Pacific, Southwest","Brackishwater",2004,0
"Australia",16,"Australia","Kuruma prawn","Pacific, Southwest","Brackishwater",2005,0
"Australia",16,"Australia","Kuruma prawn","Pacific, Southwest","Brackishwater",2006,0
"Australia",16,"Australia","Kuruma prawn","Pacific, Southwest","Brackishwater",2007,0
"Australia",16,"Australia","Kuruma prawn","Pacific, Southwest","Brackishwater",2008,0
"Australia",16,"Australia","Kuruma prawn","Pacific, Southwest","Brackishwater",2009,0
"Australia",16,"Australia","Kuruma prawn","Pacific, Southwest","Brackishwater",2010,0
"Australia",16,"Australia","Kuruma prawn","Pacific, Southwest","Brackishwater",2011,0
"Australia",16,"Australia","Kuruma prawn","Pacific, Southwest","Brackishwater",2012,0
"Australia",16,"Australia","Marine fishes nei","Indian Ocean, Eastern","Marine",2003,41
"Australia",16,"Australia","Marine fishes nei","Indian Ocean, Eastern","Marine",2004,4
"Australia",16,"Australia","Marine fishes nei","Indian Ocean, Eastern","Marine",2005,9
"Australia",16,"Australia","Marine fishes nei","Indian Ocean, Eastern","Marine",2006,27
"Australia",16,"Australia","Marine fishes nei","Indian Ocean, Eastern","Marine",2007,0
"Australia",16,"Australia","Marine fishes nei","Indian Ocean, Eastern","Marine",2008,0
"Australia",16,"Australia","Marine fishes nei","Indian Ocean, Eastern","Marine",2009,0
"Australia",16,"Australia","Marine fishes nei","Indian Ocean, Eastern","Marine",2010,0
"Australia",16,"Australia","Marine fishes nei","Indian Ocean, Eastern","Marine",2011,0
"Australia",16,"Australia","Marine fishes nei","Indian Ocean, Eastern","Marine",2012,0
"Australia",16,"Australia","Pacific cupped oyster","Indian Ocean, Eastern","Brackishwater",2003,0
"Australia",16,"Australia","Pacific cupped oyster","Indian Ocean, Eastern","Brackishwater",2004,0
"Australia",16,"Australia","Pacific cupped oyster","Indian Ocean, Eastern","Brackishwater",2005,0
"Australia",16,"Australia","Pacific cupped oyster","Indian Ocean, Eastern","Brackishwater",2006,0
"Australia",16,"Australia","Pacific cupped oyster","Indian Ocean, Eastern","Brackishwater",2007,0
"Australia",16,"Australia","Pacific cupped oyster","Indian Ocean, Eastern","Brackishwater",2008,0
"Australia",16,"Australia","Pacific cupped oyster","Indian Ocean, Eastern","Brackishwater",2009,0
"Australia",16,"Australia","Pacific cupped oyster","Indian Ocean, Eastern","Brackishwater",2010,0
"Australia",16,"Australia","Pacific cupped oyster","Indian Ocean, Eastern","Brackishwater",2011,0
"Australia",16,"Australia","Pacific cupped oyster","Indian Ocean, Eastern","Brackishwater",2012,0
"Australia",16,"Australia","Pacific cupped oyster","Indian Ocean, Eastern","Marine",2003,4215
"Australia",16,"Australia","Pacific cupped oyster","Indian Ocean, Eastern","Marine",2004,3900
"Australia",16,"Australia","Pacific cupped oyster","Indian Ocean, Eastern","Marine",2005,2737
"Australia",16,"Australia","Pacific cupped oyster","Indian Ocean, Eastern","Marine",2006,2584
"Australia",16,"Australia","Pacific cupped oyster","Indian Ocean, Eastern","Marine",2007,2654
"Australia",16,"Australia","Pacific cupped oyster","Indian Ocean, Eastern","Marine",2008,0
"Australia",16,"Australia","Pacific cupped oyster","Indian Ocean, Eastern","Marine",2009,0
"Australia",16,"Australia","Pacific cupped oyster","Indian Ocean, Eastern","Marine",2010,0
"Australia",16,"Australia","Pacific cupped oyster","Indian Ocean, Eastern","Marine",2011,0
"Australia",16,"Australia","Pacific cupped oyster","Indian Ocean, Eastern","Marine",2012,0
"Australia",16,"Australia","Penaeus shrimps nei","Pacific, Southwest","Brackishwater",2003,3365
"Australia",16,"Australia","Penaeus shrimps nei","Pacific, Southwest","Brackishwater",2004,3723
"Australia",16,"Australia","Penaeus shrimps nei","Pacific, Southwest","Brackishwater",2005,2964
"Australia",16,"Australia","Penaeus shrimps nei","Pacific, Southwest","Brackishwater",2006,3300
"Australia",16,"Australia","Penaeus shrimps nei","Pacific, Southwest","Brackishwater",2007,3284
"Australia",16,"Australia","Penaeus shrimps nei","Pacific, Southwest","Brackishwater",2008,3088
"Australia",16,"Australia","Penaeus shrimps nei","Pacific, Southwest","Brackishwater",2009,3985
"Australia",16,"Australia","Penaeus shrimps nei","Pacific, Southwest","Brackishwater",2010,5280
"Australia",16,"Australia","Penaeus shrimps nei","Pacific, Southwest","Brackishwater",2011,3970
"Australia",16,"Australia","Penaeus shrimps nei","Pacific, Southwest","Brackishwater",2012,0
"Australia",16,"Australia","Rainbow trout","Pacific, Southwest","Marine",2003,0
"Australia",16,"Australia","Rainbow trout","Pacific, Southwest","Marine",2004,0
"Australia",16,"Australia","Rainbow trout","Pacific, Southwest","Marine",2005,0
"Australia",16,"Australia","Rainbow trout","Pacific, Southwest","Marine",2006,0
"Australia",16,"Australia","Rainbow trout","Pacific, Southwest","Marine",2007,0
"Australia",16,"Australia","Rainbow trout","Pacific, Southwest","Marine",2008,0
"Australia",16,"Australia","Rainbow trout","Pacific, Southwest","Marine",2009,0
"Australia",16,"Australia","Rainbow trout","Pacific, Southwest","Marine",2010,0
"Australia",16,"Australia","Rainbow trout","Pacific, Southwest","Marine",2011,0
"Australia",16,"Australia","Rainbow trout","Pacific, Southwest","Marine",2012,0
"Australia",16,"Australia","Southern Australia scallop","Pacific, Southwest","Marine",2003,0
"Australia",16,"Australia","Southern Australia scallop","Pacific, Southwest","Marine",2004,0
"Australia",16,"Australia","Southern Australia scallop","Pacific, Southwest","Marine",2005,0
"Australia",16,"Australia","Southern Australia scallop","Pacific, Southwest","Marine",2006,0
"Australia",16,"Australia","Southern Australia scallop","Pacific, Southwest","Marine",2007,0
"Australia",16,"Australia","Southern Australia scallop","Pacific, Southwest","Marine",2008,0
"Australia",16,"Australia","Southern Australia scallop","Pacific, Southwest","Marine",2009,0
"Australia",16,"Australia","Southern Australia scallop","Pacific, Southwest","Marine",2010,0
"Australia",16,"Australia","Southern Australia scallop","Pacific, Southwest","Marine",2011,0
"Australia",16,"Australia","Southern Australia scallop","Pacific, Southwest","Marine",2012,0
"Australia",16,"Australia","Southern bluefin tuna","Indian Ocean, Eastern","Marine",2003,2373
"Australia",16,"Australia","Southern bluefin tuna","Indian Ocean, Eastern","Marine",2004,4554
"Australia",16,"Australia","Southern bluefin tuna","Indian Ocean, Eastern","Marine",2005,2231
"Australia",16,"Australia","Southern bluefin tuna","Indian Ocean, Eastern","Marine",2006,3611
"Australia",16,"Australia","Southern bluefin tuna","Indian Ocean, Eastern","Marine",2007,2139
"Australia",16,"Australia","Southern bluefin tuna","Indian Ocean, Eastern","Marine",2008,4532
"Australia",16,"Australia","Southern bluefin tuna","Indian Ocean, Eastern","Marine",2009,3749
"Australia",16,"Australia","Southern bluefin tuna","Indian Ocean, Eastern","Marine",2010,3324
"Australia",16,"Australia","Southern bluefin tuna","Indian Ocean, Eastern","Marine",2011,1987
"Australia",16,"Australia","Southern bluefin tuna","Indian Ocean, Eastern","Marine",2012,2486
"Australia",16,"Australia","Sydney cupped oyster","Indian Ocean, Eastern","Marine",2003,0
"Australia",16,"Australia","Sydney cupped oyster","Indian Ocean, Eastern","Marine",2004,0
"Australia",16,"Australia","Sydney cupped oyster","Indian Ocean, Eastern","Marine",2005,0
"Australia",16,"Australia","Sydney cupped oyster","Indian Ocean, Eastern","Marine",2006,0
"Australia",16,"Australia","Sydney cupped oyster","Indian Ocean, Eastern","Marine",2007,0
"Australia",16,"Australia","Sydney cupped oyster","Indian Ocean, Eastern","Marine",2008,0
"Australia",16,"Australia","Sydney cupped oyster","Indian Ocean, Eastern","Marine",2009,0
"Australia",16,"Australia","Sydney cupped oyster","Indian Ocean, Eastern","Marine",2010,0
"Australia",16,"Australia","Sydney cupped oyster","Indian Ocean, Eastern","Marine",2011,0
"Australia",16,"Australia","Sydney cupped oyster","Indian Ocean, Eastern","Marine",2012,0
"Australia",16,"Australia","Sydney cupped oyster","Pacific, Southwest","Marine",2003,5314
"Australia",16,"Australia","Sydney cupped oyster","Pacific, Southwest","Marine",2004,5600
"Australia",16,"Australia","Sydney cupped oyster","Pacific, Southwest","Marine",2005,4456
"Australia",16,"Australia","Sydney cupped oyster","Pacific, Southwest","Marine",2006,4071
"Australia",16,"Australia","Sydney cupped oyster","Pacific, Southwest","Marine",2007,4000
"Australia",16,"Australia","Sydney cupped oyster","Pacific, Southwest","Marine",2008,0
"Australia",16,"Australia","Sydney cupped oyster","Pacific, Southwest","Marine",2009,0
"Australia",16,"Australia","Sydney cupped oyster","Pacific, Southwest","Marine",2010,0
"Australia",16,"Australia","Sydney cupped oyster","Pacific, Southwest","Marine",2011,0
"Australia",16,"Australia","Sydney cupped oyster","Pacific, Southwest","Marine",2012,0
"Bahamas",110,"Bahamas","Brine shrimp","Atlantic, Western Central","Marine",2003,0
"Bahamas",110,"Bahamas","Brine shrimp","Atlantic, Western Central","Marine",2004,0
"Bahamas",110,"Bahamas","Brine shrimp","Atlantic, Western Central","Marine",2005,0
"Bahamas",110,"Bahamas","Brine shrimp","Atlantic, Western Central","Marine",2006,0
"Bahamas",110,"Bahamas","Brine shrimp","Atlantic, Western Central","Marine",2007,0
"Bahamas",110,"Bahamas","Brine shrimp","Atlantic, Western Central","Marine",2008,0
"Bahamas",110,"Bahamas","Brine shrimp","Atlantic, Western Central","Marine",2009,0
"Bahamas",110,"Bahamas","Brine shrimp","Atlantic, Western Central","Marine",2010,0
"Bahamas",110,"Bahamas","Brine shrimp","Atlantic, Western Central","Marine",2011,0
"Bahamas",110,"Bahamas","Brine shrimp","Atlantic, Western Central","Marine",2012,0
"Bahamas",110,"Bahamas","Florida pompano","Atlantic, Western Central","Marine",2004,3
"Bahamas",110,"Bahamas","Florida pompano","Atlantic, Western Central","Marine",2005,3
"Bahamas",110,"Bahamas","Florida pompano","Atlantic, Western Central","Marine",2006,22
"Bahamas",110,"Bahamas","Florida pompano","Atlantic, Western Central","Marine",2007,0
"Bahamas",110,"Bahamas","Florida pompano","Atlantic, Western Central","Marine",2008,0
"Bahamas",110,"Bahamas","Florida pompano","Atlantic, Western Central","Marine",2009,0
"Bahamas",110,"Bahamas","Florida pompano","Atlantic, Western Central","Marine",2010,0
"Bahamas",110,"Bahamas","Florida pompano","Atlantic, Western Central","Marine",2011,0
"Bahamas",110,"Bahamas","Florida pompano","Atlantic, Western Central","Marine",2012,0
"Bahamas",110,"Bahamas","Red drum","Atlantic, Western Central","Marine",2003,0
"Bahamas",110,"Bahamas","Red drum","Atlantic, Western Central","Marine",2004,0
"Bahamas",110,"Bahamas","Red drum","Atlantic, Western Central","Marine",2005,0
"Bahamas",110,"Bahamas","Red drum","Atlantic, Western Central","Marine",2006,0
"Bahamas",110,"Bahamas","Red drum","Atlantic, Western Central","Marine",2007,0
"Bahamas",110,"Bahamas","Red drum","Atlantic, Western Central","Marine",2008,0
"Bahamas",110,"Bahamas","Red drum","Atlantic, Western Central","Marine",2009,0
"Bahamas",110,"Bahamas","Red drum","Atlantic, Western Central","Marine",2010,0
"Bahamas",110,"Bahamas","Red drum","Atlantic, Western Central","Marine",2011,0
"Bahamas",110,"Bahamas","Red drum","Atlantic, Western Central","Marine",2012,0
"Bahamas",110,"Bahamas","Whiteleg shrimp","Atlantic, Western Central","Brackishwater",2003,42
"Bahamas",110,"Bahamas","Whiteleg shrimp","Atlantic, Western Central","Brackishwater",2004,7
"Bahamas",110,"Bahamas","Whiteleg shrimp","Atlantic, Western Central","Brackishwater",2005,7
"Bahamas",110,"Bahamas","Whiteleg shrimp","Atlantic, Western Central","Brackishwater",2006,0
"Bahamas",110,"Bahamas","Whiteleg shrimp","Atlantic, Western Central","Brackishwater",2007,0
"Bahamas",110,"Bahamas","Whiteleg shrimp","Atlantic, Western Central","Brackishwater",2008,0
"Bahamas",110,"Bahamas","Whiteleg shrimp","Atlantic, Western Central","Brackishwater",2009,2
"Bahamas",110,"Bahamas","Whiteleg shrimp","Atlantic, Western Central","Brackishwater",2010,0
"Bahamas",110,"Bahamas","Whiteleg shrimp","Atlantic, Western Central","Brackishwater",2011,0
"Bahamas",110,"Bahamas","Whiteleg shrimp","Atlantic, Western Central","Brackishwater",2012,0
"Bahrain",52,"Bahrain","Gilthead seabream","Indian Ocean, Western","Marine",2003,0
"Bahrain",52,"Bahrain","Gilthead seabream","Indian Ocean, Western","Marine",2004,0
"Bahrain",52,"Bahrain","Gilthead seabream","Indian Ocean, Western","Marine",2005,0
"Bahrain",52,"Bahrain","Gilthead seabream","Indian Ocean, Western","Marine",2008,1
"Bahrain",52,"Bahrain","Gilthead seabream","Indian Ocean, Western","Marine",2009,1
"Bahrain",52,"Bahrain","Gilthead seabream","Indian Ocean, Western","Marine",2010,0
"Bahrain",52,"Bahrain","Gilthead seabream","Indian Ocean, Western","Marine",2011,0
"Bahrain",52,"Bahrain","Gilthead seabream","Indian Ocean, Western","Marine",2012,0
"Bahrain",52,"Bahrain","Mangrove red snapper","Indian Ocean, Western","Marine",2004,1
"Bahrain",52,"Bahrain","Mangrove red snapper","Indian Ocean, Western","Marine",2005,0
"Bahrain",52,"Bahrain","Mangrove red snapper","Indian Ocean, Western","Marine",2006,0
"Bahrain",52,"Bahrain","Mangrove red snapper","Indian Ocean, Western","Marine",2007,0
"Bahrain",52,"Bahrain","Mangrove red snapper","Indian Ocean, Western","Marine",2008,0
"Bahrain",52,"Bahrain","Mangrove red snapper","Indian Ocean, Western","Marine",2009,0
"Bahrain",52,"Bahrain","Mangrove red snapper","Indian Ocean, Western","Marine",2010,0
"Bahrain",52,"Bahrain","Mangrove red snapper","Indian Ocean, Western","Marine",2011,0
"Bahrain",52,"Bahrain","Mangrove red snapper","Indian Ocean, Western","Marine",2012,0
"Bahrain",52,"Bahrain","Orange-spotted grouper","Indian Ocean, Western","Marine",2008,1
"Bahrain",52,"Bahrain","Orange-spotted grouper","Indian Ocean, Western","Marine",2009,1
"Bahrain",52,"Bahrain","Orange-spotted grouper","Indian Ocean, Western","Marine",2010,0
