"sp_id","sp_type","sp_name","sp_key","rgn_type","rgn_id","rgn_name","rgn_key","cntry_id12","rgn_id12","rgn_name12","Shape_Leng","Shape_Area","area_km2","catch_pel_hb_gcs"
380,"land","South Africa","ZAF","land",102,"South Africa","ZAF","ZAF",75,"South Africa",67.6262724661,117.478043325,1267412.97804,0
381,"land","Sao Tome and Principe","STP","land",103,"Sao Tome and Principe","STP","STP",76,"Sao Tome and Principe",2.54810479666,0.0798350332204,982.638805558,1.95999995048624e-05
382,"land","Equatorial Guinea","GNQ","land",104,"Equatorial Guinea","GNQ","GNQ",77,"Equatorial Guinea",10.0854722579,2.19404700652,26993.629118,0.00142210004240042
383,"land","Bouvet Island","BVT","land",105,"Bouvet Island","BVT","BVT",169,"Norway",0.428966567662,0.00702569452668,50.7489554452,0
384,"land","Ghana","GHA","land",106,"Ghana","GHA","GHA",78,"Ghana",23.7502662594,19.5831145963,238687.050359,0.0113416998728644
386,"land","Bermuda","BMU","land",108,"Bermuda","BMU","BMU",85,"British Caribbean Territories",1.83115250861,0.0069202121141,72.2697917817,0
387,"land","Galapagos Islands","ECU","land",137,"Ecuador","ECU","Galapagos Islands",103,"Ecuador",13.2112939571,0.654879149446,8060.44443545,0
388,"land","Bahamas","BHS","land",110,"Bahamas","BHS","BHS",80,"Bahamas",109.451167784,1.19195827742,13400.7193754,3.6000000545755e-06
389,"land","Turks and Caicos Islands","TCA","land",111,"Turks and Caicos Islands","TCA","TCA",85,"British Caribbean Territories",7.96543471133,0.0884636894561,1013.21957451,0
390,"land","Cuba","CUB","land",112,"Cuba","CUB","CUB",81,"Cuba",140.668165073,9.70040819875,111185.544032,0.00204689996717207
391,"land","Cayman Islands","CYM","land",113,"Cayman Islands","CYM","CYM",85,"British Caribbean Territories",2.07676149148,0.0247518816246,287.755657128,0
392,"land","Haiti","HTI","land",114,"Haiti","HTI","HTI",82,"Haiti",22.1712323117,2.34672767115,27360.3909152,0.00041579999611713
393,"land","Dominican Republic","DOM","land",115,"Dominican Republic","DOM","DOM",83,"Dominican Republic",17.4790714438,4.12825359976,48142.6381756,0.00318239996791817
394,"land","British Virgin Islands","VGB","land",117,"British Virgin Islands","VGB","VGB",85,"British Caribbean Territories",3.28723581949,0.0150690378945,176.133871721,0
395,"land","Anguilla","AIA","land",118,"Anguilla","AIA","AIA",85,"British Caribbean Territories",1.08462068097,0.00726638787773,85.0638870554,0
396,"land","Saint Kitts and Nevis","KNA","land",119,"Saint Kitts and Nevis","KNA","KNA",86,"Saint Kitts and Nevis",1.16313888065,0.0228865927785,269.329022245,0
397,"land","Antigua and Barbuda","ATG","land",120,"Antigua and Barbuda","ATG","ATG",87,"Antigua and Barbuda",2.7317514304,0.0384728977369,452.725340464,1.49999996210681e-06
398,"land","Montserrat","MSR","land",121,"Montserrat","MSR","MSR",85,"British Caribbean Territories",0.435413001829,0.00848273106762,100.100995068,3.9999998989515e-07
399,"land","Saint Lucia","LCA","land",122,"Saint Lucia","LCA","LCA",88,"Saint Lucia",1.54896179917,0.0517328798444,618.623093479,0
400,"land","Dominica","DMA","land",123,"Dominica","DMA","DMA",89,"Dominica",1.42335528701,0.0641450507901,761.820385618,0
401,"land","Barbados","BRB","land",124,"Barbados","BRB","BRB",90,"Barbados",0.897631180469,0.0368034326913,441.402628379,0
402,"land","Grenada","GRD","land",125,"Grenada","GRD","GRD",91,"Grenada",2.33760840401,0.0308371035889,371.285941344,0
403,"land","Trinidad and Tobago","TTO","land",126,"Trinidad and Tobago","TTO","TTO",92,"Trinidad and Tobago",6.57620973979,0.427824347612,5180.62943606,4.55999988480471e-05
404,"land","Saint Vincent and the Grenadines","VCT","land",127,"Saint Vincent and the Grenadines","VCT","VCT",93,"Saint Vincent and the Grenadines",2.46185761088,0.0339750348121,407.447419788,0
405,"land","Panama","PAN","land",129,"Panama","PAN","PAN",95,"Panama",62.8976478482,6.14970803228,74882.4818204,0.000100900000215916
406,"land","Costa Rica","CRI","land",130,"Costa Rica","CRI","CRI",96,"Costa Rica",23.9763905596,4.23441479441,51352.0755036,0.00163500003091031
407,"land","Nicaragua","NIC","land",131,"Nicaragua","NIC","NIC",97,"Nicaragua",26.3975139158,10.6707475529,128128.292013,0.000291699996887473
408,"land","Colombia","COL","land",132,"Colombia","COL","COL",98,"Colombia",101.814362428,92.7076514441,1136736.01087,0
409,"land","Honduras","HND","land",133,"Honduras","HND","HND",99,"Honduras",28.4321385665,9.4642976487,112713.649061,0.000226600001769839
410,"land","El Salvador","SLV","land",134,"El Salvador","SLV","SLV",100,"El Salvador",11.0992710652,1.73503593051,20761.5288337,0.000447600003972184
411,"land","Mexico","MEX","land",135,"Mexico","MEX","MEX",101,"Mexico",263.482983235,174.25322089,1958445.34026,0.00850159998437448
412,"land","Guatemala","GTM","land",136,"Guatemala","GTM","GTM",102,"Guatemala",17.5231685169,9.20551234822,109172.192728,0.000198800001380732
413,"land","Ecuador","ECU","land",137,"Ecuador","ECU","ECU",103,"Ecuador",45.043941824,20.1069093412,247349.76706,6.849999903352e-05
414,"land","Peru","PER","land",138,"Peru","PER","PER",104,"Peru",77.7502408309,106.349853015,1289022.03399,0.0027638999872579
415,"land","Venezuela","VEN","land",139,"Venezuela","VEN","VEN",105,"Venezuela",100.775987198,74.9148304748,914338.668516,9.40000017726561e-05
416,"land","Faeroe Islands","FRO","land",141,"Faeroe Islands","FRO","FRO",126,"Denmark",14.2769126427,0.249925355771,1456.10899192,0
417,"land","Iceland","ISL","land",143,"Iceland","ISL","ISL",107,"Iceland",137.15181259,19.5283086574,102743.056477,0
418,"land","Jan Mayen","SJM","land",144,"Jan Mayen","SJM","SJM",169,"Norway",2.83211008613,0.091671910242,371.561792492,0
419,"land","Greenland","GRL","land",145,"Greenland","GRL","GRL",126,"Denmark",1798.2164323,662.263585002,2165771.03517,0
420,"land","Pitcairn","PCN","land",146,"Pitcairn","PCN","PCN",108,"British Pacific Territories (Pitcairn)",0.629288480921,0.00404084947093,45.3890113827,0
421,"land","French Polynesia","PYF","land",147,"French Polynesia","PYF","PYF",109,"French Polynesia",55.1816583016,0.317179141334,3758.45322121,0
422,"land","Line Group","KIR","land",148,"Line Group","KIR","Line Group",161,"Kiribati",5.3331616202,0.0501210301621,616.209577841,5.8000000717584e-06
423,"land","Jarvis Island","UMI","land",149,"Jarvis Island","UMI","Jarvis Island",110,"Jarvis Island",0.077622629598,0.000355968009074,4.3815414895,0
424,"land","Palmyra Atoll","UMI","land",150,"Palmyra Atoll","UMI","Palmyra Atoll",114,"USA Pacific Uninhabited Territories",3.03687465999,0.0274234401371,335.532653354,0
425,"land","American Samoa","ASM","land",151,"American Samoa","ASM","ASM",111,"USA Pacific Inhabited Territories",1.88497029617,0.0175311159996,209.343506109,0
426,"land","Samoa","WSM","land",152,"Samoa","WSM","WSM",112,"Samoa",4.36888034878,0.240417981955,2876.74582695,0
427,"land","Cook Islands","COK","land",153,"Cook Islands","COK","COK",115,"New Zealand",4.22771321313,0.0220932286233,256.79136354,0
428,"land","Niue","NIU","land",154,"Niue","NIU","NIU",115,"New Zealand",0.652498724528,0.0228596000139,266.346905679,0
429,"land","Tonga","TON","land",155,"Tonga","TON","TON",113,"Tonga",8.64330600432,0.0657871719182,762.53937337,0
431,"land","Phoenix Group","KIR","land",157,"Phoenix Group","KIR","Phoenix Group",161,"Kiribati",1.85557234595,0.00447289189024,54.9339905227,1.50000007124618e-06
434,"land","Hawaii","USA-HI","land",163,"United States","USA","Hawaii",116,"United States",17.3281702116,1.45801967442,16861.2543445,4.37999988935189e-05
435,"land","Wallis and Futuna","WLF","land",161,"Wallis and Futuna","WLF","WLF",109,"French Polynesia",1.45055886507,0.0150094307795,179.528610471,0
436,"land","New Zealand","NZL","land",162,"New Zealand","NZL","NZL",115,"New Zealand",185.740096778,29.2458760129,269440.342483,0.00216709994634584
437,"land","United States","USA-48","land",163,"United States","USA","USA",116,"United States",680.849951073,836.614298304,7950964.85981,0.00613249999005347
438,"land","Belize","BLZ","land",164,"Belize","BLZ","BLZ",117,"Belize",22.1724503525,1.87191924737,22034.6354295,9.91000021167565e-05
439,"land","Jamaica","JAM","land",166,"Jamaica","JAM","JAM",118,"Jamaica",8.53490124047,0.939195924049,10999.2063922,0
440,"land","Guyana","GUY","land",167,"Guyana","GUY","GUY",119,"Guyana",30.9980685728,17.1850937414,210706.512217,0.00159629999528988
441,"land","Suriname","SUR","land",168,"Suriname","SUR","SUR",120,"Suriname",18.110933699,11.8652917105,145658.057258,5.45999995665625e-05
442,"land","French Guiana","GUF","land",169,"French Guiana","GUF","GUF",121,"French Guiana",15.5044154632,6.7455823408,82833.4736685,0.000196799997647759
443,"land","Alaska","USA-AK","land",163,"United States","USA","Alaska",116,"United States",971.656840748,280.66579339,1514949.30979,0
444,"land","Brazil","BRA","land",171,"Brazil","BRA","BRA",122,"Brazil",434.018331564,707.346333183,8475849.71736,0.0209560002660874
445,"land","Argentina","ARG","land",172,"Argentina","ARG","ARG",123,"Argentina",176.318308078,278.451818778,2782246.91455,3.39999991410878e-06
446,"land","Uruguay","URY","land",173,"Uruguay","URY","URY",124,"Uruguay",22.1356194711,17.1171951384,177774.967431,2.79999992926605e-05
447,"land","Finland","FIN","land",174,"Finland","FIN","FIN",125,"Finland",479.075865965,63.4016735537,339778.525734,0
448,"land","Denmark","DNK","land",175,"Denmark","DNK","DNK",126,"Denmark",69.5668734235,6.48442808016,45063.2482929,0
449,"land","Germany","DEU","land",176,"Germany","DEU","DEU",127,"Germany",78.1219248641,45.9476528231,357771.634699,0
450,"land","Netherlands","NLD","land",177,"Netherlands","NLD","NLD",128,"Netherlands",33.6056849575,4.63047180003,35184.9545335,0
451,"land","Poland","POL","land",178,"Poland","POL","POL",129,"Poland",40.3366080881,40.9095340822,311661.108532,0
452,"land","France","FRA","land",179,"France","FRA","FRA",130,"France",106.452856781,64.462663038,549071.226825,0
453,"land","United Kingdom","GBR","land",180,"United Kingdom","GBR","GBR",131,"United Kingdom",276.795088611,33.9354476102,246518.083042,0
454,"land","Ireland","IRL","land",181,"Ireland","IRL","IRL",132,"Ireland",86.5286793333,9.42784002641,70145.0150766,0
455,"land","Spain","ESP","land",182,"Spain","ESP","ESP",133,"Spain",80.4554760288,52.9214463253,498720.978659,0
456,"land","Portugal","PRT","land",183,"Portugal","PRT","PRT",134,"Portugal",28.6800956682,9.33798237787,88912.8137686,0
457,"land","Italy","ITA","land",184,"Italy","ITA","ITA",135,"Italy",116.091312526,33.1961899307,301393.295805,0
459,"land","Montenegro","MNE","land",186,"Montenegro","MNE","SCG",137,"Serbia and Montenegro",8.78086684211,1.52243016265,13837.3038051,0
460,"land","Croatia","HRV","land",187,"Croatia","HRV","HRV",138,"Croatia",80.3206516462,6.47404451038,56686.1771765,0
461,"land","Slovenia","SVN","land",188,"Slovenia","SVN","SVN",139,"Slovenia",10.1703257557,2.37813073393,20430.6113626,0
462,"land","Lithuania","LTU","land",189,"Lithuania","LTU","LTU",140,"Lithuania",18.0884464087,9.20040984474,64995.8973808,0
463,"land","Qatar","QAT","land",190,"Qatar","QAT","QAT",141,"Qatar",9.32362284395,0.995934345196,11108.9054695,0
464,"land","Iran","IRN","land",191,"Iran","IRN","IRN",142,"Iran",106.682978772,156.158336979,1623312.41847,0.00141470002519782
465,"land","Iraq","IRQ","land",192,"Iraq","IRQ","IRQ",143,"Iraq",34.0161300773,42.1443264421,436295.952211,3.49999991158256e-06
466,"land","Guinea Bissau","GNB","land",193,"Guinea Bissau","GNB","GNB",144,"Guinea-Bissau",35.8442473933,2.81082159262,33859.3088555,0.000505399991525337
467,"land","Guinea","GIN","land",194,"Guinea","GIN","GIN",145,"Guinea",42.1011693515,20.2148869543,244764.929443,0.00107760000333656
468,"land","Ivory Coast","CIV","land",195,"Ivory Coast","CIV","CIV",146,"Ivory Coast",29.8221939691,26.4130099191,322214.525248,0.00461170009337366
469,"land","Nigeria","NGA","land",196,"Nigeria","NGA","NGA",147,"Nigeria",63.1456778904,74.9278469367,909019.509348,0.0697401999705471
470,"land","Cameroon","CMR","land",197,"Cameroon","CMR","CMR",148,"Cameroon",53.5219371795,37.9577784194,464572.682028,0.00612860010238364
471,"land","Gabon","GAB","land",198,"Gabon","GAB","GAB",149,"Gabon",37.9414830042,21.3055720394,262165.694333,0.00724199982971186
472,"land","Democratic Republic of the Congo","COD","land",199,"Democratic Republic of the Congo","COD","COD",150,"Democratic Republic of the Congo",84.4577242245,189.820804684,2326989.46302,0.00157040002988651
473,"land","Angola","AGO","land",200,"Angola","AGO","AGO",151,"Angola",65.1170606026,103.766798683,1246816.04487,0.0060372999419269
474,"land","Tanzania","TZA","land",202,"Tanzania","TZA","TZA",152,"Tanzania",65.1415256881,76.988106474,941139.84395,0.000717199989740038
475,"land","India","IND","land",203,"India","IND","IND",153,"India",229.008679278,278.254086331,3146826.96292,0.020123199755908
476,"land","Bangladesh","BGD","land",204,"Bangladesh","BGD","BGD",154,"Bangladesh",54.3617846257,12.3370492617,139179.554942,0.000656599985304638
477,"land","Myanmar","MMR","land",205,"Myanmar","MMR","MMR",155,"Myanmar",183.625543289,58.4412318014,670886.493125,1.32999996640137e-05
478,"land","Malaysia","MYS","land",206,"Malaysia","MYS","MYS",156,"Malaysia",106.145840815,26.8468236387,329647.136382,0.000108399997152446
479,"land","Vietnam","VNM","land",207,"Vietnam","VNM","VNM",157,"Vietnam",140.232899515,27.8125207143,327324.067718,9.99999974737875e-08
480,"land","Singapore","SGP","land",208,"Singapore","SGP","SGP",158,"Singapore",2.48259559907,0.0488069301318,600.601005377,7.59999980800785e-06
481,"land","China","CHN","land",209,"China","CHN","CHN",159,"China",502.051863577,951.255855284,9376105.90609,7.45999989158008e-05
482,"land","Japan","JPN","land",210,"Japan","JPN","JPN",160,"Japan",297.848087311,38.1521351287,373422.012543,0.00244550002156757
483,"land","Kiribati","KIR","land",212,"Kiribati","KIR","KIR",161,"Kiribati",10.9271537086,0.0288125597006,354.525333744,4.99999987368938e-07
484,"land","Egypt","EGY","land",214,"Egypt","EGY","EGY",163,"Egypt",88.635486761,90.5381396202,998917.275956,0.0122858001657005
485,"land","Jordan","JOR","land",215,"Jordan","JOR","JOR",164,"Jordan",18.0646201236,9.00862049348,95080.931674,1.19999996968545e-06
486,"land","Indonesia","IDN","land",216,"Indonesia","IDN","IDN",165,"Indonesia",894.488013262,154.258881954,1894309.62557,0.00605249984731927
487,"land","Canada","CAN","land",218,"Canada","CAN","CAN",166,"Canada",4486.56717966,1701.15488672,9985172.69407,0
488,"land","Saint Pierre and Miquelon","SPM","land",219,"Saint Pierre and Miquelon","SPM","SPM",167,"Saint Pierre and Miquelon",1.81159158364,0.0280065496105,237.097037719,0
489,"land","Sint-Maarten","SXM","land",220,"Sint Maarten","SXM","Southern Saint-Martin",94,"Netherlands Caribbean Territories",0.397634389433,0.00340299313882,39.8797742204,0
490,"land","Northern Saint-Martin","MAF","land",221,"Northern Saint-Martin","MAF","MAF",106,"French Caribbean Territories",1.12247987271,0.00687792657774,80.6076972468,0
491,"land","Sweden","SWE","land",222,"Sweden","SWE","SWE",168,"Sweden",396.595511894,79.4157607164,451321.190913,0
492,"land","Norway","NOR","land",223,"Norway","NOR","NOR",169,"Norway",893.96773191,60.9908626717,326250.534608,0
493,"land","Svalbard","NOR","land",223,"Norway","NOR","NOR",169,"Norway",266.147795538,28.0982602659,70174.3967253,0
494,"land","Chile","CHL","land",224,"Chile","CHL","CHL",170,"Chile",994.600400662,79.0615821946,755255.046781,1.83999995351769e-05
495,"land","Easter Island","CHL","land",224,"Chile","CHL","Easter Island",170,"Chile",0.801499925584,0.0155853363617,171.23552659,0
496,"land","Jersey","JEY","land",227,"Jersey","JEY","JEY",131,"United Kingdom",1.67356916095,0.0154670625126,125.340445641,0
497,"land","Guernsey","GGY","land",228,"Guernsey","GGY","GGY",131,"United Kingdom",1.61609296731,0.010628134224,85.6501641452,0
498,"land","East Timor","TLS","land",231,"East Timor","TLS","TLS",171,"East Timor",7.78400022919,1.16834695583,14216.2913267,5.21999986813171e-05
499,"land","Bosnia and Herzegovina","BIH","land",232,"Bosnia and Herzegovina","BIH","BIH",172,"Bosnia and Herzegovina",13.2891508,5.79896488074,51532.1826627,0
500,"land","Oecussi Ambeno","TLS","land",237,"Oecussi Ambeno","TLS","Oecussi Ambeno",171,"East Timor",1.23793209969,0.0655774789868,796.810178461,7.49999981053406e-06
501,"land","Curacao","CW","land",244,"Curacao","CW","ANT",94,"Netherlands Caribbean Territories",1.66643875356,0.0372328393663,448.224733679,0
502,"land","Bonaire","BQ","land",245,"Bonaire","BQ","ANT",94,"Netherlands Caribbean Territories",1.14124403991,0.0236568610504,284.799049122,0
503,"land","Brunei","BRN","land",247,"Brunei","BRN","MYS",156,"Malaysia",5.96084243814,0.478731989537,5874.81719545,0
504,"land","Saba","BES","land",248,"Saba","BES","ANT",94,"Netherlands Caribbean Territories",0.148346295298,0.00119836208934,14.0752210557,0
505,"land","Sint-Eustasius","ANT","land",249,"Sint Eustatius","ANT","ANT",94,"Netherlands Caribbean Territories",0.205419625299,0.00187433891315,22.031977434,0
506,"land","Aruba","AW","land",250,"Aruba","AW","ANT",94,"Netherlands Caribbean Territories",1.00259440254,0.0156575954288,188.270426286,0
507,"land","Martinique","MTQ","land",140,"Guadeloupe and Martinique","GLP-MTQ","GLP|MTQ",106,"French Caribbean Territories",3.44908464265,0.0959137501616,1143.20580754,0
508,"land","Guadeloupe","GLP","land",140,"Guadeloupe and Martinique","GLP-MTQ","GLP|MTQ",106,"French Caribbean Territories",4.51115836097,0.141055649807,1669.04349874,0
509,"land","Puerto Rico of the United States","PRI","land",116,"Puerto Rico and Virgin Islands of the United States","PRI-VIR","PRI|VIR",84,"USA Caribbean Territories",10.3988510829,0.768107055168,8992.38177218,5.28000004123896e-05
510,"land","Virgin Islands of the United States","VIR","land",116,"Puerto Rico and Virgin Islands of the United States","PRI-VIR","PRI|VIR",84,"USA Caribbean Territories",3.637740714,0.031743123392,372.116958705,0
511,"land-ccamlr","CCAMLR 48.1","XAQ481","land",213,"Antarctica","ATA","ATA",162,"Antarctica",142.240188539,30.8740372834,140603.416187,0
512,"land-ccamlr","CCAMLR 48.2","XAQ482","land",213,"Antarctica","ATA","ATA",163,"Antarctica",2.72384833659,0.100450669356,612.868413467,0
513,"land-ccamlr","CCAMLR 48.5","XAQ485","land",213,"Antarctica","ATA","ATA",166,"Antarctica",532.552448595,1046.17741249,1838602.97002,0
514,"land-ccamlr","CCAMLR 48.6","XAQ486","land",213,"Antarctica","ATA","ATA",167,"Antarctica",157.193229288,417.224897034,1339695.99288,0
515,"land-ccamlr","CCAMLR 58.4.1","XAQ5841","land",213,"Antarctica","ATA","ATA",173,"Antarctica",169.775799711,502.639875769,2072763.78879,0
516,"land-ccamlr","CCAMLR 58.4.2","XAQ5842","land",213,"Antarctica","ATA","ATA",174,"Antarctica",200.444996658,788.999470775,2555086.24577,0
517,"land-ccamlr","CCAMLR 88.1","XAQ881","land",213,"Antarctica","ATA","ATA",170,"Antarctica",847.651641201,2489.74432914,2909030.64544,0
518,"land-ccamlr","CCAMLR 88.2","XAQ882","land",213,"Antarctica","ATA","ATA",171,"Antarctica",375.8718686,645.874132019,1179125.53094,0
519,"land-ccamlr","CCAMLR 88.3","XAQ883","land",213,"Antarctica","ATA","ATA",172,"Antarctica",208.547020741,111.464105136,367868.580691,0
520,"land-disputed","Paracel Islands","XD-PF","land-disputed",255,"DISPUTED","XD","XD",174,"DISPUTED",0.605068805791,0.00106106925768,12.5302751716,3.9999998989515e-07
522,"land-disputed","Southern Kuriles","XD-KU","land-disputed",255,"DISPUTED","XD","XD",174,"DISPUTED",15.1067215035,0.580605468891,5112.35555928,0
525,"land-disputed","Conflict Zone","XD-CN-JP","land-disputed",255,"DISPUTED","XD","XD",174,"DISPUTED",0.284821532864,0.000728199733515,8.09077814489,3.89999989420176e-05
527,"land-disputed","Australia - Papua New Guinea","XD-AU-PG","land-disputed",255,"DISPUTED","XD","XD",174,"DISPUTED",1.58986459175,0.0178215121517,216.525205113,7.999999797903e-07
528,"land-noeez","Azerbaijan","AZE","land-noeez",255,"Azerbaijan","AZE","AZE",173,"Azerbaijan",26.5610102921,9.11488991134,86052.5390871,0
529,"land-noeez","Kazakhstan","KAZ","land-noeez",255,"Kazakhstan","KAZ","nan",173,"nan",151.951578559,329.697668239,2723263.25269,0
530,"land-noeez","Turkmenistan","TKM","land-noeez",255,"Turkmenistan","TKM","nan",173,"nan",55.338445711,49.1480028155,471658.335491,0
531,"land-noeez","Afghanistan","AFG","land-noeez",301,"Afghanistan","AFG","nan",-21474836,"nan",50.8032097288,62.5667138776,641907.694428,0
532,"land-noeez","Andorra","AND","land-noeez",302,"Andorra","AND","nan",-21474836,"nan",0.937351763515,0.0555851649658,507.153716973,0
533,"land-noeez","Armenia","ARM","land-noeez",303,"Armenia","ARM","nan",-21474836,"nan",12.1611168779,3.14229052601,29669.4524328,0
534,"land-noeez","Austria","AUT","land-noeez",304,"Austria","AUT","nan",-21474836,"nan",22.0679371038,10.0394406899,83946.0243959,0
535,"land-noeez","Belarus","BLR","land-noeez",305,"Belarus","BLR","nan",-21474836,"nan",31.6685479115,28.1578094381,207721.334164,0
536,"land-noeez","Bhutan","BTN","land-noeez",306,"Bhutan","BTN","nan",-21474836,"nan",9.20549299009,3.6355587113,39836.6360433,0
537,"land-noeez","Bolivia","BOL","land-noeez",307,"Bolivia","BOL","nan",-21474836,"nan",52.4836638833,92.1901053153,1086608.95225,0
538,"land-noeez","Botswana","BWA","land-noeez",308,"Botswana","BWA","nan",-21474836,"nan",33.9299440671,50.6775206872,578339.419874,0
539,"land-noeez","Burkina Faso","BFA","land-noeez",309,"Burkina Faso","BFA","nan",-21474836,"nan",27.007422725,22.6341542024,272340.844961,0
540,"land-noeez","Burundi","BDI","land-noeez",310,"Burundi","BDI","nan",-21474836,"nan",7.71475020504,2.21238704986,27185.9381751,0
541,"land-noeez","Central African Republic","CAF","land-noeez",311,"Central African Republic","CAF","nan",-21474836,"nan",42.208081476,50.6021421803,618642.590296,0
542,"land-noeez","Chad","TCD","land-noeez",312,"Chad","TCD","nan",-21474836,"nan",51.6719899747,107.292325254,1271846.89288,0
543,"land-noeez","Czech Republic","CZE","land-noeez",313,"Czech Republic","CZE","nan",-21474836,"nan",18.4495843583,9.82420951558,78754.6287987,0
544,"land-noeez","Ethiopia","ETH","land-noeez",314,"Ethiopia","ETH","nan",-21474836,"nan",46.8103153875,92.7227606749,1127548.0032,0
545,"land-noeez","Hungary","HUN","land-noeez",315,"Hungary","HUN","nan",-21474836,"nan",18.1620444739,11.0332889723,92995.154502,0
546,"land-noeez","Kyrgyzstan","KGZ","land-noeez",316,"Kyrgyzstan","KGZ","nan",-21474836,"nan",36.7541303578,21.5118282925,199564.856068,0
547,"land-noeez","Laos","LAO","land-noeez",317,"Laos","LAO","nan",-21474836,"nan",37.5582522746,19.6803737145,229885.242872,0
548,"land-noeez","Liechtenstein","LIE","land-noeez",318,"Liechtenstein","LIE","nan",-21474836,"nan",0.63386566033,0.0209205168043,176.390197837,0
549,"land-noeez","Luxembourg","LUX","land-noeez",319,"Luxembourg","LUX","nan",-21474836,"nan",2.64611859135,0.322093450006,2580.6679557,0
550,"land-noeez","Macedonia","MKD","land-noeez",320,"Macedonia","MKD","nan",-21474836,"nan",7.21551143889,2.75000363365,25462.6389967,0
551,"land-noeez","Malawi","MWI","land-noeez",321,"Malawi","MWI","nan",-21474836,"nan",23.1402375582,9.88624877246,118486.640137,0
552,"land-noeez","Mali","MLI","land-noeez",322,"Mali","MLI","nan",-21474836,"nan",64.2045167796,106.649580926,1252295.40312,0
553,"land-noeez","Moldova","MDA","land-noeez",323,"Moldova","MDA","nan",-21474836,"nan",12.4572467844,3.99894238738,33687.8407961,0
554,"land-noeez","Mongolia","MNG","land-noeez",324,"Mongolia","MNG","nan",-21474836,"nan",85.1014873137,184.432046561,1562943.72128,0
555,"land-noeez","Nepal","NPL","land-noeez",325,"Nepal","NPL","nan",-21474836,"nan",23.5332666668,13.5337204538,147162.7934,0
556,"land-noeez","Niger","NER","land-noeez",326,"Niger","NER","nan",-21474836,"nan",50.8036372169,100.637811379,1182007.78127,0
557,"land-noeez","Paraguay","PRY","land-noeez",327,"Paraguay","PRY","nan",-21474836,"nan",30.8918839097,35.2087385137,398805.713227,0
558,"land-noeez","Rwanda","RWA","land-noeez",328,"Rwanda","RWA","nan",-21474836,"nan",7.15985445229,2.04338240159,25136.7054738,0
559,"land-noeez","San Marino","SMR","land-noeez",329,"San Marino","SMR","nan",-21474836,"nan",0.315110445609,0.00671112262614,59.8654658687,0
560,"land-noeez","Serbia","SRB","land-noeez",330,"Serbia","SRB","nan",-21474836,"nan",19.4849922868,9.89661076892,88136.0423832,0
561,"land-noeez","Slovakia","SVK","land-noeez",331,"Slovakia","SVK","nan",-21474836,"nan",14.309671716,5.97807800351,48926.5232024,0
562,"land-noeez","Switzerland","CHE","land-noeez",332,"Switzerland","CHE","nan",-21474836,"nan",15.5315226267,4.88927661163,41489.3105416,0
563,"land-noeez","Tajikistan","TJK","land-noeez",333,"Tajikistan","TJK","nan",-21474836,"nan",33.8775319206,14.7158593621,142427.68748,0
564,"land-noeez","Uganda","UGA","land-noeez",334,"Uganda","UGA","nan",-21474836,"nan",21.2482277199,19.6768074323,242074.913762,0
565,"land-noeez","Uzbekistan","UZB","land-noeez",335,"Uzbekistan","UZB","nan",-21474836,"nan",60.3220685096,48.369999321,446609.554793,0
566,"land-noeez","Zambia","ZMB","land-noeez",336,"Zambia","ZMB","nan",-21474836,"nan",49.1414390786,62.8140219585,751918.188628,0
567,"land-noeez","Zimbabwe","ZWE","land-noeez",337,"Zimbabwe","ZWE","nan",-21474836,"nan",26.2984262406,33.4631297086,389862.278306,0
