comname,sciname,ico_gl,ico_rgn_id,iucn_sid,subpop,cat_2016,cat,cat_txt,cat_score,year,cat_2016_score
Brown Trout,Salmo trutta,FALSE,174,19861,NA,LC,LC,Lower Risk/least concern,0.0,2e3,0.0
Brown Trout,Salmo trutta,FALSE,175,19861,NA,LC,LC,Lower Risk/least concern,0.0,2e3,0.0
Brown Trout,Salmo trutta,FALSE,176,19861,NA,LC,LC,Lower Risk/least concern,0.0,2e3,0.0
Brown Trout,Salmo trutta,FALSE,70,19861,NA,LC,LC,Lower Risk/least concern,0.0,2e3,0.0
Brown Trout,Salmo trutta,FALSE,178,19861,NA,LC,LC,Lower Risk/least concern,0.0,2e3,0.0
Brown Trout,Salmo trutta,FALSE,69,19861,NA,LC,LC,Lower Risk/least concern,0.0,2e3,0.0
Brown Trout,Salmo trutta,FALSE,189,19861,NA,LC,LC,Lower Risk/least concern,0.0,2e3,0.0
Brown Trout,Salmo trutta,FALSE,73,19861,NA,LC,LC,Lower Risk/least concern,0.0,2e3,0.0
Brown Trout,Salmo trutta,FALSE,222,19861,NA,LC,LC,Lower Risk/least concern,0.0,2001.0,0.0
Brown Trout,Salmo trutta,FALSE,174,19861,NA,LC,LC,Lower Risk/least concern,0.0,2001.0,0.0
Brown Trout,Salmo trutta,FALSE,175,19861,NA,LC,LC,Lower Risk/least concern,0.0,2001.0,0.0
Brown Trout,Salmo trutta,FALSE,176,19861,NA,LC,LC,Lower Risk/least concern,0.0,2001.0,0.0
Brown Trout,Salmo trutta,FALSE,70,19861,NA,LC,LC,Lower Risk/least concern,0.0,2001.0,0.0
Brown Trout,Salmo trutta,FALSE,178,19861,NA,LC,LC,Lower Risk/least concern,0.0,2001.0,0.0
Brown Trout,Salmo trutta,FALSE,69,19861,NA,LC,LC,Lower Risk/least concern,0.0,2001.0,0.0
Brown Trout,Salmo trutta,FALSE,189,19861,NA,LC,LC,Lower Risk/least concern,0.0,2001.0,0.0
Brown Trout,Salmo trutta,FALSE,73,19861,NA,LC,LC,Lower Risk/least concern,0.0,2001.0,0.0
Brown Trout,Salmo trutta,FALSE,222,19861,NA,LC,LC,Lower Risk/least concern,0.0,2002.0,0.0
Brown Trout,Salmo trutta,FALSE,174,19861,NA,LC,LC,Lower Risk/least concern,0.0,2002.0,0.0
Brown Trout,Salmo trutta,FALSE,175,19861,NA,LC,LC,Lower Risk/least concern,0.0,2002.0,0.0
Brown Trout,Salmo trutta,FALSE,176,19861,NA,LC,LC,Lower Risk/least concern,0.0,2002.0,0.0
Brown Trout,Salmo trutta,FALSE,70,19861,NA,LC,LC,Lower Risk/least concern,0.0,2002.0,0.0
Brown Trout,Salmo trutta,FALSE,178,19861,NA,LC,LC,Lower Risk/least concern,0.0,2002.0,0.0
Brown Trout,Salmo trutta,FALSE,69,19861,NA,LC,LC,Lower Risk/least concern,0.0,2002.0,0.0
Brown Trout,Salmo trutta,FALSE,189,19861,NA,LC,LC,Lower Risk/least concern,0.0,2002.0,0.0
Brown Trout,Salmo trutta,FALSE,73,19861,NA,LC,LC,Lower Risk/least concern,0.0,2002.0,0.0
Brown Trout,Salmo trutta,FALSE,222,19861,NA,LC,LC,Lower Risk/least concern,0.0,2003.0,0.0
Brown Trout,Salmo trutta,FALSE,174,19861,NA,LC,LC,Lower Risk/least concern,0.0,2003.0,0.0
Brown Trout,Salmo trutta,FALSE,175,19861,NA,LC,LC,Lower Risk/least concern,0.0,2003.0,0.0
Brown Trout,Salmo trutta,FALSE,176,19861,NA,LC,LC,Lower Risk/least concern,0.0,2003.0,0.0
Brown Trout,Salmo trutta,FALSE,70,19861,NA,LC,LC,Lower Risk/least concern,0.0,2003.0,0.0
Brown Trout,Salmo trutta,FALSE,178,19861,NA,LC,LC,Lower Risk/least concern,0.0,2003.0,0.0
Brown Trout,Salmo trutta,FALSE,69,19861,NA,LC,LC,Lower Risk/least concern,0.0,2003.0,0.0
Brown Trout,Salmo trutta,FALSE,189,19861,NA,LC,LC,Lower Risk/least concern,0.0,2003.0,0.0
Brown Trout,Salmo trutta,FALSE,73,19861,NA,LC,LC,Lower Risk/least concern,0.0,2003.0,0.0
Brown Trout,Salmo trutta,FALSE,222,19861,NA,LC,LC,Lower Risk/least concern,0.0,2004.0,0.0
Brown Trout,Salmo trutta,FALSE,174,19861,NA,LC,LC,Lower Risk/least concern,0.0,2004.0,0.0
Brown Trout,Salmo trutta,FALSE,175,19861,NA,LC,LC,Lower Risk/least concern,0.0,2004.0,0.0
Brown Trout,Salmo trutta,FALSE,176,19861,NA,LC,LC,Lower Risk/least concern,0.0,2004.0,0.0
Brown Trout,Salmo trutta,FALSE,70,19861,NA,LC,LC,Lower Risk/least concern,0.0,2004.0,0.0
Brown Trout,Salmo trutta,FALSE,178,19861,NA,LC,LC,Lower Risk/least concern,0.0,2004.0,0.0
Brown Trout,Salmo trutta,FALSE,69,19861,NA,LC,LC,Lower Risk/least concern,0.0,2004.0,0.0
Brown Trout,Salmo trutta,FALSE,189,19861,NA,LC,LC,Lower Risk/least concern,0.0,2004.0,0.0
Brown Trout,Salmo trutta,FALSE,73,19861,NA,LC,LC,Lower Risk/least concern,0.0,2004.0,0.0
Brown Trout,Salmo trutta,FALSE,222,19861,NA,LC,LC,Lower Risk/least concern,0.0,2005.0,0.0
Brown Trout,Salmo trutta,FALSE,174,19861,NA,LC,LC,Lower Risk/least concern,0.0,2005.0,0.0
Brown Trout,Salmo trutta,FALSE,175,19861,NA,LC,LC,Lower Risk/least concern,0.0,2005.0,0.0
Brown Trout,Salmo trutta,FALSE,176,19861,NA,LC,LC,Lower Risk/least concern,0.0,2005.0,0.0
Brown Trout,Salmo trutta,FALSE,70,19861,NA,LC,LC,Lower Risk/least concern,0.0,2005.0,0.0
Brown Trout,Salmo trutta,FALSE,178,19861,NA,LC,LC,Lower Risk/least concern,0.0,2005.0,0.0
Brown Trout,Salmo trutta,FALSE,69,19861,NA,LC,LC,Lower Risk/least concern,0.0,2005.0,0.0
Brown Trout,Salmo trutta,FALSE,189,19861,NA,LC,LC,Lower Risk/least concern,0.0,2005.0,0.0
Brown Trout,Salmo trutta,FALSE,73,19861,NA,LC,LC,Lower Risk/least concern,0.0,2005.0,0.0
Brown Trout,Salmo trutta,FALSE,222,19861,NA,LC,LC,Lower Risk/least concern,0.0,2006.0,0.0
Brown Trout,Salmo trutta,FALSE,174,19861,NA,LC,LC,Lower Risk/least concern,0.0,2006.0,0.0
Brown Trout,Salmo trutta,FALSE,175,19861,NA,LC,LC,Lower Risk/least concern,0.0,2006.0,0.0
Brown Trout,Salmo trutta,FALSE,176,19861,NA,LC,LC,Lower Risk/least concern,0.0,2006.0,0.0
Brown Trout,Salmo trutta,FALSE,70,19861,NA,LC,LC,Lower Risk/least concern,0.0,2006.0,0.0
Brown Trout,Salmo trutta,FALSE,178,19861,NA,LC,LC,Lower Risk/least concern,0.0,2006.0,0.0
Brown Trout,Salmo trutta,FALSE,69,19861,NA,LC,LC,Lower Risk/least concern,0.0,2006.0,0.0
Brown Trout,Salmo trutta,FALSE,189,19861,NA,LC,LC,Lower Risk/least concern,0.0,2006.0,0.0
Brown Trout,Salmo trutta,FALSE,73,19861,NA,LC,LC,Lower Risk/least concern,0.0,2006.0,0.0
Brown Trout,Salmo trutta,FALSE,222,19861,NA,LC,LC,Lower Risk/least concern,0.0,2007.0,0.0
Brown Trout,Salmo trutta,FALSE,174,19861,NA,LC,LC,Lower Risk/least concern,0.0,2007.0,0.0
Brown Trout,Salmo trutta,FALSE,175,19861,NA,LC,LC,Lower Risk/least concern,0.0,2007.0,0.0
Brown Trout,Salmo trutta,FALSE,176,19861,NA,LC,LC,Lower Risk/least concern,0.0,2007.0,0.0
Brown Trout,Salmo trutta,FALSE,70,19861,NA,LC,LC,Lower Risk/least concern,0.0,2007.0,0.0
Brown Trout,Salmo trutta,FALSE,178,19861,NA,LC,LC,Lower Risk/least concern,0.0,2007.0,0.0
Brown Trout,Salmo trutta,FALSE,69,19861,NA,LC,LC,Lower Risk/least concern,0.0,2007.0,0.0
Brown Trout,Salmo trutta,FALSE,189,19861,NA,LC,LC,Lower Risk/least concern,0.0,2007.0,0.0
Brown Trout,Salmo trutta,FALSE,73,19861,NA,LC,LC,Lower Risk/least concern,0.0,2007.0,0.0
Brown Trout,Salmo trutta,FALSE,222,19861,NA,LC,LC,Least Concern,0.0,2008.0,0.0
Brown Trout,Salmo trutta,FALSE,174,19861,NA,LC,LC,Least Concern,0.0,2008.0,0.0
Brown Trout,Salmo trutta,FALSE,175,19861,NA,LC,LC,Least Concern,0.0,2008.0,0.0
Brown Trout,Salmo trutta,FALSE,176,19861,NA,LC,LC,Least Concern,0.0,2008.0,0.0
Brown Trout,Salmo trutta,FALSE,70,19861,NA,LC,LC,Least Concern,0.0,2008.0,0.0
Brown Trout,Salmo trutta,FALSE,178,19861,NA,LC,LC,Least Concern,0.0,2008.0,0.0
Brown Trout,Salmo trutta,FALSE,69,19861,NA,LC,LC,Least Concern,0.0,2008.0,0.0
Brown Trout,Salmo trutta,FALSE,189,19861,NA,LC,LC,Least Concern,0.0,2008.0,0.0
Brown Trout,Salmo trutta,FALSE,73,19861,NA,LC,LC,Least Concern,0.0,2008.0,0.0
Brown Trout,Salmo trutta,FALSE,222,19861,NA,LC,LC,Least Concern,0.0,2009.0,0.0
Brown Trout,Salmo trutta,FALSE,174,19861,NA,LC,LC,Least Concern,0.0,2009.0,0.0
Brown Trout,Salmo trutta,FALSE,175,19861,NA,LC,LC,Least Concern,0.0,2009.0,0.0
Brown Trout,Salmo trutta,FALSE,176,19861,NA,LC,LC,Least Concern,0.0,2009.0,0.0
Brown Trout,Salmo trutta,FALSE,70,19861,NA,LC,LC,Least Concern,0.0,2009.0,0.0
Brown Trout,Salmo trutta,FALSE,178,19861,NA,LC,LC,Least Concern,0.0,2009.0,0.0
Brown Trout,Salmo trutta,FALSE,69,19861,NA,LC,LC,Least Concern,0.0,2009.0,0.0
Brown Trout,Salmo trutta,FALSE,189,19861,NA,LC,LC,Least Concern,0.0,2009.0,0.0
Brown Trout,Salmo trutta,FALSE,73,19861,NA,LC,LC,Least Concern,0.0,2009.0,0.0
Brown Trout,Salmo trutta,FALSE,222,19861,NA,LC,LC,Least Concern,0.0,2010.0,0.0
Brown Trout,Salmo trutta,FALSE,174,19861,NA,LC,LC,Least Concern,0.0,2010.0,0.0
Brown Trout,Salmo trutta,FALSE,175,19861,NA,LC,LC,Least Concern,0.0,2010.0,0.0
Brown Trout,Salmo trutta,FALSE,176,19861,NA,LC,LC,Least Concern,0.0,2010.0,0.0
Brown Trout,Salmo trutta,FALSE,70,19861,NA,LC,LC,Least Concern,0.0,2010.0,0.0
Brown Trout,Salmo trutta,FALSE,178,19861,NA,LC,LC,Least Concern,0.0,2010.0,0.0
Brown Trout,Salmo trutta,FALSE,69,19861,NA,LC,LC,Least Concern,0.0,2010.0,0.0
Brown Trout,Salmo trutta,FALSE,189,19861,NA,LC,LC,Least Concern,0.0,2010.0,0.0
Brown Trout,Salmo trutta,FALSE,73,19861,NA,LC,LC,Least Concern,0.0,2010.0,0.0
Brown Trout,Salmo trutta,FALSE,222,19861,NA,LC,LC,Least Concern,0.0,2011.0,0.0
Brown Trout,Salmo trutta,FALSE,174,19861,NA,LC,LC,Least Concern,0.0,2011.0,0.0
Brown Trout,Salmo trutta,FALSE,175,19861,NA,LC,LC,Least Concern,0.0,2011.0,0.0
Brown Trout,Salmo trutta,FALSE,176,19861,NA,LC,LC,Least Concern,0.0,2011.0,0.0
Brown Trout,Salmo trutta,FALSE,70,19861,NA,LC,LC,Least Concern,0.0,2011.0,0.0
Brown Trout,Salmo trutta,FALSE,178,19861,NA,LC,LC,Least Concern,0.0,2011.0,0.0
Brown Trout,Salmo trutta,FALSE,69,19861,NA,LC,LC,Least Concern,0.0,2011.0,0.0
Brown Trout,Salmo trutta,FALSE,189,19861,NA,LC,LC,Least Concern,0.0,2011.0,0.0
Brown Trout,Salmo trutta,FALSE,73,19861,NA,LC,LC,Least Concern,0.0,2011.0,0.0
Brown Trout,Salmo trutta,FALSE,222,19861,NA,LC,LC,Least Concern,0.0,2012.0,0.0
Brown Trout,Salmo trutta,FALSE,174,19861,NA,LC,LC,Least Concern,0.0,2012.0,0.0
Brown Trout,Salmo trutta,FALSE,175,19861,NA,LC,LC,Least Concern,0.0,2012.0,0.0
Brown Trout,Salmo trutta,FALSE,176,19861,NA,LC,LC,Least Concern,0.0,2012.0,0.0
Brown Trout,Salmo trutta,FALSE,70,19861,NA,LC,LC,Least Concern,0.0,2012.0,0.0
Brown Trout,Salmo trutta,FALSE,178,19861,NA,LC,LC,Least Concern,0.0,2012.0,0.0
Brown Trout,Salmo trutta,FALSE,69,19861,NA,LC,LC,Least Concern,0.0,2012.0,0.0
Brown Trout,Salmo trutta,FALSE,189,19861,NA,LC,LC,Least Concern,0.0,2012.0,0.0
Brown Trout,Salmo trutta,FALSE,73,19861,NA,LC,LC,Least Concern,0.0,2012.0,0.0
Brown Trout,Salmo trutta,FALSE,222,19861,NA,LC,LC,Least Concern,0.0,2013.0,0.0
Brown Trout,Salmo trutta,FALSE,174,19861,NA,LC,LC,Least Concern,0.0,2013.0,0.0
Brown Trout,Salmo trutta,FALSE,175,19861,NA,LC,LC,Least Concern,0.0,2013.0,0.0
Brown Trout,Salmo trutta,FALSE,176,19861,NA,LC,LC,Least Concern,0.0,2013.0,0.0
Brown Trout,Salmo trutta,FALSE,70,19861,NA,LC,LC,Least Concern,0.0,2013.0,0.0
Brown Trout,Salmo trutta,FALSE,178,19861,NA,LC,LC,Least Concern,0.0,2013.0,0.0
Brown Trout,Salmo trutta,FALSE,69,19861,NA,LC,LC,Least Concern,0.0,2013.0,0.0
Brown Trout,Salmo trutta,FALSE,189,19861,NA,LC,LC,Least Concern,0.0,2013.0,0.0
Brown Trout,Salmo trutta,FALSE,73,19861,NA,LC,LC,Least Concern,0.0,2013.0,0.0
Brown Trout,Salmo trutta,FALSE,222,19861,NA,LC,LC,Least Concern,0.0,2014.0,0.0
Brown Trout,Salmo trutta,FALSE,174,19861,NA,LC,LC,Least Concern,0.0,2014.0,0.0
Brown Trout,Salmo trutta,FALSE,175,19861,NA,LC,LC,Least Concern,0.0,2014.0,0.0
Brown Trout,Salmo trutta,FALSE,176,19861,NA,LC,LC,Least Concern,0.0,2014.0,0.0
Brown Trout,Salmo trutta,FALSE,70,19861,NA,LC,LC,Least Concern,0.0,2014.0,0.0
Brown Trout,Salmo trutta,FALSE,178,19861,NA,LC,LC,Least Concern,0.0,2014.0,0.0
Brown Trout,Salmo trutta,FALSE,69,19861,NA,LC,LC,Least Concern,0.0,2014.0,0.0
Brown Trout,Salmo trutta,FALSE,189,19861,NA,LC,LC,Least Concern,0.0,2014.0,0.0
Brown Trout,Salmo trutta,FALSE,73,19861,NA,LC,LC,Least Concern,0.0,2014.0,0.0
Brown Trout,Salmo trutta,FALSE,222,19861,NA,LC,LC,Least Concern,0.0,2015.0,0.0
Brown Trout,Salmo trutta,FALSE,174,19861,NA,LC,LC,Least Concern,0.0,2015.0,0.0
Brown Trout,Salmo trutta,FALSE,175,19861,NA,LC,LC,Least Concern,0.0,2015.0,0.0
Brown Trout,Salmo trutta,FALSE,176,19861,NA,LC,LC,Least Concern,0.0,2015.0,0.0
Brown Trout,Salmo trutta,FALSE,70,19861,NA,LC,LC,Least Concern,0.0,2015.0,0.0
Brown Trout,Salmo trutta,FALSE,178,19861,NA,LC,LC,Least Concern,0.0,2015.0,0.0
Brown Trout,Salmo trutta,FALSE,69,19861,NA,LC,LC,Least Concern,0.0,2015.0,0.0
Brown Trout,Salmo trutta,FALSE,189,19861,NA,LC,LC,Least Concern,0.0,2015.0,0.0
Brown Trout,Salmo trutta,FALSE,73,19861,NA,LC,LC,Least Concern,0.0,2015.0,0.0
Brown Trout,Salmo trutta,FALSE,222,19861,NA,LC,LC,Least Concern,0.0,2016.0,0.0
Brown Trout,Salmo trutta,FALSE,174,19861,NA,LC,LC,Least Concern,0.0,2016.0,0.0
Brown Trout,Salmo trutta,FALSE,175,19861,NA,LC,LC,Least Concern,0.0,2016.0,0.0
Brown Trout,Salmo trutta,FALSE,176,19861,NA,LC,LC,Least Concern,0.0,2016.0,0.0
Brown Trout,Salmo trutta,FALSE,70,19861,NA,LC,LC,Least Concern,0.0,2016.0,0.0
Brown Trout,Salmo trutta,FALSE,178,19861,NA,LC,LC,Least Concern,0.0,2016.0,0.0
Brown Trout,Salmo trutta,FALSE,69,19861,NA,LC,LC,Least Concern,0.0,2016.0,0.0
Brown Trout,Salmo trutta,FALSE,189,19861,NA,LC,LC,Least Concern,0.0,2016.0,0.0
Brown Trout,Salmo trutta,FALSE,73,19861,NA,LC,LC,Least Concern,0.0,2016.0,0.0
Indo-Pacific humpback dolphin,Sousa chinensis,FALSE,16,20424,NA,NT,NT,Near Threatened,0.2,1965.0,0.2
Indo-Pacific humpback dolphin,Sousa chinensis,FALSE,16,20424,NA,NT,NT,Near Threatened,0.2,1966.0,0.2
Indo-Pacific humpback dolphin,Sousa chinensis,FALSE,16,20424,NA,NT,NT,Near Threatened,0.2,1967.0,0.2
Indo-Pacific humpback dolphin,Sousa chinensis,FALSE,16,20424,NA,NT,NT,Near Threatened,0.2,1968.0,0.2
Indo-Pacific humpback dolphin,Sousa chinensis,FALSE,16,20424,NA,NT,NT,Near Threatened,0.2,1969.0,0.2
Indo-Pacific humpback dolphin,Sousa chinensis,FALSE,16,20424,NA,NT,NT,Near Threatened,0.2,1970.0,0.2
Indo-Pacific humpback dolphin,Sousa chinensis,FALSE,16,20424,NA,NT,NT,Near Threatened,0.2,1971.0,0.2
Indo-Pacific humpback dolphin,Sousa chinensis,FALSE,16,20424,NA,NT,NT,Near Threatened,0.2,1972.0,0.2
Indo-Pacific humpback dolphin,Sousa chinensis,FALSE,16,20424,NA,NT,NT,Near Threatened,0.2,1973.0,0.2
Indo-Pacific humpback dolphin,Sousa chinensis,FALSE,16,20424,NA,NT,NT,Near Threatened,0.2,1974.0,0.2
Indo-Pacific humpback dolphin,Sousa chinensis,FALSE,16,20424,NA,NT,NT,Near Threatened,0.2,1975.0,0.2
Indo-Pacific humpback dolphin,Sousa chinensis,FALSE,16,20424,NA,NT,NT,Near Threatened,0.2,1976.0,0.2
Indo-Pacific humpback dolphin,Sousa chinensis,FALSE,16,20424,NA,NT,NT,Near Threatened,0.2,1977.0,0.2
Indo-Pacific humpback dolphin,Sousa chinensis,FALSE,16,20424,NA,NT,NT,Near Threatened,0.2,1978.0,0.2
Indo-Pacific humpback dolphin,Sousa chinensis,FALSE,16,20424,NA,NT,NT,Near Threatened,0.2,1979.0,0.2
Indo-Pacific humpback dolphin,Sousa chinensis,FALSE,16,20424,NA,NT,NT,Near Threatened,0.2,1980.0,0.2
Indo-Pacific humpback dolphin,Sousa chinensis,FALSE,16,20424,NA,NT,NT,Near Threatened,0.2,1981.0,0.2
Indo-Pacific humpback dolphin,Sousa chinensis,FALSE,16,20424,NA,NT,NT,Near Threatened,0.2,1982.0,0.2
Indo-Pacific humpback dolphin,Sousa chinensis,FALSE,16,20424,NA,NT,NT,Near Threatened,0.2,1983.0,0.2
Indo-Pacific humpback dolphin,Sousa chinensis,FALSE,16,20424,NA,NT,NT,Near Threatened,0.2,1984.0,0.2
Indo-Pacific humpback dolphin,Sousa chinensis,FALSE,16,20424,NA,NT,NT,Near Threatened,0.2,1985.0,0.2
Indo-Pacific humpback dolphin,Sousa chinensis,FALSE,16,20424,NA,NT,NT,Near Threatened,0.2,1986.0,0.2
Indo-Pacific humpback dolphin,Sousa chinensis,FALSE,16,20424,NA,NT,NT,Near Threatened,0.2,1987.0,0.2
Indo-Pacific humpback dolphin,Sousa chinensis,FALSE,16,20424,NA,NT,NT,Near Threatened,0.2,1988.0,0.2
Indo-Pacific humpback dolphin,Sousa chinensis,FALSE,16,20424,NA,NT,NT,Near Threatened,0.2,1989.0,0.2
Indo-Pacific humpback dolphin,Sousa chinensis,FALSE,16,20424,NA,NT,NT,Near Threatened,0.2,1990.0,0.2
Indo-Pacific humpback dolphin,Sousa chinensis,FALSE,16,20424,NA,NT,NT,Near Threatened,0.2,1991.0,0.2
Indo-Pacific humpback dolphin,Sousa chinensis,FALSE,16,20424,NA,NT,NT,Near Threatened,0.2,1992.0,0.2
Indo-Pacific humpback dolphin,Sousa chinensis,FALSE,16,20424,NA,NT,NT,Near Threatened,0.2,1993.0,0.2
Indo-Pacific humpback dolphin,Sousa chinensis,FALSE,16,20424,NA,NT,NT,Near Threatened,0.2,1994.0,0.2
Indo-Pacific humpback dolphin,Sousa chinensis,FALSE,16,20424,NA,NT,NT,Near Threatened,0.2,1995.0,0.2
Indo-Pacific humpback dolphin,Sousa chinensis,FALSE,16,20424,NA,NT,NT,Near Threatened,0.2,1996.0,0.2
Indo-Pacific humpback dolphin,Sousa chinensis,FALSE,16,20424,NA,NT,NT,Near Threatened,0.2,1997.0,0.2
Indo-Pacific humpback dolphin,Sousa chinensis,FALSE,16,20424,NA,NT,NT,Near Threatened,0.2,1998.0,0.2
Indo-Pacific humpback dolphin,Sousa chinensis,FALSE,16,20424,NA,NT,NT,Near Threatened,0.2,1999.0,0.2
Indo-Pacific humpback dolphin,Sousa chinensis,FALSE,16,20424,NA,NT,NT,Near Threatened,0.2,2e3,0.2
Indo-Pacific humpback dolphin,Sousa chinensis,FALSE,16,20424,NA,NT,NT,Near Threatened,0.2,2001.0,0.2
Indo-Pacific humpback dolphin,Sousa chinensis,FALSE,16,20424,NA,NT,NT,Near Threatened,0.2,2002.0,0.2
Indo-Pacific humpback dolphin,Sousa chinensis,FALSE,16,20424,NA,NT,NT,Near Threatened,0.2,2003.0,0.2
Indo-Pacific humpback dolphin,Sousa chinensis,FALSE,16,20424,NA,NT,NT,Near Threatened,0.2,2004.0,0.2
Indo-Pacific humpback dolphin,Sousa chinensis,FALSE,16,20424,NA,NT,NT,Near Threatened,0.2,2005.0,0.2
Indo-Pacific humpback dolphin,Sousa chinensis,FALSE,16,20424,NA,NT,NT,Near Threatened,0.2,2006.0,0.2
Indo-Pacific humpback dolphin,Sousa chinensis,FALSE,16,20424,NA,NT,NT,Near Threatened,0.2,2007.0,0.2
Indo-Pacific humpback dolphin,Sousa chinensis,FALSE,16,20424,NA,NT,NT,Near Threatened,0.2,2008.0,0.2
Indo-Pacific humpback dolphin,Sousa chinensis,FALSE,16,20424,NA,NT,NT,Near Threatened,0.2,2009.0,0.2
Indo-Pacific humpback dolphin,Sousa chinensis,FALSE,16,20424,NA,NT,NT,Near Threatened,0.2,2010.0,0.2
Indo-Pacific humpback dolphin,Sousa chinensis,FALSE,16,20424,NA,NT,NT,Near Threatened,0.2,2011.0,0.2
Indo-Pacific humpback dolphin,Sousa chinensis,FALSE,16,20424,NA,NT,NT,Near Threatened,0.2,2012.0,0.2
Indo-Pacific humpback dolphin,Sousa chinensis,FALSE,16,20424,NA,NT,NT,Near Threatened,0.2,2013.0,0.2
Indo-Pacific humpback dolphin,Sousa chinensis,FALSE,16,20424,NA,NT,NT,Near Threatened,0.2,2014.0,0.2
Indo-Pacific humpback dolphin,Sousa chinensis,FALSE,16,20424,NA,NT,NT,Near Threatened,0.2,2015.0,0.2
Indo-Pacific humpback dolphin,Sousa chinensis,FALSE,16,20424,NA,NT,NT,Near Threatened,0.2,2016.0,0.2
Pantropical Spotted Dolphin,Stenella attenuata,FALSE,16,20729,NA,LC,CD,Lower Risk/conservation dependent,0.3,1965.0,0.0
Pantropical Spotted Dolphin,Stenella attenuata,FALSE,16,20729,NA,LC,CD,Lower Risk/conservation dependent,0.3,1966.0,0.0
Pantropical Spotted Dolphin,Stenella attenuata,FALSE,16,20729,NA,LC,CD,Lower Risk/conservation dependent,0.3,1967.0,0.0
Pantropical Spotted Dolphin,Stenella attenuata,FALSE,16,20729,NA,LC,CD,Lower Risk/conservation dependent,0.3,1968.0,0.0
Pantropical Spotted Dolphin,Stenella attenuata,FALSE,16,20729,NA,LC,CD,Lower Risk/conservation dependent,0.3,1969.0,0.0
Pantropical Spotted Dolphin,Stenella attenuata,FALSE,16,20729,NA,LC,CD,Lower Risk/conservation dependent,0.3,1970.0,0.0
Pantropical Spotted Dolphin,Stenella attenuata,FALSE,16,20729,NA,LC,CD,Lower Risk/conservation dependent,0.3,1971.0,0.0
Pantropical Spotted Dolphin,Stenella attenuata,FALSE,16,20729,NA,LC,CD,Lower Risk/conservation dependent,0.3,1972.0,0.0
Pantropical Spotted Dolphin,Stenella attenuata,FALSE,16,20729,NA,LC,CD,Lower Risk/conservation dependent,0.3,1973.0,0.0
Pantropical Spotted Dolphin,Stenella attenuata,FALSE,16,20729,NA,LC,CD,Lower Risk/conservation dependent,0.3,1974.0,0.0
Pantropical Spotted Dolphin,Stenella attenuata,FALSE,16,20729,NA,LC,CD,Lower Risk/conservation dependent,0.3,1975.0,0.0
Pantropical Spotted Dolphin,Stenella attenuata,FALSE,16,20729,NA,LC,CD,Lower Risk/conservation dependent,0.3,1976.0,0.0
Pantropical Spotted Dolphin,Stenella attenuata,FALSE,16,20729,NA,LC,CD,Lower Risk/conservation dependent,0.3,1977.0,0.0
Pantropical Spotted Dolphin,Stenella attenuata,FALSE,16,20729,NA,LC,CD,Lower Risk/conservation dependent,0.3,1978.0,0.0
Pantropical Spotted Dolphin,Stenella attenuata,FALSE,16,20729,NA,LC,CD,Lower Risk/conservation dependent,0.3,1979.0,0.0
Pantropical Spotted Dolphin,Stenella attenuata,FALSE,16,20729,NA,LC,CD,Lower Risk/conservation dependent,0.3,1980.0,0.0
Pantropical Spotted Dolphin,Stenella attenuata,FALSE,16,20729,NA,LC,CD,Lower Risk/conservation dependent,0.3,1981.0,0.0
Pantropical Spotted Dolphin,Stenella attenuata,FALSE,16,20729,NA,LC,CD,Lower Risk/conservation dependent,0.3,1982.0,0.0
Pantropical Spotted Dolphin,Stenella attenuata,FALSE,16,20729,NA,LC,CD,Lower Risk/conservation dependent,0.3,1983.0,0.0
Pantropical Spotted Dolphin,Stenella attenuata,FALSE,16,20729,NA,LC,CD,Lower Risk/conservation dependent,0.3,1984.0,0.0
Pantropical Spotted Dolphin,Stenella attenuata,FALSE,16,20729,NA,LC,CD,Lower Risk/conservation dependent,0.3,1985.0,0.0
Pantropical Spotted Dolphin,Stenella attenuata,FALSE,16,20729,NA,LC,CD,Lower Risk/conservation dependent,0.3,1986.0,0.0
Pantropical Spotted Dolphin,Stenella attenuata,FALSE,16,20729,NA,LC,CD,Lower Risk/conservation dependent,0.3,1987.0,0.0
Pantropical Spotted Dolphin,Stenella attenuata,FALSE,16,20729,NA,LC,CD,Lower Risk/conservation dependent,0.3,1988.0,0.0
Pantropical Spotted Dolphin,Stenella attenuata,FALSE,16,20729,NA,LC,CD,Lower Risk/conservation dependent,0.3,1989.0,0.0
Pantropical Spotted Dolphin,Stenella attenuata,FALSE,16,20729,NA,LC,CD,Lower Risk/conservation dependent,0.3,1990.0,0.0
Pantropical Spotted Dolphin,Stenella attenuata,FALSE,16,20729,NA,LC,CD,Lower Risk/conservation dependent,0.3,1991.0,0.0
Pantropical Spotted Dolphin,Stenella attenuata,FALSE,16,20729,NA,LC,CD,Lower Risk/conservation dependent,0.3,1992.0,0.0
Pantropical Spotted Dolphin,Stenella attenuata,FALSE,16,20729,NA,LC,CD,Lower Risk/conservation dependent,0.3,1993.0,0.0
Pantropical Spotted Dolphin,Stenella attenuata,FALSE,16,20729,NA,LC,CD,Lower Risk/conservation dependent,0.3,1994.0,0.0
Pantropical Spotted Dolphin,Stenella attenuata,FALSE,16,20729,NA,LC,CD,Lower Risk/conservation dependent,0.3,1995.0,0.0
