"ScientificName","season.year","SpeciesCode","EnglishName","Catch","LH","min.year"
"Muraenolepis orangiensis",2012,"MWO","Patagonian moray cod",23.7,NA,2008
"Neolithodes diomedeae",2005,"NDW","Antarctic king crab",443,"I",2005
"Neolithodes diomedeae",2006,NA,NA,0,NA,2005
"Neolithodes diomedeae",2007,"NDW","Antarctic king crab",18.65,"I",2005
"Neolithodes diomedeae",2008,"NDW","Antarctic king crab",1.722000003,"I",2005
"Neolithodes diomedeae",2009,NA,NA,0,NA,2005
"Neolithodes diomedeae",2010,NA,NA,0,NA,2005
"Neolithodes diomedeae",2011,NA,NA,0,NA,2005
"Neolithodes diomedeae",2012,NA,NA,0,NA,2005
"Neopagetopsis ionah",1989,"JIC","Crocodile icefishes",379,"LP",1989
"Neopagetopsis ionah",1990,"JIC","Crocodile icefishes",1892,"LP",1989
"Neopagetopsis ionah",1991,NA,NA,0,NA,1989
"Neopagetopsis ionah",1992,NA,NA,0,NA,1989
"Neopagetopsis ionah",1993,NA,NA,0,NA,1989
"Neopagetopsis ionah",1994,NA,NA,0,NA,1989
"Neopagetopsis ionah",1995,NA,NA,0,NA,1989
"Neopagetopsis ionah",1996,NA,NA,0,NA,1989
"Neopagetopsis ionah",1997,NA,NA,0,NA,1989
"Neopagetopsis ionah",1998,NA,NA,0,NA,1989
"Neopagetopsis ionah",1999,NA,NA,0,NA,1989
"Neopagetopsis ionah",2000,NA,NA,0,NA,1989
"Neopagetopsis ionah",2001,NA,NA,0,NA,1989
"Neopagetopsis ionah",2002,NA,NA,0,NA,1989
"Neopagetopsis ionah",2003,NA,NA,0,NA,1989
"Neopagetopsis ionah",2004,NA,NA,0,NA,1989
"Neopagetopsis ionah",2005,NA,NA,0,NA,1989
"Neopagetopsis ionah",2006,"JIC","Crocodile icefishes",7.054,"LP",1989
"Neopagetopsis ionah",2007,"JIC","Crocodile icefishes",5.852,"LP",1989
"Neopagetopsis ionah",2008,NA,NA,0,NA,1989
"Neopagetopsis ionah",2009,NA,NA,0,NA,1989
"Neopagetopsis ionah",2010,NA,NA,0,NA,1989
"Neopagetopsis ionah",2011,NA,NA,0,NA,1989
"Neopagetopsis ionah",2012,"JIC","Crocodile icefishes",19.3,"LP",1989
"Notolepis annulata",2007,"NNV","Ringed barracudina",0.035999998,NA,2007
"Notolepis annulata",2008,NA,NA,0,NA,2007
"Notolepis annulata",2009,NA,NA,0,NA,2007
"Notolepis annulata",2010,NA,NA,0,NA,2007
"Notolepis annulata",2011,NA,NA,0,NA,2007
"Notolepis annulata",2012,NA,NA,0,NA,2007
"Notolepis coatsi",2007,"NTO","Antarctic jonasfish",0.096,NA,2007
"Notolepis coatsi",2008,NA,NA,0,NA,2007
"Notolepis coatsi",2009,NA,NA,0,NA,2007
"Notolepis coatsi",2010,NA,NA,0,NA,2007
"Notolepis coatsi",2011,"NTO","Antarctic jonasfish",309,NA,2007
"Notolepis coatsi",2012,NA,NA,0,NA,2007
"Notothenia acuta",1990,"NOA","Trangular rockcod",4,NA,1990
"Notothenia acuta",1991,NA,NA,0,NA,1990
"Notothenia acuta",1992,NA,NA,0,NA,1990
"Notothenia acuta",1993,"NOA","Trangular rockcod",1,NA,1990
"Notothenia acuta",1994,NA,NA,0,NA,1990
"Notothenia acuta",1995,NA,NA,0,NA,1990
"Notothenia acuta",1996,NA,NA,0,NA,1990
"Notothenia acuta",1997,NA,NA,0,NA,1990
"Notothenia acuta",1998,NA,NA,0,NA,1990
"Notothenia acuta",1999,NA,NA,0,NA,1990
"Notothenia acuta",2000,NA,NA,0,NA,1990
"Notothenia acuta",2001,NA,NA,0,NA,1990
"Notothenia acuta",2002,NA,NA,0,NA,1990
"Notothenia acuta",2003,"NOA","Trangular rockcod",208.97,NA,1990
"Notothenia acuta",2004,"NOA","Trangular rockcod",201,NA,1990
"Notothenia acuta",2005,"NOA","Trangular rockcod",0.1,NA,1990
"Notothenia acuta",2006,NA,NA,0,NA,1990
"Notothenia acuta",2007,NA,NA,0,NA,1990
"Notothenia acuta",2008,NA,NA,0,NA,1990
"Notothenia acuta",2009,"NOA","Trangular rockcod",84.116,NA,1990
"Notothenia acuta",2010,"NOA","Trangular rockcod",1952.52,NA,1990
"Notothenia acuta",2011,"NOA","Trangular rockcod",1,NA,1990
"Notothenia acuta",2012,"NOA","Trangular rockcod",246,NA,1990
"Notothenia angustifrons",2008,"NOF","Narrowheaded rockcod",0.030999999,NA,2008
"Notothenia angustifrons",2009,NA,NA,0,NA,2008
"Notothenia angustifrons",2010,NA,NA,0,NA,2008
"Notothenia angustifrons",2011,"NOF","Narrowheaded rockcod",0.115000002,NA,2008
"Notothenia angustifrons",2012,NA,NA,0,NA,2008
"Notothenia coriiceps",2005,"NOC","Black rockcod",4,"D",2005
"Notothenia coriiceps",2006,"NOC","Black rockcod",125.576,"D",2005
"Notothenia coriiceps",2007,"NOC","Black rockcod",4217.613,"D",2005
"Notothenia coriiceps",2008,NA,NA,0,NA,2005
"Notothenia coriiceps",2009,"NOC","Black rockcod",0.48,"D",2005
"Notothenia coriiceps",2010,"NOC","Black rockcod",0.85,"D",2005
"Notothenia coriiceps",2011,NA,NA,0,NA,2005
"Notothenia coriiceps",2012,"NOC","Black rockcod",6624.1,"D",2005
"Notothenia gibberifrons",1976,"NOG","Humped rockcod",4999000,NA,1976
"Notothenia gibberifrons",1977,"NOG","Humped rockcod",4386000,NA,1976
"Notothenia gibberifrons",1978,"NOG","Humped rockcod",21790000,NA,1976
"Notothenia gibberifrons",1979,"NOG","Humped rockcod",13560000,NA,1976
"Notothenia gibberifrons",1980,"NOG","Humped rockcod",9036000,NA,1976
"Notothenia gibberifrons",1981,"NOG","Humped rockcod",3623363,NA,1976
"Notothenia gibberifrons",1982,"NOG","Humped rockcod",3197671,NA,1976
"Notothenia gibberifrons",1983,"NOG","Humped rockcod",7420000,NA,1976
"Notothenia gibberifrons",1984,"NOG","Humped rockcod",7151000,NA,1976
"Notothenia gibberifrons",1985,"NOG","Humped rockcod",6583500,NA,1976
"Notothenia gibberifrons",1986,"NOG","Humped rockcod",3243159,NA,1976
"Notothenia gibberifrons",1987,"NOG","Humped rockcod",5069262,NA,1976
"Notothenia gibberifrons",1988,"NOG","Humped rockcod",6390589,NA,1976
"Notothenia gibberifrons",1989,"NOG","Humped rockcod",1254210,NA,1976
"Notothenia gibberifrons",1990,"NOG","Humped rockcod",324490,NA,1976
"Notothenia gibberifrons",1991,"NOG","Humped rockcod",12363,NA,1976
"Notothenia gibberifrons",1992,"NOG","Humped rockcod",3570,NA,1976
"Notothenia gibberifrons",1993,NA,NA,0,NA,1976
"Notothenia gibberifrons",1994,"NOG","Humped rockcod",4027,NA,1976
"Notothenia gibberifrons",1995,"NOG","Humped rockcod",501,NA,1976
"Notothenia gibberifrons",1996,NA,NA,0,NA,1976
"Notothenia gibberifrons",1997,NA,NA,0,NA,1976
"Notothenia gibberifrons",1998,NA,NA,0,NA,1976
"Notothenia gibberifrons",1999,"NOG","Humped rockcod",5095,NA,1976
"Notothenia gibberifrons",2000,"NOG","Humped rockcod",668,NA,1976
"Notothenia gibberifrons",2001,"NOG","Humped rockcod",2229,NA,1976
"Notothenia gibberifrons",2002,"NOG","Humped rockcod",1283,NA,1976
"Notothenia gibberifrons",2003,NA,NA,0,NA,1976
"Notothenia gibberifrons",2004,NA,NA,0,NA,1976
"Notothenia gibberifrons",2005,NA,NA,0,NA,1976
"Notothenia gibberifrons",2006,"NOG","Humped rockcod",718.803,NA,1976
"Notothenia gibberifrons",2007,"NOG","Humped rockcod",3944.874010707,NA,1976
"Notothenia gibberifrons",2008,"NOG","Humped rockcod",899.155006,NA,1976
"Notothenia gibberifrons",2009,"NOG","Humped rockcod",696.5380034,NA,1976
"Notothenia gibberifrons",2010,"NOG","Humped rockcod",1731.784996,NA,1976
"Notothenia gibberifrons",2011,"NOG","Humped rockcod",2516.5350159,NA,1976
"Notothenia gibberifrons",2012,"NOG","Humped rockcod",1864.1,NA,1976
"Notothenia kempi",1987,"NOK","Striped-eyed rockcod",11,NA,1987
"Notothenia kempi",1988,"NOK","Striped-eyed rockcod",52,NA,1987
"Notothenia kempi",1989,"NOK","Striped-eyed rockcod",18641,NA,1987
"Notothenia kempi",1990,"NOK","Striped-eyed rockcod",598,NA,1987
"Notothenia kempi",1991,NA,NA,0,NA,1987
"Notothenia kempi",1992,NA,NA,0,NA,1987
"Notothenia kempi",1993,NA,NA,0,NA,1987
"Notothenia kempi",1994,NA,NA,0,NA,1987
"Notothenia kempi",1995,NA,NA,0,NA,1987
"Notothenia kempi",1996,NA,NA,0,NA,1987
"Notothenia kempi",1997,NA,NA,0,NA,1987
"Notothenia kempi",1998,NA,NA,0,NA,1987
"Notothenia kempi",1999,NA,NA,0,NA,1987
"Notothenia kempi",2000,NA,NA,0,NA,1987
"Notothenia kempi",2001,NA,NA,0,NA,1987
"Notothenia kempi",2002,"NOK","Striped-eyed rockcod",5.5,NA,1987
"Notothenia kempi",2003,"NOK","Striped-eyed rockcod",2,NA,1987
"Notothenia kempi",2004,"NOK","Striped-eyed rockcod",98.8,NA,1987
"Notothenia kempi",2005,"NOK","Striped-eyed rockcod",466.8,NA,1987
"Notothenia kempi",2006,"NOK","Striped-eyed rockcod",2.64,NA,1987
"Notothenia kempi",2007,"NOK","Striped-eyed rockcod",45.1,NA,1987
"Notothenia kempi",2008,"NOK","Striped-eyed rockcod",597.75,NA,1987
"Notothenia kempi",2009,NA,NA,0,NA,1987
"Notothenia kempi",2010,"NOK","Striped-eyed rockcod",111.7,NA,1987
"Notothenia kempi",2011,"NOK","Striped-eyed rockcod",1.3,NA,1987
"Notothenia kempi",2012,"NOK","Striped-eyed rockcod",19,NA,1987
"Notothenia neglecta",1987,"NON","Yellowbelly rockcod",1286,NA,1987
"Notothenia neglecta",1988,"NON","Yellowbelly rockcod",1309,NA,1987
"Notothenia neglecta",1989,NA,NA,0,NA,1987
"Notothenia neglecta",1990,NA,NA,0,NA,1987
"Notothenia neglecta",1991,"NON","Yellowbelly rockcod",309,NA,1987
"Notothenia neglecta",1992,NA,NA,0,NA,1987
"Notothenia neglecta",1993,NA,NA,0,NA,1987
"Notothenia neglecta",1994,NA,NA,0,NA,1987
"Notothenia neglecta",1995,NA,NA,0,NA,1987
"Notothenia neglecta",1996,NA,NA,0,NA,1987
"Notothenia neglecta",1997,NA,NA,0,NA,1987
"Notothenia neglecta",1998,NA,NA,0,NA,1987
"Notothenia neglecta",1999,"NON","Yellowbelly rockcod",44,NA,1987
"Notothenia neglecta",2000,NA,NA,0,NA,1987
"Notothenia neglecta",2001,"NON","Yellowbelly rockcod",2296,NA,1987
"Notothenia neglecta",2002,NA,NA,0,NA,1987
"Notothenia neglecta",2003,NA,NA,0,NA,1987
"Notothenia neglecta",2004,NA,NA,0,NA,1987
"Notothenia neglecta",2005,NA,NA,0,NA,1987
"Notothenia neglecta",2006,NA,NA,0,NA,1987
"Notothenia neglecta",2007,NA,NA,0,NA,1987
"Notothenia neglecta",2008,NA,NA,0,NA,1987
"Notothenia neglecta",2009,NA,NA,0,NA,1987
"Notothenia neglecta",2010,NA,NA,0,NA,1987
"Notothenia neglecta",2011,NA,NA,0,NA,1987
"Notothenia neglecta",2012,NA,NA,0,NA,1987
"Notothenia rossii",1970,"NOR","Marbled rockcod",399704000,"D",1970
"Notothenia rossii",1971,"NOR","Marbled rockcod",165194000,"D",1970
"Notothenia rossii",1972,"NOR","Marbled rockcod",107326000,"D",1970
"Notothenia rossii",1973,"NOR","Marbled rockcod",20361000,"D",1970
"Notothenia rossii",1974,"NOR","Marbled rockcod",20906000,"D",1970
"Notothenia rossii",1975,"NOR","Marbled rockcod",10248000,"D",1970
"Notothenia rossii",1976,"NOR","Marbled rockcod",16814000,"D",1970
"Notothenia rossii",1977,"NOR","Marbled rockcod",8816300,"D",1970
"Notothenia rossii",1978,"NOR","Marbled rockcod",56454400,"D",1970
"Notothenia rossii",1979,"NOR","Marbled rockcod",6190500,"D",1970
"Notothenia rossii",1980,"NOR","Marbled rockcod",46863000,"D",1970
"Notothenia rossii",1981,"NOR","Marbled rockcod",11951001,"D",1970
"Notothenia rossii",1982,"NOR","Marbled rockcod",9293019,"D",1970
"Notothenia rossii",1983,"NOR","Marbled rockcod",2219000,"D",1970
"Notothenia rossii",1984,"NOR","Marbled rockcod",6344000,"D",1970
"Notothenia rossii",1985,"NOR","Marbled rockcod",1161800,"D",1970
"Notothenia rossii",1986,"NOR","Marbled rockcod",989400,"D",1970
"Notothenia rossii",1987,"NOR","Marbled rockcod",498457,"D",1970
"Notothenia rossii",1988,"NOR","Marbled rockcod",370256,"D",1970
"Notothenia rossii",1989,"NOR","Marbled rockcod",315240,"D",1970
"Notothenia rossii",1990,"NOR","Marbled rockcod",21149,"D",1970
"Notothenia rossii",1991,"NOR","Marbled rockcod",287626,"D",1970
"Notothenia rossii",1992,"NOR","Marbled rockcod",659,"D",1970
"Notothenia rossii",1993,"NOR","Marbled rockcod",2000,"D",1970
"Notothenia rossii",1994,"NOR","Marbled rockcod",2188,"D",1970
"Notothenia rossii",1995,"NOR","Marbled rockcod",1686,"D",1970
"Notothenia rossii",1996,NA,NA,0,NA,1970
"Notothenia rossii",1997,"NOR","Marbled rockcod",701,"D",1970
"Notothenia rossii",1998,NA,NA,0,NA,1970
"Notothenia rossii",1999,"NOR","Marbled rockcod",1689,"D",1970
"Notothenia rossii",2000,"NOR","Marbled rockcod",457,"D",1970
"Notothenia rossii",2001,"NOR","Marbled rockcod",124,"D",1970
"Notothenia rossii",2002,"NOR","Marbled rockcod",5757,"D",1970
"Notothenia rossii",2003,"NOR","Marbled rockcod",95,"D",1970
"Notothenia rossii",2004,"NOR","Marbled rockcod",33,"D",1970
"Notothenia rossii",2005,"NOR","Marbled rockcod",176,"D",1970
"Notothenia rossii",2006,"NOR","Marbled rockcod",2331.166,"D",1970
"Notothenia rossii",2007,"NOR","Marbled rockcod",6756.784983,"D",1970
"Notothenia rossii",2008,"NOR","Marbled rockcod",2714.045961,"D",1970
"Notothenia rossii",2009,"NOR","Marbled rockcod",2485.209976,"D",1970
"Notothenia rossii",2010,"NOR","Marbled rockcod",16150.18015,"D",1970
"Notothenia rossii",2011,"NOR","Marbled rockcod",3754.9850262,"D",1970
"Notothenia rossii",2012,"NOR","Marbled rockcod",27681.5,"D",1970
"Notothenia squamifrons",1971,"NOS","Grey rockcod",24545000,NA,1971
"Notothenia squamifrons",1972,"NOS","Grey rockcod",52947000,NA,1971
"Notothenia squamifrons",1973,"NOS","Grey rockcod",3133000,NA,1971
"Notothenia squamifrons",1974,"NOS","Grey rockcod",19977000,NA,1971
"Notothenia squamifrons",1975,"NOS","Grey rockcod",12098000,NA,1971
"Notothenia squamifrons",1976,"NOS","Grey rockcod",12700000,NA,1971
"Notothenia squamifrons",1977,"NOS","Grey rockcod",3952000,NA,1971
"Notothenia squamifrons",1978,"NOS","Grey rockcod",36122700,NA,1971
"Notothenia squamifrons",1979,"NOS","Grey rockcod",467000,NA,1971
"Notothenia squamifrons",1980,"NOS","Grey rockcod",17775000,NA,1971
"Notothenia squamifrons",1981,"NOS","Grey rockcod",9820006,NA,1971
"Notothenia squamifrons",1982,"NOS","Grey rockcod",5377000,NA,1971
"Notothenia squamifrons",1983,"NOS","Grey rockcod",2548000,NA,1971
"Notothenia squamifrons",1984,"NOS","Grey rockcod",7717000,NA,1971
"Notothenia squamifrons",1985,"NOS","Grey rockcod",6848000,NA,1971
"Notothenia squamifrons",1986,"NOS","Grey rockcod",13884013,NA,1971
"Notothenia squamifrons",1987,"NOS","Grey rockcod",5401808,NA,1971
"Notothenia squamifrons",1988,"NOS","Grey rockcod",4931050,NA,1971
"Notothenia squamifrons",1989,"NOS","Grey rockcod",6188030,NA,1971
"Notothenia squamifrons",1990,"NOS","Grey rockcod",2436603,NA,1971
"Notothenia squamifrons",1991,"NOS","Grey rockcod",1101200,NA,1971
"Notothenia squamifrons",1992,"NOS","Grey rockcod",3179,NA,1971
"Notothenia squamifrons",1993,"NOS","Grey rockcod",22,NA,1971
"Notothenia squamifrons",1994,"NOS","Grey rockcod",196,NA,1971
"Notothenia squamifrons",1995,"NOS","Grey rockcod",6,NA,1971
"Notothenia squamifrons",1996,"NOS","Grey rockcod",15000,NA,1971
"Notothenia squamifrons",1997,"NOS","Grey rockcod",3994,NA,1971
"Notothenia squamifrons",1998,"NOS","Grey rockcod",2945,NA,1971
"Notothenia squamifrons",1999,"NOS","Grey rockcod",14546,NA,1971
"Notothenia squamifrons",2000,"NOS","Grey rockcod",5260.9,NA,1971
"Notothenia squamifrons",2001,"NOS","Grey rockcod",181,NA,1971
"Notothenia squamifrons",2002,"NOS","Grey rockcod",609,NA,1971
"Notothenia squamifrons",2003,"NOS","Grey rockcod",415.5,NA,1971
"Notothenia squamifrons",2004,"NOS","Grey rockcod",2916.1,NA,1971
"Notothenia squamifrons",2005,"NOS","Grey rockcod",2271.2,NA,1971
"Notothenia squamifrons",2006,"NOS","Grey rockcod",5001.185,NA,1971
"Notothenia squamifrons",2007,"NOS","Grey rockcod",11460.234943757,NA,1971
"Notothenia squamifrons",2008,"NOS","Grey rockcod",20537.9750033,NA,1971
"Notothenia squamifrons",2009,"NOS","Grey rockcod",26075.20199996,NA,1971
"Notothenia squamifrons",2010,"NOS","Grey rockcod",50532.2348568,NA,1971
"Notothenia squamifrons",2011,"NOS","Grey rockcod",32655.91401132,NA,1971
"Notothenia squamifrons",2012,"NOS","Grey rockcod",60312.7,NA,1971
"Nototheniops larseni",1994,"NOL","Painted rockcod",16,NA,1994
"Nototheniops larseni",1995,NA,NA,0,NA,1994
"Nototheniops larseni",1996,NA,NA,0,NA,1994
"Nototheniops larseni",1997,NA,NA,0,NA,1994
"Nototheniops larseni",1998,NA,NA,0,NA,1994
"Nototheniops larseni",1999,NA,NA,0,NA,1994
"Nototheniops larseni",2000,"NOL","Painted rockcod",18,NA,1994
"Nototheniops larseni",2001,NA,NA,0,NA,1994
"Nototheniops larseni",2002,"NOL","Painted rockcod",16,NA,1994
"Nototheniops larseni",2003,NA,NA,0,NA,1994
"Nototheniops larseni",2004,NA,NA,0,NA,1994
"Nototheniops larseni",2005,"NOL","Painted rockcod",235,NA,1994
"Nototheniops larseni",2006,"NOL","Painted rockcod",9.391,NA,1994
"Nototheniops larseni",2007,"NOL","Painted rockcod",83.633999892,NA,1994
"Nototheniops larseni",2008,"NOL","Painted rockcod",55.64899966,NA,1994
"Nototheniops larseni",2009,"NOL","Painted rockcod",19.90699992,NA,1994
"Nototheniops larseni",2010,"NOL","Painted rockcod",37.96800014,NA,1994
"Nototheniops larseni",2011,"NOL","Painted rockcod",90.90199935,NA,1994
"Nototheniops larseni",2012,"NOL","Painted rockcod",221.9,NA,1994
"Nototheniops mizops",1990,"NOZ","Toad rockcod",3,NA,1990
"Nototheniops mizops",1991,NA,NA,0,NA,1990
"Nototheniops mizops",1992,NA,NA,0,NA,1990
"Nototheniops mizops",1993,"NOZ","Toad rockcod",2,NA,1990
"Nototheniops mizops",1994,NA,NA,0,NA,1990
"Nototheniops mizops",1995,NA,NA,0,NA,1990
"Nototheniops mizops",1996,NA,NA,0,NA,1990
"Nototheniops mizops",1997,NA,NA,0,NA,1990
"Nototheniops mizops",1998,NA,NA,0,NA,1990
"Nototheniops mizops",1999,NA,NA,0,NA,1990
"Nototheniops mizops",2000,NA,NA,0,NA,1990
"Nototheniops mizops",2001,NA,NA,0,NA,1990
"Nototheniops mizops",2002,NA,NA,0,NA,1990
"Nototheniops mizops",2003,"NOZ","Toad rockcod",3,NA,1990
"Nototheniops mizops",2004,"NOZ","Toad rockcod",200,NA,1990
"Nototheniops mizops",2005,"NOZ","Toad rockcod",75.6,NA,1990
"Nototheniops mizops",2006,NA,NA,0,NA,1990
"Nototheniops mizops",2007,NA,NA,0,NA,1990
"Nototheniops mizops",2008,NA,NA,0,NA,1990
"Nototheniops mizops",2009,"NOZ","Toad rockcod",22.012,NA,1990
"Nototheniops mizops",2010,NA,NA,0,NA,1990
"Nototheniops mizops",2011,"NOZ","Toad rockcod",8.19,NA,1990
"Nototheniops mizops",2012,"NOZ","Toad rockcod",18,NA,1990
"Nototheniops nudifrons",1982,"NOD","Yellowfin rockcod",23,NA,1982
"Nototheniops nudifrons",1983,NA,NA,0,NA,1982
"Nototheniops nudifrons",1984,NA,NA,0,NA,1982
"Nototheniops nudifrons",1985,NA,NA,0,NA,1982
"Nototheniops nudifrons",1986,"NOD","Yellowfin rockcod",1,NA,1982
"Nototheniops nudifrons",1987,"NOD","Yellowfin rockcod",115,NA,1982
"Nototheniops nudifrons",1988,"NOD","Yellowfin rockcod",139,NA,1982
"Nototheniops nudifrons",1989,NA,NA,0,NA,1982
"Nototheniops nudifrons",1990,"NOD","Yellowfin rockcod",10,NA,1982
"Nototheniops nudifrons",1991,"NOD","Yellowfin rockcod",44,NA,1982
"Nototheniops nudifrons",1992,"NOD","Yellowfin rockcod",64,NA,1982
"Nototheniops nudifrons",1993,NA,NA,0,NA,1982
"Nototheniops nudifrons",1994,"NOD","Yellowfin rockcod",4,NA,1982
"Nototheniops nudifrons",1995,NA,NA,0,NA,1982
"Nototheniops nudifrons",1996,NA,NA,0,NA,1982
"Nototheniops nudifrons",1997,NA,NA,0,NA,1982
"Nototheniops nudifrons",1998,NA,NA,0,NA,1982
"Nototheniops nudifrons",1999,NA,NA,0,NA,1982
"Nototheniops nudifrons",2000,"NOD","Yellowfin rockcod",5,NA,1982
"Nototheniops nudifrons",2001,"NOD","Yellowfin rockcod",138,NA,1982
"Nototheniops nudifrons",2002,NA,NA,0,NA,1982
"Nototheniops nudifrons",2003,NA,NA,0,NA,1982
"Nototheniops nudifrons",2004,NA,NA,0,NA,1982
"Nototheniops nudifrons",2005,NA,NA,0,NA,1982
"Nototheniops nudifrons",2006,"NOD","Yellowfin rockcod",8.663,NA,1982
"Nototheniops nudifrons",2007,"NOD","Yellowfin rockcod",22.930299905,NA,1982
"Nototheniops nudifrons",2008,"NOD","Yellowfin rockcod",8.861999998,NA,1982
"Nototheniops nudifrons",2009,"NOD","Yellowfin rockcod",4.309000006,NA,1982
"Nototheniops nudifrons",2010,"NOD","Yellowfin rockcod",11.53800013,NA,1982
"Nototheniops nudifrons",2011,"NOD","Yellowfin rockcod",20.817999986,NA,1982
"Nototheniops nudifrons",2012,"NOD","Yellowfin rockcod",30.9,NA,1982
"Nototheniops nybelini",2006,"NNY","Rockcod",7610,NA,2006
"Nototheniops nybelini",2007,NA,NA,0,NA,2006
"Nototheniops nybelini",2008,NA,NA,0,NA,2006
"Nototheniops nybelini",2009,NA,NA,0,NA,2006
"Nototheniops nybelini",2010,NA,NA,0,NA,2006
"Nototheniops nybelini",2011,NA,NA,0,NA,2006
"Nototheniops nybelini",2012,NA,NA,0,NA,2006
"Ophthalmolycus amberensis",2006,"LYA","Eelpout",1.951,NA,2006
"Ophthalmolycus amberensis",2007,"LYA","Eelpout",8.664,NA,2006
"Ophthalmolycus amberensis",2008,NA,NA,0,NA,2006
"Ophthalmolycus amberensis",2009,NA,NA,0,NA,2006
"Ophthalmolycus amberensis",2010,NA,NA,0,NA,2006
"Ophthalmolycus amberensis",2011,NA,NA,0,NA,2006
"Ophthalmolycus amberensis",2012,"LYA","Eelpout",5,NA,2006
"Pachycara brachycephalum",2006,"PHB","Eelpout",3.813,NA,2006
"Pachycara brachycephalum",2007,"PHB","Eelpout",1.389,NA,2006
"Pachycara brachycephalum",2008,NA,NA,0,NA,2006
"Pachycara brachycephalum",2009,"PHB","Eelpout",53.68,NA,2006
"Pachycara brachycephalum",2010,NA,NA,0,NA,2006
"Pachycara brachycephalum",2011,NA,NA,0,NA,2006
"Pachycara brachycephalum",2012,"PHB","Eelpout",1.1,NA,2006
"Pagetopsis macropterus",2006,"PMA","Icefish spp.",5.944,NA,2006
"Pagetopsis macropterus",2007,"PMA","Icefish spp.",4.641,NA,2006
"Pagetopsis macropterus",2008,NA,NA,0,NA,2006
"Pagetopsis macropterus",2009,NA,NA,0,NA,2006
"Pagetopsis macropterus",2010,NA,NA,0,NA,2006
"Pagetopsis macropterus",2011,NA,NA,0,NA,2006
"Pagetopsis macropterus",2012,"PMA","Icefish spp.",0.4,NA,2006
"Pagothenia hansoni",1985,"TRH","Striped rockcod",155,NA,1985
"Pagothenia hansoni",1986,"TRH","Striped rockcod",2400,NA,1985
"Pagothenia hansoni",1987,NA,NA,0,NA,1985
"Pagothenia hansoni",1988,NA,NA,0,NA,1985
"Pagothenia hansoni",1989,"TRH","Striped rockcod",2163,NA,1985
"Pagothenia hansoni",1990,"TRH","Striped rockcod",1874,NA,1985
"Pagothenia hansoni",1991,NA,NA,0,NA,1985
"Pagothenia hansoni",1992,NA,NA,0,NA,1985
"Pagothenia hansoni",1993,NA,NA,0,NA,1985
"Pagothenia hansoni",1994,"TRH","Striped rockcod",3,NA,1985
"Pagothenia hansoni",1995,NA,NA,0,NA,1985
"Pagothenia hansoni",1996,NA,NA,0,NA,1985
"Pagothenia hansoni",1997,NA,NA,0,NA,1985
"Pagothenia hansoni",1998,NA,NA,0,NA,1985
"Pagothenia hansoni",1999,NA,NA,0,NA,1985
"Pagothenia hansoni",2000,"TRH","Striped rockcod",4,NA,1985
"Pagothenia hansoni",2001,NA,NA,0,NA,1985
"Pagothenia hansoni",2002,NA,NA,0,NA,1985
"Pagothenia hansoni",2003,NA,NA,0,NA,1985
"Pagothenia hansoni",2004,NA,NA,0,NA,1985
"Pagothenia hansoni",2005,NA,NA,0,NA,1985
"Pagothenia hansoni",2006,"TRH","Striped rockcod",5.587,NA,1985
"Pagothenia hansoni",2007,"TRH","Striped rockcod",226.8620002,NA,1985
"Pagothenia hansoni",2008,"TRH","Striped rockcod",238.9110006,NA,1985
"Pagothenia hansoni",2009,"TRH","Striped rockcod",44.03099985,NA,1985
"Pagothenia hansoni",2010,"TRH","Striped rockcod",99.98299796,NA,1985
"Pagothenia hansoni",2011,"TRH","Striped rockcod",48.74000112,NA,1985
"Pagothenia hansoni",2012,"TRH","Striped rockcod",6.8,NA,1985
"Parachaenichthys charcoti",2006,"PCH","Antarctic dragonfishes",10.103,NA,2006
"Parachaenichthys charcoti",2007,"PCH","Antarctic dragonfishes",2.875,NA,2006
"Parachaenichthys charcoti",2008,NA,NA,0,NA,2006
"Parachaenichthys charcoti",2009,NA,NA,0,NA,2006
"Parachaenichthys charcoti",2010,NA,NA,0,NA,2006
"Parachaenichthys charcoti",2011,NA,NA,0,NA,2006
"Parachaenichthys charcoti",2012,"PCH","Antarctic dragonfishes",2,NA,2006
"Parachaenichthys georgianus",1994,"PGE","Bathydraconidae",21,NA,1994
"Parachaenichthys georgianus",1995,NA,NA,0,NA,1994
"Parachaenichthys georgianus",1996,NA,NA,0,NA,1994
"Parachaenichthys georgianus",1997,NA,NA,0,NA,1994
"Parachaenichthys georgianus",1998,NA,NA,0,NA,1994
"Parachaenichthys georgianus",1999,NA,NA,0,NA,1994
"Parachaenichthys georgianus",2000,"PGE","Bathydraconidae",9,NA,1994
"Parachaenichthys georgianus",2001,NA,NA,0,NA,1994
"Parachaenichthys georgianus",2002,NA,NA,0,NA,1994
"Parachaenichthys georgianus",2003,NA,NA,0,NA,1994
"Parachaenichthys georgianus",2004,NA,NA,0,NA,1994
"Parachaenichthys georgianus",2005,"PGE","Bathydraconidae",0.1,NA,1994
"Parachaenichthys georgianus",2006,NA,NA,0,NA,1994
"Parachaenichthys georgianus",2007,"PGE","Bathydraconidae",33.83600046,NA,1994
"Parachaenichthys georgianus",2008,"PGE","Bathydraconidae",17.92620013,NA,1994
"Parachaenichthys georgianus",2009,"PGE","Bathydraconidae",7.075999999,NA,1994
