"season.year","ASD","ASD2","ScientificName","SpeciesCode","EnglishName","Class","Tax_Lev","totC_old","corr.Catch","corr.Catch2"
2004,"5852","58","Bathyraja maccaini","BAM","McCain's skate","F",6,2,2,0.002
2004,"5852","58","Bathyraja murrayi","BMU","Murray's skate","F",6,408.12,407.73,0.40773
2004,"5852","58","Borostomias antarcticus","BRT","Snaggletooth","F",6,0.16,0.159844192370024,0.000159844192370024
2004,"5852","58","Centrolophus niger","CEO","Rudderfish","F",6,5,5,0.005
2004,"5852","58","Cephalopoda","CEP","Cephalopods","C",2,0.01,-0.02,0
2004,"5852","58","Champsocephalus gunnari","ANI","Mackerel icefish","F",6,78234.06597,78156.86597,78.15686597
2004,"5852","58","Channichthys rhinoceratus","LIC","Unicorn icefish","F",6,13540.371567189,13526.831567189,13.526831567189
2004,"5852","58","Cynomacrurus piriei","MNI","Dogtooth grenadier","F",6,134,134,0.134
2004,"5852","58","Dissostichus eleginoides","TOP","Patagonian toothfish","F",6,2863506.38391,2860953.53391,2860.95353391
2004,"5852","58","Etmopterus spp","SHL","Lantern Shark spp","F",5,10,10,0.01
2004,"5852","58","Gymnoscopelus spp","GYY","Lanternfish","F",5,1.3,1.3,0.0013
2004,"5852","58","Halargyreus johnsonii","MHJ","Slender codling","F",6,1,0.999041053607823,0.000999041053607823
2004,"5852","58","Loliginidae, Ommastrephidae","SQU","Flying squids","C",3,63.05,63.05,0.06305
2004,"5852","58","Macrourus carinatus","MCC","Ridge-scaled rattail","F",6,14617,14617,14.617
2004,"5852","58","Macrourus holotrachys","MCH","Bigeye grenadier","F",6,2001.55,2001.55,2.00155
2004,"5852","58","Macrourus spp","GRV","Rat tails, Grenadiers","F",5,28018,28018,28.018
2004,"5852","58","Macrourus whitsoni","WGR","","F",6,112,112,0.112
2004,"5852","58","Muraenolepis spp","MRL","Moray cods","F",5,0.14,0.14,0.00014
2004,"5852","58","Myctophidae","LXX","Lanternfish","F",4,0.62,0.618112588407517,0.000618112588407517
2004,"5852","58","Notothenia acuta","NOA","Trangular rockcod","F",6,201,201,0.201
2004,"5852","58","Notothenia rossii","NOR","Marbled rockcod","F",6,31,30.97,0.03097
2004,"5852","58","Notothenia squamifrons","NOS","Grey rockcod","F",6,2902.1,2902.1,2.9021
2004,"5852","58","Nototheniops mizops","NOZ","Toad rockcod","F",6,200,200,0.2
2004,"5852","58","Octopodidae","OCT","Octopus spp.","C",4,74.43,74.43,0.07443
2004,"5852","58","Osteichthyes","MZZ","Unidentified saltwater bony fish","F",2,23.43,23.43,0.02343
2004,"5852","58","Paradiplospinus gracilis","PDG","Splendor escolor","F",6,0.17,0.17,0.00017
2004,"5852","58","Pseudochaenichthys georgianus","SGI","South Georgia icefish","F",6,6,6,0.006
2004,"5852","58","Rajiformes","SRX","Skates and rays","F",3,58741,58680.9,58.6809
2004,"5852","58","Somniosus pacificus","SON","Pacific Sleeper Shark","F",6,8352,8352,8.352
2004,"586","58","Bathyraja spp","BHY","Bathyraja rays nei","F",5,178,178,0.178
2004,"586","58","Dissostichus eleginoides","TOP","Patagonian toothfish","F",6,607386,607013.78,607.01378
2004,"586","58","Lithodes murrayi","KCM","Stone crab","C",6,0.5,0.5,5e-04
2004,"586","58","Lithodes spp","KCZ","King crabs","C",5,7,7,0.007
2004,"586","58","Lithodidae","KCX","Crab spp.","C",4,14,14,0.014
2004,"586","58","Macrourus spp","GRV","Rat tails, Grenadiers","F",5,95907,95907,95.907
2004,"586","58","Macrourus whitsoni","WGR","","F",6,38,38,0.038
2004,"586","58","Martialia hyadesi","SQS","Sevenstar flying squid","C",6,1,1,0.001
2004,"586","58","Muraenolepis microps","MOY","Smalleye moray cod","F",6,80,80,0.08
2004,"586","58","Paralomis spp","PAI","Crabs","C",5,6,6,0.006
2004,"586","58","Raja spp","RAJ","Rays and skates nei","F",5,52,52,0.052
2004,"586","58","Rajiformes","SRX","Skates and rays","F",3,66550,66499.38,66.49938
2004,"587","58","Antimora rostrata","ANT","Blue antimora","F",6,151,150.88,0.15088
2004,"587","58","Bathyraja spp","BHY","Bathyraja rays nei","F",5,30,30,0.03
2004,"587","58","Dissostichus eleginoides","TOP","Patagonian toothfish","F",6,132753,132511.82,132.51182
2004,"587","58","Lithodes murrayi","KCM","Stone crab","C",6,563,563,0.563
2004,"587","58","Lithodes spp","KCZ","King crabs","C",5,2.5,2.5,0.0025
2004,"587","58","Lithodidae","KCX","Crab spp.","C",4,4541,4535.84,4.53584
2004,"587","58","Macrourus spp","GRV","Rat tails, Grenadiers","F",5,13515,13515,13.515
2004,"587","58","Macrourus whitsoni","WGR","","F",6,725,725,0.725
2004,"587","58","Muraenolepis microps","MOY","Smalleye moray cod","F",6,2,2,0.002
2004,"587","58","Notothenia kempi","NOK","Striped-eyed rockcod","F",6,3.5,3.5,0.0035
2004,"587","58","Octopodidae","OCT","Octopus spp.","C",4,42,42,0.042
2004,"587","58","Paralomis aculeata","KCU","Red stone crab","C",6,1,1,0.001
2004,"587","58","Paralomis spinosissima","KCV","Antarctic king crab","C",6,661,661,0.661
2004,"587","58","Paralomis spp","PAI","Crabs","C",5,3,3,0.003
2004,"587","58","Raja spp","RAJ","Rays and skates nei","F",5,106,106,0.106
2004,"587","58","Rajiformes","SRX","Skates and rays","F",3,1524,1521.33,1.52133
2004,"881","88","Antimora rostrata","ANT","Blue antimora","F",6,10447,10447,10.447
2004,"881","88","Bathyraja eatonii","BEA","Eaton's Skate","F",6,1109,1109,1.109
2004,"881","88","Bathyraja irrasa","BYR","Kerguelen sandpaper skate","F",6,2040,2040,2.04
2004,"881","88","Bathyraja maccaini","BAM","McCain's skate","F",6,20,20,0.02
2004,"881","88","Bathyraja murrayi","BMU","Murray's skate","F",6,18,18,0.018
2004,"881","88","Caelorinchus marinii","CEH","Marini's grenadier","F",6,210,210,0.21
2004,"881","88","Chaenocephalus aceratus","SSI","Blackfin icefish","F",6,24,24,0.024
2004,"881","88","Channichthyidae","ICX","Crocodile icefishes nei","F",4,3896,3896,3.896
2004,"881","88","Chionobathyscus dewitti","CHW","Icefish spp.","F",6,199,199,0.199
2004,"881","88","Chionodraco hamatus","TIC","","F",6,1,1,0.001
2004,"881","88","Chionodraco myersi","MIC","Myers' icefish","F",6,187,187,0.187
2004,"881","88","Cryodraco antarcticus","FIC","Long-fingered Icefish","F",6,10,10,0.01
2004,"881","88","Dissostichus eleginoides","TOP","Patagonian toothfish","F",6,12757,12757,12.757
2004,"881","88","Dissostichus mawsoni","TOA","Antarctic toothfish","F",6,2184068,2184068,2184.068
2004,"881","88","Lampris immaculatus","LAI","Moonfish","F",6,32,32,0.032
2004,"881","88","Lithodes murrayi","KCM","Stone crab","C",6,2.2,2.2,0.0022
2004,"881","88","Lithodidae","KCX","Crab spp.","C",4,9,9,0.009
2004,"881","88","Macrourus carinatus","MCC","Ridge-scaled rattail","F",6,103,103,0.103
2004,"881","88","Macrourus spp","GRV","Rat tails, Grenadiers","F",5,218729,218729,218.729
2004,"881","88","Macrourus whitsoni","WGR","","F",6,143034,143034,143.034
2004,"881","88","Moridae","MOR","Moras cods nei","F",4,8,8,0.008
2004,"881","88","Muraenolepis marmoratus","MVC","Marbled moray cod","F",6,17,17,0.017
2004,"881","88","Muraenolepis microps","MOY","Smalleye moray cod","F",6,3533,3533,3.533
2004,"881","88","Muraenolepis spp","MRL","Moray cods","F",5,10008,10008,10.008
2004,"881","88","Notothenia kempi","NOK","Striped-eyed rockcod","F",6,95.3,95.3,0.0953
2004,"881","88","Notothenia rossii","NOR","Marbled rockcod","F",6,2,2,0.002
2004,"881","88","Notothenia squamifrons","NOS","Grey rockcod","F",6,14,14,0.014
2004,"881","88","Nototheniidae","NOX","Antarctic Rockcods","F",4,384,384,0.384
2004,"881","88","Octopodidae","OCT","Octopus spp.","C",4,38,38,0.038
2004,"881","88","Osteichthyes","MZZ","Unidentified saltwater bony fish","F",2,1753,1753,1.753
2004,"881","88","Pogonophryne permitini","PGR","Plunderfish","F",6,15,15,0.015
2004,"881","88","Pogonophryne spp","POG","plunderfish","F",5,14,14,0.014
2004,"881","88","Raja georgiana","SRR","","F",6,12707,12707,12.707
2004,"881","88","Raja georgiana var.","SR2","Raja georgiana variant","F",6,251,251,0.251
2004,"881","88","Raja taaf","RFA","","F",6,55,55,0.055
2004,"881","88","Rajiformes","SRX","Skates and rays","F",3,10595,10595,10.595
2004,"882","88","Antimora rostrata","ANT","Blue antimora","F",6,5752,5752,5.752
2004,"882","88","Bathyraja eatonii","BEA","Eaton's Skate","F",6,5,5,0.005
2004,"882","88","Bathyraja maccaini","BAM","McCain's skate","F",6,86,86,0.086
2004,"882","88","Channichthyidae","ICX","Crocodile icefishes nei","F",4,2451,2451,2.451
2004,"882","88","Dissostichus eleginoides","TOP","Patagonian toothfish","F",6,18,18,0.018
2004,"882","88","Dissostichus mawsoni","TOA","Antarctic toothfish","F",6,374491,374491,374.491
2004,"882","88","Lithodes murrayi","KCM","Stone crab","C",6,0.305,0.305,0.000305
2004,"882","88","Macrourus whitsoni","WGR","","F",6,36550,36550,36.55
2004,"882","88","Muraenolepis spp","MRL","Moray cods","F",5,41.205,41.205,0.041205
2004,"882","88","Nototheniidae","NOX","Antarctic Rockcods","F",4,130,130,0.13
2004,"882","88","Octopodidae","OCT","Octopus spp.","C",4,2,2,0.002
2005,"481","48","Chaenocephalus aceratus","SSI","Blackfin icefish","F",6,1,1,0.001
2005,"481","48","Champsocephalus gunnari","ANI","Mackerel icefish","F",6,5,5,0.005
2005,"481","48","Cryodraco antarcticus","FIC","Long-fingered Icefish","F",6,1,1,0.001
2005,"481","48","Euphausia superba","KRI","Antarctic Krill","C",6,7095409,7095409,7095.409
2005,"481","48","Pleuragramma antarcticum","ANS","Antarctic silverfish","F",6,4,4,0.004
2005,"481","48","Pseudochaenichthys georgianus","SGI","South Georgia icefish","F",6,3,3,0.003
2005,"482","48","Champsocephalus gunnari","ANI","Mackerel icefish","F",6,510,510,0.51
2005,"482","48","Euphausia superba","KRI","Antarctic Krill","C",6,73494049.5,73494049.5,73494.0495
2005,"483","48","Antimora rostrata","ANT","Blue antimora","F",6,18743,18730.72,18.73072
2005,"483","48","Chaenocephalus aceratus","SSI","Blackfin icefish","F",6,1800.48,1799.21,1.79921
2005,"483","48","Champsocephalus gunnari","ANI","Mackerel icefish","F",6,200272.5,200267.93,200.26793
2005,"483","48","Channichthyidae","ICX","Crocodile icefishes nei","F",4,6,6,0.006
2005,"483","48","Dissostichus eleginoides","TOP","Patagonian toothfish","F",6,3034148,3031797.88,3031.79788
2005,"483","48","Euphausia superba","KRI","Antarctic Krill","C",6,48436697,48395281.5,48395.2815
2005,"483","48","Lithodidae","KCX","Crab spp.","C",4,285,284.75,0.28475
2005,"483","48","Macrourus spp","GRV","Rat tails, Grenadiers","F",5,125076,125076,125.076
2005,"483","48","Muraenolepis marmoratus","MVC","Marbled moray cod","F",6,47.385,47.385,0.047385
2005,"483","48","Muraenolepis spp","MRL","Moray cods","F",5,2,2,0.002
2005,"483","48","Myctophidae","LXX","Lanternfish","F",4,1145,1144.16,1.14416
2005,"483","48","Neolithodes diomedeae","NDW","Antarctic king crab","C",6,443,443,0.443
2005,"483","48","Notothenia rossii","NOR","Marbled rockcod","F",6,108,108,0.108
2005,"483","48","Nototheniidae","NOX","Antarctic Rockcods","F",4,57.5,57.45,0.05745
2005,"483","48","Nototheniops larseni","NOL","Painted rockcod","F",6,235,235,0.235
2005,"483","48","Parachaenichthys georgianus","PGE","Bathydraconidae","F",6,0.1,0.1,1e-04
2005,"483","48","Paralomis spinosissima","KCV","Antarctic king crab","C",6,22,21.54,0.02154
2005,"483","48","Pseudochaenichthys georgianus","SGI","South Georgia icefish","F",6,25045.445,25029.335,25.029335
2005,"483","48","Raja georgiana","SRR","","F",6,182.39,182.39,0.18239
2005,"483","48","Rajiformes","SRX","Skates and rays","F",3,8399,8391.64,8.39164
2005,"484","48","Antimora rostrata","ANT","Blue antimora","F",6,383,383,0.383
2005,"484","48","Dissostichus eleginoides","TOP","Patagonian toothfish","F",6,26884,26884,26.884
2005,"484","48","Macrourus spp","GRV","Rat tails, Grenadiers","F",5,3444,3444,3.444
2005,"486","48","Antimora rostrata","ANT","Blue antimora","F",6,43,42.9968288307412,0.0429968288307412
2005,"486","48","Bathyraja eatonii","BEA","Eaton's Skate","F",6,26,26,0.026
2005,"486","48","Dissostichus eleginoides","TOP","Patagonian toothfish","F",6,48710,48710,48.71
2005,"486","48","Dissostichus mawsoni","TOA","Antarctic toothfish","F",6,2262,2262,2.262
2005,"486","48","Macrourus spp","GRV","Rat tails, Grenadiers","F",5,5790,5790,5.79
2005,"486","48","Macrourus whitsoni","WGR","","F",6,52,52,0.052
2005,"5841","58","Antimora rostrata","ANT","Blue antimora","F",6,27.68,27.68,0.02768
2005,"5841","58","Careproctus spp","CWS","Snailfish","F",5,1.4,1.4,0.0014
2005,"5841","58","Chaenocephalus aceratus","SSI","Blackfin icefish","F",6,901.5,901.5,0.9015
2005,"5841","58","Channichthyidae","ICX","Crocodile icefishes nei","F",4,417.13,417.13,0.41713
2005,"5841","58","Dissostichus eleginoides","TOP","Patagonian toothfish","F",6,662.4,662.4,0.6624
2005,"5841","58","Dissostichus mawsoni","TOA","Antarctic toothfish","F",6,479014.4,479014.4,479.0144
2005,"5841","58","Lycodichthys antarcticus","LCN","eelpout","F",6,0.3,0.3,3e-04
2005,"5841","58","Macrourus spp","GRV","Rat tails, Grenadiers","F",5,12978.7,12978.7,12.9787
2005,"5841","58","Macrourus whitsoni","WGR","","F",6,3877.35,3877.35,3.87735
2005,"5841","58","Muraenolepis microps","MOY","Smalleye moray cod","F",6,32.69,32.69,0.03269
2005,"5841","58","Muraenolepis spp","MRL","Moray cods","F",5,14.8,14.8,0.0148
2005,"5841","58","Notothenia rossii","NOR","Marbled rockcod","F",6,40,40,0.04
2005,"5841","58","Nototheniidae","NOX","Antarctic Rockcods","F",4,2.74,2.74,0.00274
2005,"5841","58","Pogonophryne permitini","PGR","Plunderfish","F",6,3.34,3.34,0.00334
2005,"5841","58","Pogonophryne spp","POG","plunderfish","F",5,1.6,1.6,0.0016
2005,"5841","58","Rajiformes","SRX","Skates and rays","F",3,50,50,0.05
2005,"5842","58","Antimora rostrata","ANT","Blue antimora","F",6,575.22,575.22,0.57522
2005,"5842","58","Bathyraja eatonii","BEA","Eaton's Skate","F",6,1133,1133,1.133
2005,"5842","58","Channichthyidae","ICX","Crocodile icefishes nei","F",4,692.41,692.41,0.69241
2005,"5842","58","Chionobathyscus dewitti","CHW","Icefish spp.","F",6,26.4,26.4,0.0264
2005,"5842","58","Cryodraco antarcticus","FIC","Long-fingered Icefish","F",6,1.2,1.2,0.0012
2005,"5842","58","Dissostichus eleginoides","TOP","Patagonian toothfish","F",6,1355.4,1355.4,1.3554
2005,"5842","58","Dissostichus mawsoni","TOA","Antarctic toothfish","F",6,125141.84,125141.84,125.14184
2005,"5842","58","Lampris immaculatus","LAI","Moonfish","F",6,64,64,0.064
2005,"5842","58","Macrourus spp","GRV","Rat tails, Grenadiers","F",5,26613.46,26613.46,26.61346
2005,"5842","58","Macrourus whitsoni","WGR","","F",6,1881.9,1881.9,1.8819
2005,"5842","58","Muraenolepis marmoratus","MVC","Marbled moray cod","F",6,94.2,94.2,0.0942
2005,"5842","58","Muraenolepis spp","MRL","Moray cods","F",5,723.77,723.77,0.72377
2005,"5842","58","Notothenia squamifrons","NOS","Grey rockcod","F",6,21.5,21.5,0.0215
2005,"5842","58","Nototheniidae","NOX","Antarctic Rockcods","F",4,16.42,16.42,0.01642
2005,"5842","58","Pogonophryne permitini","PGR","Plunderfish","F",6,8.18,8.18,0.00818
2005,"5842","58","Pogonophryne spp","POG","plunderfish","F",5,3,3,0.003
2005,"5842","58","Raja georgiana","SRR","","F",6,2,2,0.002
2005,"5842","58","Rajiformes","SRX","Skates and rays","F",3,1610,1610,1.61
2005,"5843a","58","Antimora rostrata","ANT","Blue antimora","F",6,2050.1,2050.1,2.0501
2005,"5843a","58","Dissostichus eleginoides","TOP","Patagonian toothfish","F",6,96781.58,96781.58,96.78158
2005,"5843a","58","Dissostichus mawsoni","TOA","Antarctic toothfish","F",6,8527,8527,8.527
2005,"5843a","58","Macrourus spp","GRV","Rat tails, Grenadiers","F",5,1704.5,1704.5,1.7045
2005,"5843a","58","Macrourus whitsoni","WGR","","F",6,87.3,87.3,0.0873
2005,"5843a","58","Raja georgiana","SRR","","F",6,15066,15066,15.066
2005,"5843a","58","Raja taaf","RFA","","F",6,356.7,356.7,0.3567
2005,"5843a","58","Rajiformes","SRX","Skates and rays","F",3,1295.9,1295.9,1.2959
2005,"5843b","58","Antimora rostrata","ANT","Blue antimora","F",6,156.5,156.5,0.1565
2005,"5843b","58","Bathyraja maccaini","BAM","McCain's skate","F",6,809.9,809.9,0.8099
2005,"5843b","58","Dissostichus eleginoides","TOP","Patagonian toothfish","F",6,225,225,0.225
2005,"5843b","58","Dissostichus mawsoni","TOA","Antarctic toothfish","F",6,297248.5,297248.5,297.2485
2005,"5843b","58","Lampris immaculatus","LAI","Moonfish","F",6,15,15,0.015
2005,"5843b","58","Macrourus spp","GRV","Rat tails, Grenadiers","F",5,7803.22,7803.22,7.80322
2005,"5843b","58","Muraenolepis spp","MRL","Moray cods","F",5,4.3,4.3,0.0043
2005,"5843b","58","Raja georgiana","SRR","","F",6,4327.6,4327.6,4.3276
2005,"5843b","58","Rajiformes","SRX","Skates and rays","F",3,1359.7,1359.7,1.3597
2005,"5843b","58","Somniosus microcephalus","GSK","Greenland Shark","F",6,300,300,0.3
2005,"5851","58","Antimora rostrata","ANT","Blue antimora","F",6,14381.7,14369.78,14.36978
2005,"5851","58","Dissostichus eleginoides","TOP","Patagonian toothfish","F",6,5073382.2147,5068079.8747,5068.0798747
2005,"5851","58","Macrourus spp","GRV","Rat tails, Grenadiers","F",5,429580.220621,429580.220621,429.580220621
2005,"5851","58","Rajiformes","SRX","Skates and rays","F",3,525322.950343,524851.870343,524.851870343
2005,"5852","58","Alepocephalus spp","ALH","Slickheads nei","F",5,0.5,0.5,5e-04
2005,"5852","58","Antimora rostrata","ANT","Blue antimora","F",6,1546.56,1544.92,1.54492
2005,"5852","58","Bathylagus antarcticus","BAA","deepsea smelt","F",6,0.17,0.17,0.00017
2005,"5852","58","Bathyraja eatonii","BEA","Eaton's Skate","F",6,6291,6284.71,6.28471
2005,"5852","58","Bathyraja irrasa","BYR","Kerguelen sandpaper skate","F",6,531,530.47,0.53047
2005,"5852","58","Bathyraja murrayi","BMU","Murray's skate","F",6,2173.71,2171.55,2.17155
2005,"5852","58","Benthalbella elongata","BEE","pearleyes","F",6,1,0.99899999999287,0.00099899999999287
2005,"5852","58","Bothidae","LEF","Lefteye flounders nei","F",4,1,1,0.001
2005,"5852","58","Centrolophidae","CEN","Ruffs, barrelfishes nei","F",4,1,1,0.001
2005,"5852","58","Cephalopoda","CEP","Cephalopods","C",2,7,6.97,0.00697
2005,"5852","58","Champsocephalus gunnari","ANI","Mackerel icefish","F",6,1851165,1849338.23,1849.33823
2005,"5852","58","Channichthys rhinoceratus","LIC","Unicorn icefish","F",6,34463.1,34428.64,34.42864
2005,"5852","58","Chionodraco myersi","MIC","Myers' icefish","F",6,0.4,0.4,4e-04
2005,"5852","58","Cynomacrurus piriei","MNI","Dogtooth grenadier","F",6,1459,1459,1.459
2005,"5852","58","Dissostichus eleginoides","TOP","Patagonian toothfish","F",6,2743733.18321,2741033.47321,2741.03347321
2005,"5852","58","Dissostichus mawsoni","TOA","Antarctic toothfish","F",6,20,20,0.02
2005,"5852","58","Elasmobranchii","SKX","Sharks, skates and rays","F",3,520,519.56,0.51956
2005,"5852","58","Halargyreus johnsonii","MHJ","Slender codling","F",6,1,0.999041053607823,0.000999041053607823
2005,"5852","58","Lampris immaculatus","LAI","Moonfish","F",6,107,107,0.107
2005,"5852","58","Loligo spp","SQC","Common squids","C",5,58.44,58.44,0.05844
2005,"5852","58","Macrouridae","RTX","Grenadiers, rattails nei","F",4,0.5,0.499551144347837,0.000499551144347837
2005,"5852","58","Macrourus carinatus","MCC","Ridge-scaled rattail","F",6,12.07,12.07,0.01207
2005,"5852","58","Macrourus holotrachys","MCH","Bigeye grenadier","F",6,720,720,0.72
2005,"5852","58","Macrourus spp","GRV","Rat tails, Grenadiers","F",5,32450.41,32450.41,32.45041
2005,"5852","58","Macrourus whitsoni","WGR","","F",6,36468.6,36468.6,36.4686
2005,"5852","58","Mancopsetta maculata","MMM","Antarctic armless flounder","F",6,3.07,3.07,0.00307
2005,"5852","58","Moroteuthis ingens","OIJ","Greater Hooked Squid","C",6,13,13,0.013
2005,"5852","58","Myctophidae","LXX","Lanternfish","F",4,9,8.99115275816024,0.00899115275816024
2005,"5852","58","Notothenia acuta","NOA","Trangular rockcod","F",6,0.1,0.1,1e-04
2005,"5852","58","Notothenia coriiceps","NOC","Black rockcod","F",6,4,3.9960000000229,0.0039960000000229
2005,"5852","58","Notothenia rossii","NOR","Marbled rockcod","F",6,28,27.98,0.02798
2005,"5852","58","Notothenia squamifrons","NOS","Grey rockcod","F",6,2249.7,2249.7,2.2497
2005,"5852","58","Nototheniops mizops","NOZ","Toad rockcod","F",6,75.6,75.6,0.0756
2005,"5852","58","Octopodidae","OCT","Octopus spp.","C",4,70,70,0.07
2005,"5852","58","Rajiformes","SRX","Skates and rays","F",3,69697.52,69625.7,69.6257
2005,"5852","58","Somniosus pacificus","SON","Pacific Sleeper Shark","F",6,2082,2082,2.082
2005,"586","58","Antimora rostrata","ANT","Blue antimora","F",6,85549.7,85483.51,85.48351
2005,"586","58","Bathyraja murrayi","BMU","Murray's skate","F",6,301,301,0.301
2005,"586","58","Dissostichus eleginoides","TOP","Patagonian toothfish","F",6,638740.15659,638294.49659,638.29449659
2005,"586","58","Lithodes murrayi","KCM","Stone crab","C",6,33.5,33.5,0.0335
2005,"586","58","Lithodes spp","KCZ","King crabs","C",5,10,10,0.01
2005,"586","58","Lithodidae","KCX","Crab spp.","C",4,10389,10389,10.389
2005,"586","58","Macrourus spp","GRV","Rat tails, Grenadiers","F",5,91239.49069,91239.49069,91.23949069
2005,"586","58","Muraenolepis microps","MOY","Smalleye moray cod","F",6,279.5,279.5,0.2795
2005,"586","58","Muraenolepis spp","MRL","Moray cods","F",5,0.5,0.5,5e-04
2005,"586","58","Paralomis spp","PAI","Crabs","C",5,130.57,130.57,0.13057
2005,"586","58","Rajiformes","SRX","Skates and rays","F",3,12726.3399795,12715.4899795,12.7154899795
2005,"587","58","Antimora rostrata","ANT","Blue antimora","F",6,403,397.8,0.3978
2005,"587","58","Dissostichus eleginoides","TOP","Patagonian toothfish","F",6,141735.86,141482.17,141.48217
2005,"587","58","Lithodes murrayi","KCM","Stone crab","C",6,3266.42,3266.42,3.26642
2005,"587","58","Lithodes spp","KCZ","King crabs","C",5,55,55,0.055
2005,"587","58","Lithodidae","KCX","Crab spp.","C",4,5773.8,5768.59,5.76859
2005,"587","58","Macrourus spp","GRV","Rat tails, Grenadiers","F",5,4904.3,4904.3,4.9043
2005,"587","58","Paralomis spp","PAI","Crabs","C",5,14558.03,14558.03,14.55803
2005,"881","88","Antimora rostrata","ANT","Blue antimora","F",6,9414.54,9414.54,9.41454
2005,"881","88","Artedidraco spp","ART","","F",5,5.9,5.9,0.0059
2005,"881","88","Bathyraja eatonii","BEA","Eaton's Skate","F",6,172.69,172.69,0.17269
2005,"881","88","Bathyraja spp","BHY","Bathyraja rays nei","F",5,2990,2990,2.99
2005,"881","88","Cephalopoda","CEP","Cephalopods","C",2,29.3,29.3,0.0293
2005,"881","88","Channichthyidae","ICX","Crocodile icefishes nei","F",4,2165.48,2165.48,2.16548
2005,"881","88","Dissostichus eleginoides","TOP","Patagonian toothfish","F",6,6978.26,6978.26,6.97826
2005,"881","88","Dissostichus mawsoni","TOA","Antarctic toothfish","F",6,3097983.4385,3097983.4385,3097.9834385
2005,"881","88","Lampris immaculatus","LAI","Moonfish","F",6,27.5,27.5,0.0275
2005,"881","88","Lithodidae","KCX","Crab spp.","C",4,7.1,7.1,0.0071
2005,"881","88","Macrourus spp","GRV","Rat tails, Grenadiers","F",5,214766.49,214766.49,214.76649
2005,"881","88","Macrourus whitsoni","WGR","","F",6,176887.31,176887.31,176.88731
2005,"881","88","Muraenolepis microps","MOY","Smalleye moray cod","F",6,822.95,822.95,0.82295
2005,"881","88","Muraenolepis spp","MRL","Moray cods","F",5,6358.16,6358.16,6.35816
2005,"881","88","Notothenia kempi","NOK","Striped-eyed rockcod","F",6,466.8,466.8,0.4668
2005,"881","88","Nototheniidae","NOX","Antarctic Rockcods","F",4,169.13,169.13,0.16913
2005,"881","88","Octopodidae","OCT","Octopus spp.","C",4,15.84,15.84,0.01584
2005,"881","88","Osteichthyes","MZZ","Unidentified saltwater bony fish","F",2,70,70,0.07
2005,"881","88","Pleuragramma antarcticum","ANS","Antarctic silverfish","F",6,150,150,0.15
2005,"881","88","Pogonophryne permitini","PGR","Plunderfish","F",6,2.6,2.6,0.0026
2005,"881","88","Pseudochaenichthys georgianus","SGI","South Georgia icefish","F",6,60,60,0.06
2005,"881","88","Raja georgiana","SRR","","F",6,35016.84,35016.84,35.01684
2005,"881","88","Raja spp","RAJ","Rays and skates nei","F",5,1484.4,1484.4,1.4844
2005,"881","88","Rajiformes","SRX","Skates and rays","F",3,22107.75,22107.75,22.10775
2005,"881","88","Zoarcidae","ELZ","eelpouts","F",4,0.98,0.98,0.00098
2005,"882","88","Antimora rostrata","ANT","Blue antimora","F",6,1899.8,1899.8,1.8998
2005,"882","88","Bathyraja eatonii","BEA","Eaton's Skate","F",6,3.46,3.46,0.00346
2005,"882","88","Channichthyidae","ICX","Crocodile icefishes nei","F",4,1532.2,1532.2,1.5322
2005,"882","88","Dissostichus eleginoides","TOP","Patagonian toothfish","F",6,15.03,15.03,0.01503
2005,"882","88","Dissostichus mawsoni","TOA","Antarctic toothfish","F",6,410504.17,410504.17,410.50417
2005,"882","88","Lithodidae","KCX","Crab spp.","C",4,0.1,0.1,1e-04
2005,"882","88","Macrourus spp","GRV","Rat tails, Grenadiers","F",5,412.5,412.5,0.4125
2005,"882","88","Macrourus whitsoni","WGR","","F",6,20156.3,20156.3,20.1563
2005,"882","88","Muraenolepis microps","MOY","Smalleye moray cod","F",6,42.6,42.6,0.0426
2005,"882","88","Muraenolepis spp","MRL","Moray cods","F",5,8.8,8.8,0.0088
2005,"882","88","Pleuragramma antarcticum","ANS","Antarctic silverfish","F",6,30,30,0.03
2005,"883","88","Antimora rostrata","ANT","Blue antimora","F",6,182.8,182.8,0.1828
2005,"883","88","Chionodraco myersi","MIC","Myers' icefish","F",6,38.4,38.4,0.0384
2005,"883","88","Dissostichus eleginoides","TOP","Patagonian toothfish","F",6,42.8,42.8,0.0428
2005,"883","88","Dissostichus mawsoni","TOA","Antarctic toothfish","F",6,1629.8,1629.8,1.6298
2005,"883","88","Lepidion spp","LEV","Lepidion codlings nei","F",5,0.2,0.2,2e-04
2005,"883","88","Lithodidae","KCX","Crab spp.","C",4,0.1,0.1,1e-04
2005,"883","88","Macrourus holotrachys","MCH","Bigeye grenadier","F",6,218.1,218.1,0.2181
2005,"883","88","Macrourus whitsoni","WGR","","F",6,1341,1341,1.341
2005,"883","88","Muraenolepis microps","MOY","Smalleye moray cod","F",6,1,1,0.001
2006,"4132","41","Euphausia superba","KRI","Antarctic Krill","C",6,42535,42535,42.535
2006,"481","48","Chaenocephalus aceratus","SSI","Blackfin icefish","F",6,2610,2610,2.61
2006,"481","48","Champsocephalus gunnari","ANI","Mackerel icefish","F",6,15960,15960,15.96
