Country (Country),Species (ASFIS species),Aquaculture area (FAO major fishing area),Environment (Environment),1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012
Malaysia,Tilapias nei,"Pacific, Western Central",Brackishwater,...,...,...,0,0,0,0,0,0,57.81,159.67,158.62,315.33,36.79,92.39,...,255.27,352.5,337.74,287.43,340.56,334.9,226.02,317.3,261.71,821.95,514.27,741.99,1967.35
Malaysia,Torpedo-shaped catfishes nei,Asia - Inland waters,Freshwater,...,...,...,10.85,265.35,140.07,279.69,752.86,1310.04,1059.46,1110.1,1524.2,1923.68,5225.59,4523.6,7889.68,7819.01,8691.78,9287.37,8654.08,9991.24,16176.26,12248.15,16116.4,52711.36,98883.6,76016.27,62088,74572.84
Malaysia,Whiteleg shrimp,"Pacific, Western Central",Brackishwater,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,17334.88,43023.02,60461.65,74764.02,154440.78,162307.12,235069.55,237120.17,225498.67
Mali,African bonytongue,Africa - Inland waters,Freshwater,...,...,...,...,...,...,...,3,3.41,1.24,2.4,2.4,1.2,1.2,1.2,0,0,0,...,...,...,...,...,...,15.14,14.31,46.42,48.68,48.31
Mali,Freshwater fishes nei,Africa - Inland waters,Freshwater,...,0.62,1.74,1,2.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.03,143.1,136.54,143.18,142.09
Mali,Nile tilapia,Africa - Inland waters,Freshwater,1.72,3.37,7.41,11.73,14.13,9.42,10,20,18.94,26.52,46.4,46.4,31.5,31.5,31.5,24.39,9.5,175,764.64,708,708,708,700,369,1487.18,1431,1682.19,1763.98,732.88
Mali,North African catfish,Africa - Inland waters,Freshwater,...,...,...,...,5.05,4.71,4.71,12.8,19.31,25.99,48,48,30,30,30,24.39,9.9,135,345.6,300,300,300,300,271,981.36,2289.6,3823.16,4009.05,1827.26
Malta,Atlantic bluefin tuna,Mediterranean and Black Sea,Marine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11684.64,18428.7,25700.4,11956.2,19086.97,29319.75,13770.16
Malta,European eel,Mediterranean and Black Sea,Marine,0,0,0,0,0,0,0,0,0,0,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Malta,European seabass,Mediterranean and Black Sea,Marine,...,...,...,...,...,...,...,1200,3150,3600,3150,3150,4309.74,4298.4,443.2,340,671.58,544.88,208,1015.56,1632.5,2157.96,1928.66,1513.76,1875.82,1126.01,1090.87,80.8,1067.46
Malta,Gilthead seabream,Mediterranean and Black Sea,Marine,...,...,...,...,...,...,...,400,1350,2250,4950,4950,5809.44,6037.2,10116.7,8168.5,4339.44,2535.16,3539.12,3525.36,4695.76,3207.6,5540.17,6593.03,7760.2,9013.94,9361.37,6727.11,14193.97
Malta,Marine fishes nei,Mediterranean and Black Sea,Marine,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,201.7,737.66,237.98,484.34,849.64,2253.14,2880.56
Malta,Nile tilapia,Mediterranean and Black Sea,Brackishwater,...,...,...,...,...,...,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Malta,Sabaki tilapia,Mediterranean and Black Sea,Brackishwater,...,...,...,...,...,...,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Malta,Turbot,Mediterranean and Black Sea,Marine,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Martinique,Cobia,"Atlantic, Western Central",Marine,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,8.7,8.72,13.18,47.97,133.93,121.87,69.66,24.35,0
Martinique,Giant river prawn,"America, North - Inland waters",Freshwater,371.91,471.35,868.02,1059.37,1093.52,1073.37,1245.13,1184.13,921.05,965.2,938.5,1042.68,855.44,935.99,529.69,357.26,321.11,328.26,347.8,415.89,223.79,249.15,251.13,274.13,176.61,278.56,132.69,139.14,128.56
Martinique,Marine fishes nei,"Atlantic, Western Central",Marine,...,...,...,99.94,0,15.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Martinique,Red drum,"Atlantic, Western Central",Marine,...,...,...,9.99,0,23.54,19.52,88.95,149.12,97.23,119.12,77.2,107.54,113.22,186.45,203.64,135.28,159.43,373.03,614.38,703.09,566.82,652.94,411.19,397.36,376.06,453.8,292.2,107.99
Martinique,Tilapias nei,"America, North - Inland waters",Brackishwater,...,...,...,...,...,...,82.86,56.93,153.86,228.92,144.38,77,23.46,0,0,0,0,0,0,0,...,...,...,...,...,...,...,...,...
Martinique,Tilapias nei,"America, North - Inland waters",Freshwater,...,...,...,5.83,6.39,98.86,215.44,142.32,153.86,154.68,231.01,115.5,78.21,64.33,63.56,53.59,47.31,46.79,49.57,59.27,121.89,101.78,102.59,95.94,41.21,48.75,46.44,48.7,45
Mauritius,Cyprinids nei,Africa - Inland waters,Freshwater,...,...,...,...,...,...,...,...,...,2.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mauritius,European seabass,"Indian Ocean, Western",Marine,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,27.89,26.64
Mauritius,Giant river prawn,Africa - Inland waters,Freshwater,184.18,210.89,260.79,559.37,501.04,590.85,509.92,564,704,598.5,882,768.5,989.52,754.6,384.16,555.92,661.87,365.27,504.71,200.87,109.29,151.96,53.05,89.57,105.93,75.26,58.52,67.97,64.94
Mauritius,Giant tiger prawn,"Indian Ocean, Western",Marine,...,...,...,...,...,9.19,9.44,26.91,17.92,7.98,15.68,24.36,20.16,8.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mauritius,Hooded oyster,"Indian Ocean, Western",Marine,1.75,12.46,14.27,14.92,16.7,19.7,18,20.51,32,31.92,67.2,78.3,44.8,29.4,19.6,15.88,7.63,15.45,20.03,16.14,10.93,20.35,14.21,4.8,21.19,23.52,19.51,31.37,34.97
Mauritius,Indo-Pacific swamp crab,"Indian Ocean, Western",Marine,8.01,7.14,8.17,8.55,8.95,7.88,18.89,17.94,28.8,25.65,42,43.5,67.2,29.4,45.08,35.74,11.44,24.03,11.68,25.11,27.32,25.44,23.69,12,14.12,15.05,13,20.91,16.65
Mauritius,Marine fishes nei,"Indian Ocean, Western",Marine,23.3,20.76,16.35,17.09,18.04,23.63,21.58,24.61,34.56,78.66,109.76,162.4,80.64,36.75,15.68,4.77,3.24,3.09,6.68,3.59,...,14.25,8.84,4.48,56.85,5.64,5.85,6.97,5.99
Mauritius,Red claw crayfish,Africa - Inland waters,Freshwater,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,138.98,152.5,68.66,33.38,17.94,0,0,0,0,0,0,0,0,0
Mauritius,Red drum,"Indian Ocean, Western",Marine,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1900.19,1997.21,2364.71,892.52,1112.28,1863.35,2916.65,2861,2589.44
Mauritius,Tilapias nei,Africa - Inland waters,Freshwater,0.87,2.34,2.67,3.73,5.22,1.64,3.24,12.82,16.13,34.2,67.2,191.4,270.48,220.5,130.34,122.3,117.43,72.09,53.41,45.91,40.8,40.7,48.32,34.55,197.74,371.05,242.27,322.18,239.76
Mauritius,Tilapias nei,"Indian Ocean, Western",Marine,...,...,...,...,...,...,...,...,...,34.2,18.82,24.36,7.84,7.35,6.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mayotte,Cobia,"Indian Ocean, Western",Marine,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,26.16,26.37,28.78,10.3,...,...,...,...
Mayotte,Goldlined seabream,"Indian Ocean, Western",Marine,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,42.24,...,...,...,...
Mayotte,Mangrove red snapper,"Indian Ocean, Western",Marine,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,13.08,13.18,...,0,0,0,0,0
Mayotte,Marine fishes nei,"Indian Ocean, Western",Marine,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,250.7,119.42,83.48,154.27
Mayotte,Red drum,"Indian Ocean, Western",Marine,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1204.73,739.77,849.61,690.86,959.83,903.9,802.25,485.64,292.27,501.37
Mayotte,Tilapias nei,"Indian Ocean, Western",Brackishwater,0,0,0,0,0,0,0,0,0,0,0,0,3.91,8,8,8,12,12,...,...,...,...,...,...,0,0,0,0,0
Mexico,Abalones nei,"Pacific, Eastern Central",Marine,0,0,0,0,0,0,0,0,0,0,0,0,19.8,0,40,46,234,479.36,608.84,624.92,689.47,414.47,437,206.24,1.21,...,...,...,...
Mexico,American bull frog,"America, North - Inland waters",Freshwater,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265.7,278.4,222.57,88.75,67.06,100.01,349.33,673.54
Mexico,American cupped oyster,"Atlantic, Western Central",Brackishwater,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226.4,408,114.18,200,146,796.08,524.7,0.19,...,...,...,...,...
Mexico,Aquatic invertebrates nei,"America, North - Inland waters",Freshwater,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.13,23.1,...,...,...,...,...,...
Mexico,Bastard halibuts nei,"Pacific, Eastern Central",Marine,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,430.12,522.87,385.42,3.5,...,...
Mexico,Bluegill,"America, North - Inland waters",Freshwater,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219.98,241.4,129.36,185.91,158.52,53.75,59.38,16.82
Mexico,Callinectes swimcrabs nei,"America, North - Inland waters",Brackishwater,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,...,...,...,...,...,...
Mexico,Catfishes nei,"America, North - Inland waters",Freshwater,390,390,495,476,595,595,714,720,900,1020,1002,204.99,137.97,384.99,629,994.5,1602,1856.27,2691.18,3890.14,3489.84,1151.19,1251.25,...,...,...,...,...,...
Mexico,Channel catfish,"America, North - Inland waters",Freshwater,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,5021.84,5289.2,4424.45,4035.93,3230.21,3872.59,4193.24,5449.55
Mexico,"Clams, etc. nei","Atlantic, Western Central",Brackishwater,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.78,5.6,...,...,...,...,...,...
Mexico,"Clams, etc. nei","Pacific, Eastern Central",Marine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211.83,1.4,1.23,1.28,218.12,226.2,83.81,381.02,372.92,616.17,874.05,897.67
Mexico,Common carp,"America, North - Inland waters",Freshwater,2296,3772,3074,3796,3750,3780,5320,5600,6400,7000,8060.7,1041.59,2300.76,3250.2,3350.5,4201.2,5239,9482.11,12489.16,23817.73,26293.59,13616.06,15804.8,6027.16,7678.91,6632.87,485.87,958.38,2104.72
Mexico,Common snook,"Atlantic, Western Central",Marine,0,0,0,0,0,0,0,0,0,0,4,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
Mexico,Cortez oyster,"Pacific, Eastern Central",Brackishwater,...,...,...,...,...,...,...,...,...,...,64.86,...,141.25,...,...,...,548,690.92,22.82,381.66,298.94,747.97,804.7,11.72,1821.25,1562.75,1090.77,1032.48,2202.27
Mexico,Crevalle jack,"Atlantic, Western Central",Marine,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,11.18,10,10,...,...,...,...,...,15,70,0.55
Mexico,Euro-American crayfishes nei,"America, North - Inland waters",Freshwater,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.28,84,...,...,...,...,...,...
Mexico,Flathead grey mullet,"Pacific, Eastern Central",Marine,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
Mexico,Freshwater drum,"America, North - Inland waters",Freshwater,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127.83,136.5,...,...,...,...,...,12107.83
Mexico,Freshwater fishes nei,"America, North - Inland waters",Freshwater,550,250,265,390,600,720,300,700,525,420,141.6,34.4,104,186.3,295.2,176.4,135,193,117.3,481,456,1161.75,1319,174.04,303.09,198.1,...,219.58,...
Mexico,Frogs,"America, North - Inland waters",Freshwater,160,350,350,360,315,140,280,105,105,140,60,200,209.06,266.08,248,355,450,119.75,504.58,563.89,598.29,277.93,291.4,816.75,893.08,874.74,236.32,130.07,1.46
Mexico,Giant river prawn,"America, North - Inland waters",Freshwater,812.5,812.5,875,902.5,1025,917.8,542.7,389.2,467.6,507.5,359.6,267.21,339.77,251.19,148,192,360,485.37,207.4,128.74,67.91,326.27,344.4,65.89,118.22,126.96,68.65,122.23,...
Mexico,Largemouth black bass,"America, North - Inland waters",Brackishwater,...,...,...,...,...,...,...,...,...,...,119.9,26.25,69.7,310.59,399,336.6,299.2,294.49,678.01,358.98,431.05,1876.93,2036.6,958.57,780.97,580.27,...,...,3.53
Mexico,Marine fishes nei,"Atlantic, Western Central",Marine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,...,...,...,...,...,...,...,...
Mexico,Mojarras(=Silver-biddies) nei,"Atlantic, Western Central",Marine,0,0,0,0,0,0,0,0,0,0,16,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
Mexico,Pacific bluefin tuna,"Pacific, Eastern Central",Marine,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,7013.86,7280.72,6984.93,57821.23,30815,32323.2,5325.36,19557.15,16281.5,11003.2,23851.14,12859.87
Mexico,Pacific calico scallop,"Pacific, Eastern Central",Marine,0,0,0,4.6,6,6,9,6,30,30,24.35,5.93,6,6,1.8,...,...,543.76,13.04,11.63,11.43,0,0,0.65,...,...,...,...,...
Mexico,Pacific cupped oyster,"Atlantic, Western Central",Marine,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1101.96,1178.79,1204.18,...,...,...,...,...,...,...,...
Mexico,Pacific cupped oyster,"Pacific, Eastern Central",Marine,...,...,...,...,...,...,546.5,570.5,477.9,347.55,325.15,696.67,392.33,499.39,411,787.5,503,1346.25,1197.15,1497.07,1286.74,2571.69,2662.2,2301.22,2310.26,1789.92,4760.27,2979.85,35997.94
Mexico,Rainbow trout,"America, North - Inland waters",Freshwater,100,270,300,310.5,747.5,708,936,1495,1495,1495,2894.4,1583.66,1306.56,1741.07,3034,6816,10080,15432.15,10732.24,11674.22,10904.62,7153.07,7596.2,18156.64,19894.93,16151.68,17003.36,28648.58,30393.15
Mexico,Red abalone,"Pacific, Eastern Central",Marine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,475.12,514.8,263.04,593.94,765.36,384.91,665.69,1035.61
Mexico,Red claw crayfish,"America, North - Inland waters",Freshwater,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,90,38,18.14,48.53,45,63,80.65,80.5,162.38,102.83,31.98,11.65,58.89,2715.59
Mexico,Red drum,"Atlantic, Western Central",Marine,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,3.31,73.45,61.42,11.87,...,...
Mexico,Red swamp crawfish,"America, North - Inland waters",Freshwater,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,56,...,...,...,...,...,...,...,...,...,...,...,...,...
Mexico,River prawns nei,"America, North - Inland waters",Freshwater,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243.01,252.3,270.54,100.04,75.62,70.46,384.55,...
Mexico,Sea mussels nei,"Pacific, Eastern Central",Marine,...,...,...,...,...,...,...,...,...,...,27,65.94,127.33,225.88,63.6,81.6,101.2,158.63,33.43,30.97,33.82,203.3,212.5,545.54,692.83,692.8,386.4,788.14,506.43
Mexico,Silversides(=Sand smelts) nei,"America, North - Inland waters",Freshwater,1200,1140,1200,1200,1140,1200,700,1200,650,487.5,216.3,431.28,285.12,131.85,129.6,130.2,150,7.71,1.43,0.67,0.67,...,...,...,...,...,...,...,...
Mexico,Snappers nei,"Pacific, Eastern Central",Marine,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,30.2,48.12,41.51,13.06,...,...
Mexico,Snooks(=Robalos) nei,"America, North - Inland waters",Freshwater,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.65,12.9,...,...,...,...,...,...
Mexico,Striped bass,"America, North - Inland waters",Freshwater,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.81,3,...,...,...,...,...,...
Mexico,"Striped bass, hybrid","America, North - Inland waters",Freshwater,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,1.8,...,...,...,...,...,...
Mexico,Tilapias nei,"America, North - Inland waters",Freshwater,3952,3328,3276,4815,4950,4840,5250,4950,5060,4800,4895.1,846.93,2724.48,5345.15,5398,8778.75,11770.5,17941.1,15807.02,14371.81,14408.95,4324.41,5858,23491.71,24110.94,23223.2,13337.97,18318.22,46115.26
Mexico,Water fleas,"America, North - Inland waters",Freshwater,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,5.98,...
Mexico,White crappie,"America, North - Inland waters",Freshwater,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.29,55.25,52.61,72.95,893.9,942.4,196.52,119.8,108.87,138.22,...,...
Mexico,Whiteleg shrimp,"America, North - Inland waters",Brackishwater,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,2499.82,4664.8,3019.91,3532.93,2695,...,...,...
Mexico,Whiteleg shrimp,"Atlantic, Western Central",Brackishwater,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1048.65,722.4,773.2,988.73,959.41,19671.33,11125.32,17538.29
Mexico,Whiteleg shrimp,"Atlantic, Western Central",Marine,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,11826.2,12098.84,13521.99,12426.37,15712.57,10431.05,10455.9,9738.95,10084.65,7043.02,...,...,...
Mexico,Whiteleg shrimp,"Pacific, Eastern Central",Brackishwater,...,175,215,1716,3030.5,14230,21855,25555,41630,57500,67270,73587.66,64678.94,108661.02,144868.9,168896.02,182357.8,284134.5,214679.66,181329.47,195918.39,14561.68,14223.3,11919.01,16019.39,11970.76,...,...,...
Mexico,Whiteleg shrimp,"Pacific, Eastern Central",Marine,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,321624.97,409667.72,366431.12,450626.8,381418.38,301910.16,350931.03,346647.7
Mexico,Yellowfin tuna,"Pacific, Eastern Central",Marine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197.5,72.5,290,...,...,...,...,10412.38,10883.6,20235.67,37.12,...,...,...,183.99
"Micronesia, Fed.States of","Clams, etc. nei","Pacific, Western Central",Marine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Micronesia, Fed.States of",Eucheuma seaweeds nei,"Pacific, Western Central",Marine,0,25.5,0.35,0.3,0.4,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Micronesia, Fed.States of",Milkfish,"Pacific, Western Central",Brackishwater,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Moldova, Republic of",Bighead carp,Europe - Inland waters,Freshwater,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,60,100,150,200,250,300,300,350,350,350,400,400,400
"Moldova, Republic of",Common carp,Europe - Inland waters,Freshwater,...,...,...,...,7276.8,7005,7768.8,6560,1152,120,81.6,38.4,115.2,83.2,145.6,165.85,268.15,168,328,315.2,2720,3248,3568,4000,4080,4400,4640,5120,5280
"Moldova, Republic of",Crucian carp,Europe - Inland waters,Freshwater,...,...,...,...,...,...,...,...,280.5,196.5,86.4,148.8,214.5,152,208.5,168,176,37.95,39.6,57.75,14.85,49.5,49.5,49.5,49.5,49.5,49.5,49.5,49.5
"Moldova, Republic of",Cyprinids nei,Europe - Inland waters,Freshwater,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,500,400,400,450,400,300,300,300,300,300,300,300,300
"Moldova, Republic of",Danube crayfish,Europe - Inland waters,Freshwater,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,15,15,15,15,15,15,15,30,30,30,30,30,30
"Moldova, Republic of",Freshwater fishes nei,Europe - Inland waters,Freshwater,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,150,15,15,15,100,100,100,100,300,300,300,300,320
"Moldova, Republic of",Grass carp(=White amur),Europe - Inland waters,Freshwater,...,...,...,...,...,...,...,...,189,326.9,135.8,92,79.9,91.2,78.3,82.8,89.1,63,101,115,21,100,100,100,100,100,150,150,150
"Moldova, Republic of",Silver carp,Europe - Inland waters,Freshwater,...,...,...,...,9873.6,9885,9760,6500,1197,1121.4,639.1,935.2,644.3,752.8,730.8,511,608,998,1435,2291,3060,3330,3630,4000,4050,4250,4500,4700,4700
"Moldova, Republic of",Sturgeons nei,Europe - Inland waters,Freshwater,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,960
"Moldova, Republic of",Wels(=Som) catfish,Europe - Inland waters,Freshwater,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,75,...,...,100,150,150,150,150,150,300,300,300,300
Montenegro,Common carp,Europe - Inland waters,Freshwater,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,18.83,20.56,44.15,45.96,43.79,45.92,42.42
Montenegro,European eel,Mediterranean and Black Sea,Brackishwater,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,72,72,72,72,72,72,72
Montenegro,European seabass,Mediterranean and Black Sea,Marine,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,251.13,427.64,588.69,668.54,636.91,667.88,617.08
Montenegro,Gilthead seabream,Mediterranean and Black Sea,Marine,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,251.13,416.67,529.82,612.83,636.91,667.88,617.08
Montenegro,Mediterranean mussel,Mediterranean and Black Sea,Marine,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,213.46,205.6,294.34,292.49,199.03,278.28,257.11
Montenegro,Rainbow trout,Europe - Inland waters,Freshwater,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,527.37,575.67,1545.3,1072.46,2089.86,2434.96,2249.75
Morocco,"Clams, etc. nei",Mediterranean and Black Sea,Brackishwater,0,0,0,0,0,0,57.93,37.3,21.01,0,0,40.41,0,70.9,0,20.41,0,0,0,0,0,0,0,0,0,0,0,0,0
Morocco,Common carp,Africa - Inland waters,Freshwater,45.55,9.95,13.19,9.58,9.75,...,...,...,...,...,...,234.28,225,100,150,250,80,48,44,40,451.36,225.84,341.28,830.87,880.37,845.65,713.72,742.14,695.63
Morocco,European eel,Africa - Inland waters,Freshwater,...,...,...,...,...,...,...,...,...,...,...,...,...,817,366,400.8,157,70.8,184,360,428.79,564.6,568.8,1221.86,647.33,746.16,1308.48,841.09,927.5
Morocco,European eel,Mediterranean and Black Sea,Brackishwater,...,...,...,...,...,...,425.96,137.69,298.09,439.59,570.26,469.36,301.89,171.57,247.05,187.04,274.75,165.2,192,216,338.52,304.88,...,...,...,...,...,...,...
Morocco,European flat oyster,Mediterranean and Black Sea,Marine,0,0,0,0,0,0,0,0,0,0,0,0,0,4.83,4.69,15,24,...,...,...,...,...,...,0,0,0,0,0,0
Morocco,European seabass,Mediterranean and Black Sea,Marine,...,...,...,...,...,...,288.7,1408.61,1407.34,1951.96,3135.01,4595.96,3894.99,3696.95,3636.05,2048.51,1420,880.72,1482,2104.49,1942.5,3380,174.96,527.72,245.05,460.84,16.54,560.64,1333.65
Morocco,Gilthead seabream,Mediterranean and Black Sea,Marine,...,...,...,...,...,50,1875.97,2567.11,2469.64,4896.38,6189.74,4987.94,5285.02,1627.34,1006.25,2553.11,1985.1,1060.96,1323,1485.54,1333.5,1826,0,0,...,...,284.57,...,...
Morocco,Grass carp(=White amur),Africa - Inland waters,Freshwater,...,...,...,...,...,...,...,...,...,...,...,175.71,350,150,150,150,60,20,15,14,451.36,225.84,182.02,195.5,207.14,198.98,190.32,197.9,185.5
Morocco,Largemouth black bass,Africa - Inland waters,Freshwater,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,240,37.5,30,45,40,98.74,98.81,85.32,106.91,113.28,108.82,89.21,92.77,...
Morocco,Marine fishes nei,Mediterranean and Black Sea,Marine,0,0,0,0,0,0,0,0,0,132.44,201.81,248.33,216,315,102,30.61,40,164,60,60,60,86,73.05,0,...,...,...,...,47.92
