Country (Country),Species (ASFIS species),Aquaculture area (FAO major fishing area),Environment (Environment),1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012
Lao People's Dem. Rep.,Silver carp,Asia - Inland waters,Freshwater,313,500,625,750,1312.5,1500,2500,2620,3362.5,3437.5,3500,4025,5000,3097.5,3107.5,4094,5178.6,5862,7000,7608,7608,6604.2,7338,8056.69,8999.69,11007.65,12209.76,14550,15600
Lao People's Dem. Rep.,Small scale mud carp,Asia - Inland waters,Freshwater,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,3987.36,4430.4,4863.76,5433.59,6646.18,7267.72,8700,9150
Latvia,Arctic char,Europe - Inland waters,Freshwater,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,2.06
Latvia,Burbot,Europe - Inland waters,Freshwater,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,3.37
Latvia,Common carp,Europe - Inland waters,Freshwater,...,...,...,...,4652.8,9432,3576,3680,1064.68,704.74,1100,1144,644.3,588.24,560.32,591.6,351.08,574.6,466.64,778.59,486.95,856.94,1013.44,1352.67,1472.15,1169.34,928.8,1059.74,1246.89
Latvia,Crucian carp,Europe - Inland waters,Freshwater,...,...,...,...,...,...,...,...,...,...,...,...,...,...,7.48,19.72,31.02,3.9,3.21,7.7,1.56,5.11,17.91,48.88,6.52,6.51,20.67,14.19,6.22
Latvia,Euro-American crayfishes nei,Europe - Inland waters,Freshwater,...,...,...,...,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.18,0,2.8,4.91,2.19,1.84
Latvia,European perch,Europe - Inland waters,Freshwater,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1.85,...,2.32,5.11,0.81,1.9,3.22,1.87,2.36
Latvia,Freshwater fishes nei,Europe - Inland waters,Freshwater,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,34.73,32.37,75.9,68.76,24.51,14.99,21.75,112.35,92.03
Latvia,Grass carp(=White amur),Europe - Inland waters,Freshwater,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,18.02,15.48,21.34,13.62,8.67,20.49,4.19,...
Latvia,Northern pike,Europe - Inland waters,Freshwater,...,...,...,...,0,0,0,0,0,0,0,0,0,0,1.36,2.72,3.93,3.9,4.53,7.35,5.18,8.87,20.15,43.31,41.29,29.21,61.49,41.67,34.52
Latvia,Orfe(=Ide),Europe - Inland waters,Freshwater,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,4.03,...,1.57,0.15
Latvia,Pike-perch,Europe - Inland waters,Freshwater,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,3.59,17.65,5.72
Latvia,Rainbow trout,Europe - Inland waters,Freshwater,...,...,...,...,0,0,0,1540,113.52,30.8,36,25,4.25,12.9,0,4.25,17.04,36.45,35.13,39.21,10.85,13.94,35,64.4,62.75,38.15,26.43,17.22,17.46
Latvia,Sea trout,Europe - Inland waters,Freshwater,...,...,...,...,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Latvia,Silver carp,Europe - Inland waters,Freshwater,...,...,...,...,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.83,1.29,...,...
Latvia,Sturgeons nei,Europe - Inland waters,Freshwater,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,8.2,16.2,28.65,...,...,19.47,84.23,238.41,363.61,111.62,104.68,183.67,251.06
Latvia,Tench,Europe - Inland waters,Freshwater,...,...,...,...,0,0,0,0,0,0,0,0,0,0,1.36,1.36,2.3,1.13,0.68,0.7,0,1.77,6.7,3.94,43.26,34.73,38.15,26.53,27.66
Latvia,Tilapias nei,Europe - Inland waters,Freshwater,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,4.85,5.82
Latvia,Trouts nei,Europe - Inland waters,Freshwater,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,2.32,106.71,93.03,67.27,74.69,59.59,126.34
Latvia,Wels(=Som) catfish,Europe - Inland waters,Freshwater,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,100.01,232.21,105.22,74.54,86.37,...,...
Lebanon,Cyprinids nei,Asia - Inland waters,Freshwater,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,36,36,36,40,40,40,25,25,25,25,25
Lebanon,North African catfish,Asia - Inland waters,Freshwater,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,150,150,150,161.2,161.2,161.2,90,90,90,90,90
Lebanon,Rainbow trout,Asia - Inland waters,Freshwater,1110,1123.51,1158.38,616,308,308,280,280,487.5,720,1000,1500,1750,1500,2000,900,1200,900,2100,2100,2100,2159.4,2159.4,2159.4,2700,3000,3300,3600,3600
Lebanon,Tilapias nei,Asia - Inland waters,Freshwater,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,75,75,75,83.7,83.7,83.7,45,45,45,45,45
Lebanon,Whiteleg shrimp,Mediterranean and Black Sea,Brackishwater,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,60,60,120,120,180,240,300,300,300,300
Lesotho,Common carp,Africa - Inland waters,Freshwater,9.18,16.43,17.63,22.6,25,20,15,12,15,15,15,12,12,12,9,6,8,9.6,9.6,4.8,2.4,1.5,3,3,3,1.44,1.09,1.02,1.13
Lesotho,North African catfish,Africa - Inland waters,Freshwater,3.5,1.6,4.63,3.44,3.6,3.6,3.6,4,6,6,6,4.4,4.4,4.4,0,0,0,0,...,...,...,...,...,...,...,...,...,...,...
Lesotho,Rainbow trout,Africa - Inland waters,Freshwater,2.78,5.56,5.56,2.78,9,9,9,9,12,15,15,12.8,12.8,12.8,6.4,0,0,0,...,...,...,...,...,910,630,896.55,3488.26,3944.73,4637.75
Liberia,African catfish,Africa - Inland waters,Freshwater,0,0,0,0,0,0,0,0,0,0,0,0,0,0,...,...,4,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,9.75
Liberia,Mango tilapia,Africa - Inland waters,Freshwater,0,0,0,0,0,0,0,0,0,0,0,0,0,0,...,...,8.75,8,8,8,8,8,8,8,8,8,8,8,10
Liberia,Nile tilapia,Africa - Inland waters,Freshwater,10.5,13.6,12,7.5,5,7.5,0,0,0,0,0,0,0,0,...,...,13.75,14,14,14,14,14,14,14,20,20,28,28,40
Liberia,Redbelly tilapia,Africa - Inland waters,Freshwater,0,0,0,0,0,0,0,0,0,0,0,0,0,0,...,...,1,2,2,2,2,2,2,2,2,2,2,2,4
Liberia,Sampa,Africa - Inland waters,Freshwater,0,0,0,0,0,0,0,0,0,0,0,0,0,0,...,...,2,3.25,3.25,3.25,...,...,...,...,...,...,...,...,...
Libya,Cyprinids nei,Africa - Inland waters,Freshwater,...,...,...,30,30,55,84,84,120,120,135,150,150,150,150,150,150,150,...,...,...,...,...,...,...,...,...,...,...
Libya,European seabass,Mediterranean and Black Sea,Marine,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,850,850,850,850,850,850,850,850,850
Libya,Gilthead seabream,Mediterranean and Black Sea,Marine,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,244,244,240,240,240,240,240,240,240
Libya,Tilapias nei,Africa - Inland waters,Freshwater,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,20,20,20,20,20,20,20,20,20
Lithuania,Bighead carp,Europe - Inland waters,Freshwater,...,...,...,...,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.96,334.2,78.48,88.07,78.85
Lithuania,Common carp,Europe - Inland waters,Freshwater,...,...,...,...,9542,11315,9222,8312.5,5848.5,3372.12,2351.87,2142.5,2113.38,2084.5,2198.2,2268.75,2305.2,2446.25,2286.15,3696.52,4712.27,4882.84,5333.07,8974.38,8604.29,8061.07,7167.72,8791.7,8406.84
Lithuania,European eel,Europe - Inland waters,Freshwater,...,...,...,...,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211.01,217.93,...,...,...
Lithuania,Freshwater fishes nei,Europe - Inland waters,Freshwater,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,5,1.36,0,2,2,0,34,0,0,138.39,296.45,175.1
Lithuania,Goldfish,Europe - Inland waters,Freshwater,...,...,...,...,0,0,0,0,0,0,0,0,0,0,0,0,36.43,17.05,26.95,43.99,29.95,10.83,19.64,19.05,32.41,24.84,42.15,45.73,53.77
Lithuania,Grass carp(=White amur),Europe - Inland waters,Freshwater,...,...,...,...,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,47.13,28.8,3.54,42.77,40.95,110.83,121.72,52.63,134.01,150.6
Lithuania,Northern pike,Europe - Inland waters,Freshwater,...,...,...,...,0,0,0,0,0,0,0,0,0,0,0,0,28,17.5,17.19,54.98,83.52,57.77,83.64,95.83,94,77.55,281.31,99.27,110.91
Lithuania,Peled,Europe - Inland waters,Freshwater,...,...,...,...,292,31.5,45,0,0,0,0,0,0,0,0,0,5.25,...,5.46,3.27,10.8,...,16.36,16.67,8.74,0.83,0,0,1.08
Lithuania,Pike-perch,Europe - Inland waters,Freshwater,...,...,...,...,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.05,5.77,8.02,2.22
Lithuania,Rainbow trout,Europe - Inland waters,Freshwater,...,...,...,...,0,0,0,0,0,0,0,0,0,0,0,0,38.75,31,85.94,39.27,43.2,215.91,274.2,372.36,470.62,...,0,0,462.11
Lithuania,Sea trout,Europe - Inland waters,Freshwater,...,...,...,...,45,211.5,202.5,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lithuania,Sturgeons nei,Europe - Inland waters,Freshwater,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,41.7,84.01,74.6,170.3,88.2,129.78,375.22,357.34
Lithuania,Tench,Europe - Inland waters,Freshwater,...,...,...,...,0,0,0,0,0,0,0,0,0,0,0,0,0,...,...,2.62,5.76,7.22,7.27,15.87,12.79,14.93,27.91,20.8,28.73
Lithuania,Trouts nei,Europe - Inland waters,Freshwater,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,284.04,144.41,227.18,...
Lithuania,Wels(=Som) catfish,Europe - Inland waters,Freshwater,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,17.46,24.6,0,4.24,5.44,3.23,25.11
"Macedonia, Fmr Yug Rp of",Common carp,Europe - Inland waters,Freshwater,...,...,...,...,...,...,...,...,302.4,218.4,339.36,659.6,236.25,196,229.5,365.5,404.6,382.29,370.91,476.5,621.98,418.16,378.17,588.43,831.44,1112.27,531.49,732.13,555.21
"Macedonia, Fmr Yug Rp of",Freshwater fishes nei,Europe - Inland waters,Freshwater,...,...,...,...,...,...,...,...,684,437.4,507.6,39.9,133,51.3,347.4,300.6,479.5,410.07,57.6,44.15,...,478.1,77.45,177.85,319.18,105.66,152.39,167.42,176.84
"Macedonia, Fmr Yug Rp of",Trouts nei,Europe - Inland waters,Freshwater,...,...,...,...,...,...,...,...,1017,1080.15,780,1176,914.85,1137.15,923.4,2206.4,1974,1888.43,2114.56,3757.78,3808.26,2073.69,1759.11,3382.81,4674.54,5720.74,6037.07,6109.69,5035.61
Madagascar,Brine shrimp,"Indian Ocean, Western",Marine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madagascar,Common carp,Africa - Inland waters,Freshwater,488.53,317.52,259.43,218.84,200.56,189.7,276,218.8,2548.68,2398.4,4474.85,2986.38,3272.75,7216.11,2960.19,3743.25,3720,3572,3600,4900,5100,4571.25,4911.5,5239.96,5754.17,4998,4694.32,11592.51,12911.62
Madagascar,Eucheuma seaweeds nei,"Indian Ocean, Western",Marine,...,...,...,...,...,...,...,...,410,...,...,...,...,...,...,...,94.5,94.5,94.5,108,108,121.5,715.5,492.75,492.75,486,540,142.78,108.51
Madagascar,Giant tiger prawn,"Indian Ocean, Western",Marine,...,...,...,...,...,0,90,415.72,160.8,4131.7,2162.4,7675,13337.5,13623.5,13706,17430,24000,26995,36565,35035,31215,33630,42315,42285,40000,16300,20000,40079.43,33862.23
Madagascar,Indo-Pacific swamp crab,"Indian Ocean, Western",Brackishwater,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,25,25,25,25,25,25
Madagascar,Nile tilapia,Africa - Inland waters,Freshwater,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,4.8,16.5,34.5,35.72,60.95,61.65,53.55,83.83,173.02,159.57
Madagascar,Rainbow trout,Africa - Inland waters,Freshwater,...,0,0,0,3.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.59,...
Madagascar,River eels nei,Africa - Inland waters,Freshwater,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,200,300,207.63,72.95
Madagascar,Sea cucumbers nei,"Indian Ocean, Western",Marine,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,4,4,4,4,4,4,4
Madagascar,Tilapias nei,Africa - Inland waters,Freshwater,9.81,89.51,53.68,45.69,39.04,34.94,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Malawi,[Oreochromis shiranus],Africa - Inland waters,Freshwater,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,3240,4428
Malawi,Common carp,Africa - Inland waters,Freshwater,1.99,1.58,4.37,1.36,3.13,4.25,6.8,13.76,14,14,14,15,15,15,10,8,10,10,8.96,5.6,5.6,14.7,30,30,300,110,311.6,426.4,408.7
Malawi,Freshwater fishes nei,Africa - Inland waters,Freshwater,70.98,117.23,107.78,90.8,78.26,103.7,107.35,156.32,166.25,180,166.25,166.25,180,177.65,177.65,...,...,...,...,...,...,...,...,...,...,...,...,...,...
Malawi,Giant river prawn,Africa - Inland waters,Freshwater,51.1,52.75,58.2,72.64,58.69,60,60,30,30,50,50,50,0,0,0,0,0,0,0,...,...,...,...,...,...,...,...,...,...
Malawi,Mozambique tilapia,Africa - Inland waters,Freshwater,...,...,...,...,...,...,...,13,14.3,16.5,16.5,16.5,16.5,16.5,16.5,...,...,20,33.6,18,76.26,141.1,200,200,200,262.5,3275.6,2198.4,2859.4
Malawi,North African catfish,Africa - Inland waters,Freshwater,4.97,3.69,3.4,4.09,5.28,3.9,1.95,0.89,0.95,3,3,3,5.5,7.7,12,14.4,18,18,11.2,17,17,27.3,37.5,37.5,37.5,144,359.1,420,707.4
Malawi,Rainbow trout,Africa - Inland waters,Freshwater,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,20,17.5,57.2,24.8,96,86.55,105.4,140,140,70,66,201.4,306.6,571.2
Malawi,Redbreast tilapia,Africa - Inland waters,Freshwater,...,...,...,...,...,...,...,3,3.3,3.3,3.3,3.3,0,0,0,...,...,13.8,11.2,42,56.58,86.62,136,136,136,262.5,236.8,338.8,2088.9
Malawi,Tilapias nei,Africa - Inland waters,Freshwater,37.48,38.1,39.13,45.22,75.13,59.5,42.5,14,15.4,16.5,12,12,6.5,9.1,9.1,565,550,575,649.6,696,765.7,996.8,2520,2520,2760,4590,4118,2464.8,988
Malaysia,American bull frog,Asia - Inland waters,Freshwater,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,600.73,567.8,621.54,653.84,647.65
Malaysia,Aquatic plants nei,"Pacific, Western Central",Marine,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,6858.46,1824.69,...,...,...,...,...,...,...,...,...,...,...,...
Malaysia,Asian redtail catfish,Asia - Inland waters,Freshwater,0,0,0,0,0,0,0,0,0,74.36,431.21,331.02,529.98,2396.96,1259.35,1494.54,1269.16,1671.99,2317.86,3087.9,2782.06,3497.07,3236.56,3027.35,2729.59,2919.8,6751.98,11678.98,35695.5
Malaysia,Banana prawn,"Pacific, Western Central",Brackishwater,5.04,30,5,595,760,366.45,1037.6,1025.67,1147.68,520.43,587.3,641.07,914.35,1278.05,1131.5,3860.13,3036.97,4984.16,3968.79,4819.81,5990,4098.21,3435.52,3288.06,4226.16,3125.74,3452.64,3994.95,4698.67
Malaysia,Barramundi(=Giant seaperch),"Indian Ocean, Eastern",Brackishwater,211.71,941.2,1324.04,1938,2709,2472.44,4151,5299.02,8621.1,12731.71,9985.4,9428.29,10015.15,12874.07,21860.02,11135.14,5315.83,7117.44,6870.02,7826.75,7438.2,6802.74,9112.29,12341.38,23472.88,30885.8,48583.12,57167.21,61519.72
Malaysia,Barramundi(=Giant seaperch),"Pacific, Western Central",Brackishwater,0,134,1846.1,2116.6,1725.5,1003.44,1245.58,1736.31,2097.54,2014.49,1836.29,2094.6,2222.78,3314.85,4865.14,5069.91,6023.72,5482.35,5475,5138.8,4884.88,5636.3,8283.32,8665.22,22815.96,21520.12,32206.33,23517.27,35907.63
Malaysia,Bighead carp,Asia - Inland waters,Freshwater,809.58,1354.17,1031.29,630,554.4,564.34,903.89,1104.36,1083.71,545.8,896.18,620.76,702.98,764.64,619.83,778.58,1215.01,804.82,839.75,812.94,1330.76,2528.64,1102.8,1611.04,3925.73,2162.18,3311.26,6897.57,16196.24
Malaysia,Blood cockle,"Indian Ocean, Eastern",Marine,17727.64,12600.42,12333.97,12217.5,10405.8,7205.94,3800.01,6100.15,5619.44,9989.82,13023.99,15421.6,15658.48,14807.15,16035.84,16176.1,13335.1,14709.39,26120.77,14889.59,14203.63,18543.87,15093.74,20179.52,28949.34,28172.61,27383.78,23317.02,20123.66
Malaysia,Blood cockle,"Pacific, Western Central",Marine,75.6,24.25,55.62,20.7,54.3,269.8,451.12,173.44,56.47,281.5,162.89,171.99,35.19,20.31,15.71,15.8,52.6,12.89,185.82,72,68.75,473.84,224.03,34.22,50.16,34.31,29.59,659.3,36.53
Malaysia,Chinese softshell turtle,Asia - Inland waters,Freshwater,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,25000,...,...,...,0,0,0,0,0,0,0,0,0,0
Malaysia,Common carp,Asia - Inland waters,Freshwater,259.09,305.47,367.42,214.5,1450.5,1542.03,1717.15,2256.82,5912.29,2595.35,1882.95,2294.08,2488.12,2300.64,1594.69,1757.6,1592.85,1582.37,825.16,847.26,626.02,874.25,719.55,512.5,1172.53,1382.76,1013.18,2626.02,4302.25
Malaysia,Cupped oysters nei,"Indian Ocean, Eastern",Marine,0,0,0,0,0,0,0,304.92,23.19,18.32,35.56,43.33,50.58,55.56,29.62,29.85,44.31,48.77,75.16,50.6,35.17,7.49,14.7,14.54,19.72,3.69,10.57,47.93,57.2
Malaysia,Cupped oysters nei,"Pacific, Western Central",Marine,0,0,0,0,0,0,0,0,104.34,117.24,51.36,59.09,185.45,728.45,776.63,339.56,402.6,395.17,593.22,281.53,317.87,458.38,340.12,881.94,432.11,3422.56,1196.8,1604.71,1042.35
Malaysia,Elkhorn sea moss,"Pacific, Western Central",Marine,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1894.74,1894.75,2526.34,3868.45,1505.14,2331.24,3317.16,6367.77,7551.74,16781.51,21918.6,64406.46
Malaysia,Freshwater fishes nei,Asia - Inland waters,Freshwater,184.8,144.55,376.85,45.85,818,840,3127.74,2067.65,4902.18,811.33,1200.5,923.26,861.77,948.44,5075.43,2926.17,7465.66,3041.73,1775.17,2311.01,3255.83,2655.24,3009.82,4353.24,8121.82,20310.94,11220.59,12386.15,1219.54
Malaysia,Giant river prawn,Asia - Inland waters,Freshwater,380.63,419.26,465.43,30,408,832,675.19,876.91,596.56,297.19,315.4,555.98,759.8,1016.6,1621.48,4015.76,8686.51,5256.09,3664.78,2829.77,1429.67,3401.31,1208.15,1615.58,2966.45,4565.04,5782.52,3024.59,3855.69
Malaysia,Giant tiger prawn,"Pacific, Western Central",Brackishwater,354,684,1628.79,3840,6630,12870.75,14364.86,21203.31,18169.19,25651.78,43643.92,52383.18,66701.09,76440.51,72316.3,86356.86,121540.13,198472.25,164125.05,160203.98,162299.52,130202.27,104112.95,75164.77,87687.51,99432.7,115538.01,51961.96,46344.1
Malaysia,Grass carp(=White amur),Asia - Inland waters,Freshwater,2149.34,2314.12,2440.7,1322.6,1645.6,1837.01,1441.97,1621.23,1617.1,1501.88,1495.52,1282.18,1453.52,1271.69,1090.11,1802.11,1773,1137.21,1334.88,1182.96,619.04,1031.42,1023.71,738.53,772.69,878.03,2097.16,4422.22,6836.59
Malaysia,Greasy grouper,"Indian Ocean, Eastern",Brackishwater,45.33,103.23,77.85,606,544.5,452.96,476.82,674.37,1029.44,5924.31,6279.54,6107.66,6254.17,3999.46,549.18,1087.62,2336.23,2741.5,3591.13,7950.32,9190.3,6867.41,13939.82,14501.52,11017.45,17167.94,22915.6,37411.16,33475.47
Malaysia,Greasy grouper,"Pacific, Western Central",Brackishwater,0,12.39,435.96,36,112.5,50.66,253.63,411.72,119.7,4351.3,4350.01,4799.81,5656.55,6308.83,838.7,3190.65,4581.51,3586.36,4512.09,5191.64,5998.3,6709.05,10011.68,17480.87,25165.92,11016,15031.88,23708.31,23763.93
Malaysia,Green mussel,"Indian Ocean, Eastern",Marine,...,...,7.2,23.5,31,54.5,26.16,40.91,5.11,4.51,8.85,6.97,32.91,31.82,1.22,4.33,29.21,1.52,3.89,5.06,7.12,28.84,24.45,35.2,41.59,48.4,23.62,15.61,1.15
Malaysia,Green mussel,"Pacific, Western Central",Marine,...,...,104.85,279,653,721,330.63,385.39,241.15,179.19,138.96,157.44,193.77,297.26,149.69,1203.27,1427.25,867.54,2249.23,744.87,845.79,2496.39,2716.69,2219.08,5735.57,7085.2,7913.4,2128.55,2074.13
Malaysia,Hoven's carp,Asia - Inland waters,Freshwater,8.43,5264.66,827.31,151.29,817,718.32,180.75,1053.86,1458.31,2231.33,1507.09,1519.47,1227.93,1031.02,879.48,1147.89,964.74,1252.58,1181.38,1242.24,1076.72,1778.29,1767.34,5767.39,9374.04,9419.36,5580.91,4441.71,2816.12
Malaysia,Indo-Pacific swamp crab,"Indian Ocean, Eastern",Brackishwater,3.2,80.5,39.91,66.4,122.5,146.64,161.51,207.35,100.85,51.02,76.85,158.25,1330.66,1093.81,1169.36,520.72,696.31,962.22,877,763.89,651.3,448.57,428.83,335.88,298.61,49.49,29.97,69.36,91.08
Malaysia,Indo-Pacific swamp crab,"Pacific, Western Central",Brackishwater,0,3.5,19.95,106.24,224,79.56,296.5,86.65,137.83,488.34,501.26,1230.37,342.55,89.73,92.89,79.86,46.2,8.87,8.54,31.18,27.3,14.29,12.52,3.95,13.17,4.45,7.24,38.16,134.71
Malaysia,Indonesian snakehead,Asia - Inland waters,Freshwater,0,0,0,0,0,0,0,0,0,240.43,37.75,319,443.18,578.88,850,2201.04,2199.66,1875.68,1848.68,1355.8,1953.84,1554.23,1210.45,1025.04,1824.69,3098.34,4505.57,3103.15,1864.21
Malaysia,Japanese eel,Asia - Inland waters,Freshwater,517.5,702,1012.8,1372.8,1940,2630,3187.6,2255.42,8643.09,15360.72,17906.25,16573.82,22247.79,40338.82,9642.86,11257.35,14860.54,12415.8,155.07,0,...,...,...,0,0,0,0,0,0
Malaysia,John's snapper,"Indian Ocean, Eastern",Brackishwater,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,9017.61,9811.26,12593.21,16368.58,12969.04
Malaysia,John's snapper,"Pacific, Western Central",Brackishwater,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,9802.67,1729.58,1473.14,2457.85,2102.1
Malaysia,Mangrove red snapper,"Indian Ocean, Eastern",Brackishwater,4.29,20.06,118.35,268,492,134.4,229.26,305.47,961.61,3092.5,5205.16,6627.86,6523.37,4013.57,2481.73,1170.64,7323.43,4498.42,2239,4484.26,7560.28,14861.91,21557.52,23138.55,11158.57,11890.66,14166.48,21599.09,21177.58
Malaysia,Mangrove red snapper,"Pacific, Western Central",Brackishwater,0,0,0,20,0,38.64,1008.17,99.28,183.54,965.1,1493.95,2295.78,2984.55,2701.44,1973.27,3410.88,2686.66,3050.53,2879.69,4069.66,6861.4,10323.81,14089.58,13929.42,5828.72,6784.62,9036.72,10354.09,5554.9
Malaysia,Marble goby,Asia - Inland waters,Freshwater,...,...,...,0,0,264.96,2329.89,125.7,1022.95,304.9,230.52,335.54,341.82,535.13,1076.85,1888.34,1669.28,1359.93,946.06,5583.64,767.04,990.23,810.18,1016.7,1149.37,323.65,109.08,280.5,168.3
Malaysia,Marine fishes nei,"Indian Ocean, Eastern",Brackishwater,5.12,136.97,11.63,0,0,12,0,0,668.98,2561.16,3529.4,1414.55,1627.78,3364.74,2769.57,1273.2,835.32,4001.43,4597.14,11674.93,3880,2620.32,2418.6,4888.52,1595.94,2122.12,3188.08,3203.08,1623.54
Malaysia,Marine fishes nei,"Pacific, Western Central",Brackishwater,0,0,0,2.4,2.4,4.8,116.7,169.88,6.72,616.67,1258.2,1047.24,521.23,2450.16,2133.59,2077.54,3932.79,1359.53,1724.22,5869.21,1952,3057.82,4655.81,11386.52,4706.09,16185.73,21527.99,9225.1,439.3
Malaysia,Mozambique tilapia,Asia - Inland waters,Freshwater,75.46,328.88,579.46,638.4,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
Malaysia,Nile tilapia,Asia - Inland waters,Freshwater,...,...,...,...,3343.2,2891.72,240.03,4139.52,8166.74,10001.19,8627.19,10529.46,11100.84,10563.65,7487.13,3803.07,4877.16,4530,2517.47,4320.34,7446.1,4941.35,5392.5,6246.11,13303.23,17269.87,16338.46,16100.56,26676.62
Malaysia,Pangas catfish,Asia - Inland waters,Freshwater,...,...,...,27.5,150,0,0,0,0,506.82,1086.96,1410.78,1112.1,1689.95,1677.81,3096.82,3536.54,4055.09,3528.98,5848.36,6747.25,7031.83,5257.48,7640.93,14395.63,37594.72,75819.16,25887.02,44184.48
Malaysia,Silver barb,Asia - Inland waters,Freshwater,1068.07,1421.23,1372.3,1120.5,2702,2420.52,2289.82,2858.38,5184.5,3164.73,2877.12,2995.01,3299.65,3883.25,2378.6,2347.81,2104.47,1351.56,1052.78,1615.24,1363.7,1291.41,910.02,1012.58,1101.16,1241.82,1571.5,2957.96,17609.37
Malaysia,Snakeskin gourami,Asia - Inland waters,Freshwater,4.33,10.47,131.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Malaysia,Spiny eucheuma,"Pacific, Western Central",Marine,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,90.84,91.68,105.26,203.69,79.22,122.7,174.59,318.27,332.56,662.2,...,...
Malaysia,Tilapias nei,Asia - Inland waters,Freshwater,...,...,...,33.02,367.5,1236.7,1333.24,1193.78,2305.18,4953.23,9012.12,11259.46,13644.28,14389.92,21082.37,16130.11,20214.64,16377.51,19324.15,25973.93,27682.11,34404.74,30651.97,35492.33,44067.94,42359.5,56534.35,74808.45,95089.18
