"am_sid","sciname","am_category","iucn_sid","iucn_category","popn_trend","parent_sid","subpop_sid","popn_category","info_source","spp_group","id_no","spatial_source","category_score","trend_score"
"URM-Cn-5765","Fungia moluccensis","LC",133437,"LC","Unknown",NA,NA,"LC","iucn","CORALS2",133437,"iucn",0,NA
"URM-Cn-5766","Fungia paumotensis","LC",133673,"LC","Unknown",NA,NA,"LC","iucn","CORALS2",133673,"iucn",0,NA
"URM-Cn-5768","Fungia repanda","LC",132986,"LC","Unknown",NA,NA,"LC","iucn","CORALS2",132986,"iucn",0,NA
"URM-Cn-5769","Fungia scabra","LC",133179,"LC","Unknown",NA,NA,"LC","iucn","CORALS2",133179,"iucn",0,NA
"URM-Cn-5770","Fungia scruposa","LC",133308,"LC","Unknown",NA,NA,"LC","iucn","CORALS2",133308,"iucn",0,NA
"URM-Cn-5771","Fungia scutaria","LC",133201,"LC","Unknown",NA,NA,"LC","iucn","CORALS2",133201,"iucn",0,NA
"URM-Cn-5772","Fungia seychellensis","VU",132996,"VU","Unknown",NA,NA,"VU","iucn","CORALS2",132996,"iucn",0.4,NA
"URM-Cn-5781","Halomitra pileus","LC",133166,"LC","Unknown",NA,NA,"LC","iucn","CORALS2",133166,"iucn",0,NA
"URM-Cn-5782","Heliofungia actiniformis","VU",133269,"VU","Unknown",NA,NA,"VU","iucn","CORALS2",133269,"iucn",0.4,NA
"SLB-62658","Herpolitha limax","LC",133538,"LC","Unknown",NA,NA,"LC","iucn","CORALS2",133538,"iucn",0,NA
"URM-Cn-5787","Podabacia crustacea","LC",133158,"LC","Unknown",NA,NA,"LC","iucn","CORALS2",133158,"iucn",0,NA
"URM-Cn-5791","Polyphyllia novaehiberniae","NT",133372,"NT","Unknown",NA,NA,"NT","iucn","CORALS2",133372,"iucn",0.2,NA
"URM-Cn-5792","Polyphyllia talpina","LC",133063,"LC","Unknown",NA,NA,"LC","iucn","CORALS2",133063,"iucn",0,NA
"URM-Cn-5795","Sandalolitha robusta","LC",133693,"LC","Unknown",NA,NA,"LC","iucn","CORALS2",133693,"iucn",0,NA
"URM-Cn-4816","Acropora robusta","LC",133248,"LC","Decreasing",NA,NA,"LC","iucn","CORALS1",133248,"iucn",0,-0.5
"SLB-158750","Dendrogyra cylindrus",NA,133124,"VU","Stable",NA,NA,"VU","iucn","CORALS2",133124,"iucn",0.4,0
"URM-Cn-5815","Eusmilia fastigiata","LC",133400,"LC","Stable",NA,NA,"LC","iucn","CORALS2",133400,"iucn",0,0
"URM-Cn-5816","Gyrosmilia interrupta","LC",133412,"LC","Decreasing",NA,NA,"LC","iucn","CORALS2",133412,"iucn",0,-0.5
"URM-Cn-5817","Meandrina meandrites","LC",133224,"LC","Stable",NA,NA,"LC","iucn","CORALS2",133224,"iucn",0,0
"URM-Cn-5821","Hydnophora exesa","NT",133478,"NT","Unknown",NA,NA,"NT","iucn","CORALS2",133478,"iucn",0.2,NA
"URM-Cn-5905","Galaxea fascicularis","NT",133662,"NT","Unknown",NA,NA,"NT","iucn","CORALS2",133662,"iucn",0.2,NA
"URM-Cn-4718","Acropora batunai","VU",133283,"VU","Decreasing",NA,NA,"VU","iucn","CORALS1",133283,"iucn",0.4,-0.5
"URM-Cn-4826","Acropora secale","NT",132888,"NT","Decreasing",NA,NA,"NT","iucn","CORALS1",132888,"iucn",0.2,-0.5
"URM-Cn-5915","Oculina diffusa","LC",133212,"LC","Stable",NA,NA,"LC","iucn","CORALS2",133212,"iucn",0,0
"URM-Cn-5921","Oculina varicosa","VU",133165,"VU","Unknown",NA,NA,"VU","iucn","CORALS2",133165,"iucn",0.4,NA
"URM-Cn-4828","Acropora selago","NT",133080,"NT","Decreasing",NA,NA,"NT","iucn","CORALS1",133080,"iucn",0.2,-0.5
"URM-Cn-5928","Echinophyllia aspera","LC",133172,"LC","Unknown",NA,NA,"LC","iucn","CORALS2",133172,"iucn",0,NA
"URM-Cn-5930","Echinophyllia echinata","LC",133058,"LC","Unknown",NA,NA,"LC","iucn","CORALS2",133058,"iucn",0,NA
"SLB-158735","Anomastraea irregularis",NA,133484,"VU","Decreasing",NA,NA,"VU","iucn","CORALS2",133484,"iucn",0.4,-0.5
"URM-Cn-6122","Coscinaraea columna","LC",133428,"LC","Unknown",NA,NA,"LC","iucn","CORALS2",133428,"iucn",0,NA
"URM-Cn-4854","Acropora willisae","VU",132931,"VU","Decreasing",NA,NA,"VU","iucn","CORALS1",132931,"iucn",0.4,-0.5
"URM-Cn-4855","Acropora yongei","LC",133547,"LC","Decreasing",NA,NA,"LC","iucn","CORALS1",133547,"iucn",0,-0.5
"URM-Cn-4856","Anacropora forbesi","LC",133341,"LC","Decreasing",NA,NA,"LC","iucn","CORALS1",133341,"iucn",0,-0.5
"URM-Cn-4859","Anacropora puertogalerae","VU",133415,"VU","Decreasing",NA,NA,"VU","iucn","CORALS1",133415,"iucn",0.4,-0.5
"URM-Cn-4861","Anacropora spinosa","EN",133046,"EN","Decreasing",NA,NA,"EN","iucn","CORALS1",133046,"iucn",0.6,-0.5
"URM-Cn-4863","Astreopora cucullata","VU",133069,"VU","Decreasing",NA,NA,"VU","iucn","CORALS1",133069,"iucn",0.4,-0.5
"URM-Cn-4865","Astreopora gracilis","LC",133302,"LC","Decreasing",NA,NA,"LC","iucn","CORALS1",133302,"iucn",0,-0.5
"URM-Cn-4866","Astreopora incrustans","VU",133092,"VU","Decreasing",NA,NA,"VU","iucn","CORALS1",133092,"iucn",0.4,-0.5
"URM-Cn-4868","Astreopora listeri","LC",133267,"LC","Decreasing",NA,NA,"LC","iucn","CORALS1",133267,"iucn",0,-0.5
"URM-Cn-4869","Astreopora macrostoma","NT",133306,"NT","Decreasing",NA,NA,"NT","iucn","CORALS1",133306,"iucn",0.2,-0.5
"URM-Cn-4871","Astreopora myriophthalma","LC",133292,"LC","Decreasing",NA,NA,"LC","iucn","CORALS1",133292,"iucn",0,-0.5
"URM-Cn-4872","Astreopora ocellata","LC",133129,"LC","Decreasing",NA,NA,"LC","iucn","CORALS1",133129,"iucn",0,-0.5
"URM-Cn-4873","Astreopora suggesta","LC",133048,"LC","Decreasing",NA,NA,"LC","iucn","CORALS1",133048,"iucn",0,-0.5
"URM-Cn-4723","Acropora carduus","NT",132933,"NT","Decreasing",NA,NA,"NT","iucn","CORALS1",132933,"iucn",0.2,-0.5
"URM-Cn-4875","Montipora aequituberculata","LC",133314,"LC","Decreasing",NA,NA,"LC","iucn","CORALS1",133314,"iucn",0,-0.5
"URM-Cn-4876","Montipora altasepta","VU",133696,"VU","Decreasing",NA,NA,"VU","iucn","CORALS1",133696,"iucn",0.4,-0.5
"URM-Cn-4877","Montipora angulata","VU",132866,"VU","Decreasing",NA,NA,"VU","iucn","CORALS1",132866,"iucn",0.4,-0.5
"URM-Cn-4879","Montipora australiensis","VU",133443,"VU","Decreasing",NA,NA,"VU","iucn","CORALS1",133443,"iucn",0.4,-0.5
"URM-Cn-4881","Montipora calcarea","VU",133185,"VU","Decreasing",NA,NA,"VU","iucn","CORALS1",133185,"iucn",0.4,-0.5
"URM-Cn-4882","Montipora caliculata","VU",133220,"VU","Decreasing",NA,NA,"VU","iucn","CORALS1",133220,"iucn",0.4,-0.5
"URM-Cn-4883","Montipora capitata","NT",133622,"NT","Decreasing",NA,NA,"NT","iucn","CORALS1",133622,"iucn",0.2,-0.5
"URM-Cn-4724","Acropora caroliniana","VU",133112,"VU","Decreasing",NA,NA,"VU","iucn","CORALS1",133112,"iucn",0.4,-0.5
"URM-Cn-4885","Montipora cebuensis","VU",133623,"VU","Decreasing",NA,NA,"VU","iucn","CORALS1",133623,"iucn",0.4,-0.5
"URM-Cn-4887","Montipora confusa","NT",133367,"NT","Decreasing",NA,NA,"NT","iucn","CORALS1",133367,"iucn",0.2,-0.5
"URM-Cn-4888","Montipora corbettensis","VU",133375,"VU","Decreasing",NA,NA,"VU","iucn","CORALS1",133375,"iucn",0.4,-0.5
"URM-Cn-4889","Montipora crassituberculata","VU",133433,"VU","Decreasing",NA,NA,"VU","iucn","CORALS1",133433,"iucn",0.4,-0.5
"URM-Cn-4891","Montipora danae","LC",133451,"LC","Decreasing",NA,NA,"LC","iucn","CORALS1",133451,"iucn",0,-0.5
"URM-Cn-4893","Montipora digitata","LC",133194,"LC","Decreasing",NA,NA,"LC","iucn","CORALS1",133194,"iucn",0,-0.5
"URM-Cn-4725","Acropora cerealis","LC",133576,"LC","Decreasing",NA,NA,"LC","iucn","CORALS1",133576,"iucn",0,-0.5
"URM-Cn-4896","Montipora efflorescens","NT",133175,"NT","Decreasing",NA,NA,"NT","iucn","CORALS1",133175,"iucn",0.2,-0.5
"URM-Cn-4897","Montipora effusa","NT",133031,"NT","Decreasing",NA,NA,"NT","iucn","CORALS1",133031,"iucn",0.2,-0.5
"URM-Cn-4900","Montipora floweri","LC",133186,"LC","Decreasing",NA,NA,"LC","iucn","CORALS1",133186,"iucn",0,-0.5
"URM-Cn-4901","Montipora foliosa","NT",133071,"NT","Decreasing",NA,NA,"NT","iucn","CORALS1",133071,"iucn",0.2,-0.5
"URM-Cn-4902","Montipora foveolata","NT",133438,"NT","Decreasing",NA,NA,"NT","iucn","CORALS1",133438,"iucn",0.2,-0.5
"URM-Cn-4903","Montipora friabilis","VU",133131,"VU","Decreasing",NA,NA,"VU","iucn","CORALS1",133131,"iucn",0.4,-0.5
"URM-Cn-4708","Acropora abrolhosensis","VU",133133,"VU","Decreasing",NA,NA,"VU","iucn","CORALS1",133133,"iucn",0.4,-0.5
"URM-Cn-4726","Acropora cervicornis","CR",133381,"CR","Stable",NA,NA,"CR","iucn","CORALS1",133381,"iucn",0.8,0
"URM-Cn-4906","Montipora grisea","LC",133420,"LC","Decreasing",NA,NA,"LC","iucn","CORALS1",133420,"iucn",0,-0.5
"URM-Cn-4909","Montipora hispida","LC",133238,"LC","Decreasing",NA,NA,"LC","iucn","CORALS1",133238,"iucn",0,-0.5
"URM-Cn-4911","Montipora hoffmeisteri","LC",133700,"LC","Decreasing",NA,NA,"LC","iucn","CORALS1",133700,"iucn",0,-0.5
"URM-Cn-4912","Montipora incrassata","NT",133196,"NT","Decreasing",NA,NA,"NT","iucn","CORALS1",133196,"iucn",0.2,-0.5
"URM-Cn-4913","Montipora informis","LC",133066,"LC","Decreasing",NA,NA,"LC","iucn","CORALS1",133066,"iucn",0,-0.5
"URM-Cn-4915","Montipora lobulata","VU",133117,"VU","Decreasing",NA,NA,"VU","iucn","CORALS1",133117,"iucn",0.4,-0.5
"URM-Cn-4727","Acropora chesterfieldensis","LC",133481,"LC","Decreasing",NA,NA,"LC","iucn","CORALS1",133481,"iucn",0,-0.5
"URM-Cn-4918","Montipora millepora","LC",133015,"LC","Decreasing",NA,NA,"LC","iucn","CORALS1",133015,"iucn",0,-0.5
"URM-Cn-4919","Montipora mollis","LC",133674,"LC","Decreasing",NA,NA,"LC","iucn","CORALS1",133674,"iucn",0,-0.5
"URM-Cn-4920","Montipora monasteriata","LC",133525,"LC","Decreasing",NA,NA,"LC","iucn","CORALS1",133525,"iucn",0,-0.5
"URM-Cn-4922","Montipora nodosa","NT",132944,"NT","Decreasing",NA,NA,"NT","iucn","CORALS1",132944,"iucn",0.2,-0.5
"URM-Cn-4923","Montipora orientalis","VU",132932,"VU","Decreasing",NA,NA,"VU","iucn","CORALS1",132932,"iucn",0.4,-0.5
"URM-Cn-4728","Acropora clathrata","LC",133207,"LC","Decreasing",NA,NA,"LC","iucn","CORALS1",133207,"iucn",0,-0.5
"URM-Cn-4927","Montipora peltiformis","NT",133563,"NT","Decreasing",NA,NA,"NT","iucn","CORALS1",133563,"iucn",0.2,-0.5
"URM-Cn-4929","Montipora samarensis","VU",133404,"VU","Decreasing",NA,NA,"VU","iucn","CORALS1",133404,"iucn",0.4,-0.5
"URM-Cn-4934","Montipora spongodes","LC",133245,"LC","Decreasing",NA,NA,"LC","iucn","CORALS1",133245,"iucn",0,-0.5
"URM-Cn-4935","Montipora spumosa","LC",133556,"LC","Decreasing",NA,NA,"LC","iucn","CORALS1",133556,"iucn",0,-0.5
"URM-Cn-4936","Montipora stellata","LC",133259,"LC","Decreasing",NA,NA,"LC","iucn","CORALS1",133259,"iucn",0,-0.5
"URM-Cn-4941","Montipora tuberculosa","LC",133345,"LC","Decreasing",NA,NA,"LC","iucn","CORALS1",133345,"iucn",0,-0.5
"URM-Cn-4943","Montipora turtlensis","VU",133450,"VU","Decreasing",NA,NA,"VU","iucn","CORALS1",133450,"iucn",0.4,-0.5
"URM-Cn-4944","Montipora undata","NT",133599,"NT","Decreasing",NA,NA,"NT","iucn","CORALS1",133599,"iucn",0.2,-0.5
"URM-Cn-4945","Montipora venosa","NT",133635,"NT","Decreasing",NA,NA,"NT","iucn","CORALS1",133635,"iucn",0.2,-0.5
"URM-Cn-4947","Montipora verrucosa","LC",133646,"LC","Decreasing",NA,NA,"LC","iucn","CORALS1",133646,"iucn",0,-0.5
"URM-Cn-4949","Montipora vietnamensis","VU",133190,"VU","Decreasing",NA,NA,"VU","iucn","CORALS1",133190,"iucn",0.4,-0.5
"URM-Cn-4950","Agaricia agaricites","LC",133535,"LC","Stable",NA,NA,"LC","iucn","CORALS1",133535,"iucn",0,0
"URM-Cn-4952","Agaricia grahamae","LC",133288,"LC","Unknown",NA,NA,"LC","iucn","CORALS1",133288,"iucn",0,NA
"URM-Cn-4953","Agaricia humilis","LC",133255,"LC","Stable",NA,NA,"LC","iucn","CORALS1",133255,"iucn",0,0
"URM-Cn-4954","Agaricia lamarcki","VU",132970,"VU","Decreasing",NA,NA,"VU","iucn","CORALS1",132970,"iucn",0.4,-0.5
"URM-Cn-4955","Agaricia tenuifolia","NT",133439,"NT","Unknown",NA,NA,"NT","iucn","CORALS1",133439,"iucn",0.2,NA
"URM-Cn-4957","Coeloseris mayeri","LC",133171,"LC","Unknown",NA,NA,"LC","iucn","CORALS1",133171,"iucn",0,NA
"SLB-184810","Isopora cuneata",NA,133660,"VU","Decreasing",NA,NA,"VU","iucn","CORALS1",133660,"iucn",0.4,-0.5
"URM-Cn-4958","Gardineroseris planulata","LC",132917,"LC","Unknown",NA,NA,"LC","iucn","CORALS1",132917,"iucn",0,NA
"URM-Cn-4959","Helioseris cucullata","LC",133522,"LC","Stable",NA,NA,"LC","iucn","CORALS1",133522,"iucn",0,0
"URM-Cn-4961","Leptoseris cailleti","LC",133686,"LC","Unknown",NA,NA,"LC","iucn","CORALS1",133686,"iucn",0,NA
"URM-Cn-4962","Leptoseris explanata","LC",132887,"LC","Unknown",NA,NA,"LC","iucn","CORALS1",132887,"iucn",0,NA
"URM-Cn-4963","Leptoseris foliosa","LC",133330,"LC","Unknown",NA,NA,"LC","iucn","CORALS1",133330,"iucn",0,NA
"URM-Cn-4964","Leptoseris gardineri","LC",133636,"LC","Unknown",NA,NA,"LC","iucn","CORALS1",133636,"iucn",0,NA
"URM-Cn-4965","Leptoseris hawaiiensis","LC",132885,"LC","Unknown",NA,NA,"LC","iucn","CORALS1",132885,"iucn",0,NA
"URM-Cn-4966","Leptoseris incrustans","VU",133539,"VU","Unknown",NA,NA,"VU","iucn","CORALS1",133539,"iucn",0.4,NA
"URM-Cn-4967","Leptoseris mycetoseroides","LC",133351,"LC","Unknown",NA,NA,"LC","iucn","CORALS1",133351,"iucn",0,NA
"URM-Cn-4968","Leptoseris papyracea","LC",133098,"LC","Unknown",NA,NA,"LC","iucn","CORALS1",133098,"iucn",0,NA
"URM-Cn-4969","Leptoseris scabra","LC",133091,"LC","Unknown",NA,NA,"LC","iucn","CORALS1",133091,"iucn",0,NA
"URM-Cn-4970","Leptoseris solida","LC",132903,"LC","Unknown",NA,NA,"LC","iucn","CORALS1",132903,"iucn",0,NA
"URM-Cn-4974","Leptoseris yabei","VU",133147,"VU","Unknown",NA,NA,"VU","iucn","CORALS1",133147,"iucn",0.4,NA
"URM-Cn-4977","Pachyseris rugosa","VU",133453,"VU","Unknown",NA,NA,"VU","iucn","CORALS1",133453,"iucn",0.4,NA
"URM-Cn-4978","Pachyseris speciosa","LC",133410,"LC","Unknown",NA,NA,"LC","iucn","CORALS1",133410,"iucn",0,NA
"URM-Cn-4979","Pavona bipartita","VU",133360,"VU","Unknown",NA,NA,"VU","iucn","CORALS1",133360,"iucn",0.4,NA
"URM-Cn-4980","Pavona cactus","VU",133558,"VU","Unknown",NA,NA,"VU","iucn","CORALS1",133558,"iucn",0.4,NA
"URM-Cn-4982","Pavona clavus","LC",133240,"LC","Unknown",NA,NA,"LC","iucn","CORALS1",133240,"iucn",0,NA
"URM-Cn-4984","Pavona decussata","VU",133041,"VU","Unknown",NA,NA,"VU","iucn","CORALS1",133041,"iucn",0.4,NA
"URM-Cn-4985","Pavona diffluens","VU",133581,"VU","Unknown",NA,NA,"VU","iucn","CORALS1",133581,"iucn",0.4,NA
"URM-Cn-4987","Pavona duerdeni","LC",133702,"LC","Unknown",NA,NA,"LC","iucn","CORALS1",133702,"iucn",0,NA
"URM-Cn-4988","Pavona explanulata","LC",133382,"LC","Unknown",NA,NA,"LC","iucn","CORALS1",133382,"iucn",0,NA
"URM-Cn-4989","Pavona frondifera","LC",133242,"LC","Unknown",NA,NA,"LC","iucn","CORALS1",133242,"iucn",0,NA
"URM-Cn-4990","Pavona gigantea","LC",133168,"LC","Increasing",NA,NA,"LC","iucn","CORALS1",133168,"iucn",0,0.5
"URM-Cn-4992","Pavona maldivensis","LC",132911,"LC","Unknown",NA,NA,"LC","iucn","CORALS1",132911,"iucn",0,NA
"URM-Cn-4993","Pavona minuta","NT",132904,"NT","Unknown",NA,NA,"NT","iucn","CORALS1",132904,"iucn",0.2,NA
"URM-Cn-4994","Pavona varians","LC",133398,"LC","Unknown",NA,NA,"LC","iucn","CORALS1",133398,"iucn",0,NA
"URM-Cn-4995","Pavona venosa","VU",132880,"VU","Unknown",NA,NA,"VU","iucn","CORALS1",132880,"iucn",0.4,NA
"URM-Cn-4735","Acropora dendrum","VU",133322,"VU","Decreasing",NA,NA,"VU","iucn","CORALS1",133322,"iucn",0.4,-0.5
"URM-Cn-4709","Acropora aculeus","VU",133463,"VU","Decreasing",NA,NA,"VU","iucn","CORALS1",133463,"iucn",0.4,-0.5
"URM-Cn-5962","Madracis decactis","LC",133663,"LC","Stable",NA,NA,"LC","iucn","CORALS1",133663,"iucn",0,0
"URM-Cn-5963","Madracis formosa","LC",133281,"LC","Stable",NA,NA,"LC","iucn","CORALS1",133281,"iucn",0,0
"URM-Cn-5967","Madracis kirbyi","LC",133380,"LC","Unknown",NA,NA,"LC","iucn","CORALS1",133380,"iucn",0,NA
"URM-Cn-5970","Madracis pharensis","LC",133135,"LC","Stable",NA,NA,"LC","iucn","CORALS1",133135,"iucn",0,0
"URM-Cn-5972","Madracis senaria","LC",133611,"LC","Unknown",NA,NA,"LC","iucn","CORALS1",133611,"iucn",0,NA
"URM-Cn-5005","Palauastrea ramosa","NT",133075,"NT","Unknown",NA,NA,"NT","iucn","CORALS1",133075,"iucn",0.2,NA
"URM-Cn-5006","Stephanocoenia intersepta","LC",133521,"LC","Stable",NA,NA,"LC","iucn","CORALS1",133521,"iucn",0,0
"URM-Cn-5007","Stylocoeniella armata","LC",133548,"LC","Unknown",NA,NA,"LC","iucn","CORALS1",133548,"iucn",0,NA
"URM-Cn-5009","Stylocoeniella guentheri","LC",133049,"LC","Unknown",NA,NA,"LC","iucn","CORALS1",133049,"iucn",0,NA
"URM-Cn-5092","Catalaphyllia jardinei","VU",132890,"VU","Unknown",NA,NA,"VU","iucn","CORALS2",132890,"iucn",0.4,NA
"URM-Cn-4738","Acropora digitifera","NT",133250,"NT","Decreasing",NA,NA,"NT","iucn","CORALS1",133250,"iucn",0.2,-0.5
"URM-Cn-4739","Acropora divaricata",NA,132910,"NT","Decreasing",NA,NA,"NT","iucn","CORALS1",132910,"iucn",0.2,-0.5
"URM-Cn-4742","Acropora echinata","VU",133661,"VU","Decreasing",NA,NA,"VU","iucn","CORALS1",133661,"iucn",0.4,-0.5
"URM-Cn-5591","Manicina areolata","LC",132963,"LC","Stable",NA,NA,"LC","iucn","CORALS2",132963,"iucn",0,0
"URM-Cn-5592","Montastraea annularis","EN",133134,"EN","Decreasing",NA,NA,"EN","iucn","CORALS2",133134,"iucn",0.6,-0.5
"URM-Cn-5594","Montastraea cavernosa","LC",133237,"LC","Stable",NA,NA,"LC","iucn","CORALS2",133237,"iucn",0,0
"URM-Cn-4795","Acropora nobilis","LC",133266,"LC","Decreasing",NA,NA,"LC","iucn","CORALS1",133266,"iucn",0,-0.5
"URM-Cn-5601","Montastrea colemani","NT",133070,"NT","Decreasing",NA,NA,"NT","iucn","CORALS2",133070,"iucn",0.2,-0.5
"URM-Cn-5604","Oulastrea crispata","LC",132859,"LC","Unknown",NA,NA,"LC","iucn","CORALS2",132859,"iucn",0,NA
"URM-Cn-5605","Oulophyllia bennettae","NT",133333,"NT","Decreasing",NA,NA,"NT","iucn","CORALS2",133333,"iucn",0.2,-0.5
"URM-Cn-5606","Oulophyllia crispa","NT",133200,"NT","Decreasing",NA,NA,"NT","iucn","CORALS2",133200,"iucn",0.2,-0.5
"URM-Cn-4715","Acropora austera","NT",133160,"NT","Decreasing",NA,NA,"NT","iucn","CORALS1",133160,"iucn",0.2,-0.5
"URM-Cn-5610","Platygyra contorta","LC",133161,"LC","Decreasing",NA,NA,"LC","iucn","CORALS2",133161,"iucn",0,-0.5
"URM-Cn-5612","Platygyra daedalea","LC",133468,"LC","Decreasing",NA,NA,"LC","iucn","CORALS2",133468,"iucn",0,-0.5
"URM-Cn-5613","Platygyra lamellina","NT",133651,"NT","Decreasing",NA,NA,"NT","iucn","CORALS2",133651,"iucn",0.2,-0.5
"URM-Cn-4745","Acropora elseyi","LC",133010,"LC","Decreasing",NA,NA,"LC","iucn","CORALS1",133010,"iucn",0,-0.5
"URM-Cn-4710","Acropora acuminata","VU",132940,"VU","Decreasing",NA,NA,"VU","iucn","CORALS1",132940,"iucn",0.4,-0.5
"URM-Cn-5095","Cladocora arbuscula","LC",133575,"LC","Unknown",NA,NA,"LC","iucn","CORALS2",133575,"iucn",0,NA
"URM-Cn-4750","Acropora florida","NT",132869,"NT","Decreasing",NA,NA,"NT","iucn","CORALS1",132869,"iucn",0.2,-0.5
"URM-Cn-4751","Acropora formosa","NT",133644,"NT","Decreasing",NA,NA,"NT","iucn","CORALS1",133644,"iucn",0.2,-0.5
"URM-Cn-4752","Acropora gemmifera","LC",133324,"LC","Decreasing",NA,NA,"LC","iucn","CORALS1",133324,"iucn",0,-0.5
"URM-Cn-5164","Heterocyathus aequicostatus","LC",133431,"LC","Unknown",NA,NA,"LC","iucn","CORALS1",133431,"iucn",0,NA
"URM-Cn-4753","Acropora glauca","NT",133550,"NT","Decreasing",NA,NA,"NT","iucn","CORALS1",133550,"iucn",0.2,-0.5
"URM-Cn-4755","Acropora grandis","LC",133013,"LC","Decreasing",NA,NA,"LC","iucn","CORALS1",133013,"iucn",0,-0.5
"URM-Cn-4756","Acropora granulosa","NT",132948,"NT","Decreasing",NA,NA,"NT","iucn","CORALS1",132948,"iucn",0.2,-0.5
"URM-Cn-4758","Acropora hemprichii","VU",132981,"VU","Decreasing",NA,NA,"VU","iucn","CORALS1",132981,"iucn",0.4,-0.5
"URM-Cn-4759","Acropora hoeksemai","VU",133401,"VU","Decreasing",NA,NA,"VU","iucn","CORALS1",133401,"iucn",0.4,-0.5
"URM-Cn-4760","Acropora horrida","VU",133319,"VU","Decreasing",NA,NA,"VU","iucn","CORALS1",133319,"iucn",0.4,-0.5
"URM-Cn-4761","Acropora humilis","NT",132992,"NT","Decreasing",NA,NA,"NT","iucn","CORALS1",132992,"iucn",0.2,-0.5
"URM-Cn-4762","Acropora hyacinthus","NT",133479,"NT","Decreasing",NA,NA,"NT","iucn","CORALS1",133479,"iucn",0.2,-0.5
"URM-Cn-4712","Acropora anthocercis","VU",133513,"VU","Decreasing",NA,NA,"VU","iucn","CORALS1",133513,"iucn",0.4,-0.5
"URM-Cn-4770","Acropora kirstyae","VU",133081,"VU","Decreasing",NA,NA,"VU","iucn","CORALS1",133081,"iucn",0.4,-0.5
"URM-Cn-4773","Acropora latistella","LC",133120,"LC","Decreasing",NA,NA,"LC","iucn","CORALS1",133120,"iucn",0,-0.5
"URM-Cn-4774","Acropora listeri","VU",132969,"VU","Decreasing",NA,NA,"VU","iucn","CORALS1",132969,"iucn",0.4,-0.5
"URM-Cn-4713","Acropora arabensis","NT",133604,"NT","Decreasing",NA,NA,"NT","iucn","CORALS1",133604,"iucn",0.2,-0.5
"URM-Cn-4778","Acropora loripes",NA,132976,"NT","Decreasing",NA,NA,"NT","iucn","CORALS1",132976,"iucn",0.2,-0.5
"URM-Cn-5428","Heteropsammia cochlea","LC",133679,"LC","Unknown",NA,NA,"LC","iucn","CORALS2",133679,"iucn",0,NA
"URM-Cn-4779","Acropora lovelli","VU",133327,"VU","Decreasing",NA,NA,"VU","iucn","CORALS1",133327,"iucn",0.4,-0.5
"URM-Cn-4780","Acropora lutkeni","NT",133303,"NT","Decreasing",NA,NA,"NT","iucn","CORALS1",133303,"iucn",0.2,-0.5
"URM-Cn-5465","Turbinaria bifrons","VU",132957,"VU","Unknown",NA,NA,"VU","iucn","CORALS2",132957,"iucn",0.4,NA
"URM-Cn-5468","Turbinaria frondens","LC",133146,"LC","Unknown",NA,NA,"LC","iucn","CORALS2",133146,"iucn",0,NA
"URM-Cn-5471","Turbinaria mesenterina","VU",133633,"VU","Unknown",NA,NA,"VU","iucn","CORALS2",133633,"iucn",0.4,NA
"URM-Cn-5472","Turbinaria patula","VU",133177,"VU","Unknown",NA,NA,"VU","iucn","CORALS2",133177,"iucn",0.4,NA
"URM-Cn-5473","Turbinaria peltata","VU",133498,"VU","Unknown",NA,NA,"VU","iucn","CORALS2",133498,"iucn",0.4,NA
"URM-Cn-5474","Turbinaria radicalis","NT",132985,"NT","Unknown",NA,NA,"NT","iucn","CORALS2",132985,"iucn",0.2,NA
"URM-Cn-5475","Turbinaria reniformis","VU",133697,"VU","Unknown",NA,NA,"VU","iucn","CORALS2",133697,"iucn",0.4,NA
"URM-Cn-5476","Turbinaria stellulata","VU",133403,"VU","Unknown",NA,NA,"VU","iucn","CORALS2",133403,"iucn",0.4,NA
"URM-Cn-5477","Euphyllia ancora","VU",133173,"VU","Unknown",NA,NA,"VU","iucn","CORALS2",133173,"iucn",0.4,NA
"URM-Cn-5478","Euphyllia cristata","VU",133588,"VU","Stable",NA,NA,"VU","iucn","CORALS2",133588,"iucn",0.4,0
"URM-Cn-4783","Acropora microclados","VU",133359,"VU","Decreasing",NA,NA,"VU","iucn","CORALS1",133359,"iucn",0.4,-0.5
"URM-Cn-5479","Euphyllia divisa","NT",133225,"NT","Unknown",NA,NA,"NT","iucn","CORALS2",133225,"iucn",0.2,NA
"URM-Cn-5481","Euphyllia glabrescens","NT",133256,"NT","Unknown",NA,NA,"NT","iucn","CORALS2",133256,"iucn",0.2,NA
"URM-Cn-5488","Physogyra lichtensteini","VU",133456,"VU","Unknown",NA,NA,"VU","iucn","CORALS2",133456,"iucn",0.4,NA
"URM-Cn-4784","Acropora microphthalma","LC",133021,"LC","Decreasing",NA,NA,"LC","iucn","CORALS1",133021,"iucn",0,-0.5
"URM-Cn-5495","Plerogyra sinuosa","NT",133258,"NT","Unknown",NA,NA,"NT","iucn","CORALS2",133258,"iucn",0.2,NA
"URM-Cn-4785","Acropora millepora","NT",133666,"NT","Decreasing",NA,NA,"NT","iucn","CORALS1",133666,"iucn",0.2,-0.5
"URM-Cn-5499","Barabattoia amicorum","LC",133084,"LC","Decreasing",NA,NA,"LC","iucn","CORALS2",133084,"iucn",0,-0.5
