"sid","sciname","class","order","family","genus","species","authority","modified_year","category","criteria","habitat","popn_trend","shp_dbf","shp_grp","shp_cnt","src_distn","am_speciesid","TEXT","category_2012chg","popn_trend_2012chg"
63146,"Raja montagui","CHONDRICHTHYES","RAJIFORMES","RAJIDAE","Raja","montagui","Fowler, 1910",2007,"LC",NA,"Marine","Stable",NA,NA,NA,"AquaMaps","Fis-30925",NA,"LC","Stable"
63152,"Dasyatis centroura","CHONDRICHTHYES","RAJIFORMES","DASYATIDAE","Dasyatis","centroura","(Mitchill, 1815)",2007,"LC",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-23993",NA,"LC","Unknown"
63153,"Gymnura altavela","CHONDRICHTHYES","RAJIFORMES","GYMNURIDAE","Gymnura","altavela","(Linnaeus, 1758)",2007,"VU","A2bd+4bd","Marine","Decreasing",NA,NA,NA,"AquaMaps","Fis-24044",NA,"VU","Decreasing"
63161,"Gurgesiella atlantica","CHONDRICHTHYES","RAJIFORMES","RAJIDAE","Gurgesiella","atlantica","(Bigelow &amp; Schroeder, 1962)",2007,"DD",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-63250",NA,"DD","Unknown"
63571,"Bolbometopon muricatum","ACTINOPTERYGII","PERCIFORMES","LABRIDAE","Bolbometopon","muricatum","(Valenciennes, 1840)",2012,"VU","A2d","Marine","Decreasing","range_fish_mar_sid63571_pts.dbf","fish",5614,"IUCN","Fis-25689",NA,"VU","Decreasing"
64411,"Plectropomus areolatus","ACTINOPTERYGII","PERCIFORMES","EPINEPHELIDAE","Plectropomus","areolatus","(Rüppell, 1830)",2008,"VU","A4d","Marine","Decreasing",NA,NA,NA,"AquaMaps","Fis-31641",NA,"VU","Decreasing"
64412,"Plectropomus laevis","ACTINOPTERYGII","PERCIFORMES","EPINEPHELIDAE","Plectropomus","laevis","(Lacepède, 1801)",2008,"VU","A2d+4d","Marine","Decreasing",NA,NA,NA,"AquaMaps","Fis-26517",NA,"VU","Decreasing"
132722,"Epinephelus aeneus","ACTINOPTERYGII","PERCIFORMES","EPINEPHELIDAE","Epinephelus","aeneus","(Geoffroy Saint-Hilaire, 1817)",2008,"NT",NA,"Marine","Decreasing",NA,NA,NA,"AquaMaps","Fis-23120",NA,"NT","Decreasing"
132723,"Epinephelus maculatus","ACTINOPTERYGII","PERCIFORMES","EPINEPHELIDAE","Epinephelus","maculatus","Bloch, 1790",2008,"LC",NA,"Marine","Decreasing",NA,NA,NA,"AquaMaps","Fis-25572",NA,"LC","Decreasing"
132725,"Cephalopholis aurantia","ACTINOPTERYGII","PERCIFORMES","EPINEPHELIDAE","Cephalopholis","aurantia","(Valenciennes, 1828)",2008,"DD",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-26116",NA,"DD","Unknown"
132726,"Epinephelus flavocaeruleus","ACTINOPTERYGII","PERCIFORMES","EPINEPHELIDAE","Epinephelus","flavocaeruleus","(Lacepède, 1802)",2008,"LC",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-26503",NA,"LC","Unknown"
132727,"Paranthias furcifer","ACTINOPTERYGII","PERCIFORMES","EPINEPHELIDAE","Paranthias","furcifer","(Valenciennes, 1828)",2008,"LC",NA,"Marine","Stable",NA,NA,NA,"AquaMaps","Fis-23713",NA,"LC","Stable"
132732,"Cephalopholis miniata","ACTINOPTERYGII","PERCIFORMES","EPINEPHELIDAE","Cephalopholis","miniata","(Forsskål, 1775)",2008,"LC",NA,"Marine","Decreasing",NA,NA,NA,"AquaMaps","Fis-26123",NA,"LC","Decreasing"
132735,"Epinephelus latifasciatus","ACTINOPTERYGII","PERCIFORMES","EPINEPHELIDAE","Epinephelus","latifasciatus","(Temminck &amp; Schlegel, 1842)",2008,"DD",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-115487",NA,"DD","Unknown"
132736,"Epinephelus rivulatus","ACTINOPTERYGII","PERCIFORMES","EPINEPHELIDAE","Epinephelus","rivulatus","(Valenciennes, 1830)",2008,"LC",NA,"Marine","Decreasing",NA,NA,NA,"AquaMaps","Fis-25944",NA,"LC","Decreasing"
132737,"Cephalopholis leopardus","ACTINOPTERYGII","PERCIFORMES","EPINEPHELIDAE","Cephalopholis","leopardus","(Lacepède, 1801)",2008,"LC",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-26121",NA,"LC","Unknown"
132738,"Variola louti","ACTINOPTERYGII","PERCIFORMES","EPINEPHELIDAE","Variola","louti","(Forsskål, 1775)",2008,"LC",NA,"Marine","Stable",NA,NA,NA,"AquaMaps","Fis-25576",NA,"LC","Stable"
132739,"Epinephelus undulosus","ACTINOPTERYGII","PERCIFORMES","EPINEPHELIDAE","Epinephelus","undulosus","(Quoy &amp; Gaimard, 1824)",2008,"DD",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-26145",NA,"DD","Unknown"
132740,"Epinephelus multinotatus","ACTINOPTERYGII","PERCIFORMES","EPINEPHELIDAE","Epinephelus","multinotatus","(Peters, 1876)",2008,"LC",NA,"Marine","Decreasing",NA,NA,NA,"AquaMaps","Fis-26509",NA,"LC","Decreasing"
132741,"Cephalopholis sexmaculata","ACTINOPTERYGII","PERCIFORMES","EPINEPHELIDAE","Cephalopholis","sexmaculata","(Rüppell, 1830)",2008,"LC",NA,"Marine","Decreasing",NA,NA,NA,"AquaMaps","Fis-26125",NA,"LC","Decreasing"
132745,"Epinephelus morrhua","ACTINOPTERYGII","PERCIFORMES","EPINEPHELIDAE","Epinephelus","morrhua","(Valenciennes, 1833)",2008,"LC",NA,"Marine","Decreasing",NA,NA,NA,"AquaMaps","Fis-25575",NA,"LC","Decreasing"
132746,"Epinephelus melanostigma","ACTINOPTERYGII","PERCIFORMES","EPINEPHELIDAE","Epinephelus","melanostigma","Schultz, 1953",2008,"DD",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-31844",NA,"DD","Unknown"
132747,"Epinephelus spilotoceps","ACTINOPTERYGII","PERCIFORMES","EPINEPHELIDAE","Epinephelus","spilotoceps","Schultz, 1953",2008,"LC",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-31554",NA,"LC","Unknown"
132748,"Epinephelus longispinis","ACTINOPTERYGII","PERCIFORMES","EPINEPHELIDAE","Epinephelus","longispinis","(Kner, 1864)",2008,"LC",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-26507",NA,"LC","Unknown"
132751,"Epinephelus coeruleopunctatus","ACTINOPTERYGII","PERCIFORMES","EPINEPHELIDAE","Epinephelus","coeruleopunctatus","(Bloch, 1790)",2008,"LC",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-135733",NA,"LC","Unknown"
132755,"Epinephelus radiatus","ACTINOPTERYGII","PERCIFORMES","EPINEPHELIDAE","Epinephelus","radiatus","(Day, 1868)",2008,"LC",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-26511",NA,"LC","Unknown"
132756,"Epinephelus miliaris","ACTINOPTERYGII","PERCIFORMES","EPINEPHELIDAE","Epinephelus","miliaris","(Valenciennes, 1830)",2008,"LC",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-26508",NA,"LC","Unknown"
132757,"Cephalopholis sonnerati","ACTINOPTERYGII","PERCIFORMES","EPINEPHELIDAE","Cephalopholis","sonnerati","(Valenciennes, 1828)",2008,"LC",NA,"Marine","Stable",NA,NA,NA,"AquaMaps","Fis-26126",NA,"LC","Stable"
132758,"Epinephelus tauvina","ACTINOPTERYGII","PERCIFORMES","EPINEPHELIDAE","Epinephelus","tauvina","(Forsskål 1775)",2008,"DD",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-25131",NA,"DD","Unknown"
132762,"Epinephelus costae","ACTINOPTERYGII","PERCIFORMES","EPINEPHELIDAE","Epinephelus","costae","(Steindachner, 1878)",2008,"DD",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-27343",NA,"DD","Unknown"
132765,"Epinephelus goreensis","ACTINOPTERYGII","PERCIFORMES","EPINEPHELIDAE","Epinephelus","goreensis","(Valenciennes, 1830)",2008,"DD",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-25402",NA,"DD","Unknown"
132766,"Epinephelus macrospilos","ACTINOPTERYGII","PERCIFORMES","EPINEPHELIDAE","Epinephelus","macrospilos","(Bleeker, 1855)",2008,"LC",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-26245",NA,"LC","Unknown"
132772,"Hyporthodus octofasciatus","ACTINOPTERYGII","PERCIFORMES","EPINEPHELIDAE","Hyporthodus","octofasciatus","(Griffin, 1926)",2008,"DD",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-163782",NA,"DD","Unknown"
132773,"Epinephelus tukula","ACTINOPTERYGII","PERCIFORMES","EPINEPHELIDAE","Epinephelus","tukula","Morgans, 1959",2008,"LC",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-31413",NA,"LC","Unknown"
132774,"Epinephelus areolatus","ACTINOPTERYGII","PERCIFORMES","EPINEPHELIDAE","Epinephelus","areolatus","(Forsskål, 1775)",2008,"LC",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-25586",NA,"LC","Unknown"
132775,"Plectropomus pessuliferus","ACTINOPTERYGII","PERCIFORMES","EPINEPHELIDAE","Plectropomus","pessuliferus","(Fowler, 1904)",2008,"NT",NA,"Marine","Decreasing",NA,NA,NA,"AquaMaps","Fis-32352",NA,"NT","Decreasing"
132778,"Epinephelus hexagonatus","ACTINOPTERYGII","PERCIFORMES","EPINEPHELIDAE","Epinephelus","hexagonatus","(Forster, 1801)",2008,"LC",NA,"Marine","Stable",NA,NA,NA,"AquaMaps","Fis-26244",NA,"LC","Stable"
132781,"Cephalopholis argus","ACTINOPTERYGII","PERCIFORMES","EPINEPHELIDAE","Cephalopholis","argus","Schneider, 1801",2008,"LC",NA,"Marine","Stable",NA,NA,NA,"AquaMaps","Fis-31823",NA,"LC","Stable"
132783,"Cephalopholis urodeta","ACTINOPTERYGII","PERCIFORMES","EPINEPHELIDAE","Cephalopholis","urodeta","(Forster, 1801)",2008,"LC",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-26128",NA,"LC","Unknown"
132784,"Epinephelus magniscuttis","ACTINOPTERYGII","PERCIFORMES","EPINEPHELIDAE","Epinephelus","magniscuttis","Postel, Fourmanoir &amp; Guézé, 1963",2008,"DD",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-31843",NA,"DD","Unknown"
132787,"Anyperodon leucogrammicus","ACTINOPTERYGII","PERCIFORMES","EPINEPHELIDAE","Anyperodon","leucogrammicus","(Valenciennes, 1828)",2008,"LC",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-25382",NA,"LC","Unknown"
132788,"Epinephelus merra","ACTINOPTERYGII","PERCIFORMES","EPINEPHELIDAE","Epinephelus","merra","Bloch, 1793",2008,"LC",NA,"Marine","Stable",NA,NA,NA,"AquaMaps","Fis-31150",NA,"LC","Stable"
132791,"Cephalopholis igarashiensis","ACTINOPTERYGII","PERCIFORMES","EPINEPHELIDAE","Cephalopholis","igarashiensis","Katayama, 1957",2008,"DD",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-31363",NA,"DD","Unknown"
132794,"Epinephelus retouti","ACTINOPTERYGII","PERCIFORMES","EPINEPHELIDAE","Epinephelus","retouti","Bleeker, 1868",2008,"DD",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-32315",NA,"DD","Unknown"
132796,"Epinephelus caninus","ACTINOPTERYGII","PERCIFORMES","EPINEPHELIDAE","Epinephelus","caninus","(Valenciennes, 1843)",2008,"DD",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-27340",NA,"DD","Unknown"
132800,"Gracila albomarginata","ACTINOPTERYGII","PERCIFORMES","EPINEPHELIDAE","Gracila","albomarginata","(Fowler &amp; Bean, 1930)",2008,"DD",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-26146",NA,"DD","Unknown"
132801,"Plectropomus punctatus","ACTINOPTERYGII","PERCIFORMES","EPINEPHELIDAE","Plectropomus","punctatus","(Quoy &amp; Gaimard, 1824)",2008,"DD",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-32321",NA,"DD","Unknown"
132802,"Epinephelus poecilonotus","ACTINOPTERYGII","PERCIFORMES","EPINEPHELIDAE","Epinephelus","poecilonotus","(Temminck &amp; Schlegel, 1842)",2008,"LC",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-26510",NA,"LC","Unknown"
132804,"Epinephelus ongus","ACTINOPTERYGII","PERCIFORMES","EPINEPHELIDAE","Epinephelus","ongus","(Bloch, 1790)",2008,"LC",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-26141",NA,"LC","Unknown"
132805,"Cephalopholis polleni","ACTINOPTERYGII","PERCIFORMES","EPINEPHELIDAE","Cephalopholis","polleni","(Bleeker, 1868)",2008,"LC",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-26124",NA,"LC","Unknown"
132810,"Variola albimarginata","ACTINOPTERYGII","PERCIFORMES","EPINEPHELIDAE","Variola","albimarginata","Baissac, 1953",2008,"LC",NA,"Marine","Decreasing",NA,NA,NA,"AquaMaps","Fis-31845",NA,"LC","Decreasing"
132814,"Aethaloperca rogaa","ACTINOPTERYGII","PERCIFORMES","EPINEPHELIDAE","Aethaloperca","rogaa","(Forsskål, 1775)",2008,"DD",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-26115",NA,"DD","Unknown"
132815,"Epinephelus cyanopodus","ACTINOPTERYGII","PERCIFORMES","EPINEPHELIDAE","Epinephelus","cyanopodus","(Richardson, 1846)",2008,"LC",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-25571",NA,"LC","Unknown"
132816,"Saloptia powelli","ACTINOPTERYGII","PERCIFORMES","EPINEPHELIDAE","Saloptia","powelli","Smith, 1964",2008,"DD",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-32322",NA,"DD","Unknown"
132817,"Epinephelus fasciatus","ACTINOPTERYGII","PERCIFORMES","EPINEPHELIDAE","Epinephelus","fasciatus","(Forsskål, 1775)",2008,"LC",NA,"Marine","Decreasing",NA,NA,NA,"AquaMaps","Fis-25570",NA,"LC","Decreasing"
132819,"Epinephelus adscensionis","ACTINOPTERYGII","PERCIFORMES","EPINEPHELIDAE","Epinephelus","adscensionis","(Osbeck, 1765)",2008,"LC",NA,"Marine","Decreasing",NA,NA,NA,"AquaMaps","Fis-22704",NA,"LC","Decreasing"
132820,"Cephalopholis taeniops","ACTINOPTERYGII","PERCIFORMES","EPINEPHELIDAE","Cephalopholis","taeniops","(Valenciennes, 1828)",2008,"DD",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-25389",NA,"DD","Unknown"
132823,"Epinephelus chlorostigma","ACTINOPTERYGII","PERCIFORMES","EPINEPHELIDAE","Epinephelus","chlorostigma","(Valenciennes, 1828)",2008,"LC",NA,"Marine","Stable",NA,NA,NA,"AquaMaps","Fis-25679",NA,"LC","Stable"
132824,"Epinephelus epistictus","ACTINOPTERYGII","PERCIFORMES","EPINEPHELIDAE","Epinephelus","epistictus","(Temminck &amp; Schlegel, 1842)",2008,"DD",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-26500",NA,"DD","Unknown"
132825,"Cephalopholis spiloparaea","ACTINOPTERYGII","PERCIFORMES","EPINEPHELIDAE","Cephalopholis","spiloparaea","(Valenciennes, 1828)",2008,"LC",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-26127",NA,"LC","Unknown"
132828,"Hyporthodus haifensis","ACTINOPTERYGII","PERCIFORMES","EPINEPHELIDAE","Hyporthodus","haifensis","(Ben-Tuvia, 1953)",2008,"DD",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-164463",NA,"DD","Unknown"
132829,"Epinephelus howlandi","ACTINOPTERYGII","PERCIFORMES","EPINEPHELIDAE","Epinephelus","howlandi","(Günther, 1873)",2008,"LC",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-26504",NA,"LC","Unknown"
132863,"Acropora prostrata","ANTHOZOA","SCLERACTINIA","ACROPORIDAE","Acropora","prostrata","(Dana, 1846)",2008,"DD",NA,"Marine","Decreasing","range_coral_mar_sid132863_pts.dbf","coral",3788,"IUCN","SLB-93516",NA,"DD","Decreasing"
132866,"Montipora angulata","ANTHOZOA","SCLERACTINIA","ACROPORIDAE","Montipora","angulata","(Lamarck 1816)",2008,"VU","A4ce","Marine","Decreasing","range_coral_mar_sid132866_pts.dbf","coral",5234,"IUCN","URM-Cn-4877",NA,"VU","Decreasing"
132869,"Acropora florida","ANTHOZOA","SCLERACTINIA","ACROPORIDAE","Acropora","florida","(Dana, 1846)",2008,"NT",NA,"Marine","Decreasing","range_coral_mar_sid132869_pts.dbf","coral",6916,"IUCN","URM-Cn-4750",NA,"NT","Decreasing"
132871,"Pectinia elongata","ANTHOZOA","SCLERACTINIA","PECTINIIDAE","Pectinia","elongata","Rehberg 1892",2008,"NT",NA,"Marine","Unknown","range_coral_mar_sid132871_pts.dbf","coral",3598,"IUCN",NA,NA,"NT","Unknown"
132880,"Pavona venosa","ANTHOZOA","SCLERACTINIA","AGARICIIDAE","Pavona","venosa","(Ehrenberg 1834)",2008,"VU","A4c","Marine","Unknown","range_coral_mar_sid132880_pts.dbf","coral",7251,"IUCN","URM-Cn-4995",NA,"VU","Unknown"
132881,"Hydnophora rigida","ANTHOZOA","SCLERACTINIA","MERULINIDAE","Hydnophora","rigida","(Dana 1846)",2008,"LC",NA,"Marine","Unknown","range_coral_mar_sid132881_pts.dbf","coral",6421,"IUCN","URM-Cn-5825",NA,"LC","Unknown"
132883,"Goniastrea australensis","ANTHOZOA","SCLERACTINIA","FAVIIDAE","Goniastrea","australensis","(Milne Edwards and Haime 1857)",2008,"LC",NA,"Marine","Decreasing","range_coral_mar_sid132883_pts.dbf","coral",7469,"IUCN","URM-Cn-5572",NA,"LC","Decreasing"
132885,"Leptoseris hawaiiensis","ANTHOZOA","SCLERACTINIA","AGARICIIDAE","Leptoseris","hawaiiensis","Vaughan 1907",2008,"LC",NA,"Marine","Unknown","range_coral_mar_sid132885_pts.dbf","coral",7613,"IUCN","URM-Cn-4965",NA,"LC","Unknown"
132887,"Leptoseris explanata","ANTHOZOA","SCLERACTINIA","AGARICIIDAE","Leptoseris","explanata","Yabe and Sugiyama 1941",2008,"LC",NA,"Marine","Unknown","range_coral_mar_sid132887_pts.dbf","coral",7173,"IUCN","URM-Cn-4962",NA,"LC","Unknown"
132888,"Acropora secale","ANTHOZOA","SCLERACTINIA","ACROPORIDAE","Acropora","secale","(Studer 1878)",2008,"NT",NA,"Marine","Decreasing","range_coral_mar_sid132888_pts.dbf","coral",6784,"IUCN","URM-Cn-4826",NA,"NT","Decreasing"
132894,"Favia veroni","ANTHOZOA","SCLERACTINIA","FAVIIDAE","Favia","veroni","Moll and Borel-Best 1984",2008,"NT",NA,"Marine","Decreasing","range_coral_mar_sid132894_pts.dbf","coral",5985,"IUCN","URM-Cn-5557",NA,"NT","Decreasing"
132895,"Hydnophora pilosa","ANTHOZOA","SCLERACTINIA","MERULINIDAE","Hydnophora","pilosa","Veron 1985",2008,"LC",NA,"Marine","Unknown","range_coral_mar_sid132895_pts.dbf","coral",4623,"IUCN","URM-Cn-5824",NA,"LC","Unknown"
132900,"Symphyllia radians","ANTHOZOA","SCLERACTINIA","MUSSIDAE","Symphyllia","radians","Milne Edwards and Haime 1849",2008,"LC",NA,"Marine","Unknown","range_coral_mar_sid132900_pts.dbf","coral",6756,"IUCN","URM-Cn-5894",NA,"LC","Unknown"
132903,"Leptoseris solida","ANTHOZOA","SCLERACTINIA","AGARICIIDAE","Leptoseris","solida","(Quelch 1886)",2008,"LC",NA,"Marine","Unknown","range_coral_mar_sid132903_pts.dbf","coral",5240,"IUCN","URM-Cn-4970",NA,"LC","Unknown"
132904,"Pavona minuta","ANTHOZOA","SCLERACTINIA","AGARICIIDAE","Pavona","minuta","Wells 1954",2008,"NT",NA,"Marine","Unknown","range_coral_mar_sid132904_pts.dbf","coral",4440,"IUCN","URM-Cn-4993",NA,"NT","Unknown"
132908,"Acropora rosaria","ANTHOZOA","SCLERACTINIA","ACROPORIDAE","Acropora","rosaria","(Dana 1846)",2008,"DD",NA,"Marine","Decreasing","range_coral_mar_sid132908_pts.dbf","coral",4929,"IUCN","URM-Cn-4818",NA,"DD","Decreasing"
132910,"Acropora divaricata","ANTHOZOA","SCLERACTINIA","ACROPORIDAE","Acropora","divaricata","(Dana, 1846)",2008,"NT",NA,"Marine","Decreasing","range_coral_mar_sid132910_pts.dbf","coral",7241,"IUCN","URM-Cn-4739",NA,"NT","Decreasing"
132911,"Pavona maldivensis","ANTHOZOA","SCLERACTINIA","AGARICIIDAE","Pavona","maldivensis","(Gardiner 1905)",2008,"LC",NA,"Marine","Unknown","range_coral_mar_sid132911_pts.dbf","coral",8473,"IUCN","URM-Cn-4992",NA,"LC","Unknown"
132917,"Gardineroseris planulata","ANTHOZOA","SCLERACTINIA","AGARICIIDAE","Gardineroseris","planulata","Dana 1846",2008,"LC",NA,"Marine","Unknown","range_coral_mar_sid132917_pts.dbf","coral",8658,"IUCN","URM-Cn-4958",NA,"LC","Unknown"
132922,"Montastrea curta","ANTHOZOA","SCLERACTINIA","FAVIIDAE","Montastrea","curta","(Dana 1846)",2008,"LC",NA,"Marine","Decreasing","range_coral_mar_sid132922_pts.dbf","coral",7735,"IUCN",NA,NA,"LC","Decreasing"
132923,"Pocillopora woodjonesi","ANTHOZOA","SCLERACTINIA","POCILLOPORIDAE","Pocillopora","woodjonesi","Vaughan 1918",2008,"LC",NA,"Marine","Unknown","range_coral_mar_sid132923_pts.dbf","coral",6157,"IUCN","URM-Cn-5985",NA,"LC","Unknown"
132936,"Favia pallida","ANTHOZOA","SCLERACTINIA","FAVIIDAE","Favia","pallida","(Dana 1846)",2008,"LC",NA,"Marine","Decreasing","range_coral_mar_sid132936_pts.dbf","coral",8519,"IUCN",NA,NA,"LC","Decreasing"
132940,"Acropora acuminata","ANTHOZOA","SCLERACTINIA","ACROPORIDAE","Acropora","acuminata","(Verrill 1864)",2008,"VU","A4ce","Marine","Decreasing","range_coral_mar_sid132940_pts.dbf","coral",6325,"IUCN","URM-Cn-4710",NA,"VU","Decreasing"
132944,"Montipora nodosa","ANTHOZOA","SCLERACTINIA","ACROPORIDAE","Montipora","nodosa","(Dana 1846)",2008,"NT",NA,"Marine","Decreasing","range_coral_mar_sid132944_pts.dbf","coral",5592,"IUCN","URM-Cn-4922",NA,"NT","Decreasing"
132948,"Acropora granulosa","ANTHOZOA","SCLERACTINIA","ACROPORIDAE","Acropora","granulosa","(Milne Edwards &amp; Haime, 1860)",2008,"NT",NA,"Marine","Decreasing","range_coral_mar_sid132948_pts.dbf","coral",6475,"IUCN","URM-Cn-4756",NA,"NT","Decreasing"
132958,"Pocillopora capitata","ANTHOZOA","SCLERACTINIA","POCILLOPORIDAE","Pocillopora","capitata","Verrill 1864",2008,"LC",NA,"Marine","Unknown","range_coral_mar_sid132958_pts.dbf","coral",1645,"IUCN","URM-Cn-5974",NA,"LC","Unknown"
132960,"Hydnophora grandis","ANTHOZOA","SCLERACTINIA","MERULINIDAE","Hydnophora","grandis","Gardiner 1904",2008,"LC",NA,"Marine","Unknown","range_coral_mar_sid132960_pts.dbf","coral",4216,"IUCN",NA,NA,"LC","Unknown"
132966,"Acropora rambleri","ANTHOZOA","SCLERACTINIA","ACROPORIDAE","Acropora","rambleri","(Bassett-Smith 1890)",2008,"DD",NA,"Marine","Decreasing","range_coral_mar_sid132966_pts.dbf","coral",5797,"IUCN","URM-Cn-4814",NA,"DD","Decreasing"
132967,"Euphyllia yaeyamaensis","ANTHOZOA","SCLERACTINIA","EUPHYLLIDAE","Euphyllia","yaeyamaensis","(Shirai 1980)",2008,"NT",NA,"Marine","Unknown","range_coral_mar_sid132967_pts.dbf","coral",4133,"IUCN",NA,NA,"NT","Unknown"
132969,"Acropora listeri","ANTHOZOA","SCLERACTINIA","ACROPORIDAE","Acropora","listeri","(Brook, 1893)",2008,"VU","A4ce","Marine","Decreasing","range_coral_mar_sid132969_pts.dbf","coral",6196,"IUCN","URM-Cn-4774",NA,"VU","Decreasing"
132972,"Acropora paniculata","ANTHOZOA","SCLERACTINIA","ACROPORIDAE","Acropora","paniculata","Verrill 1902",2008,"VU","A4ce","Marine","Decreasing","range_coral_mar_sid132972_pts.dbf","coral",4895,"IUCN","URM-Cn-4800",NA,"VU","Decreasing"
132975,"Millepora tenera","HYDROZOA","MILLEPORINA","MILLEPORIDAE","Millepora","tenera","Boschma 1949",2008,"LC",NA,"Marine","Unknown","range_coral_mar_sid132975_pts.dbf","coral",8198,"IUCN",NA,NA,"LC","Unknown"
132976,"Acropora loripes","ANTHOZOA","SCLERACTINIA","ACROPORIDAE","Acropora","loripes","(Brook, 1892)",2008,"NT",NA,"Marine","Decreasing","range_coral_mar_sid132976_pts.dbf","coral",6542,"IUCN","URM-Cn-4778",NA,"NT","Decreasing"
132978,"Montastrea magnistellata","ANTHOZOA","SCLERACTINIA","FAVIIDAE","Montastrea","magnistellata","Chevalier 1971",2008,"NT",NA,"Marine","Decreasing","range_coral_mar_sid132978_pts.dbf","coral",7051,"IUCN",NA,NA,"NT","Decreasing"
132979,"Favites complanata","ANTHOZOA","SCLERACTINIA","FAVIIDAE","Favites","complanata","(Ehrenberg 1834)",2008,"NT",NA,"Marine","Decreasing","range_coral_mar_sid132979_pts.dbf","coral",7943,"IUCN","URM-Cn-5562",NA,"NT","Decreasing"
132980,"Leptoria phrygia","ANTHOZOA","SCLERACTINIA","FAVIIDAE","Leptoria","phrygia","(Ellis and Solander 1786)",2008,"NT",NA,"Marine","Decreasing","range_coral_mar_sid132980_pts.dbf","coral",8038,"IUCN","URM-Cn-5590",NA,"NT","Decreasing"
132983,"Leptastrea bottae","ANTHOZOA","SCLERACTINIA","FAVIIDAE","Leptastrea","bottae","(Milne Edwards and Haime 1849)",2008,"NT",NA,"Marine","Decreasing","range_coral_mar_sid132983_pts.dbf","coral",4978,"IUCN","URM-Cn-5584",NA,"NT","Decreasing"
132985,"Turbinaria radicalis","ANTHOZOA","SCLERACTINIA","DENDROPHYLLIIDAE","Turbinaria","radicalis","Bernard 1896",2008,"NT",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","URM-Cn-5474",NA,"NT","Unknown"
132986,"Fungia repanda","ANTHOZOA","SCLERACTINIA","FUNGIIDAE","Fungia","repanda","Dana 1846",2008,"LC",NA,"Marine","Unknown","range_coral_mar_sid132986_pts.dbf","coral",7450,"IUCN","URM-Cn-5768",NA,"LC","Unknown"
132987,"Echinopora gemmacea","ANTHOZOA","SCLERACTINIA","FAVIIDAE","Echinopora","gemmacea","Lamarck 1816",2008,"LC",NA,"Marine","Decreasing","range_coral_mar_sid132987_pts.dbf","coral",7577,"IUCN","URM-Cn-5524",NA,"LC","Decreasing"
132988,"Acropora longicyathus","ANTHOZOA","SCLERACTINIA","ACROPORIDAE","Acropora","longicyathus","(Milne Edwards &amp; Haime, 1860)",2008,"LC",NA,"Marine","Decreasing","range_coral_mar_sid132988_pts.dbf","coral",6725,"IUCN",NA,NA,"LC","Decreasing"
