"","stockid","year","common","species","ram_catch","saup_catch","species_code"
"3218","SKJCWPAC",1962,"Skipjack tuna","Katsuwonus pelamis",181624,175500.638355023,"SKJCWPAC:Skipjack_tuna"
"3219","SKJCWPAC",1963,"Skipjack tuna","Katsuwonus pelamis",122703,126967.11822273,"SKJCWPAC:Skipjack_tuna"
"3220","SKJCWPAC",1964,"Skipjack tuna","Katsuwonus pelamis",182918,179144.929810952,"SKJCWPAC:Skipjack_tuna"
"3221","SKJCWPAC",1965,"Skipjack tuna","Katsuwonus pelamis",155221,155776.826812219,"SKJCWPAC:Skipjack_tuna"
"3222","SKJCWPAC",1966,"Skipjack tuna","Katsuwonus pelamis",249514,237616.07516654,"SKJCWPAC:Skipjack_tuna"
"3223","SKJCWPAC",1967,"Skipjack tuna","Katsuwonus pelamis",204842,198573.760693154,"SKJCWPAC:Skipjack_tuna"
"3224","SKJCWPAC",1968,"Skipjack tuna","Katsuwonus pelamis",195085,191932.573985961,"SKJCWPAC:Skipjack_tuna"
"3225","SKJCWPAC",1969,"Skipjack tuna","Katsuwonus pelamis",351025,322426.807301258,"SKJCWPAC:Skipjack_tuna"
"3226","SKJCWPAC",1970,"Skipjack tuna","Katsuwonus pelamis",423380,393408.021604058,"SKJCWPAC:Skipjack_tuna"
"3227","SKJCWPAC",1971,"Skipjack tuna","Katsuwonus pelamis",380815,404142.928346379,"SKJCWPAC:Skipjack_tuna"
"3228","SKJCWPAC",1972,"Skipjack tuna","Katsuwonus pelamis",237777,133887.555668612,"SKJCWPAC:Skipjack_tuna"
"3229","SKJCWPAC",1973,"Skipjack tuna","Katsuwonus pelamis",328582,208059.343848215,"SKJCWPAC:Skipjack_tuna"
"3230","SKJCWPAC",1974,"Skipjack tuna","Katsuwonus pelamis",356198,272743.37648908,"SKJCWPAC:Skipjack_tuna"
"3231","SKJCWPAC",1975,"Skipjack tuna","Katsuwonus pelamis",288558,183388.176900301,"SKJCWPAC:Skipjack_tuna"
"3232","SKJCWPAC",1976,"Skipjack tuna","Katsuwonus pelamis",357550,214449.321347083,"SKJCWPAC:Skipjack_tuna"
"3233","SKJCWPAC",1977,"Skipjack tuna","Katsuwonus pelamis",403905,276771.344863621,"SKJCWPAC:Skipjack_tuna"
"3234","SKJCWPAC",1978,"Skipjack tuna","Katsuwonus pelamis",449690,298755.889801363,"SKJCWPAC:Skipjack_tuna"
"3235","SKJCWPAC",1979,"Skipjack tuna","Katsuwonus pelamis",413779,255672.174108149,"SKJCWPAC:Skipjack_tuna"
"3236","SKJCWPAC",1980,"Skipjack tuna","Katsuwonus pelamis",456596,301065.258016284,"SKJCWPAC:Skipjack_tuna"
"3237","SKJCWPAC",1981,"Skipjack tuna","Katsuwonus pelamis",449532,350085.806597018,"SKJCWPAC:Skipjack_tuna"
"3238","SKJCWPAC",1982,"Skipjack tuna","Katsuwonus pelamis",492826,395739.155931276,"SKJCWPAC:Skipjack_tuna"
"3239","SKJCWPAC",1983,"Skipjack tuna","Katsuwonus pelamis",667403,580273.647516849,"SKJCWPAC:Skipjack_tuna"
"3240","SKJCWPAC",1984,"Skipjack tuna","Katsuwonus pelamis",753969,620492.956868146,"SKJCWPAC:Skipjack_tuna"
"3241","SKJCWPAC",1985,"Skipjack tuna","Katsuwonus pelamis",581317,536296.136844789,"SKJCWPAC:Skipjack_tuna"
"3242","SKJCWPAC",1986,"Skipjack tuna","Katsuwonus pelamis",747826,629207.706988965,"SKJCWPAC:Skipjack_tuna"
"3243","SKJCWPAC",1987,"Skipjack tuna","Katsuwonus pelamis",700817,646265.980499076,"SKJCWPAC:Skipjack_tuna"
"3244","SKJCWPAC",1988,"Skipjack tuna","Katsuwonus pelamis",798339,707500.564687028,"SKJCWPAC:Skipjack_tuna"
"3245","SKJCWPAC",1989,"Skipjack tuna","Katsuwonus pelamis",795700,751871.232103633,"SKJCWPAC:Skipjack_tuna"
"3246","SKJCWPAC",1990,"Skipjack tuna","Katsuwonus pelamis",863148,781715.734850751,"SKJCWPAC:Skipjack_tuna"
"3247","SKJCWPAC",1991,"Skipjack tuna","Katsuwonus pelamis",1113834,1039708.61988703,"SKJCWPAC:Skipjack_tuna"
"3248","SKJCWPAC",1992,"Skipjack tuna","Katsuwonus pelamis",1029433,954108.210974476,"SKJCWPAC:Skipjack_tuna"
"3249","SKJCWPAC",1993,"Skipjack tuna","Katsuwonus pelamis",988854,890969.62472595,"SKJCWPAC:Skipjack_tuna"
"3250","SKJCWPAC",1994,"Skipjack tuna","Katsuwonus pelamis",1043771,913389.334403376,"SKJCWPAC:Skipjack_tuna"
"3251","SKJCWPAC",1995,"Skipjack tuna","Katsuwonus pelamis",1045724,985202.463630008,"SKJCWPAC:Skipjack_tuna"
"3252","SKJCWPAC",1996,"Skipjack tuna","Katsuwonus pelamis",970755,952399.789226163,"SKJCWPAC:Skipjack_tuna"
"3253","SKJCWPAC",1997,"Skipjack tuna","Katsuwonus pelamis",909607,726243.319202369,"SKJCWPAC:Skipjack_tuna"
"3254","SKJCWPAC",1998,"Skipjack tuna","Katsuwonus pelamis",1176248,1073052.73857577,"SKJCWPAC:Skipjack_tuna"
"3255","SKJCWPAC",1999,"Skipjack tuna","Katsuwonus pelamis",1082977,1048203.4212838,"SKJCWPAC:Skipjack_tuna"
"3256","SKJCWPAC",2000,"Skipjack tuna","Katsuwonus pelamis",1142090,1068314.9813824,"SKJCWPAC:Skipjack_tuna"
"3257","SKJCWPAC",2001,"Skipjack tuna","Katsuwonus pelamis",1038132,993257.7478695,"SKJCWPAC:Skipjack_tuna"
"3258","SKJCWPAC",2002,"Skipjack tuna","Katsuwonus pelamis",1217308,1063648.85398137,"SKJCWPAC:Skipjack_tuna"
"3259","SKJCWPAC",2003,"Skipjack tuna","Katsuwonus pelamis",1216705,1145798.81137691,"SKJCWPAC:Skipjack_tuna"
"3260","SKJCWPAC",2004,"Skipjack tuna","Katsuwonus pelamis",1287887,1254846.56355736,"SKJCWPAC:Skipjack_tuna"
"3261","SKJCWPAC",2005,"Skipjack tuna","Katsuwonus pelamis",1377722,1242350.2921224,"SKJCWPAC:Skipjack_tuna"
"3262","SKJCWPAC",2006,"Skipjack tuna","Katsuwonus pelamis",1487217,1408592.48779708,"SKJCWPAC:Skipjack_tuna"
"3263","SKJCWPAC",2007,"Skipjack tuna","Katsuwonus pelamis",1611968,1580470.65264729,"SKJCWPAC:Skipjack_tuna"
"3264","SKJCWPAC",2008,"Skipjack tuna","Katsuwonus pelamis",1613901,1586636.78033392,"SKJCWPAC:Skipjack_tuna"
"3265","SKJCWPAC",2009,"Skipjack tuna","Katsuwonus pelamis",1756628,1704445.33286987,"SKJCWPAC:Skipjack_tuna"
"3266","SKJCWPAC",2010,"Skipjack tuna","Katsuwonus pelamis",1680092,1616526.76514508,"SKJCWPAC:Skipjack_tuna"
"3267","SKJEATL",1950,"Skipjack tuna","Katsuwonus pelamis",704,4397.86139377829,"SKJEATL:Skipjack_tuna"
"3268","SKJEATL",1951,"Skipjack tuna","Katsuwonus pelamis",459,4051.91953177135,"SKJEATL:Skipjack_tuna"
"3269","SKJEATL",1952,"Skipjack tuna","Katsuwonus pelamis",581,5499.00674027471,"SKJEATL:Skipjack_tuna"
"3270","SKJEATL",1953,"Skipjack tuna","Katsuwonus pelamis",786,5876.9447414588,"SKJEATL:Skipjack_tuna"
"3271","SKJEATL",1954,"Skipjack tuna","Katsuwonus pelamis",720,5632.83535284821,"SKJEATL:Skipjack_tuna"
"3272","SKJEATL",1955,"Skipjack tuna","Katsuwonus pelamis",1192,6094.18829940556,"SKJEATL:Skipjack_tuna"
"3273","SKJEATL",1956,"Skipjack tuna","Katsuwonus pelamis",1152,6328.70236181623,"SKJEATL:Skipjack_tuna"
"3274","SKJEATL",1957,"Skipjack tuna","Katsuwonus pelamis",176,5606.75883007199,"SKJEATL:Skipjack_tuna"
"3275","SKJEATL",1958,"Skipjack tuna","Katsuwonus pelamis",458,5599.41261390516,"SKJEATL:Skipjack_tuna"
"3276","SKJEATL",1959,"Skipjack tuna","Katsuwonus pelamis",426,5784.50854550956,"SKJEATL:Skipjack_tuna"
"3277","SKJEATL",1960,"Skipjack tuna","Katsuwonus pelamis",1171,8057.90817370857,"SKJEATL:Skipjack_tuna"
"3278","SKJEATL",1961,"Skipjack tuna","Katsuwonus pelamis",2577,9430.23553828963,"SKJEATL:Skipjack_tuna"
"3279","SKJEATL",1962,"Skipjack tuna","Katsuwonus pelamis",9272,14550.2608874466,"SKJEATL:Skipjack_tuna"
"3280","SKJEATL",1963,"Skipjack tuna","Katsuwonus pelamis",16069,21108.5505197595,"SKJEATL:Skipjack_tuna"
"3281","SKJEATL",1964,"Skipjack tuna","Katsuwonus pelamis",13749,17301.0079293566,"SKJEATL:Skipjack_tuna"
"3282","SKJEATL",1965,"Skipjack tuna","Katsuwonus pelamis",22536,24319.0326001105,"SKJEATL:Skipjack_tuna"
"3283","SKJEATL",1966,"Skipjack tuna","Katsuwonus pelamis",21042,20473.4079819377,"SKJEATL:Skipjack_tuna"
"3284","SKJEATL",1967,"Skipjack tuna","Katsuwonus pelamis",21568.93,27250.4036137165,"SKJEATL:Skipjack_tuna"
"3285","SKJEATL",1968,"Skipjack tuna","Katsuwonus pelamis",45730.85,52753.3491575141,"SKJEATL:Skipjack_tuna"
"3286","SKJEATL",1969,"Skipjack tuna","Katsuwonus pelamis",27452.77,32568.5658624203,"SKJEATL:Skipjack_tuna"
"3287","SKJEATL",1970,"Skipjack tuna","Katsuwonus pelamis",47777.61,50751.3599309929,"SKJEATL:Skipjack_tuna"
"3288","SKJEATL",1971,"Skipjack tuna","Katsuwonus pelamis",76447.89,80557.386166287,"SKJEATL:Skipjack_tuna"
"3289","SKJEATL",1972,"Skipjack tuna","Katsuwonus pelamis",74390.54,82475.7699099576,"SKJEATL:Skipjack_tuna"
"3290","SKJEATL",1973,"Skipjack tuna","Katsuwonus pelamis",75491.8,81245.8116221692,"SKJEATL:Skipjack_tuna"
"3291","SKJEATL",1974,"Skipjack tuna","Katsuwonus pelamis",113793.74,122154.606765775,"SKJEATL:Skipjack_tuna"
"3292","SKJEATL",1975,"Skipjack tuna","Katsuwonus pelamis",52464.79,56167.3861376096,"SKJEATL:Skipjack_tuna"
"3293","SKJEATL",1976,"Skipjack tuna","Katsuwonus pelamis",65571.05,69629.2282577725,"SKJEATL:Skipjack_tuna"
"3294","SKJEATL",1977,"Skipjack tuna","Katsuwonus pelamis",107221.23,112598.904200439,"SKJEATL:Skipjack_tuna"
"3295","SKJEATL",1978,"Skipjack tuna","Katsuwonus pelamis",100910.08,109068.705336738,"SKJEATL:Skipjack_tuna"
"3296","SKJEATL",1979,"Skipjack tuna","Katsuwonus pelamis",83125.55,91630.0148599479,"SKJEATL:Skipjack_tuna"
"3297","SKJEATL",1980,"Skipjack tuna","Katsuwonus pelamis",98780.84,114952.842856865,"SKJEATL:Skipjack_tuna"
"3298","SKJEATL",1981,"Skipjack tuna","Katsuwonus pelamis",109563.08,123036.965668241,"SKJEATL:Skipjack_tuna"
"3299","SKJEATL",1982,"Skipjack tuna","Katsuwonus pelamis",124087.31,114189.798538362,"SKJEATL:Skipjack_tuna"
"3300","SKJEATL",1983,"Skipjack tuna","Katsuwonus pelamis",105443.53,84961.5028038329,"SKJEATL:Skipjack_tuna"
"3301","SKJEATL",1984,"Skipjack tuna","Katsuwonus pelamis",91780,90650.0048706008,"SKJEATL:Skipjack_tuna"
"3302","SKJEATL",1985,"Skipjack tuna","Katsuwonus pelamis",78798.5,78316.490115223,"SKJEATL:Skipjack_tuna"
"3303","SKJEATL",1986,"Skipjack tuna","Katsuwonus pelamis",90711,90663.2876442732,"SKJEATL:Skipjack_tuna"
"3304","SKJEATL",1987,"Skipjack tuna","Katsuwonus pelamis",95052,89671.858654934,"SKJEATL:Skipjack_tuna"
"3305","SKJEATL",1988,"Skipjack tuna","Katsuwonus pelamis",121060,134024.522939349,"SKJEATL:Skipjack_tuna"
"3306","SKJEATL",1989,"Skipjack tuna","Katsuwonus pelamis",94037,106509.633599822,"SKJEATL:Skipjack_tuna"
"3307","SKJEATL",1990,"Skipjack tuna","Katsuwonus pelamis",118361,104807.335150165,"SKJEATL:Skipjack_tuna"
"3308","SKJEATL",1991,"Skipjack tuna","Katsuwonus pelamis",186330,192570.770398908,"SKJEATL:Skipjack_tuna"
"3309","SKJEATL",1992,"Skipjack tuna","Katsuwonus pelamis",140554,145872.960264853,"SKJEATL:Skipjack_tuna"
"3310","SKJEATL",1993,"Skipjack tuna","Katsuwonus pelamis",172462,174852.15456151,"SKJEATL:Skipjack_tuna"
"3311","SKJEATL",1994,"Skipjack tuna","Katsuwonus pelamis",155065,161005.957869013,"SKJEATL:Skipjack_tuna"
"3312","SKJEATL",1995,"Skipjack tuna","Katsuwonus pelamis",145479,152191.998083264,"SKJEATL:Skipjack_tuna"
"3313","SKJEATL",1996,"Skipjack tuna","Katsuwonus pelamis",126557,137130.362452022,"SKJEATL:Skipjack_tuna"
"3314","SKJEATL",1997,"Skipjack tuna","Katsuwonus pelamis",114367,116922.737789665,"SKJEATL:Skipjack_tuna"
"3315","SKJEATL",1998,"Skipjack tuna","Katsuwonus pelamis",122436,132401.119619286,"SKJEATL:Skipjack_tuna"
"3316","SKJEATL",1999,"Skipjack tuna","Katsuwonus pelamis",139079,155955.58637528,"SKJEATL:Skipjack_tuna"
"3317","SKJEATL",2000,"Skipjack tuna","Katsuwonus pelamis",119209,152156.649111792,"SKJEATL:Skipjack_tuna"
"3318","SKJEATL",2001,"Skipjack tuna","Katsuwonus pelamis",124204,135117.752835655,"SKJEATL:Skipjack_tuna"
"3319","SKJEATL",2002,"Skipjack tuna","Katsuwonus pelamis",95145,102021.00378685,"SKJEATL:Skipjack_tuna"
"3320","SKJEATL",2003,"Skipjack tuna","Katsuwonus pelamis",120412,130577.085857146,"SKJEATL:Skipjack_tuna"
"3321","SKJEATL",2004,"Skipjack tuna","Katsuwonus pelamis",131085,155018.636083568,"SKJEATL:Skipjack_tuna"
"3322","SKJEATL",2005,"Skipjack tuna","Katsuwonus pelamis",133596,149682.733753582,"SKJEATL:Skipjack_tuna"
"3323","SKJEATL",2006,"Skipjack tuna","Katsuwonus pelamis",115501,116178.257225841,"SKJEATL:Skipjack_tuna"
"3324","SKJEATL",2007,"Skipjack tuna","Katsuwonus pelamis",113580,116971.234408583,"SKJEATL:Skipjack_tuna"
"3325","SKJEATL",2008,"Skipjack tuna","Katsuwonus pelamis",121025,125868.02707947,"SKJEATL:Skipjack_tuna"
"3326","SKJEATL",2009,"Skipjack tuna","Katsuwonus pelamis",122876,129446.173485898,"SKJEATL:Skipjack_tuna"
"3327","SKJEATL",2010,"Skipjack tuna","Katsuwonus pelamis",164249,170469.582935714,"SKJEATL:Skipjack_tuna"
"3328","SKJWATL",1952,"Skipjack tuna","Katsuwonus pelamis",1229,1992.42372224159,"SKJWATL:Skipjack_tuna"
"3329","SKJWATL",1953,"Skipjack tuna","Katsuwonus pelamis",1281,277.217242174802,"SKJWATL:Skipjack_tuna"
"3330","SKJWATL",1954,"Skipjack tuna","Katsuwonus pelamis",1370,360.560992997001,"SKJWATL:Skipjack_tuna"
"3331","SKJWATL",1955,"Skipjack tuna","Katsuwonus pelamis",1396,304.066298495196,"SKJWATL:Skipjack_tuna"
"3332","SKJWATL",1956,"Skipjack tuna","Katsuwonus pelamis",1503,349.083182923941,"SKJWATL:Skipjack_tuna"
"3333","SKJWATL",1957,"Skipjack tuna","Katsuwonus pelamis",1955,384.649230020883,"SKJWATL:Skipjack_tuna"
"3334","SKJWATL",1958,"Skipjack tuna","Katsuwonus pelamis",1650,336.751345925352,"SKJWATL:Skipjack_tuna"
"3335","SKJWATL",1959,"Skipjack tuna","Katsuwonus pelamis",1830,387.095883765496,"SKJWATL:Skipjack_tuna"
"3336","SKJWATL",1960,"Skipjack tuna","Katsuwonus pelamis",3263,499.449325214936,"SKJWATL:Skipjack_tuna"
"3337","SKJWATL",1961,"Skipjack tuna","Katsuwonus pelamis",3295,1108.79969733871,"SKJWATL:Skipjack_tuna"
"3338","SKJWATL",1962,"Skipjack tuna","Katsuwonus pelamis",2012,5553.69315880115,"SKJWATL:Skipjack_tuna"
"3339","SKJWATL",1963,"Skipjack tuna","Katsuwonus pelamis",3963,4858.59140885181,"SKJWATL:Skipjack_tuna"
"3340","SKJWATL",1964,"Skipjack tuna","Katsuwonus pelamis",5051,6672.95497826495,"SKJWATL:Skipjack_tuna"
"3341","SKJWATL",1965,"Skipjack tuna","Katsuwonus pelamis",1545,4270.68654527324,"SKJWATL:Skipjack_tuna"
"3342","SKJWATL",1966,"Skipjack tuna","Katsuwonus pelamis",1791,8731.22667299885,"SKJWATL:Skipjack_tuna"
"3343","SKJWATL",1967,"Skipjack tuna","Katsuwonus pelamis",2790.07,951.789318608993,"SKJWATL:Skipjack_tuna"
"3344","SKJWATL",1968,"Skipjack tuna","Katsuwonus pelamis",2644.15,1098.16331712506,"SKJWATL:Skipjack_tuna"
"3345","SKJWATL",1969,"Skipjack tuna","Katsuwonus pelamis",1858.23,1129.23097586064,"SKJWATL:Skipjack_tuna"
"3346","SKJWATL",1970,"Skipjack tuna","Katsuwonus pelamis",2477.39,1926.4642484323,"SKJWATL:Skipjack_tuna"
"3347","SKJWATL",1971,"Skipjack tuna","Katsuwonus pelamis",1990.11,3873.11058812246,"SKJWATL:Skipjack_tuna"
"3348","SKJWATL",1972,"Skipjack tuna","Katsuwonus pelamis",2960.46,2230.75872558926,"SKJWATL:Skipjack_tuna"
"3349","SKJWATL",1973,"Skipjack tuna","Katsuwonus pelamis",2899.3,4758.21845589787,"SKJWATL:Skipjack_tuna"
"3350","SKJWATL",1974,"Skipjack tuna","Katsuwonus pelamis",3503.26,3074.63654544017,"SKJWATL:Skipjack_tuna"
"3351","SKJWATL",1975,"Skipjack tuna","Katsuwonus pelamis",3562.21,3651.61222269333,"SKJWATL:Skipjack_tuna"
"3352","SKJWATL",1976,"Skipjack tuna","Katsuwonus pelamis",3773.95,4719.28889842244,"SKJWATL:Skipjack_tuna"
"3353","SKJWATL",1977,"Skipjack tuna","Katsuwonus pelamis",3355.77,5681.52967793858,"SKJWATL:Skipjack_tuna"
"3354","SKJWATL",1978,"Skipjack tuna","Katsuwonus pelamis",7204.93,12629.0886673257,"SKJWATL:Skipjack_tuna"
"3355","SKJWATL",1979,"Skipjack tuna","Katsuwonus pelamis",6570.45,8191.59574316305,"SKJWATL:Skipjack_tuna"
"3356","SKJWATL",1980,"Skipjack tuna","Katsuwonus pelamis",12392.26,4727.03276133993,"SKJWATL:Skipjack_tuna"
"3357","SKJWATL",1981,"Skipjack tuna","Katsuwonus pelamis",23092.45,16738.7962704941,"SKJWATL:Skipjack_tuna"
"3358","SKJWATL",1982,"Skipjack tuna","Katsuwonus pelamis",32526.79,52265.3024869872,"SKJWATL:Skipjack_tuna"
"3359","SKJWATL",1983,"Skipjack tuna","Katsuwonus pelamis",32014.64,57880.6726049928,"SKJWATL:Skipjack_tuna"
"3360","SKJWATL",1984,"Skipjack tuna","Katsuwonus pelamis",35596,42564.8674122708,"SKJWATL:Skipjack_tuna"
"3361","SKJWATL",1985,"Skipjack tuna","Katsuwonus pelamis",40272.31,49663.9820147429,"SKJWATL:Skipjack_tuna"
"3362","SKJWATL",1986,"Skipjack tuna","Katsuwonus pelamis",32151,44133.9421195314,"SKJWATL:Skipjack_tuna"
"3363","SKJWATL",1987,"Skipjack tuna","Katsuwonus pelamis",24164,40803.7112961192,"SKJWATL:Skipjack_tuna"
"3364","SKJWATL",1988,"Skipjack tuna","Katsuwonus pelamis",23736,24992.1612307681,"SKJWATL:Skipjack_tuna"
"3365","SKJWATL",1989,"Skipjack tuna","Katsuwonus pelamis",26382,31421.7079811411,"SKJWATL:Skipjack_tuna"
"3366","SKJWATL",1990,"Skipjack tuna","Katsuwonus pelamis",26110,53160.0240559801,"SKJWATL:Skipjack_tuna"
"3367","SKJWATL",1991,"Skipjack tuna","Katsuwonus pelamis",33404,36162.0702704591,"SKJWATL:Skipjack_tuna"
"3368","SKJWATL",1992,"Skipjack tuna","Katsuwonus pelamis",30155,34591.1474624368,"SKJWATL:Skipjack_tuna"
"3369","SKJWATL",1993,"Skipjack tuna","Katsuwonus pelamis",33221,37594.5357158017,"SKJWATL:Skipjack_tuna"
"3370","SKJWATL",1994,"Skipjack tuna","Katsuwonus pelamis",29949,32343.8175517333,"SKJWATL:Skipjack_tuna"
"3371","SKJWATL",1995,"Skipjack tuna","Katsuwonus pelamis",21860,23964.9012069783,"SKJWATL:Skipjack_tuna"
"3372","SKJWATL",1996,"Skipjack tuna","Katsuwonus pelamis",27562,36512.2530264444,"SKJWATL:Skipjack_tuna"
"3373","SKJWATL",1997,"Skipjack tuna","Katsuwonus pelamis",31712,39293.5564198577,"SKJWATL:Skipjack_tuna"
"3374","SKJWATL",1998,"Skipjack tuna","Katsuwonus pelamis",29087,36926.3020808892,"SKJWATL:Skipjack_tuna"
"3375","SKJWATL",1999,"Skipjack tuna","Katsuwonus pelamis",27356,30943.1403110719,"SKJWATL:Skipjack_tuna"
"3376","SKJWATL",2000,"Skipjack tuna","Katsuwonus pelamis",29307,8074.47964006519,"SKJWATL:Skipjack_tuna"
"3377","SKJWATL",2001,"Skipjack tuna","Katsuwonus pelamis",31486,40403.1208724233,"SKJWATL:Skipjack_tuna"
"3378","SKJWATL",2002,"Skipjack tuna","Katsuwonus pelamis",21600,26014.0820755112,"SKJWATL:Skipjack_tuna"
"3379","SKJWATL",2003,"Skipjack tuna","Katsuwonus pelamis",24749,29007.3440247929,"SKJWATL:Skipjack_tuna"
"3380","SKJWATL",2004,"Skipjack tuna","Katsuwonus pelamis",27461,31449.5277798902,"SKJWATL:Skipjack_tuna"
"3381","SKJWATL",2005,"Skipjack tuna","Katsuwonus pelamis",28517,30489.2750095277,"SKJWATL:Skipjack_tuna"
"3382","SKJWATL",2006,"Skipjack tuna","Katsuwonus pelamis",26453,29902.0831092682,"SKJWATL:Skipjack_tuna"
"3383","SKJWATL",2007,"Skipjack tuna","Katsuwonus pelamis",25443,27259.1909935425,"SKJWATL:Skipjack_tuna"
"3384","SKJWATL",2008,"Skipjack tuna","Katsuwonus pelamis",22022,26497.2896675187,"SKJWATL:Skipjack_tuna"
"3385","SKJWATL",2009,"Skipjack tuna","Katsuwonus pelamis",25771,32032.9475922818,"SKJWATL:Skipjack_tuna"
"3386","SKJWATL",2010,"Skipjack tuna","Katsuwonus pelamis",18140,28356.3190997935,"SKJWATL:Skipjack_tuna"
"3387","SNOSESHARATL",1950,"Atlantic sharpnose shark","Rhizoprionodon terraenovae",0,1825.42008049299,"SNOSESHARATL:Atlantic_sharpnose_shark"
"3388","SNOSESHARATL",1951,"Atlantic sharpnose shark","Rhizoprionodon terraenovae",0,2098.20403674,"SNOSESHARATL:Atlantic_sharpnose_shark"
"3389","SNOSESHARATL",1952,"Atlantic sharpnose shark","Rhizoprionodon terraenovae",0,2116.200077497,"SNOSESHARATL:Atlantic_sharpnose_shark"
"3390","SNOSESHARATL",1953,"Atlantic sharpnose shark","Rhizoprionodon terraenovae",0,2441.842524944,"SNOSESHARATL:Atlantic_sharpnose_shark"
"3391","SNOSESHARATL",1954,"Atlantic sharpnose shark","Rhizoprionodon terraenovae",0,2505.4843608,"SNOSESHARATL:Atlantic_sharpnose_shark"
"3392","SNOSESHARATL",1955,"Atlantic sharpnose shark","Rhizoprionodon terraenovae",0,2283.816032047,"SNOSESHARATL:Atlantic_sharpnose_shark"
"3393","SNOSESHARATL",1956,"Atlantic sharpnose shark","Rhizoprionodon terraenovae",0,2080.759917891,"SNOSESHARATL:Atlantic_sharpnose_shark"
"3394","SNOSESHARATL",1957,"Atlantic sharpnose shark","Rhizoprionodon terraenovae",0,1894.155263433,"SNOSESHARATL:Atlantic_sharpnose_shark"
"3395","SNOSESHARATL",1958,"Atlantic sharpnose shark","Rhizoprionodon terraenovae",0,1867.636868481,"SNOSESHARATL:Atlantic_sharpnose_shark"
"3396","SNOSESHARATL",1959,"Atlantic sharpnose shark","Rhizoprionodon terraenovae",0,2092.359155029,"SNOSESHARATL:Atlantic_sharpnose_shark"
"3397","SNOSESHARATL",1960,"Atlantic sharpnose shark","Rhizoprionodon terraenovae",0,2266.304018267,"SNOSESHARATL:Atlantic_sharpnose_shark"
"3398","SNOSESHARATL",1961,"Atlantic sharpnose shark","Rhizoprionodon terraenovae",0,1483.971497399,"SNOSESHARATL:Atlantic_sharpnose_shark"
"3399","SNOSESHARATL",1962,"Atlantic sharpnose shark","Rhizoprionodon terraenovae",0,1109.66557043,"SNOSESHARATL:Atlantic_sharpnose_shark"
"3400","SNOSESHARATL",1963,"Atlantic sharpnose shark","Rhizoprionodon terraenovae",0,1311.937853362,"SNOSESHARATL:Atlantic_sharpnose_shark"
"3401","SNOSESHARATL",1964,"Atlantic sharpnose shark","Rhizoprionodon terraenovae",0,1369.800715394,"SNOSESHARATL:Atlantic_sharpnose_shark"
"3402","SNOSESHARATL",1965,"Atlantic sharpnose shark","Rhizoprionodon terraenovae",0,1214.299645126,"SNOSESHARATL:Atlantic_sharpnose_shark"
"3403","SNOSESHARATL",1966,"Atlantic sharpnose shark","Rhizoprionodon terraenovae",0,991.767832597,"SNOSESHARATL:Atlantic_sharpnose_shark"
"3404","SNOSESHARATL",1967,"Atlantic sharpnose shark","Rhizoprionodon terraenovae",0,856.416948869,"SNOSESHARATL:Atlantic_sharpnose_shark"
"3405","SNOSESHARATL",1968,"Atlantic sharpnose shark","Rhizoprionodon terraenovae",0,1040.932110341,"SNOSESHARATL:Atlantic_sharpnose_shark"
"3406","SNOSESHARATL",1969,"Atlantic sharpnose shark","Rhizoprionodon terraenovae",0,1234.271491002,"SNOSESHARATL:Atlantic_sharpnose_shark"
"3407","SNOSESHARATL",1970,"Atlantic sharpnose shark","Rhizoprionodon terraenovae",0,1202.359393274,"SNOSESHARATL:Atlantic_sharpnose_shark"
"3408","SNOSESHARATL",1971,"Atlantic sharpnose shark","Rhizoprionodon terraenovae",0,1210.31663511,"SNOSESHARATL:Atlantic_sharpnose_shark"
"3409","SNOSESHARATL",1972,"Atlantic sharpnose shark","Rhizoprionodon terraenovae",0,2161.782460937,"SNOSESHARATL:Atlantic_sharpnose_shark"
"3410","SNOSESHARATL",1973,"Atlantic sharpnose shark","Rhizoprionodon terraenovae",0,1813.477716363,"SNOSESHARATL:Atlantic_sharpnose_shark"
"3411","SNOSESHARATL",1974,"Atlantic sharpnose shark","Rhizoprionodon terraenovae",0,1535.734590589,"SNOSESHARATL:Atlantic_sharpnose_shark"
"3412","SNOSESHARATL",1975,"Atlantic sharpnose shark","Rhizoprionodon terraenovae",0,1833.791198715,"SNOSESHARATL:Atlantic_sharpnose_shark"
"3413","SNOSESHARATL",1976,"Atlantic sharpnose shark","Rhizoprionodon terraenovae",0,2007.760991947,"SNOSESHARATL:Atlantic_sharpnose_shark"
"3414","SNOSESHARATL",1977,"Atlantic sharpnose shark","Rhizoprionodon terraenovae",0,1306.975901889,"SNOSESHARATL:Atlantic_sharpnose_shark"
"3415","SNOSESHARATL",1978,"Atlantic sharpnose shark","Rhizoprionodon terraenovae",0,1727.285218184,"SNOSESHARATL:Atlantic_sharpnose_shark"
"3416","SNOSESHARATL",1979,"Atlantic sharpnose shark","Rhizoprionodon terraenovae",0,1621.49514529,"SNOSESHARATL:Atlantic_sharpnose_shark"
"3417","SNOSESHARATL",1980,"Atlantic sharpnose shark","Rhizoprionodon terraenovae",0,1722.630169952,"SNOSESHARATL:Atlantic_sharpnose_shark"
