"am_sid","iucn_sid","sciname","parent_sid","subpop_sid","spp_group","category","trend"
"SLB-100581",192786,"Conus arenatus",NA,NA,"CONUS","LC","Unknown"
"SLB-100585",192815,"Conus auricomus",NA,NA,"CONUS","LC","Unknown"
"SLB-100589",192297,"Conus bullatus",NA,NA,"CONUS","LC","Unknown"
"SLB-100590",192367,"Conus catus",NA,NA,"CONUS","LC","Unknown"
"SLB-100596",192793,"Conus cylindraceus",NA,NA,"CONUS","LC","Unknown"
"SLB-100599",192305,"Conus distans",NA,NA,"CONUS","LC","Unknown"
"SLB-100602",192611,"Conus ebraeus",NA,NA,"CONUS","LC","Unknown"
"SLB-100604",192700,"Conus eburneus",NA,NA,"CONUS","LC","Unknown"
"SLB-100609",192419,"Conus frigidus",NA,NA,"CONUS","LC","Unknown"
"SLB-100612",192789,"Conus tulipa",NA,NA,"CONUS","LC","Unknown"
"SLB-100613",192586,"Conus terebra",NA,NA,"CONUS","LC","Unknown"
"SLB-100614",192648,"Conus tenuistriatus",NA,NA,"CONUS","LC","Unknown"
"SLB-100615",192321,"Conus striatus",NA,NA,"CONUS","LC","Stable"
"SLB-100617",192296,"Conus sanguinolentus",NA,NA,"CONUS","LC","Unknown"
"SLB-100617",192370,"Conus sanguinolentus",NA,NA,"CONUS","LC","Unknown"
"SLB-100618",192428,"Conus rattus",NA,NA,"CONUS","LC","Unknown"
"SLB-100619",192506,"Conus pulicarius",NA,NA,"CONUS","LC",NA
"SLB-100620",192879,"Conus pertusus",NA,NA,"CONUS","LC","Unknown"
"SLB-100621",192819,"Conus omaria",NA,NA,"CONUS","LC","Unknown"
"SLB-100622",192318,"Conus nussatella",NA,NA,"CONUS","LC","Unknown"
"SLB-100624",192356,"Conus mustelinus",NA,NA,"CONUS","LC","Unknown"
"SLB-100625",192796,"Conus musicus",NA,NA,"CONUS","LC","Unknown"
"SLB-100626",192327,"Conus muriculatus",NA,NA,"CONUS","LC","Unknown"
"SLB-100627",192564,"Conus moreleti",NA,NA,"CONUS","LC","Unknown"
"SLB-100628",192590,"Conus miliaris",NA,NA,"CONUS","LC","Unknown"
"SLB-100629",192634,"Conus miles",NA,NA,"CONUS","LC","Unknown"
"SLB-100630",192573,"Conus magnificus",NA,NA,"CONUS","LC","Unknown"
"SLB-100632",192378,"Conus litoglyphus",NA,NA,"CONUS","LC","Unknown"
"SLB-100633",192843,"Conus legatus",NA,NA,"CONUS","LC","Unknown"
"SLB-100635",192593,"Conus imperialis",NA,NA,"CONUS","LC","Unknown"
"SLB-100637",192722,"Conus glans",NA,NA,"CONUS","LC","Unknown"
"SLB-100638",192772,"Conus geographus",NA,NA,"CONUS","LC","Unknown"
"SLB-100640",192342,"Conus emaciatus",NA,NA,"CONUS","LC","Unknown"
"SLB-100643",192847,"Conus consors",NA,NA,"CONUS","LC","Unknown"
"SLB-100646",192754,"Conus coffeae",NA,NA,"CONUS","LC","Unknown"
"SLB-100647",192328,"Conus coelinae",NA,NA,"CONUS","LC","Unknown"
"SLB-100649",192737,"Conus canonicus",NA,NA,"CONUS","LC","Unknown"
"SLB-100652",192507,"Conus capitaneus",NA,NA,"CONUS","LC","Unknown"
"SLB-100653",192374,"Conus boeticus",NA,NA,"CONUS","LC","Unknown"
"SLB-100654",192383,"Conus ammiralis",NA,NA,"CONUS","LC","Unknown"
"SLB-100657",192563,"Conus aulicus",NA,NA,"CONUS","LC","Unknown"
"SLB-100658",192413,"Conus aureus",NA,NA,"CONUS","LC","Unknown"
"SLB-100659",192849,"Conus balteatus",NA,NA,"CONUS","LC","Unknown"
"SLB-100671",192853,"Conus virgo",NA,NA,"CONUS","LC","Unknown"
"SLB-100934",192831,"Conus centurio",NA,NA,"CONUS","LC","Unknown"
"SLB-103760",192727,"Conus achatinus",NA,NA,"CONUS","LC","Unknown"
"SLB-103788",192420,"Conus biliosus",NA,NA,"CONUS","LC","Unknown"
"SLB-103799",192304,"Conus capitanellus",NA,NA,"CONUS","LC","Unknown"
"SLB-103800",192820,"Conus caracteristicus",NA,NA,"CONUS","LC","Unknown"
"SLB-103806",192708,"Conus cinereus",NA,NA,"CONUS","LC","Unknown"
"SLB-103811",192829,"Conus circumcisus",NA,NA,"CONUS","LC","Unknown"
"SLB-103816",192393,"Conus coccineus",NA,NA,"CONUS","LC","Unknown"
"URM-Cn-5757",133371,"Fungia distorta",NA,NA,"CORAL2","LC","Stable"
"SLB-117483",133495,"Galaxea horrescens",NA,NA,"CORAL2","LC","Unknown"
"SLB-117490",133097,"Pocillopora danae",NA,NA,"CORAL2","VU","Unknown"
"SLB-117497",133002,"Seriatopora stellata",NA,NA,"CORAL2","NT","Stable"
"SLB-117551",133530,"Stylophora subseriata",NA,NA,"CORAL2","LC","Unknown"
"SLB-118089",192269,"Conus lischkeanus",NA,NA,"CONUS","LC","Unknown"
"Hol-210901",180525,"Holothuria pervicax",NA,NA,"SEACUCUMBERS","LC","Unknown"
"SLB-118698",192549,"Conus magus",NA,NA,"CONUS","LC","Unknown"
"SLB-118698",192794,"Conus magus",NA,NA,"CONUS","LC","Unknown"
"SLB-118879",192399,"Conus monachus",NA,NA,"CONUS","LC","Unknown"
"SLB-118879",192727,"Conus monachus",NA,NA,"CONUS","LC","Unknown"
"SLB-118880",192686,"Conus parius",NA,NA,"CONUS","LC","Unknown"
"SLB-118881",192811,"Conus planorbis",NA,NA,"CONUS","LC","Unknown"
"SLB-118910",192647,"Conus spectrum",NA,NA,"CONUS","LC","Unknown"
"SLB-158372",192786,"Conus stercusmuscarum",NA,NA,"CONUS","LC","Unknown"
"SLB-118937",192692,"Conus viola",NA,NA,"CONUS","LC","Unknown"
"SLB-155564",185066,"Polycheles coccifer",NA,NA,"LOBSTERS","LC","Unknown"
"SLB-158789",133217,"Meandrina danae",NA,NA,"CORAL2","LC","Stable"
"SLB-158796",133543,"Porites brighami",NA,NA,"CORAL2","LC","Unknown"
"SLB-158799",133584,"Porites divaricata",NA,NA,"CORAL2","LC","Stable"
"SLB-158820",133045,"Pocillopora ligulata",NA,NA,"CORAL2","LC","Unknown"
"Hol-148752",180246,"Holothuria difficilis",NA,NA,"SEACUCUMBERS","LC","Unknown"
"Hol-210846",180504,"Holothuria cinerascens",NA,NA,"SEACUCUMBERS","LC","Stable"
"Kew-308879",173346,"Thalassia testudinum",NA,NA,"SEAGRASSES","LC","Stable"
"Kew-288211",173378,"Syringodium filiforme",NA,NA,"SEAGRASSES","LC","Stable"
"Kew-308065",173372,"Halodule wrightii",NA,NA,"SEAGRASSES","LC","Increasing"
"ITS-32137",178811,"Avicennia germinans",NA,NA,"MANGROVES","LC","Decreasing"
"SLB-173556",185064,"Stereomastis auriculata",NA,NA,"LOBSTERS","LC","Unknown"
"SLB-173558",185083,"Polycheles baccatus",NA,NA,"LOBSTERS","LC","Unknown"
"SLB-173560",185069,"Stereomastis galil",NA,NA,"LOBSTERS","LC","Unknown"
"Hol-210893",180286,"Holothuria pardalis",NA,NA,"SEACUCUMBERS","LC","Unknown"
"SLB-184797",185091,"Pentacheles obscurus",NA,NA,"LOBSTERS","LC","Unknown"
"SLB-184959",169978,"Scammarctus batei",NA,NA,"LOBSTERS","LC","Unknown"
"Hol-210873",180494,"Holothuria fuscocinerea",NA,NA,"SEACUCUMBERS","LC","Unknown"
"Kew-308072",173352,"Halophila decipiens",NA,NA,"SEAGRASSES","LC","Stable"
"Kew-308804",164508,"Ruppia maritima",NA,NA,"SEAGRASSES","LC","Stable"
"Fis-10516",48342166,"Aspidontus tractus",NA,NA,"COMBTOOTHBLENNIES","LC","Stable"
"Fis-10657",187559,"Thalassoma hardwicke",NA,NA,"WRASSES","LC","Unknown"
"Fis-112193",190741,"Chlorurus troschelii",NA,NA,"PARROTFISH","LC","Unknown"
"Fis-112810",194855,"Parablennius rouxi",NA,NA,"COMBTOOTHBLENNIES","LC","Stable"
"Fis-113010",46079096,"Alticus kirkii",NA,NA,"COMBTOOTHBLENNIES","LC","Stable"
"Fis-113018",46079321,"Antennablennius variopunctatus",NA,NA,"COMBTOOTHBLENNIES","LC","Stable"
"Fis-113029",46079924,"Parablennius thysanius",NA,NA,"COMBTOOTHBLENNIES","LC","Stable"
"Fis-113043",18263684,"Petroscirtes ancylodon",NA,NA,"COMBTOOTHBLENNIES","LC","Stable"
"Fis-113684",183886,"Entomacrodus chiostictus",NA,NA,"COMBTOOTHBLENNIES","LC","Unknown"
"Fis-113731",154841,"Dotalabrus alleni",NA,NA,"WRASSES","LC","Unknown"
"Fis-113737",187535,"Notolabrus parilus",NA,NA,"WRASSES","LC","Unknown"
"Fis-113783",187633,"Notolabrus gymnogenis",NA,NA,"WRASSES","LC","Unknown"
"Fis-113792",187426,"Notolabrus tetricus",NA,NA,"WRASSES","LC","Stable"
"Fis-113829",187662,"Notolabrus celidotus",NA,NA,"WRASSES","LC","Unknown"
"Fis-113864",187566,"Notolabrus cinctus",NA,NA,"WRASSES","LC","Unknown"
"Fis-114122",187481,"Pseudolabrus miles",NA,NA,"WRASSES","LC","Unknown"
"Fis-114156",187519,"Pictilabrus laticlavius",NA,NA,"WRASSES","LC","Unknown"
"Fis-114240",187491,"Austrolabrus maculatus",NA,NA,"WRASSES","LC","Stable"
"Fis-115417",48342195,"Ecsenius fijiensis",NA,NA,"COMBTOOTHBLENNIES","LC","Stable"
"Fis-117893",185175,"Salaria pavo",NA,NA,"COMBTOOTHBLENNIES","LC","Stable"
"Fis-118267",196018,"Eptatretus carlhubbsi",NA,NA,"hagfishes","LC","Unknown"
"Fis-118500",183980,"Plagiotremus azaleus",NA,NA,"COMBTOOTHBLENNIES","LC","Stable"
"Fis-119162",187498,"Coris ballieui",NA,NA,"WRASSES","LC","Unknown"
"Fis-119366",190746,"Chlorurus oedema",NA,NA,"PARROTFISH","LC","Unknown"
"Fis-121729",190744,"Chlorurus bleekeri",NA,NA,"PARROTFISH","LC","Unknown"
"Fis-121730",190725,"Scarus xanthopleura",NA,NA,"PARROTFISH","LC","Unknown"
"Fis-123148",190699,"Chlorurus atrilunula",NA,NA,"PARROTFISH","LC","Unknown"
"Fis-123150",190692,"Chlorurus enneacanthus",NA,NA,"PARROTFISH","LC","Unknown"
"Fis-123151",190711,"Chlorurus bowersi",NA,NA,"PARROTFISH","NT","Unknown"
"Fis-123152",190762,"Chlorurus frontalis",NA,NA,"PARROTFISH","LC","Stable"
"Fis-123153",190718,"Chlorurus perspicillatus",NA,NA,"PARROTFISH","LC","Unknown"
"Fis-123736",170341,"Thunnus orientalis",NA,NA,"Tunas_and_billfishes2","VU","Decreasing"
"Fis-126019",187654,"Labrus viridis",NA,NA,"WRASSES","VU","Decreasing"
"Fis-127090",185149,"Hypleurochilus fissicornis",NA,NA,"COMBTOOTHBLENNIES","LC","Unknown"
"Fis-127171",193760,"Torquigener squamicauda",NA,NA,"PUFFERFISH","LC","Unknown"
"Fis-127179",193631,"Contusus brevicaudus",NA,NA,"PUFFERFISH","LC","Unknown"
"Fis-127185",193661,"Tetractenos glaber",NA,NA,"PUFFERFISH","LC","Unknown"
"Fis-127204",187506,"Bodianus frenchii",NA,NA,"WRASSES","NT","Decreasing"
"Fis-127206",187604,"Pteragogus enneacanthus",NA,NA,"WRASSES","LC","Unknown"
"Fis-128051",187640,"Coris cuvieri",NA,NA,"WRASSES","LC","Unknown"
"Fis-128246",154829,"Parablennius yatabei",NA,NA,"COMBTOOTHBLENNIES","LC","Stable"
"Fis-130735",187598,"Halichoeres bicolor",NA,NA,"WRASSES","LC","Unknown"
"Fis-130760",48342287,"Cirrisalarias bunares",NA,NA,"COMBTOOTHBLENNIES","LC","Stable"
"Fis-131626",196036,"Eptatretus multidens",NA,NA,"hagfishes","LC","Unknown"
"Fis-132769",187775,"Symphodus doderleini",NA,NA,"WRASSES","LC","Stable"
"Fis-133251",170357,"Scomber colias",NA,NA,"Tunas_and_billfishes1","LC","Unknown"
"Fis-133976",193803,"Omegophora cyanopunctata",NA,NA,"PUFFERFISH","LC","Unknown"
"Fis-133990",193784,"Tetractenos hamiltoni",NA,NA,"PUFFERFISH","LC","Unknown"
"Fis-134077",193623,"Canthigaster papua",NA,NA,"PUFFERFISH","LC","Unknown"
"Fis-134684",155314,"Pseudocheilinus ocellatus",NA,NA,"WRASSES","LC","Unknown"
"Fis-135733",132751,"Epinephelus coeruleopunctatus",NA,NA,"GROUPERS","LC","Unknown"
"Fis-136667",183460,"Abudefduf declivifrons",NA,NA,"DAMSELFISH","LC","Unknown"
"Fis-138052",170157,"Dentex spariformis",NA,NA,"SEABREAMS_PORGIES","LC","Unknown"
"Fis-138277",48342223,"Parablennius tasmanianus",NA,NA,"COMBTOOTHBLENNIES","LC","Stable"
"Fis-138530",183462,"Stegastes beebei",NA,NA,"DAMSELFISH","VU","Unknown"
"Fis-138631",165701,"Prognathodes falcifer",NA,NA,"BUTTERFLYFISH","LC","Unknown"
"Fis-138814",187478,"Halichoeres leucurus",NA,NA,"WRASSES","LC","Unknown"
"Fis-138816",155221,"Halichoeres papilionaceus",NA,NA,"WRASSES","LC","Unknown"
"Fis-138844",155108,"Omobranchus rotundiceps",NA,NA,"COMBTOOTHBLENNIES","LC","Stable"
"Fis-139086",48342502,"Parablennius intermedius",NA,NA,"COMBTOOTHBLENNIES","LC","Stable"
"Fis-139219",187409,"Ophthalmolepis lineolata",NA,NA,"WRASSES","LC","Unknown"
"Fis-139731",194856,"Salaria basilisca",NA,NA,"COMBTOOTHBLENNIES","LC","Unknown"
"Fis-139755",187730,"Stethojulis notialis",NA,NA,"WRASSES","LC","Unknown"
"Fis-140317",178018,"Ctenochaetus flavicauda",NA,NA,"SURGEONFISH_TANGS_UNICORNFISH","LC","Unknown"
"Fis-142138",187600,"Halichoeres nigrescens",NA,NA,"WRASSES","LC","Unknown"
"Fis-142714",48342168,"Omobranchus obliquus",NA,NA,"COMBTOOTHBLENNIES","LC","Stable"
"Fis-143216",165871,"Centropyge bispinosa",NA,NA,"ANGELFISH","LC","Stable"
"Fis-143219",165849,"Centropyge ferrugata",NA,NA,"ANGELFISH","LC","Stable"
"Fis-143220",165878,"Centropyge flavissima",NA,NA,"ANGELFISH","LC","Stable"
"Fis-143223",165900,"Centropyge venusta",NA,NA,"ANGELFISH","LC","Stable"
"Fis-143281",190702,"Scarus fuscocaudalis",NA,NA,"PARROTFISH","LC","Unknown"
"Fis-143889",178024,"Zebrasoma desjardinii",NA,NA,"SURGEONFISH_TANGS_UNICORNFISH","LC","Stable"
"Fis-145088",187766,"Halichoeres kallochroma",NA,NA,"WRASSES","LC","Unknown"
"Fis-145135",190732,"Scarus iseri",NA,NA,"PARROTFISH","LC","Unknown"
"Fis-145166",177958,"Ctenochaetus cyanocheilus",NA,NA,"SURGEONFISH_TANGS_UNICORNFISH","LC","Stable"
"Fis-145167",177992,"Ctenochaetus truncatus",NA,NA,"SURGEONFISH_TANGS_UNICORNFISH","LC","Unknown"
"Fis-145444",48342171,"Omobranchus germaini",NA,NA,"COMBTOOTHBLENNIES","LC","Stable"
"Fis-145453",48342217,"Praealticus bilineatus",NA,NA,"COMBTOOTHBLENNIES","LC","Stable"
"Fis-145458",48342427,"Atrosalarias hosokawai",NA,NA,"COMBTOOTHBLENNIES","LC","Stable"
"Fis-145465",48342289,"Praealticus striatus",NA,NA,"COMBTOOTHBLENNIES","LC","Stable"
"Fis-145583",187720,"Choerodon sugillatum",NA,NA,"WRASSES","LC","Unknown"
"Fis-145609",187753,"Bodianus trilineatus",NA,NA,"WRASSES","LC","Unknown"
"Fis-146038",46104090,"Ophioblennius macclurei",NA,NA,"COMBTOOTHBLENNIES","LC","Unknown"
"Fis-146179",187411,"Iniistius pentadactylus",NA,NA,"WRASSES","LC","Unknown"
"Fis-146180",187395,"Iniistius aneitensis",NA,NA,"WRASSES","LC","Unknown"
"Fis-146181",187731,"Iniistius baldwini",NA,NA,"WRASSES","LC","Unknown"
"Fis-146727",178004,"Naso elegans",NA,NA,"SURGEONFISH_TANGS_UNICORNFISH","LC","Unknown"
"Fis-146734",177951,"Naso tonganus",NA,NA,"SURGEONFISH_TANGS_UNICORNFISH","LC","Stable"
"Fis-148569",165621,"Prognathodes aya",NA,NA,"BUTTERFLYFISH","LC","Unknown"
"Fis-148570",165646,"Prognathodes guyanensis",NA,NA,"BUTTERFLYFISH","LC","Unknown"
"Fis-148575",165627,"Prognathodes aculeatus",NA,NA,"BUTTERFLYFISH","LC","Stable"
"Fis-149111",187719,"Clepticus brasiliensis",NA,NA,"WRASSES","LC","Unknown"
"Fis-149118",187466,"Oxycheilinus digramma",NA,NA,"WRASSES","LC","Unknown"
"Fis-149158",187807,"Bodianus flavifrons",NA,NA,"WRASSES","LC","Unknown"
"Fis-150213",190172,"Canthigaster figueiredoi",NA,NA,"PUFFERFISH","LC","Unknown"
"Fis-150289",48342229,"Praealticus caesius",NA,NA,"COMBTOOTHBLENNIES","LC","Stable"
"Fis-150321",48342433,"Enchelyurus kraussii",NA,NA,"COMBTOOTHBLENNIES","LC","Stable"
"Fis-150326",48342505,"Nannosalarias nativitatis",NA,NA,"COMBTOOTHBLENNIES","LC","Stable"
"Fis-150883",183963,"Stegastes leucorus",NA,NA,"DAMSELFISH","VU","Unknown"
"Fis-151993",165684,"Chaetodon interruptus",NA,NA,"BUTTERFLYFISH","LC","Stable"
"Fis-152142",165852,"Paracentropyge multifasciata",NA,NA,"ANGELFISH","LC","Stable"
"Fis-155103",187623,"Iniistius dea",NA,NA,"WRASSES","LC","Unknown"
"Fis-155663",46104064,"Hypsoblennius hentz",NA,NA,"COMBTOOTHBLENNIES","LC","Unknown"
"Fis-158172",187693,"Thalassoma nigrofasciatum",NA,NA,"WRASSES","LC","Unknown"
"Fis-159655",190709,"Scarus coeruleus",NA,NA,"PARROTFISH","LC","Unknown"
"Fis-161650",187368,"Bodianus dictynna",NA,NA,"WRASSES","LC","Unknown"
"Fis-161832",170212,"Evynnis tumifrons",NA,NA,"SEABREAMS_PORGIES","LC","Unknown"
"Fis-162304",48342488,"Rhabdoblennius nitidus",NA,NA,"COMBTOOTHBLENNIES","LC","Stable"
"Fis-162908",180103,"Roa australis",NA,NA,"BUTTERFLYFISH","LC","Unknown"
"Fis-163398",170309,"Kajikia audax",NA,NA,"Tunas_and_billfishes1","NT","Decreasing"
"Fis-163774",132730,"Hyporthodus acanthistius",NA,NA,"GROUPERS","LC","Unknown"
"Fis-163776",132795,"Hyporthodus ergastularius",NA,NA,"GROUPERS","LC","Unknown"
"Fis-163777",64400,"Hyporthodus flavolimbatus",NA,NA,"GROUPERS","VU","Decreasing"
"Fis-163778",132827,"Hyporthodus mystacinus",NA,NA,"GROUPERS","LC","Stable"
"Fis-163779",7860,"Hyporthodus nigritus",NA,NA,"GROUPERS","CR","Unknown"
"Fis-163781",7861,"Hyporthodus niveatus",NA,NA,"GROUPERS","VU","Decreasing"
"Fis-163783",44675,"Hyporthodus quernus",NA,NA,"GROUPERS","NT","Unknown"
"Fis-16392",170264,"Diplodus holbrookii",NA,NA,"SEABREAMS_PORGIES","LC","Unknown"
"Fis-163966",187492,"Symphodus ocellatus",NA,NA,"WRASSES","LC","Stable"
"Fis-163987",193712,"Arothron stellatus",NA,NA,"PUFFERFISH","LC","Unknown"
"Fis-165431",48342444,"Atrosalarias holomelas",NA,NA,"COMBTOOTHBLENNIES","LC","Unknown"
"Fis-165433",194854,"Microlipophrys nigriceps",NA,NA,"COMBTOOTHBLENNIES","LC","Unknown"
"Fis-166721",194853,"Microlipophrys dalmatinus",NA,NA,"COMBTOOTHBLENNIES","LC","Unknown"
"Fis-21661",170308,"Grammatorcynus bicarinatus",NA,NA,"Tunas_and_billfishes1","LC","Unknown"
"Fis-21662",170358,"Grammatorcynus bilineatus",NA,NA,"Tunas_and_billfishes1","LC","Unknown"
"Fis-21693",187438,"Halichoeres prosopeion",NA,NA,"WRASSES","LC","Unknown"
"Fis-21694",187545,"Halichoeres timorensis",NA,NA,"WRASSES","LC","Decreasing"
"Fis-21695",187515,"Halichoeres podostigma",NA,NA,"WRASSES","LC","Unknown"
"Fis-21727",187620,"Labropsis manabei",NA,NA,"WRASSES","LC","Unknown"
"Fis-21770",187772,"Macropharyngodon negrosensis",NA,NA,"WRASSES","LC","Unknown"
"Fis-21826",190739,"Scarus dimidiatus",NA,NA,"PARROTFISH","LC","Unknown"
"Fis-21834",190717,"Scarus rivulatus",NA,NA,"PARROTFISH","LC","Unknown"
"Fis-21840",190694,"Scarus globiceps",NA,NA,"PARROTFISH","LC","Unknown"
"Fis-21841",154676,"Scarus prasiognathos",NA,NA,"PARROTFISH","LC","Stable"
"Fis-22018",154734,"Pagrus auratus",NA,NA,"SEABREAMS_PORGIES","LC","Decreasing"
"Fis-22018",170253,"Pagrus auratus",NA,NA,"SEABREAMS_PORGIES","LC","Stable"
"Fis-22135",48342219,"Blenniella bilitonensis",NA,NA,"COMBTOOTHBLENNIES","LC","Stable"
"Fis-22136",48342115,"Blenniella chrysospilos",NA,NA,"COMBTOOTHBLENNIES","LC","Stable"
"Fis-22160",165695,"Chaetodon capistratus",NA,NA,"BUTTERFLYFISH","LC","Stable"
"Fis-22162",165611,"Chaetodon ocellatus",NA,NA,"BUTTERFLYFISH","LC","Stable"
"Fis-22163",155220,"Chaetodon sedentarius",NA,NA,"BUTTERFLYFISH","LC","Stable"
"Fis-22164",165637,"Chaetodon striatus",NA,NA,"BUTTERFLYFISH","LC","Stable"
"Fis-22168",165837,"Centropyge argi",NA,NA,"ANGELFISH","LC","Unknown"
"Fis-22199",187456,"Doratonotus megalepis",NA,NA,"WRASSES","LC","Unknown"
"Fis-22215",154712,"Coryphaena hippurus",NA,NA,"Tunas_and_billfishes1","LC","Stable"
"Fis-22263",170205,"Calamus pennatula",NA,NA,"SEABREAMS_PORGIES","LC","Unknown"
"Fis-22703",132761,"Cephalopholis cruentata",NA,NA,"GROUPERS","LC","Stable"
"Fis-22704",132819,"Epinephelus adscensionis",NA,NA,"GROUPERS","LC","Decreasing"
"Fis-22719",132770,"Epinephelus guttatus",NA,NA,"GROUPERS","LC","Decreasing"
"Fis-22720",195409,"Epinephelus itajara",NA,NA,"GROUPERS","CR","Unknown"
"Fis-22721",44681,"Epinephelus morio",NA,NA,"GROUPERS","NT","Decreasing"
"Fis-22722",7862,"Epinephelus striatus",NA,NA,"GROUPERS","EN","Decreasing"
"Fis-22731",185128,"Parablennius gattorugine",NA,NA,"COMBTOOTHBLENNIES","LC","Stable"
"Fis-22735",170331,"Acanthocybium solandri",NA,NA,"Tunas_and_billfishes1","LC","Stable"
"Fis-22745",187803,"Centrolabrus exoletus",NA,NA,"WRASSES","LC","Unknown"
"Fis-22750",187752,"Coris julis",NA,NA,"WRASSES","LC","Stable"
"Fis-22752",187751,"Ctenolabrus rupestris",NA,NA,"WRASSES","LC","Stable"
"Fis-22754",170321,"Cybiosarda elegans",NA,NA,"Tunas_and_billfishes1","LC","Unknown"
"Fis-22758",170336,"Euthynnus affinis",NA,NA,"Tunas_and_billfishes1","LC","Unknown"
"Fis-22759",170345,"Euthynnus alletteratus",NA,NA,"Tunas_and_billfishes1","LC","Stable"
"Fis-22766",170338,"Istiophorus platypterus",NA,NA,"Tunas_and_billfishes1","LC","Unknown"
"Fis-22769",187748,"Symphodus melops",NA,NA,"WRASSES","LC","Stable"
"Fis-22776",170342,"Gymnosarda unicolor",NA,NA,"Tunas_and_billfishes1","LC","Unknown"
"Fis-22777",170310,"Katsuwonus pelamis",NA,NA,"Tunas_and_billfishes1","LC","Stable"
"Fis-22805",170319,"Orcynopsis unicolor",NA,NA,"Tunas_and_billfishes1","LC","Stable"
"Fis-22815",170332,"Sarda australis",NA,NA,"Tunas_and_billfishes1","LC","Unknown"
"Fis-22816",NA,"Sarda chiliensis chiliensis",NA,NA,"Tunas_and_billfishes1","LC",NA
"Fis-22817",170313,"Sarda orientalis",NA,NA,"Tunas_and_billfishes1","LC","Unknown"
"Fis-22818",155096,"Sarda sarda",NA,NA,"Tunas_and_billfishes1","LC","Stable"
"Fis-22819",170339,"Scomberomorus cavalla",NA,NA,"Tunas_and_billfishes2","LC","Stable"
"Fis-22820",170316,"Scomberomorus commerson",NA,NA,"Tunas_and_billfishes2","NT","Decreasing"
"Fis-22821",20047,"Scomberomorus concolor",NA,NA,"Tunas_and_billfishes2","VU","Decreasing"
"Fis-22823",170343,"Scomberomorus koreanus",NA,NA,"Tunas_and_billfishes2","LC","Unknown"
"Fis-22824",170353,"Scomberomorus lineolatus",NA,NA,"Tunas_and_billfishes2","LC","Unknown"
"Fis-22825",170323,"Scomberomorus maculatus",NA,NA,"Tunas_and_billfishes2","LC","Unknown"
"Fis-22827",170327,"Scomberomorus regalis",NA,NA,"Tunas_and_billfishes2","LC","Unknown"
"Fis-22828",170337,"Scomberomorus semifasciatus",NA,NA,"Tunas_and_billfishes2","LC","Unknown"
"Fis-22830",170326,"Scomberomorus tritor",NA,NA,"Tunas_and_billfishes2","LC","Unknown"
"Fis-22832",21856,"Thunnus alalunga",NA,NA,"Tunas_and_billfishes2","NT","Decreasing"
"Fis-22833",21857,"Thunnus albacares",NA,NA,"Tunas_and_billfishes2","NT","Decreasing"
"Fis-22834",155276,"Thunnus atlanticus",NA,NA,"Tunas_and_billfishes2","LC","Stable"
"Fis-22835",21858,"Thunnus maccoyii",NA,NA,"Tunas_and_billfishes2","CR","Decreasing"
"Fis-22836",21859,"Thunnus obesus",NA,NA,"Tunas_and_billfishes2","VU","Decreasing"
"Fis-22841",194303,"Albula vulpes",NA,NA,"BONEFISH_TARPONS","NT","Decreasing"
"Fis-22849",170251,"Boops boops",NA,NA,"SEABREAMS_PORGIES","LC","Stable"
"Fis-22952",170169,"Sarpa salpa",NA,NA,"SEABREAMS_PORGIES","LC","Stable"
"Fis-22976",177982,"Acanthurus chirurgus",NA,NA,"SURGEONFISH_TANGS_UNICORNFISH","LC","Stable"
"Fis-23013",170223,"Archosargus probatocephalus",NA,NA,"SEABREAMS_PORGIES","LC","Stable"
"Fis-23015",170238,"Argyrops spinifer",NA,NA,"SEABREAMS_PORGIES","LC","Stable"
"Fis-23018",170231,"Argyrozona argyrozona",NA,NA,"SEABREAMS_PORGIES","NT","Increasing"
"Fis-23093",170167,"Pagrus major",NA,NA,"SEABREAMS_PORGIES","LC","Unknown"
"Fis-23108",170245,"Dentex dentex",NA,NA,"SEABREAMS_PORGIES","VU","Unknown"
"Fis-23109",170232,"Dentex macrophthalmus",NA,NA,"SEABREAMS_PORGIES","LC","Unknown"
"Fis-23120",132722,"Epinephelus aeneus",NA,NA,"GROUPERS","NT","Decreasing"
"Fis-23177",170160,"Lithognathus mormyrus",NA,NA,"SEABREAMS_PORGIES","LC","Stable"
"Fis-23197",170197,"Oblada melanura",NA,NA,"SEABREAMS_PORGIES","LC","Unknown"
"Fis-23206",170229,"Pagellus acarne",NA,NA,"SEABREAMS_PORGIES","LC","Unknown"
"Fis-23207",170244,"Pagellus bogaraveo",NA,NA,"SEABREAMS_PORGIES","NT","Decreasing"
"Fis-23208",170224,"Pagellus erythrinus",NA,NA,"SEABREAMS_PORGIES","LC","Unknown"
"Fis-23217",170247,"Petrus rupestris",NA,NA,"SEABREAMS_PORGIES","EN","Decreasing"
"Fis-23234",170213,"Pterogymnus laniarius",NA,NA,"SEABREAMS_PORGIES","LC","Stable"
"Fis-23238",170225,"Rhabdosargus globiceps",NA,NA,"SEABREAMS_PORGIES","VU","Decreasing"
"Fis-23283",170168,"Stenotomus chrysops",NA,NA,"SEABREAMS_PORGIES","NT","Decreasing"
"Fis-23293",187479,"Tautoga onitis",NA,NA,"WRASSES","VU","Decreasing"
"Fis-23320",177993,"Acanthurus lineatus",NA,NA,"SURGEONFISH_TANGS_UNICORNFISH","LC","Stable"
